Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V)
997883,14.81,13.76,178,2477,74.90,32.00,8.98,26,0.00,9.72,11.76,48,0.65,0.00,0.0,-4.93,26.82,0.00,0.92
997956,14.70,13.76,178,2484,74.90,32.00,9.01,26,0.00,9.87,11.76,48,0.65,0.00,0.0,-4.79,26.62,0.00,0.92
998029,14.70,13.76,178,2470,74.90,31.50,9.48,26,0.00,9.72,11.76,48,0.65,0.00,0.0,-4.93,26.82,0.00,0.92
998102,14.59,13.76,178,2488,74.90,31.50,9.55,26,0.00,9.72,11.37,47,0.64,0.00,0.0,-4.93,26.62,0.00,0.92
998177,14.59,13.76,178,2478,74.90,32.00,9.01,26,0.00,9.72,11.37,47,0.63,0.00,0.0,-4.93,26.20,0.00,0.90
998248,14.70,13.76,178,2473,74.90,32.50,8.99,26,0.00,9.43,10.98,47,0.61,0.00,0.0,-5.08,25.08,0.00,0.90
998321,14.70,13.76,178,2496,74.90,32.50,8.97,26,0.00,9.29,10.98,47,0.61,0.00,0.0,-5.22,24.88,0.00,0.90
998394,14.93,13.84,178,2491,74.90,32.50,9.05,26,0.00,9.14,10.59,47,0.59,0.00,0.0,-5.37,24.60,0.00,0.88
998467,14.81,13.76,178,2482,74.90,33.00,8.47,26,0.00,9.14,10.59,47,0.59,0.00,0.0,-5.51,24.04,0.00,0.88
998539,14.70,13.76,178,2492,74.90,33.00,8.51,26,0.00,9.00,10.20,47,0.57,0.00,0.0,-5.66,23.74,0.00,0.88
998614,14.70,13.76,178,2506,74.90,33.00,8.55,26,0.00,8.85,9.80,48,0.56,0.00,0.0,-5.80,23.36,0.00,0.86
998686,14.70,13.76,178,2488,74.90,33.50,7.96,26,0.00,8.71,9.41,48,0.53,0.00,0.0,-5.95,22.41,0.00,0.86
998758,14.81,13.84,178,2489,74.90,34.00,7.96,26,0.00,8.42,9.02,48,0.52,0.00,0.0,-6.24,22.06,0.00,0.84
998832,14.81,13.84,178,2506,74.90,34.00,8.00,26,0.00,8.27,9.02,48,0.51,0.00,0.0,-6.38,21.45,0.00,0.84
998906,14.70,13.84,178,2492,74.90,34.00,7.48,26,0.00,7.98,8.63,48,0.49,0.00,0.0,-6.67,20.25,0.00,0.82
998978,14.70,13.84,178,2483,74.90,34.00,7.44,26,0.00,7.69,8.63,48,0.48,0.00,0.0,-6.67,19.82,0.00,0.82
999051,14.70,13.76,178,2506,74.90,34.00,6.95,26,0.00,7.69,8.63,48,0.47,0.00,0.0,-6.96,19.66,0.00,0.82
999125,14.81,13.76,178,2493,74.90,34.00,6.91,26,0.00,7.55,8.24,48,0.47,0.00,0.0,-7.11,19.42,0.00,0.82
999197,15.04,13.84,178,2486,74.90,34.00,6.90,26,0.00,7.40,8.24,48,0.47,0.00,0.0,-7.25,19.43,0.00,0.82
999269,14.93,13.76,178,2506,74.90,34.50,6.95,26,0.00,7.40,8.24,48,0.46,0.00,0.0,-7.25,19.18,0.00,0.82
999343,14.81,13.84,178,2510,74.90,34.50,6.96,26,0.00,7.40,8.24,48,0.46,0.00,0.0,-7.25,18.81,0.00,0.82
999416,14.70,13.76,178,2490,74.90,34.50,6.91,26,0.00,7.25,8.24,48,0.45,0.00,0.0,-7.40,19.04,0.00,0.82
999490,14.81,13.84,178,2506,74.90,34.50,6.93,26,0.00,7.25,8.24,48,0.46,0.00,0.0,-7.40,19.11,0.00,0.82
999562,14.70,13.76,178,2505,74.90,34.50,6.95,26,0.00,7.25,8.24,48,0.46,0.00,0.0,-7.40,19.11,0.00,0.82
999634,14.59,13.84,178,2495,74.90,34.50,6.95,26,0.00,7.25,8.24,48,0.45,0.00,0.0,-7.40,18.73,0.00,0.82
999708,14.59,13.84,178,2489,74.90,34.50,6.90,26,0.00,7.11,8.24,48,0.45,0.00,0.0,-7.40,18.59,0.00,0.82
999781,14.47,13.76,178,2507,74.90,34.50,6.95,26,0.00,7.11,7.84,48,0.44,0.00,0.0,-7.55,18.36,0.00,0.80
999853,14.59,13.76,178,2502,74.90,34.50,6.94,26,0.00,7.11,7.84,48,0.44,0.00,0.0,-7.55,18.36,0.00,0.80
999927,14.59,13.76,178,2492,74.90,34.50,6.38,26,0.00,6.96,7.84,48,0.43,0.00,0.0,-7.69,17.68,0.00,0.80
1000000,14.59,13.76,178,2502,74.90,34.50,6.40,26,0.00,6.96,7.45,48,0.42,0.00,0.0,-7.69,17.44,0.00,0.80
1000072,14.70,13.84,178,2490,74.90,34.50,6.42,26,0.00,6.82,7.45,48,0.42,0.00,0.0,-7.84,17.52,0.00,0.78
1000145,14.59,13.76,178,2494,74.90,35.00,6.37,26,0.00,6.67,7.06,48,0.41,0.00,0.0,-7.84,16.87,0.00,0.78
1000219,14.70,13.84,178,2504,74.90,35.00,6.38,26,0.00,6.53,7.06,48,0.40,0.00,0.0,-7.98,16.66,0.00,0.78
1000292,14.47,13.84,178,2510,74.90,35.00,6.41,26,0.00,6.38,6.67,48,0.39,0.00,0.0,-8.13,16.12,0.00,0.76
1000364,14.36,13.76,178,2485,74.90,35.00,5.83,26,0.00,6.24,6.67,48,0.38,0.00,0.0,-8.27,15.50,0.00,0.76
1000438,14.59,13.76,178,2496,74.90,35.00,5.86,26,0.00,6.24,6.67,48,0.37,0.00,0.0,-8.42,15.57,0.00,0.76
1000512,14.70,13.76,178,2486,74.90,35.00,5.83,26,0.00,6.09,6.27,48,0.36,0.00,0.0,-8.56,15.29,0.00,0.74
1000584,14.81,13.76,178,2505,74.90,35.50,5.88,26,0.00,5.95,5.88,48,0.36,0.00,0.0,-8.71,14.78,0.00,0.74
1000658,14.70,13.84,178,2482,74.90,35.50,5.83,26,0.00,5.95,5.88,48,0.35,0.00,0.0,-8.71,14.54,0.00,0.74
1000731,14.70,13.76,178,2496,74.90,35.50,5.33,26,0.00,5.80,5.49,48,0.34,0.00,0.0,-8.85,14.31,0.00,0.72
1000804,14.70,13.84,178,2475,74.90,35.50,5.33,26,0.00,5.66,5.49,48,0.33,0.00,0.0,-9.00,13.54,0.00,0.72
1000877,14.70,13.76,178,2491,74.90,35.50,5.28,26,0.00,5.51,5.49,48,0.33,0.00,0.0,-9.00,13.72,0.00,0.72
1000950,14.81,13.84,178,2495,74.90,35.50,5.32,26,0.00,5.51,5.49,48,0.32,0.00,0.0,-9.14,13.19,0.00,0.72
1001022,14.81,13.76,178,2503,74.90,35.50,5.34,26,0.00,5.51,5.49,48,0.32,0.00,0.0,-9.14,13.24,0.00,0.72
1001095,14.81,13.76,178,2476,74.90,35.50,5.28,26,0.00,5.37,5.49,48,0.33,0.00,0.0,-9.29,13.60,0.00,0.72
1001169,14.81,13.76,178,2478,74.90,35.50,5.29,26,0.00,5.37,5.49,48,0.33,0.00,0.0,-9.29,13.54,0.00,0.72
1001241,14.47,13.76,178,2490,74.90,35.50,5.31,26,0.00,5.37,5.49,48,0.32,0.00,0.0,-9.29,13.31,0.00,0.72
1001316,14.59,13.76,178,2470,74.90,35.50,5.27,26,0.00,5.37,5.49,48,0.31,0.00,0.0,-9.29,13.01,0.00,0.72
1001388,14.70,13.76,178,2471,74.90,35.50,5.30,26,0.00,5.37,5.49,48,0.31,0.00,0.0,-9.29,12.70,0.00,0.72
1001461,14.81,13.84,178,2489,74.90,35.50,5.27,26,0.00,5.37,5.49,48,0.32,0.00,0.0,-9.29,13.43,0.00,0.72
1001534,15.04,13.76,178,2461,74.90,35.50,5.31,26,0.00,5.37,5.49,48,0.33,0.00,0.0,-9.29,13.48,0.00,0.72
1001606,14.93,13.84,178,2482,74.90,35.50,5.29,26,0.00,5.37,5.49,48,0.33,0.00,0.0,-9.29,13.43,0.00,0.72
1001681,14.70,13.84,178,2482,74.90,35.50,5.29,26,0.00,5.37,5.49,48,0.32,0.00,0.0,-9.29,13.13,0.00,0.72
1001752,14.47,13.84,178,2449,74.90,35.50,5.22,26,0.00,5.37,5.49,48,0.32,0.00,0.0,-9.29,13.43,0.00,0.72
1001826,14.24,13.84,178,2470,74.90,35.50,5.27,26,0.00,5.37,5.49,48,0.32,0.00,0.0,-9.29,13.36,0.00,0.72
1001898,14.59,13.84,178,2474,74.90,35.50,5.28,26,0.00,5.37,5.49,48,0.32,0.00,0.0,-9.29,13.31,0.00,0.72
1001973,14.59,13.84,178,2468,74.90,35.50,5.25,26,0.00,5.37,5.49,48,0.32,0.00,0.0,-9.29,13.36,0.00,0.72
1002046,14.47,13.76,178,2472,74.90,35.50,5.26,26,0.00,5.37,5.49,48,0.33,0.00,0.0,-9.29,13.19,0.00,0.72
1002119,14.59,13.84,178,2468,74.90,35.50,5.27,26,0.00,5.37,5.49,48,0.32,0.00,0.0,-9.29,13.43,0.00,0.72
1002192,14.47,13.84,178,2464,74.90,35.50,5.27,26,0.00,5.37,5.49,48,0.33,0.00,0.0,-9.29,13.36,0.00,0.72
1002265,14.59,13.84,178,2470,74.90,35.50,5.27,26,0.00,5.37,5.49,48,0.32,0.00,0.0,-9.29,13.31,0.00,0.72
1002338,14.59,13.84,178,2470,74.90,35.50,5.27,26,0.00,5.37,5.49,48,0.32,0.00,0.0,-9.29,13.01,0.00,0.72
1002411,14.47,13.84,178,2457,74.90,35.50,5.24,26,0.00,5.37,5.49,48,0.32,0.00,0.0,-9.29,13.24,0.00,0.72
1002484,14.59,13.76,178,2472,74.90,35.50,5.27,26,0.00,5.22,5.49,48,0.32,0.00,0.0,-9.43,13.12,0.00,0.72
1002557,14.59,13.84,178,2452,74.90,35.50,5.23,26,0.00,5.37,5.49,48,0.31,0.00,0.0,-9.29,13.01,0.00,0.72
1002630,14.70,13.84,178,2438,74.90,35.50,5.26,26,0.00,5.22,5.10,48,0.32,0.00,0.0,-9.43,12.85,0.00,0.72
1002703,14.59,13.84,178,2472,74.90,35.50,5.20,26,0.00,5.22,5.10,48,0.31,0.00,0.0,-9.43,12.90,0.00,0.72
1002776,14.59,13.84,178,2448,74.90,35.50,5.27,26,0.00,5.22,5.10,48,0.31,0.00,0.0,-9.43,12.69,0.00,0.72
1002849,14.70,13.84,178,2447,74.90,35.50,5.22,26,0.00,5.22,5.10,48,0.31,0.00,0.0,-9.43,12.58,0.00,0.72
1002922,14.70,13.84,178,2456,74.90,35.50,4.71,26,0.00,5.22,5.10,48,0.31,0.00,0.0,-9.43,12.47,0.00,0.72
1002995,14.47,13.76,178,2436,74.90,35.50,5.20,26,0.00,5.22,5.10,48,0.31,0.00,0.0,-9.43,12.69,0.00,0.70
1003068,14.70,13.84,178,2452,74.90,35.50,5.23,26,0.00,5.08,5.10,48,0.31,0.00,0.0,-9.58,12.47,0.00,0.70
1003143,14.59,13.84,178,2437,74.90,35.50,5.20,26,0.00,5.22,5.10,48,0.31,0.00,0.0,-9.43,12.53,0.00,0.70
1003215,14.70,13.76,178,2448,74.90,35.50,5.22,26,0.00,5.08,5.10,48,0.31,0.00,0.0,-9.58,12.58,0.00,0.70
1003287,14.59,13.84,178,2438,74.90,35.50,5.20,26,0.00,5.22,5.10,48,0.31,0.00,0.0,-9.58,12.63,0.00,0.70
1003361,14.59,13.84,178,2448,74.90,35.50,5.20,26,0.00,5.08,5.10,48,0.31,0.00,0.0,-9.43,12.47,0.00,0.70
1003434,14.59,13.76,178,2435,74.90,35.50,4.70,26,0.00,5.08,5.10,48,0.31,0.00,0.0,-9.58,12.47,0.00,0.70
1003507,14.47,13.84,178,2444,74.90,35.50,4.69,26,0.00,5.22,5.10,48,0.30,0.00,0.0,-9.58,12.15,0.00,0.70
1003580,14.47,13.76,178,2428,74.90,35.50,5.18,26,0.00,5.08,5.10,48,0.31,0.00,0.0,-9.58,12.48,0.00,0.70
1003653,14.59,13.84,178,2427,74.90,35.50,4.66,26,0.00,5.08,5.10,48,0.31,0.00,0.0,-9.58,12.53,0.00,0.70
1003727,14.70,13.84,178,2432,74.90,35.50,5.19,26,0.00,5.22,5.10,48,0.31,0.00,0.0,-9.43,12.69,0.00,0.70
1003799,14.70,13.76,178,2436,74.90,35.50,5.20,26,0.00,5.08,5.10,47,0.31,0.00,0.0,-9.58,12.53,0.00,0.70
1003872,14.47,13.84,178,2440,74.90,35.50,5.16,26,0.00,5.08,5.10,47,0.31,0.00,0.0,-9.58,12.53,0.00,0.70
1003945,14.59,13.84,178,2417,74.90,35.50,4.69,26,0.00,5.08,5.10,47,0.31,0.00,0.0,-9.43,12.47,0.00,0.70
1004018,14.59,13.76,178,2425,74.90,35.50,5.16,26,0.00,5.08,5.10,47,0.30,0.00,0.0,-9.58,12.37,0.00,0.70
1004092,14.59,13.84,178,2422,74.90,35.50,4.66,26,0.00,5.22,5.10,47,0.30,0.00,0.0,-9.58,12.04,0.00,0.70
1004164,14.47,13.84,178,2425,74.90,35.50,4.66,26,0.00,5.08,5.10,47,0.30,0.00,0.0,-9.43,12.19,0.00,0.70
1004238,14.59,13.84,178,2418,74.90,35.50,5.16,26,0.00,5.22,5.10,47,0.31,0.00,0.0,-9.43,12.59,0.00,0.70
1004312,14.70,13.76,178,2434,74.90,35.50,5.19,26,0.00,5.22,5.10,47,0.31,0.00,0.0,-9.43,12.70,0.00,0.72
1004384,14.59,13.76,178,2409,74.90,35.00,5.14,26,0.00,5.22,5.49,47,0.32,0.00,0.0,-9.43,12.69,0.00,0.72
1004457,14.59,13.76,178,2427,74.90,35.50,5.18,26,0.00,5.22,5.49,47,0.32,0.00,0.0,-9.43,12.90,0.00,0.72
1004529,14.47,13.84,178,2413,74.90,35.00,5.16,26,0.00,5.37,6.67,47,0.34,0.00,0.0,-9.29,13.24,0.00,0.76
1004603,14.59,13.76,178,2423,74.90,34.50,5.66,26,0.00,5.80,7.06,47,0.39,0.00,0.0,-9.14,15.64,0.00,0.78
1004676,14.59,13.84,178,2403,74.90,34.50,5.69,26,0.00,5.95,7.45,47,0.40,0.00,0.0,-8.85,15.98,0.00,0.78
1004748,13.67,13.76,178,2414,74.90,34.50,6.18,26,0.00,6.38,8.24,47,0.43,0.00,0.0,-8.71,17.38,0.00,0.82
1004822,13.78,13.76,178,2420,74.90,34.00,6.20,26,0.00,6.67,8.63,47,0.45,0.00,0.0,-7.98,17.75,0.00,0.82
1004895,14.01,13.76,178,2405,74.90,34.00,6.67,26,0.00,6.96,8.63,47,0.48,0.00,0.0,-7.69,19.04,0.00,0.84
1004969,14.47,13.76,178,2412,74.90,34.00,6.69,26,0.00,7.25,9.02,47,0.49,0.00,0.0,-7.40,19.34,0.00,0.84
1005041,14.47,13.76,178,2418,74.90,34.00,6.71,26,0.00,7.40,9.41,47,0.51,0.00,0.0,-7.25,19.91,0.00,0.84
1005114,14.47,13.76,178,2410,74.90,34.00,7.18,26,0.00,7.55,9.41,47,0.51,0.00,0.0,-7.11,20.34,0.00,0.84
1005187,14.81,13.76,178,2420,74.90,33.50,7.20,26,0.00,7.69,9.80,47,0.53,0.00,0.0,-6.96,20.68,0.00,0.86
1005261,14.93,13.76,178,2409,74.90,33.50,7.74,26,0.00,8.13,10.20,47,0.54,0.00,0.0,-6.67,21.71,0.00,0.86
1005335,14.81,13.76,178,2414,74.90,33.00,7.71,26,0.00,8.27,10.20,47,0.56,0.00,0.0,-6.53,22.41,0.00,0.88
1005406,14.81,13.76,178,2421,74.90,33.00,7.75,26,0.00,8.42,10.59,47,0.56,0.00,0.0,-6.38,22.70,0.00,0.88
1005480,14.93,13.76,178,2398,74.90,33.00,7.67,26,0.00,8.56,10.98,47,0.57,0.00,0.0,-6.09,22.99,0.00,0.90
1005552,14.81,13.76,178,2422,74.90,33.00,7.75,26,0.00,8.71,10.98,47,0.59,0.00,0.0,-5.95,23.27,0.00,0.90
1005625,14.93,13.76,178,2413,74.90,33.00,8.24,26,0.00,8.85,10.98,47,0.58,0.00,0.0,-5.80,23.55,0.00,0.90
1005699,14.93,13.76,178,2406,74.90,32.50,8.21,26,0.00,9.00,10.98,47,0.60,0.00,0.0,-5.66,23.85,0.00,0.90
1005773,14.81,13.84,178,2417,74.90,32.00,8.30,26,0.00,9.00,11.37,47,0.60,0.00,0.0,-5.66,24.23,0.00,0.90
1005845,14.81,13.76,178,2434,74.90,32.50,8.76,26,0.00,9.14,11.37,47,0.60,0.00,0.0,-5.51,24.50,0.00,0.90
1005918,14.70,13.76,178,2429,74.90,32.00,8.31,26,0.00,9.14,11.37,47,0.61,0.00,0.0,-5.51,24.69,0.00,0.90
1005991,14.81,13.84,178,2416,74.90,32.00,8.76,26,0.00,9.29,11.37,47,0.61,0.00,0.0,-5.51,24.69,0.00,0.90
1006064,14.81,13.84,178,2441,74.90,32.50,8.33,26,0.00,9.29,11.37,47,0.61,0.00,0.0,-5.37,24.69,0.00,0.90
1006137,14.81,13.84,178,2428,74.90,32.00,8.80,26,0.00,9.43,11.37,47,0.62,0.00,0.0,-5.22,24.99,0.00,0.92
1006210,14.81,13.76,178,2428,74.90,32.00,8.81,26,0.00,9.29,11.37,47,0.62,0.00,0.0,-5.37,25.08,0.00,0.90
1006283,14.59,13.76,178,2443,74.90,32.00,8.86,26,0.00,9.43,11.37,47,0.62,0.00,0.0,-5.22,25.08,0.00,0.90
1006356,14.70,13.76,178,2434,74.90,32.00,8.83,26,0.00,9.43,11.37,47,0.62,0.00,0.0,-5.22,25.18,0.00,0.92
1006429,14.81,13.84,178,2446,74.90,32.00,8.83,26,0.00,9.43,11.37,47,0.62,0.00,0.0,-5.22,25.18,0.00,0.92
1006502,14.70,13.76,178,2446,74.90,32.00,8.87,26,0.00,9.43,11.37,47,0.62,0.00,0.0,-5.22,25.37,0.00,0.92
1006575,14.81,13.76,178,2436,74.90,32.00,8.87,26,0.00,9.43,11.37,47,0.63,0.00,0.0,-5.22,25.57,0.00,0.92
1006648,14.93,13.76,178,2456,74.90,32.00,8.91,26,0.00,9.43,11.37,47,0.63,0.00,0.0,-5.22,25.47,0.00,0.92
1006721,14.70,13.76,178,2454,74.90,32.00,8.90,26,0.00,9.58,11.37,47,0.63,0.00,0.0,-5.22,25.37,0.00,0.92
1006794,14.70,13.84,178,2440,74.90,32.00,8.85,26,0.00,9.58,11.37,47,0.62,0.00,0.0,-5.08,25.27,0.00,0.92
1006868,14.81,13.76,178,2460,74.90,32.00,8.92,26,0.00,9.58,11.37,47,0.63,0.00,0.0,-5.08,25.67,0.00,0.92
1006940,14.81,13.84,178,2457,74.90,32.00,8.91,26,0.00,9.58,11.37,47,0.62,0.00,0.0,-5.08,25.37,0.00,0.92
1007013,14.81,13.76,178,2460,74.90,32.00,8.88,26,0.00,9.58,11.37,47,0.63,0.00,0.0,-5.08,25.57,0.00,0.92
1007087,14.81,13.76,178,2459,74.90,32.00,8.92,26,0.00,9.58,11.37,47,0.63,0.00,0.0,-5.08,25.48,0.00,0.92
1007160,14.81,13.76,178,2464,74.90,32.00,8.92,26,0.00,9.58,11.37,47,0.63,0.00,0.0,-5.08,25.88,0.00,0.92
1007233,14.81,13.76,178,2456,74.90,32.00,8.94,26,0.00,9.58,11.37,47,0.63,0.00,0.0,-5.08,25.67,0.00,0.92
1007305,14.59,13.76,178,2478,74.90,32.00,8.99,26,0.00,9.58,11.37,47,0.63,0.00,0.0,-5.08,26.20,0.00,0.92
1007379,14.70,13.76,178,2459,74.90,32.00,8.92,26,0.00,9.58,11.37,47,0.62,0.00,0.0,-5.08,25.99,0.00,0.92
1007452,14.70,13.76,178,2464,74.90,32.00,8.93,26,0.00,9.58,11.37,47,0.63,0.00,0.0,-5.08,25.78,0.00,0.92
1007525,14.70,13.84,178,2466,74.90,32.00,8.94,26,0.00,9.58,11.37,48,0.63,0.00,0.0,-5.08,25.78,0.00,0.92
1007597,14.70,13.76,178,2473,74.90,32.00,8.97,26,0.00,9.58,11.37,48,0.64,0.00,0.0,-5.08,26.09,0.00,0.92
1007671,14.36,13.76,178,2477,74.90,32.00,8.93,26,0.00,9.58,11.37,48,0.64,0.00,0.0,-5.08,26.20,0.00,0.92
1007744,14.59,13.76,178,2484,74.90,32.00,8.98,26,0.00,9.58,11.37,48,0.64,0.00,0.0,-5.08,25.98,0.00,0.92
1007818,14.70,13.76,178,2471,74.90,32.00,9.01,26,0.00,9.58,11.37,48,0.63,0.00,0.0,-5.08,26.09,0.00,0.92
1007890,14.70,13.84,178,2482,74.90,32.00,9.00,26,0.00,9.72,11.37,48,0.64,0.00,0.0,-5.08,26.29,0.00,0.92
1007964,14.81,13.76,178,2479,74.90,32.00,8.99,26,0.00,9.58,11.37,48,0.64,0.00,0.0,-4.93,26.41,0.00,0.92
1008037,14.70,13.76,178,2478,74.90,32.00,8.99,26,0.00,9.72,11.37,47,0.64,0.00,0.0,-4.93,26.20,0.00,0.92
1008110,14.59,13.76,178,2478,74.90,32.00,8.99,26,0.00,9.72,11.37,47,0.63,0.00,0.0,-4.93,26.30,0.00,0.92
1008183,14.59,13.76,178,2482,74.90,32.00,9.00,26,0.00,9.72,11.37,47,0.63,0.00,0.0,-4.93,26.41,0.00,0.92
1008255,14.59,13.76,178,2494,74.90,32.00,9.04,26,0.00,9.72,11.37,47,0.64,0.00,0.0,-4.93,25.88,0.00,0.92
1008328,14.81,13.76,178,2496,74.90,32.00,9.01,26,0.00,9.72,11.37,47,0.64,0.00,0.0,-4.93,26.62,0.00,0.92
1008402,14.47,13.76,178,2496,74.90,32.00,9.58,26,0.00,9.72,11.37,47,0.64,0.00,0.0,-5.08,26.62,0.00,0.92
1008474,14.59,13.76,178,2492,74.90,32.00,9.05,26,0.00,9.72,11.37,48,0.63,0.00,0.0,-4.93,26.29,0.00,0.92
1008548,14.70,13.76,178,2495,74.90,32.00,9.05,26,0.00,9.72,11.37,48,0.64,0.00,0.0,-4.93,26.72,0.00,0.92
1008621,14.59,13.76,178,2498,74.90,32.00,9.06,26,0.00,9.72,11.37,48,0.64,0.00,0.0,-4.93,26.40,0.00,0.92
1008694,14.70,13.76,178,2509,74.90,32.00,9.10,26,0.00,9.72,11.37,48,0.64,0.00,0.0,-4.93,26.20,0.00,0.92
1008768,14.70,13.76,178,2493,74.90,32.00,9.04,26,0.00,9.58,11.37,48,0.63,0.00,0.0,-5.08,26.20,0.00,0.92
1008839,14.70,13.76,178,2494,74.90,32.00,9.04,26,0.00,9.58,11.37,48,0.63,0.00,0.0,-5.08,26.51,0.00,0.92
1008912,14.70,13.76,178,2502,74.90,32.00,9.65,26,0.00,9.58,11.37,48,0.64,0.00,0.0,-5.08,26.82,0.00,0.92
1008986,14.59,13.76,178,2507,74.90,32.00,9.07,26,0.00,9.58,11.37,48,0.63,0.00,0.0,-5.08,26.40,0.00,0.92
1009058,14.70,13.76,178,2516,74.90,32.00,9.09,26,0.00,9.58,11.37,48,0.62,0.00,0.0,-5.08,26.20,0.00,0.92
1009132,14.59,13.68,178,2518,74.90,32.00,9.13,26,0.00,9.58,11.37,48,0.63,0.00,0.0,-5.08,26.41,0.00,0.92
1009205,14.70,13.76,178,2516,74.90,32.00,9.12,26,0.00,9.58,11.37,48,0.63,0.00,0.0,-5.08,26.51,0.00,0.92
1009277,14.81,13.76,178,2510,74.90,32.00,9.10,26,0.00,9.58,11.37,48,0.62,0.00,0.0,-5.08,26.20,0.00,0.90
1009350,14.59,13.68,178,2519,74.90,32.00,9.14,26,0.00,9.43,10.98,48,0.62,0.00,0.0,-5.22,26.20,0.00,0.90
1009423,14.70,13.76,178,2527,74.90,32.50,9.16,26,0.00,9.29,10.20,48,0.60,0.00,0.0,-5.37,25.08,0.00,0.88
1009496,14.36,13.76,178,2514,74.90,33.00,8.58,26,0.00,9.14,9.80,48,0.56,0.00,0.0,-5.51,24.04,0.00,0.86
1009570,14.47,13.84,178,2522,74.90,34.00,8.06,26,0.00,8.85,9.41,48,0.54,0.00,0.0,-5.80,23.36,0.00,0.86
1009642,14.70,13.76,178,2529,74.90,34.00,7.53,26,0.00,8.42,9.41,48,0.54,0.00,0.0,-6.09,22.33,0.00,0.84
1009715,14.81,13.76,178,2522,74.90,34.00,8.09,26,0.00,8.27,8.63,48,0.52,0.00,0.0,-6.24,21.89,0.00,0.82
1009788,14.93,13.76,178,2512,74.90,34.00,8.07,26,0.00,7.98,8.24,48,0.50,0.00,0.0,-6.38,19.99,0.00,0.82
1009861,14.59,13.76,178,2516,74.90,34.00,6.98,26,0.00,7.55,7.45,48,0.47,0.00,0.0,-6.67,18.88,0.00,0.80
1009934,14.47,13.84,178,2542,74.90,34.50,7.05,26,0.00,7.25,7.45,48,0.45,0.00,0.0,-7.40,17.97,0.00,0.78
1010008,13.90,13.76,178,2522,74.90,34.50,6.46,26,0.00,6.96,7.06,48,0.41,0.00,0.0,-7.69,17.30,0.00,0.78
1010080,14.13,13.84,178,2525,74.90,35.00,6.46,26,0.00,6.82,7.06,48,0.40,0.00,0.0,-7.84,16.80,0.00,0.78
1010154,14.81,13.84,178,2516,74.90,35.00,6.44,26,0.00,6.67,7.06,48,0.39,0.00,0.0,-7.98,16.59,0.00,0.78
1010226,15.16,13.76,178,2529,74.90,35.00,6.48,26,0.00,6.53,7.06,48,0.40,0.00,0.0,-8.13,16.66,0.00,0.78
1010300,15.16,13.84,178,2506,74.90,35.00,6.47,26,0.00,6.53,7.06,48,0.39,0.00,0.0,-8.13,16.46,0.00,0.78
1010373,14.93,13.84,178,2524,74.90,35.50,6.41,26,0.00,6.38,6.67,49,0.39,0.00,0.0,-8.13,16.31,0.00,0.78
1010447,14.81,13.84,178,2528,74.90,35.00,5.93,26,0.00,6.38,6.67,49,0.38,0.00,0.0,-8.27,16.12,0.00,0.76
1010520,14.81,13.76,178,2525,74.90,35.00,5.93,26,0.00,6.24,6.67,49,0.38,0.00,0.0,-8.27,16.12,0.00,0.76
1010593,14.81,13.76,178,2512,74.90,35.00,5.90,26,0.00,6.24,6.67,49,0.39,0.00,0.0,-8.42,16.12,0.00,0.76
1010666,14.93,13.84,178,2509,74.90,35.00,5.89,26,0.00,6.24,6.67,49,0.37,0.00,0.0,-8.42,15.98,0.00,0.76
1010739,14.70,13.84,178,2522,74.90,35.50,5.92,26,0.00,6.24,6.67,49,0.37,0.00,0.0,-8.42,15.64,0.00,0.76
1010812,14.70,13.84,178,2502,74.90,35.00,5.93,26,0.00,6.24,6.67,49,0.38,0.00,0.0,-8.42,15.70,0.00,0.76
1010884,14.81,13.84,178,2516,74.90,35.50,5.87,26,0.00,6.24,6.67,49,0.38,0.00,0.0,-8.42,15.84,0.00,0.76
1010958,14.81,13.84,178,2520,74.90,35.50,5.91,26,0.00,6.09,6.67,49,0.38,0.00,0.0,-8.56,15.84,0.00,0.76
1011031,14.59,13.84,178,2510,74.90,35.00,5.91,26,0.00,6.09,6.67,49,0.37,0.00,0.0,-8.56,15.64,0.00,0.76
1011105,14.47,13.84,178,2513,74.90,35.50,5.90,26,0.00,6.09,6.67,49,0.37,0.00,0.0,-8.56,15.70,0.00,0.76
1011177,14.70,13.84,178,2502,74.90,35.00,5.87,26,0.00,6.09,6.67,49,0.38,0.00,0.0,-8.56,15.70,0.00,0.76
1011251,14.59,13.76,178,2506,74.90,35.00,5.88,26,0.00,6.09,6.67,49,0.38,0.00,0.0,-8.56,15.64,0.00,0.76
1011323,14.70,13.84,178,2523,74.90,35.50,5.92,26,0.00,6.09,6.67,49,0.37,0.00,0.0,-8.56,15.10,0.00,0.76
