Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Knock Count (Combined) (Knock Events),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V)
2485,14.59,14.00,167,2232,74.90,30.50,4.30,20,0.00,5.22,4.31,22,0.32,0.00,0,0.0,-9.58,11.66,0.00,0.70
2562,14.59,14.00,167,2238,74.90,31.00,4.31,20,0.00,5.22,4.31,22,0.32,0.00,0,0.0,-9.58,11.93,0.00,0.70
2636,14.59,14.00,167,2244,74.90,30.50,4.30,20,0.00,5.22,4.31,22,0.32,0.00,0,0.0,-9.58,11.82,0.00,0.70
2712,14.59,14.08,167,2235,74.90,30.50,4.29,20,0.00,5.22,4.31,22,0.32,0.00,0,0.0,-9.58,11.93,0.00,0.70
2786,14.59,14.00,167,2252,74.90,30.50,4.32,20,0.00,5.22,4.31,22,0.33,0.00,0,0.0,-9.58,11.82,0.00,0.70
2862,14.59,14.08,167,2221,74.90,31.00,4.74,20,0.00,5.22,4.31,21,0.32,0.00,0,0.0,-9.58,11.99,0.00,0.70
2937,14.59,14.08,167,2235,74.90,31.00,4.25,20,0.00,5.22,4.31,21,0.32,0.00,0,0.0,-9.58,11.82,0.00,0.70
3012,14.59,14.08,167,2212,74.90,30.50,4.25,20,0.00,5.22,4.31,21,0.32,0.00,0,0.0,-9.43,11.88,0.00,0.70
3088,14.47,14.00,167,2212,74.90,31.00,4.29,20,0.00,5.37,4.31,21,0.32,0.00,0,0.0,-9.43,11.93,0.00,0.70
3164,14.47,14.08,167,2214,74.90,30.50,4.25,20,0.00,5.37,4.31,21,0.32,0.00,0,0.0,-9.43,11.82,0.00,0.70
3238,14.47,14.08,167,2207,74.90,30.50,4.24,20,0.00,5.37,4.31,21,0.32,0.00,0,0.0,-9.43,11.82,0.00,0.70
3314,14.47,14.08,167,2212,74.90,30.50,4.25,20,0.00,5.37,4.31,22,0.32,0.00,0,0.0,-9.43,11.77,0.00,0.70
3388,14.59,14.00,167,2232,74.90,31.00,4.29,20,0.00,5.37,4.31,22,0.33,0.00,0,0.0,-9.43,11.99,0.00,0.70
3467,14.59,14.00,167,2190,74.90,31.00,4.70,20,0.00,5.37,4.31,22,0.32,0.00,0,0.0,-9.43,12.04,0.00,0.70
3540,14.70,14.08,167,2202,74.90,31.00,4.74,20,0.00,5.37,4.31,22,0.33,0.00,0,0.0,-9.43,11.93,0.00,0.70
3615,14.70,14.08,167,2224,74.90,30.50,4.22,20,0.00,5.37,4.31,22,0.32,0.00,0,0.0,-9.43,11.82,0.00,0.70
3690,14.36,14.00,167,2213,74.90,31.00,4.25,20,0.00,5.37,4.31,22,0.32,0.00,0,0.0,-9.43,11.82,0.00,0.70
3765,14.36,14.08,167,2196,74.90,31.00,4.68,20,0.00,5.37,4.31,22,0.33,0.00,0,0.0,-9.43,12.04,0.00,0.70
3840,14.59,14.08,167,2206,74.90,31.00,4.24,20,0.00,5.37,4.31,21,0.32,0.00,0,0.0,-9.43,11.88,0.00,0.70
3916,14.70,14.00,167,2214,74.90,30.50,4.21,20,0.00,5.37,4.31,21,0.32,0.00,0,0.0,-9.43,11.82,0.00,0.70
3992,14.70,14.08,167,2194,74.90,30.50,4.20,20,0.00,5.37,4.31,21,0.32,0.00,0,0.0,-9.43,11.93,0.00,0.70
4066,14.59,14.00,167,2189,74.90,31.00,4.21,20,0.00,5.37,4.31,21,0.32,0.00,0,0.0,-9.43,11.88,0.00,0.70
4142,14.59,14.00,167,2194,74.90,31.00,4.25,20,0.00,5.37,4.31,21,0.32,0.00,0,0.0,-9.43,11.82,0.00,0.70
4218,14.70,14.00,167,2186,74.90,30.50,4.20,20,0.00,5.37,4.31,21,0.33,0.00,0,0.0,-9.43,11.82,0.00,0.70
4292,14.81,14.00,167,2175,74.90,31.00,4.64,20,0.00,5.37,4.31,22,0.32,0.00,0,0.0,-9.43,11.93,0.00,0.70
4368,14.70,14.08,167,2218,74.90,30.50,4.26,20,0.00,5.37,4.31,22,0.33,0.00,0,0.0,-9.43,11.82,0.00,0.70
4446,14.70,14.00,167,2176,74.90,31.00,4.63,20,0.00,5.37,4.31,22,0.33,0.00,0,0.0,-9.43,11.93,0.00,0.70
4519,14.59,14.00,167,2171,74.90,30.50,4.26,20,0.00,5.37,4.31,22,0.32,0.00,0,0.0,-9.43,11.82,0.00,0.70
4593,14.59,14.00,167,2221,74.90,30.50,4.22,20,0.00,5.37,4.31,22,0.33,0.00,0,0.0,-9.43,11.88,0.00,0.70
4669,14.59,14.00,167,2196,74.90,31.00,4.63,20,0.00,5.37,4.31,22,0.33,0.00,0,0.0,-9.43,11.93,0.00,0.70
4744,14.59,14.08,167,2198,74.90,31.00,4.69,20,0.00,5.37,4.31,21,0.33,0.00,0,0.0,-9.43,12.04,0.00,0.70
4819,14.70,14.00,167,2221,74.90,31.00,4.74,20,0.00,5.37,4.31,21,0.33,0.00,0,0.0,-9.43,11.93,0.00,0.70
4897,14.70,14.00,167,2180,74.90,31.00,4.63,20,0.00,5.37,4.31,21,0.33,0.00,0,0.0,-9.43,11.93,0.00,0.70
4969,14.59,14.00,167,2172,74.90,31.00,4.26,20,0.00,5.37,4.31,21,0.33,0.00,0,0.0,-9.43,11.99,0.00,0.70
5044,14.47,14.00,167,2220,74.90,31.00,4.20,20,0.00,5.37,4.31,21,0.33,0.00,0,0.0,-9.43,11.93,0.00,0.70
5120,14.47,14.00,167,2186,74.90,31.00,4.61,20,0.00,5.37,4.31,21,0.33,0.00,0,0.0,-9.43,11.93,0.00,0.70
5195,14.59,14.00,167,2202,74.90,31.00,4.70,20,0.00,5.37,4.31,21,0.33,0.00,0,0.0,-9.43,11.88,0.00,0.70
5271,14.70,14.08,167,2216,74.90,31.00,4.25,20,0.00,5.37,4.31,21,0.32,0.00,0,0.0,-9.43,11.93,0.00,0.70
5347,14.70,14.00,167,2194,74.90,30.50,4.21,20,0.00,5.37,4.31,21,0.33,0.00,0,0.0,-9.43,11.82,0.00,0.70
5422,14.59,14.00,167,2174,74.90,30.50,4.21,20,0.00,5.37,4.31,21,0.32,0.00,0,0.0,-9.43,11.82,0.00,0.70
5497,14.70,14.00,167,2192,74.90,30.00,4.23,20,0.00,5.37,1.96,21,0.31,0.00,0,0.0,-9.43,11.82,0.00,0.56
5573,14.70,14.00,167,2204,74.90,26.50,0.00,20,0.00,5.37,0.00,21,0.26,0.00,0,0.0,-10.16,7.65,0.00,0.54
5648,14.59,14.00,167,2169,74.90,23.50,0.00,20,0.00,4.35,0.00,21,0.23,0.00,0,0.0,-10.45,7.10,0.00,0.54
5724,14.47,14.00,167,2086,74.90,20.50,0.00,20,0.00,4.21,0.00,21,0.21,0.00,0,0.0,-10.59,7.06,0.00,0.54
5800,14.70,14.00,167,1990,74.90,18.00,0.00,20,0.00,4.06,0.00,21,0.22,0.00,0,0.0,-10.74,7.14,0.00,0.54
5877,15.04,14.00,167,1886,74.90,16.50,0.00,20,0.00,4.06,0.00,21,0.23,0.00,0,0.0,-10.59,7.10,0.00,0.54
5949,17.23,14.08,167,1774,74.90,14.50,0.00,20,0.00,4.21,0.00,21,0.25,0.00,0,0.0,-10.59,7.10,0.00,0.54
6025,21.02,13.92,167,1657,74.90,13.00,0.00,20,0.00,4.21,0.00,21,0.27,0.00,0,0.0,-10.45,7.14,0.00,0.54
6101,22.85,14.08,167,1571,74.90,21.00,0.00,20,0.00,4.50,0.00,21,0.31,0.00,0,0.0,-10.30,7.26,0.00,0.54
6175,25.38,14.00,167,1359,74.90,21.00,2.90,20,0.00,4.79,0.00,21,0.33,0.00,0,0.0,-10.01,7.21,0.00,0.54
6251,25.38,14.08,167,1235,74.90,21.50,3.16,20,0.00,4.93,0.00,21,0.36,0.00,0,0.0,-9.87,7.14,0.00,0.54
6329,24.69,14.00,167,1222,74.90,21.50,2.87,20,0.00,5.22,0.00,21,0.33,0.00,0,0.0,-9.43,7.26,0.00,0.54
6402,23.89,14.08,167,1275,74.90,11.00,2.83,20,0.00,5.37,0.00,21,0.32,0.00,0,0.0,-9.43,7.10,0.00,0.54
6477,23.77,14.08,167,1328,74.90,8.00,2.90,20,0.00,5.37,0.00,21,0.31,0.00,0,0.0,-9.58,6.62,0.00,0.54
6552,23.77,14.00,167,1357,74.90,8.50,2.60,20,0.00,5.22,0.00,21,0.29,0.00,0,0.0,-9.72,6.48,0.00,0.54
6627,23.08,14.00,167,1356,74.90,8.00,2.63,20,0.00,5.08,0.00,21,0.29,0.00,0,0.0,-9.72,6.55,0.00,0.54
6702,14.36,14.00,167,1362,74.90,9.00,2.61,20,0.00,5.08,0.00,21,0.28,0.00,0,0.0,-9.72,6.44,0.00,0.54
6778,13.55,14.00,167,1368,74.90,9.00,2.63,20,0.00,5.08,0.00,21,0.28,0.00,0,0.0,-9.72,6.37,0.00,0.54
6854,13.67,14.00,167,1359,74.90,10.00,2.61,20,0.00,4.93,0.00,21,0.28,0.00,0,0.0,-9.87,6.33,0.00,0.54
6928,13.90,14.00,167,1365,74.90,10.50,2.61,20,0.00,4.93,0.00,21,0.28,0.00,0,0.0,-9.87,6.37,0.00,0.54
7004,13.78,14.00,167,1359,74.90,10.50,2.62,20,0.00,4.93,0.00,21,0.28,0.00,0,0.0,-9.87,6.40,0.00,0.54
7080,13.67,14.00,167,1366,74.90,11.00,2.61,20,0.00,4.93,0.00,21,0.28,0.00,0,0.0,-9.87,6.40,0.00,0.54
7154,13.78,14.00,167,1362,74.90,9.50,2.64,20,0.00,4.93,0.00,21,0.28,0.00,0,0.0,-9.87,6.40,0.00,0.54
7230,13.78,14.00,167,1366,74.90,11.00,2.62,20,0.00,4.93,0.00,21,0.26,0.00,0,0.0,-9.87,6.11,0.00,0.54
7305,13.55,14.08,167,1364,74.90,11.50,2.62,20,0.00,4.79,0.00,21,0.26,0.00,0,0.0,-10.01,5.90,0.00,0.54
7381,13.67,14.00,167,1357,74.90,12.50,2.32,20,0.00,4.79,0.00,21,0.25,0.00,0,0.0,-10.16,5.65,0.00,0.54
7456,13.78,14.00,167,1360,74.90,14.00,2.29,20,0.00,4.64,0.00,21,0.24,0.00,0,0.0,-10.30,5.39,0.00,0.54
7531,13.55,14.00,167,1341,74.90,16.50,1.97,20,0.00,4.50,0.00,21,0.22,0.00,0,0.0,-10.30,5.10,0.00,0.54
7606,13.55,14.00,167,1321,74.90,17.50,1.95,20,0.00,4.50,0.00,21,0.22,0.00,0,0.0,-10.45,4.79,0.00,0.54
7682,14.01,14.00,167,1297,74.90,18.00,1.94,20,0.00,4.35,0.00,21,0.22,0.00,0,0.0,-10.45,4.72,0.00,0.54
7756,14.01,14.00,167,1263,74.90,21.00,1.89,20,0.00,4.21,0.00,21,0.22,0.00,0,0.0,-10.59,4.57,0.00,0.54
7832,14.36,14.08,167,1227,74.90,21.50,2.09,20,0.00,4.21,0.00,21,0.23,0.00,0,0.0,-10.59,4.63,0.00,0.54
7908,14.59,14.00,167,1226,74.90,21.50,2.08,20,0.00,4.21,0.00,21,0.24,0.00,0,0.0,-10.59,4.79,0.00,0.54
7982,14.70,14.00,167,1220,74.90,21.50,2.07,20,0.00,4.21,0.00,21,0.23,0.00,0,0.0,-10.59,4.79,0.00,0.54
8058,14.81,14.00,167,1213,74.90,21.50,1.82,20,0.00,4.21,0.00,20,0.22,0.00,0,0.0,-10.59,4.42,0.00,0.54
8133,14.93,14.00,167,1217,74.90,21.50,1.80,20,0.00,4.21,0.00,20,0.21,0.00,0,0.0,-10.59,4.28,0.00,0.54
8208,15.04,14.00,167,1182,74.90,21.50,1.77,20,0.00,4.06,0.00,20,0.21,0.00,0,0.0,-10.74,4.17,0.00,0.54
8284,14.81,14.00,169,1174,74.90,21.50,1.75,20,0.00,4.06,0.00,20,0.21,0.00,0,0.0,-10.74,4.14,0.00,0.54
8359,14.59,14.08,169,1160,74.90,21.50,1.73,20,0.00,4.06,0.00,20,0.21,0.00,0,0.0,-10.74,4.14,0.00,0.54
8434,14.59,14.00,169,1152,74.90,21.50,1.68,20,0.00,4.06,0.00,20,0.21,0.00,0,0.0,-10.74,4.06,0.00,0.54
8510,14.24,14.00,169,1124,74.90,21.50,1.66,20,0.00,4.06,0.00,19,0.21,0.00,0,0.0,-10.74,4.00,0.00,0.54
8585,14.36,14.00,169,1112,74.90,21.50,1.63,20,0.00,4.06,0.00,19,0.22,0.00,0,0.0,-10.59,3.98,0.00,0.54
8660,14.13,14.00,169,1093,74.90,21.50,1.59,20,0.00,4.21,0.00,19,0.23,0.00,0,0.0,-10.59,3.92,0.00,0.54
8736,14.24,14.00,169,1055,74.90,21.50,1.80,20,0.00,4.21,0.00,19,0.23,0.00,0,0.0,-10.59,3.98,0.00,0.54
8811,13.90,14.00,169,1031,74.90,21.50,1.76,20,0.00,4.21,0.00,19,0.23,0.00,0,0.0,-10.59,4.00,0.00,0.54
8887,13.90,14.00,169,1022,74.90,21.50,1.74,20,0.00,4.35,0.00,19,0.24,0.00,0,0.0,-10.45,4.00,0.00,0.54
8963,13.67,14.00,169,1014,74.90,22.00,1.71,20,0.00,4.35,0.00,18,0.24,0.00,0,0.0,-10.45,4.00,0.00,0.54
9037,13.78,13.92,169,999,74.90,21.50,1.71,20,0.00,4.35,0.00,18,0.24,0.00,0,0.0,-10.45,3.98,0.00,0.54
9112,13.44,14.08,169,1000,74.90,22.00,1.69,20,0.00,4.35,0.00,18,0.24,0.00,0,0.0,-10.45,3.95,0.00,0.54
9187,13.67,14.00,169,990,74.90,22.00,1.69,20,0.00,4.35,0.00,18,0.25,0.00,0,0.0,-10.45,3.98,0.00,0.54
9266,13.32,14.00,169,983,74.90,22.00,1.68,20,0.00,4.50,0.00,18,0.25,0.00,0,0.0,-10.30,4.00,0.00,0.54
9339,13.44,14.00,169,985,74.90,22.00,1.68,20,0.00,4.50,0.00,18,0.25,0.00,0,0.0,-10.30,3.98,0.00,0.54
9413,13.32,14.00,169,971,74.90,22.00,1.67,20,0.00,4.50,0.00,18,0.24,0.00,0,0.0,-10.30,3.95,0.00,0.54
9489,13.55,14.00,169,976,74.90,22.00,1.66,20,0.00,4.50,0.00,17,0.24,0.00,0,0.0,-10.30,3.91,0.00,0.54
9565,13.32,14.00,169,971,74.90,22.00,1.65,20,0.00,4.50,0.00,17,0.24,0.00,0,0.0,-10.30,3.88,0.00,0.54
9639,13.44,14.00,169,965,74.90,22.00,1.65,20,0.00,4.50,0.00,17,0.24,0.00,0,0.0,-10.30,3.82,0.00,0.54
9714,13.44,14.00,169,963,74.90,22.00,1.64,20,0.00,4.50,0.00,17,0.24,0.00,0,0.0,-10.30,3.82,0.00,0.54
9791,13.44,14.00,169,962,74.90,22.00,1.64,20,0.00,4.50,0.00,17,0.23,0.00,0,0.0,-10.30,3.75,0.00,0.54
9865,13.44,14.08,169,957,74.90,22.00,1.63,20,0.00,4.50,0.00,17,0.23,0.00,0,0.0,-10.30,3.75,0.00,0.54
9941,13.44,14.00,169,951,74.90,22.00,1.60,20,0.00,4.50,0.00,17,0.24,0.00,0,0.0,-10.30,3.72,0.00,0.54
10016,13.67,14.08,169,936,74.90,22.00,1.59,20,0.00,4.50,0.00,17,0.24,0.00,0,0.0,-10.30,3.70,0.00,0.54
10091,13.67,14.00,169,931,74.90,22.00,1.57,20,0.00,4.50,0.00,17,0.25,0.00,0,0.0,-10.30,3.78,0.00,0.54
10167,13.78,14.08,169,921,74.90,22.00,1.57,20,0.00,4.64,0.00,17,0.25,0.00,0,0.0,-10.16,3.82,0.00,0.54
10242,13.90,14.00,169,915,74.90,22.00,1.56,20,0.00,4.64,0.00,17,0.25,0.00,0,0.0,-10.16,3.82,0.00,0.54
10318,13.90,14.08,169,911,74.90,22.00,1.55,20,0.00,4.64,0.00,17,0.25,0.00,0,0.0,-10.16,3.82,0.00,0.54
10392,13.90,14.00,169,915,74.90,22.00,1.56,20,0.00,4.64,0.00,16,0.25,0.00,0,0.0,-10.16,3.78,0.00,0.54
10468,13.78,14.08,169,910,74.90,21.50,1.55,20,0.00,4.64,0.00,16,0.25,0.00,0,0.0,-10.16,3.72,0.00,0.54
10544,13.90,14.00,169,906,74.90,21.00,1.55,20,0.00,4.64,0.00,16,0.25,0.00,0,0.0,-10.16,3.72,0.00,0.54
10619,13.90,14.08,169,908,74.90,21.00,1.54,20,0.00,4.64,0.00,16,0.24,0.00,0,0.0,-10.16,3.67,0.00,0.54
10694,13.78,14.08,169,898,74.90,21.00,1.53,20,0.00,4.64,0.00,16,0.24,0.00,0,0.0,-10.16,3.67,0.00,0.54
10769,13.78,14.00,169,891,74.90,21.50,1.52,20,0.00,4.64,0.00,16,0.24,0.00,0,0.0,-10.16,3.67,0.00,0.54
10844,13.67,14.00,169,894,74.90,20.50,1.53,20,0.00,4.79,0.00,16,0.25,0.00,0,0.0,-10.01,3.65,0.00,0.54
10919,13.67,14.00,169,879,74.90,21.50,1.50,20,0.00,4.79,0.00,16,0.26,0.00,0,0.0,-10.01,3.69,0.00,0.54
10994,13.67,14.00,169,877,74.90,21.00,1.50,20,0.00,4.79,0.00,16,0.26,0.00,0,0.0,-10.01,3.75,0.00,0.54
11070,13.78,14.00,169,880,74.90,21.00,1.49,20,0.00,4.79,0.00,16,0.27,0.00,0,0.0,-10.01,3.88,0.00,0.54
11145,13.78,14.08,169,874,74.90,20.50,1.49,20,0.00,4.93,0.00,16,0.27,0.00,0,0.0,-9.87,3.91,0.00,0.54
11221,13.90,13.92,169,886,74.90,19.50,1.51,20,0.00,4.93,0.00,16,0.27,0.00,0,0.0,-9.87,3.93,0.00,0.54
11296,14.01,14.00,169,896,74.90,17.50,1.53,20,0.00,4.93,0.00,16,0.27,0.00,0,0.0,-9.87,3.93,0.00,0.54
11370,13.90,14.00,169,891,74.90,18.00,1.52,20,0.00,4.93,0.00,14,0.26,0.00,0,0.0,-9.87,3.96,0.00,0.54
11447,14.13,14.00,169,899,74.90,17.00,1.53,20,0.00,4.93,0.00,14,0.26,0.00,0,0.0,-9.87,3.93,0.00,0.54
11522,13.90,14.00,169,896,74.90,16.00,1.54,20,0.00,4.93,0.00,14,0.26,0.00,0,0.0,-9.87,3.88,0.00,0.54
11596,14.13,14.00,169,903,74.90,16.50,1.53,20,0.00,4.93,0.00,14,0.26,0.00,0,0.0,-9.87,3.88,0.00,0.54
11671,14.01,14.08,169,894,74.90,16.50,1.52,20,0.00,4.93,0.00,14,0.27,0.00,0,0.0,-9.87,3.91,0.00,0.54
11747,14.01,14.00,169,886,74.90,17.00,1.51,20,0.00,4.93,0.00,14,0.27,0.00,0,0.0,-9.87,3.91,0.00,0.54
11823,14.24,14.00,169,893,74.90,16.00,1.52,20,0.00,4.93,0.00,12,0.27,0.00,0,0.0,-9.87,3.96,0.00,0.54
11898,14.24,14.00,169,882,74.90,17.00,1.51,20,0.00,4.93,0.00,12,0.27,0.00,0,0.0,-9.87,3.96,0.00,0.54
11973,14.47,14.00,169,882,74.90,16.50,1.50,20,0.00,4.93,0.00,12,0.28,0.00,0,0.0,-9.87,4.00,0.00,0.54
12048,14.36,14.08,169,881,74.90,15.50,1.52,20,0.00,4.93,0.00,12,0.28,0.00,0,0.0,-9.72,4.06,0.00,0.54
12124,14.59,14.00,169,892,74.90,15.50,1.52,20,0.00,5.08,0.00,12,0.28,0.00,0,0.0,-9.72,4.11,0.00,0.54
12199,14.36,14.08,169,892,74.90,14.00,1.54,20,0.00,5.08,0.00,12,0.27,0.00,0,0.0,-9.72,4.09,0.00,0.54
12274,14.36,14.00,169,901,74.90,14.00,1.54,20,0.00,5.08,0.00,11,0.27,0.00,0,0.0,-9.72,4.06,0.00,0.54
12350,14.59,14.00,169,907,74.90,13.50,1.55,20,0.00,5.08,0.00,11,0.27,0.00,0,0.0,-9.72,4.06,0.00,0.54
12424,14.24,14.00,169,899,74.90,14.00,1.53,20,0.00,5.08,0.00,11,0.27,0.00,0,0.0,-9.72,4.00,0.00,0.54
12499,14.59,13.92,169,907,74.90,14.50,1.53,20,0.00,5.08,0.00,11,0.27,0.00,0,0.0,-9.72,4.00,0.00,0.54
12575,14.47,14.00,169,896,74.90,15.00,1.52,20,0.00,5.08,0.00,11,0.27,0.00,0,0.0,-9.72,4.00,0.00,0.54
12650,14.47,14.00,169,892,74.90,14.00,1.53,20,0.00,5.08,0.00,11,0.27,0.00,0,0.0,-9.72,4.00,0.00,0.54
12726,14.47,14.00,169,898,74.90,14.00,1.53,20,0.00,5.08,0.00,10,0.27,0.00,0,0.0,-9.72,4.03,0.00,0.54
12801,14.59,14.08,169,891,74.90,15.00,1.52,20,0.00,5.08,0.00,10,0.27,0.00,0,0.0,-9.72,4.03,0.00,0.54
12876,14.59,14.00,169,885,74.90,15.50,1.51,20,0.00,5.08,0.00,10,0.28,0.00,0,0.0,-9.72,4.06,0.00,0.54
12951,14.70,14.08,169,874,74.90,16.00,1.50,20,0.00,5.08,0.00,10,0.28,0.00,0,0.0,-9.72,4.09,0.00,0.54
13027,14.59,14.00,169,877,74.90,15.50,1.50,20,0.00,5.08,0.00,10,0.28,0.00,0,0.0,-9.72,4.11,0.00,0.54
13103,14.70,14.00,169,881,74.90,14.50,1.51,20,0.00,5.08,0.00,10,0.28,0.00,0,0.0,-9.72,4.17,0.00,0.54
13177,14.59,14.08,169,886,74.90,14.00,1.52,20,0.00,5.08,0.00,10,0.28,0.00,0,0.0,-9.72,4.17,0.00,0.54
13252,14.70,14.00,169,896,74.90,13.50,1.53,20,0.00,5.08,0.00,9,0.28,0.00,0,0.0,-9.72,4.17,0.00,0.54
13327,14.70,14.00,169,888,74.90,14.50,1.52,20,0.00,5.08,0.00,9,0.28,0.00,0,0.0,-9.72,4.14,0.00,0.54
13403,14.70,14.00,169,886,74.90,14.50,1.51,20,0.00,5.08,0.00,9,0.28,0.00,0,0.0,-9.72,4.14,0.00,0.54
13479,14.70,14.00,169,888,74.90,13.50,1.53,20,0.00,5.08,0.00,9,0.28,0.00,0,0.0,-9.72,4.17,0.00,0.54
