Time (msec),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Knock Count (Combined) (Knock Events),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
165135,-14.06,14.70,13.44,180,0.39,2732,0.00,36.50,5.81,135,0.00,0,5.80,-8.85,17.40,2.04,0.00,6.67,0.76,74.4171
165210,-14.06,14.59,13.52,180,0.39,2722,0.00,36.50,5.81,135,0.00,0,5.80,-8.85,17.47,2.04,0.00,6.67,0.76,74.4843
165287,-14.06,14.59,13.52,180,0.38,2725,0.00,36.50,6.39,135,0.00,0,5.80,-8.85,17.55,2.04,0.00,6.67,0.76,74.4385
165361,-14.06,14.70,13.52,180,0.38,2721,0.00,36.50,5.82,135,0.00,0,5.80,-8.85,17.40,2.04,0.00,6.67,0.76,74.4751
165437,-14.06,14.59,13.52,180,0.38,2728,0.00,36.50,5.81,135,0.00,0,5.80,-8.85,17.40,2.04,0.00,6.67,0.76,74.4446
165512,-14.06,14.70,13.52,180,0.38,2724,0.00,36.50,6.39,135,0.00,0,5.80,-8.85,17.79,2.04,0.00,6.67,0.76,74.4965
165588,-14.06,14.59,13.52,180,0.38,2724,0.00,36.50,5.83,135,0.00,0,5.80,-8.85,17.40,2.04,0.00,6.67,0.76,74.4812
165663,-14.06,14.59,13.52,180,0.39,2719,0.00,36.50,5.80,135,0.00,0,5.80,-8.85,17.55,2.02,0.00,6.67,0.76,74.4537
165738,-14.06,14.59,13.52,180,0.38,2739,0.00,36.50,5.84,133,0.00,0,5.80,-8.85,17.55,2.04,0.00,6.67,0.76,74.4110
165813,-14.06,14.70,13.52,180,0.38,2716,0.00,36.50,5.83,133,0.00,0,5.80,-8.85,17.40,2.04,0.00,6.67,0.76,74.4659
165889,-14.06,14.59,13.52,180,0.38,2734,0.00,36.50,5.80,133,0.00,0,5.80,-8.85,17.47,2.04,0.00,6.67,0.76,74.4415
165964,-14.06,14.59,13.52,180,0.38,2718,0.00,36.50,5.82,133,0.00,0,5.80,-8.85,17.40,2.04,0.00,6.67,0.76,74.4781
166039,-14.06,14.59,13.52,180,0.38,2729,0.00,36.50,5.82,133,0.00,0,5.80,-8.85,17.47,2.02,0.00,6.67,0.76,74.4415
166114,-14.06,14.70,13.52,180,0.38,2726,0.00,36.50,5.81,133,0.00,0,5.80,-8.85,17.55,2.04,0.00,6.67,0.76,74.4598
166190,-14.06,14.81,13.52,180,0.39,2729,0.00,36.50,5.82,133,0.00,0,5.80,-8.85,17.54,2.02,0.00,6.67,0.76,74.4659
166266,-14.06,14.59,13.60,180,0.39,2725,0.00,36.50,5.81,133,0.00,0,5.80,-8.85,17.70,2.04,0.00,6.67,0.76,74.4659
166340,-14.06,14.59,13.60,180,0.38,2725,0.00,36.50,5.84,133,0.00,0,5.80,-8.85,17.40,2.04,0.00,6.67,0.76,74.4080
166417,-14.06,14.70,13.52,180,0.39,2739,0.00,36.00,5.80,133,0.00,0,5.80,-8.85,17.25,2.02,0.00,6.67,0.76,74.3835
166491,-14.06,14.70,13.52,180,0.38,2720,0.00,36.00,5.85,133,0.00,0,5.80,-8.85,17.47,2.04,0.00,6.67,0.76,74.5087
166567,-14.06,14.81,13.52,180,0.39,2743,0.00,36.50,5.81,133,0.00,0,5.80,-8.85,17.40,2.02,0.00,6.67,0.76,74.2950
166642,-14.06,14.70,13.52,180,0.38,2721,0.00,36.50,5.84,133,0.00,0,5.80,-8.85,17.70,2.02,0.00,6.67,0.76,74.5148
166717,-14.06,14.70,13.60,180,0.38,2726,0.00,36.00,5.82,133,0.00,0,5.80,-8.85,17.47,2.02,0.00,6.67,0.76,74.4232
166793,-14.06,14.59,13.52,180,0.38,2728,0.00,36.50,5.82,133,0.00,0,5.80,-8.85,17.47,2.04,0.00,6.67,0.76,74.4843
166868,-14.06,14.59,13.52,180,0.39,2721,0.00,36.50,5.81,133,0.00,0,5.80,-8.85,17.40,2.02,0.00,6.67,0.76,74.4263
166944,-14.06,14.70,13.52,180,0.38,2725,0.00,36.50,5.83,133,0.00,0,5.80,-8.85,17.79,2.04,0.00,6.27,0.76,74.4659
167019,-14.06,14.59,13.52,180,0.39,2735,0.00,36.00,5.83,133,0.00,0,5.80,-8.85,17.40,2.02,0.00,6.67,0.76,74.4598
167094,-14.06,14.59,13.52,180,0.38,2732,0.00,36.50,5.85,133,0.00,0,5.80,-8.85,17.54,2.04,0.00,6.67,0.76,74.4598
167170,-14.06,14.81,13.52,180,0.38,2736,0.00,36.00,5.84,133,0.00,0,5.80,-8.85,17.33,2.04,0.00,6.67,0.76,74.4507
167245,-14.06,14.70,13.52,180,0.38,2734,0.00,36.50,5.83,133,0.00,0,5.80,-8.85,17.47,2.02,0.00,6.67,0.76,74.4019
167320,-14.06,14.70,13.52,180,0.38,2733,0.00,36.50,5.82,133,0.00,0,5.80,-8.85,17.47,2.04,0.00,6.67,0.76,74.3683
167396,-14.06,14.70,13.52,180,0.38,2726,0.00,36.50,5.85,133,0.00,0,5.80,-8.85,17.40,2.02,0.00,6.67,0.76,74.3896
167471,-14.06,14.70,13.60,180,0.39,2741,0.00,36.00,5.81,133,0.00,0,5.80,-8.85,17.40,2.02,0.00,6.67,0.76,74.4385
167546,-14.06,14.81,13.52,180,0.38,2725,0.00,36.50,5.85,133,0.00,0,5.80,-8.85,17.33,2.04,0.00,6.67,0.76,74.4293
167622,-14.06,14.81,13.52,180,0.38,2744,0.00,36.50,5.81,133,0.00,0,5.80,-8.85,17.47,2.02,0.00,6.67,0.76,74.3256
167697,-14.06,14.81,13.52,180,0.39,2740,0.00,36.00,5.85,133,0.00,0,5.80,-8.85,17.32,2.02,0.00,6.67,0.76,74.4873
167773,-14.06,14.59,13.52,180,0.38,2721,0.00,36.50,5.81,133,0.00,0,5.80,-8.85,17.47,2.04,0.00,6.27,0.76,74.3469
167848,-14.06,14.59,13.44,180,0.38,2741,0.00,36.00,5.82,133,0.00,0,5.80,-8.85,17.32,2.02,0.00,6.67,0.76,74.4263
167923,-14.06,14.70,13.52,180,0.39,2729,0.00,36.50,5.83,133,0.00,0,5.80,-8.85,17.40,2.04,0.00,6.67,0.76,74.3713
167999,-14.06,14.70,13.52,180,0.38,2734,0.00,36.50,5.81,133,0.00,0,5.80,-8.85,17.40,2.04,0.00,6.67,0.76,74.4385
168073,-14.06,14.81,13.52,180,0.39,2725,0.00,36.50,5.82,133,0.00,0,5.80,-8.85,17.33,2.04,0.00,6.67,0.76,74.3866
168149,-14.06,14.70,13.52,180,0.38,2730,0.00,36.50,5.80,133,0.00,0,5.80,-8.85,17.55,2.04,0.00,6.67,0.76,74.3256
168225,-14.06,14.70,13.52,180,0.39,2737,0.00,36.00,5.84,131,0.00,0,5.80,-8.85,17.18,2.02,0.00,6.67,0.76,74.4537
168300,-14.06,14.70,13.52,180,0.38,2716,0.00,36.50,5.79,131,0.00,0,5.80,-8.85,17.25,2.02,0.00,6.67,0.76,74.4293
168374,-14.06,14.70,13.52,180,0.38,2733,0.00,36.50,5.81,131,0.00,0,5.80,-8.85,17.25,2.02,0.00,6.67,0.76,74.4598
168452,-14.06,14.81,13.44,180,0.39,2725,0.00,36.50,6.34,131,0.00,0,5.80,-8.85,17.40,2.02,0.00,6.67,0.76,74.3713
168527,-14.06,14.81,13.52,180,0.38,2704,0.00,36.50,5.82,131,0.00,0,5.80,-8.85,17.55,2.04,0.00,6.67,0.76,74.4415
168601,-14.06,14.70,13.52,180,0.39,2726,0.00,36.50,5.77,131,0.00,0,5.80,-8.85,17.40,2.04,0.00,6.67,0.76,74.4049
168677,-14.06,14.59,13.52,180,0.38,2724,0.00,36.50,5.81,131,0.00,0,5.80,-8.85,17.54,2.02,0.00,6.67,0.76,74.3713
168751,-14.06,14.70,13.44,180,0.38,2705,0.00,36.50,5.77,131,0.00,0,5.80,-8.85,17.32,2.02,0.00,6.27,0.76,74.4263
168827,-14.06,14.81,13.60,180,0.38,2718,0.00,36.50,5.78,131,0.00,0,5.80,-8.85,17.25,2.02,0.00,6.67,0.76,74.3469
168903,-14.06,14.70,13.52,180,0.38,2711,0.00,36.50,5.79,131,0.00,0,5.80,-8.85,17.25,2.02,0.00,6.67,0.76,74.4263
168978,-14.06,14.70,13.52,180,0.38,2715,0.00,36.50,5.78,131,0.00,0,5.80,-8.85,17.40,2.02,0.00,6.67,0.76,74.4537
169054,-14.06,14.70,13.52,180,0.39,2709,0.00,36.50,5.79,131,0.00,0,5.80,-8.85,17.33,2.02,0.00,6.67,0.76,74.4049
169129,-14.06,14.70,13.52,180,0.39,2714,0.00,36.50,5.79,131,0.00,0,5.80,-8.85,17.47,2.04,0.00,6.67,0.76,74.4263
169204,-14.06,14.70,13.60,180,0.39,2708,0.00,36.50,6.36,131,0.00,0,5.80,-8.85,17.63,2.04,0.00,6.27,0.76,74.3958
169280,-14.06,14.70,13.52,180,0.38,2717,0.00,36.50,5.80,131,0.00,0,5.80,-8.85,17.40,2.02,0.00,6.67,0.76,74.3561
169356,-14.06,14.81,13.52,180,0.38,2705,0.00,36.00,5.79,131,0.00,0,5.80,-8.85,17.10,2.02,0.00,6.67,0.76,74.3958
169430,-14.06,14.81,13.60,180,0.38,2712,0.00,36.50,5.79,131,0.00,0,5.80,-8.85,17.40,2.02,0.00,6.67,0.76,74.4598
169505,-14.06,14.81,13.60,180,0.39,2712,0.00,36.50,5.77,131,0.00,0,5.80,-8.85,17.18,2.02,0.00,6.67,0.76,74.4446
169581,-14.06,14.81,13.52,180,0.39,2706,0.00,36.50,5.83,131,0.00,0,5.80,-8.85,17.11,2.04,0.00,6.67,0.76,74.4354
169657,-14.06,14.81,13.52,180,0.39,2732,0.00,36.50,6.37,131,0.00,0,5.80,-8.85,17.40,2.04,0.00,6.67,0.76,74.4019
169731,-14.06,14.70,13.52,180,0.38,2716,0.00,36.50,5.79,131,0.00,0,5.80,-8.85,17.25,2.04,0.00,6.67,0.76,74.3866
169807,-14.06,14.70,13.52,180,0.39,2716,0.00,36.50,5.79,131,0.00,0,5.80,-8.85,17.25,2.04,0.00,6.67,0.76,74.5667
169883,-14.06,14.70,13.52,180,0.39,2716,0.00,36.50,6.37,131,0.00,0,5.80,-8.85,17.54,2.04,0.00,6.67,0.76,74.4781
169957,-14.06,14.70,13.60,180,0.38,2716,0.00,36.50,5.82,131,0.00,0,5.80,-8.85,17.25,2.04,0.00,6.67,0.76,74.4629
170033,-14.06,14.70,13.52,180,0.39,2727,0.00,36.50,6.36,131,0.00,0,5.80,-8.85,17.40,2.04,0.00,6.67,0.76,74.5209
170108,-14.06,14.59,13.52,180,0.39,2711,0.00,36.50,5.80,131,0.00,0,5.80,-8.85,17.40,2.02,0.00,6.67,0.76,74.4629
170183,-14.06,14.59,13.60,180,0.39,2724,0.00,36.50,5.81,131,0.00,0,5.80,-8.85,17.40,2.04,0.00,6.27,0.76,74.4263
170259,-14.06,14.70,13.60,180,0.39,2693,0.00,36.50,6.32,131,0.00,0,5.80,-8.85,17.40,2.02,0.00,6.67,0.76,74.3256
170334,-14.06,14.81,13.52,180,0.38,2693,0.00,36.50,6.35,131,0.00,0,5.95,-8.71,17.33,2.04,0.00,6.27,0.76,74.5453
170409,-14.06,14.70,13.52,180,0.39,2705,0.00,36.50,6.34,131,0.00,0,5.80,-8.71,17.40,2.04,0.00,6.67,0.76,74.4781
170484,-14.06,14.70,13.52,180,0.38,2700,0.00,36.50,6.28,131,0.00,0,5.95,-8.85,17.40,2.02,0.00,6.67,0.76,74.4812
170560,-14.06,14.59,13.52,180,0.39,2676,0.00,36.50,6.35,131,0.00,0,5.95,-8.71,17.47,2.02,0.00,6.67,0.76,74.5758
170635,-14.06,14.70,13.52,180,0.40,2707,0.00,36.50,5.78,131,0.00,0,5.80,-8.85,17.40,2.04,0.00,6.67,0.76,74.4781
170710,-14.06,14.59,13.52,180,0.39,2684,0.00,36.50,6.30,131,0.00,0,5.95,-8.71,17.70,2.04,0.00,6.67,0.76,74.4720
170785,-14.06,14.70,13.52,180,0.39,2704,0.00,36.50,6.35,131,0.00,0,5.95,-8.85,17.54,2.04,0.00,6.67,0.76,74.4995
170862,-14.06,14.70,13.52,180,0.38,2681,0.00,36.50,6.18,131,0.00,0,5.95,-8.71,17.55,2.02,0.00,6.67,0.76,74.5270
170936,-14.06,14.59,13.52,180,0.39,2696,0.00,36.50,6.30,131,0.00,0,5.95,-8.71,17.25,2.02,0.00,6.67,0.76,74.4446
171012,-14.06,14.70,13.52,180,0.39,2686,0.00,36.50,6.33,129,0.00,0,5.80,-8.71,17.40,2.04,0.00,6.67,0.76,74.5514
171087,-14.06,14.70,13.52,180,0.39,2700,0.00,36.50,6.34,129,0.00,0,5.80,-8.85,17.47,2.04,0.00,6.67,0.76,74.4690
171163,-14.06,14.70,13.44,180,0.39,2702,0.00,36.50,6.33,129,0.00,0,5.95,-8.71,17.54,2.04,0.00,6.67,0.76,74.5178
171238,-14.06,14.70,13.52,180,0.39,2700,0.00,36.50,6.33,129,0.00,0,5.95,-8.71,17.41,2.04,0.00,6.27,0.76,74.5728
171314,-14.06,14.70,13.44,180,0.39,2705,0.00,36.50,6.35,129,0.00,0,5.95,-8.71,17.47,2.02,0.00,6.67,0.76,74.5117
171388,-14.06,14.70,13.52,180,0.39,2696,0.00,36.50,6.34,129,0.00,0,5.95,-8.71,17.40,2.04,0.00,6.67,0.76,74.5728
171464,-14.06,14.70,13.44,180,0.39,2702,0.00,36.50,6.34,129,0.00,0,5.95,-8.71,17.47,2.04,0.00,6.67,0.76,74.5087
171540,-14.06,14.59,13.44,180,0.39,2702,0.00,36.50,6.33,129,0.00,0,5.95,-8.71,17.40,2.02,0.00,6.67,0.76,74.5636
171615,-14.06,14.70,13.52,180,0.38,2696,0.00,36.50,6.28,129,0.00,0,5.95,-8.71,17.70,2.04,0.00,6.27,0.76,74.5270
171690,-14.06,14.81,13.52,180,0.38,2696,0.00,36.50,6.33,129,0.00,0,5.95,-8.71,17.18,2.02,0.00,6.67,0.76,74.4873
171766,-14.06,14.70,13.44,180,0.39,2685,0.00,36.50,6.30,129,0.00,0,5.95,-8.85,17.33,2.02,0.00,6.67,0.76,74.5270
171841,-14.06,14.81,13.52,180,0.39,2689,0.00,36.50,6.33,129,0.00,0,5.95,-8.71,17.41,2.02,0.00,6.67,0.76,74.5514
171917,-14.06,14.70,13.52,180,0.39,2698,0.00,36.50,6.30,129,0.00,0,5.80,-8.71,17.40,2.04,0.00,6.67,0.76,74.5056
171991,-14.06,14.59,13.52,180,0.39,2684,0.00,36.50,6.32,129,0.00,0,5.80,-8.85,17.47,2.02,0.00,6.67,0.76,74.5667
172066,-14.06,14.59,13.44,180,0.39,2693,0.00,36.50,6.28,129,0.00,0,5.95,-8.85,17.70,2.04,0.00,6.27,0.76,74.4843
172143,-14.06,14.59,13.52,180,0.39,2678,0.00,36.50,6.31,129,0.00,0,5.95,-8.71,17.25,2.04,0.00,6.67,0.76,74.5605
172218,-14.06,14.59,13.52,180,0.39,2720,0.00,36.00,5.80,129,0.00,0,5.95,-8.71,17.10,2.02,0.00,6.67,0.76,74.5361
172294,-14.06,14.59,13.52,180,0.39,2680,0.00,36.50,6.29,129,0.00,0,5.80,-8.71,17.47,2.04,0.00,6.67,0.76,74.4934
172368,-14.06,14.81,13.44,180,0.39,2702,0.00,36.50,6.32,129,0.00,0,5.95,-8.85,17.40,2.04,0.00,6.67,0.76,74.5758
172443,-14.06,14.70,13.52,180,0.39,2694,0.00,36.50,6.31,129,0.00,0,5.95,-8.71,17.25,2.02,0.00,6.67,0.76,74.4812
172520,-14.06,14.70,13.52,180,0.38,2689,0.00,36.50,5.77,129,0.00,0,5.80,-8.71,17.18,2.02,0.00,6.67,0.76,74.5636
172594,-14.06,14.70,13.52,180,0.39,2704,0.00,36.50,6.30,129,0.00,0,5.95,-8.85,17.40,2.02,0.00,6.27,0.76,74.5056
172670,-14.06,14.70,13.44,180,0.38,2691,0.00,36.50,6.31,129,0.00,0,5.95,-8.71,17.40,2.02,0.00,6.67,0.76,74.5270
172746,-14.06,14.81,13.52,180,0.38,2685,0.00,36.50,6.30,129,0.00,0,5.80,-8.85,17.40,2.04,0.00,6.27,0.76,74.5270
172821,-14.06,14.70,13.52,180,0.39,2685,0.00,36.50,6.29,129,0.00,0,5.80,-8.71,17.11,2.02,0.00,6.67,0.76,74.5026
172896,-14.06,14.70,13.52,180,0.39,2678,0.00,36.50,6.31,129,0.00,0,5.80,-8.85,17.25,2.04,0.00,6.67,0.76,74.4476
172972,-14.06,14.81,13.52,180,0.39,2688,0.00,36.50,6.28,129,0.00,0,5.95,-8.85,17.32,2.02,0.00,6.67,0.76,74.5056
173047,-14.06,14.70,13.52,180,0.38,2676,0.00,36.50,6.31,129,0.00,0,5.80,-8.71,17.40,2.02,0.00,6.27,0.76,74.4568
173122,-14.06,14.70,13.52,180,0.38,2690,0.00,36.50,6.28,129,0.00,0,5.80,-8.85,17.11,2.02,0.00,6.27,0.76,74.3195
173197,-14.06,14.70,13.52,180,0.38,2684,0.00,36.00,5.73,129,0.00,0,5.80,-8.85,16.83,2.02,0.00,6.27,0.76,74.3103
173272,-14.06,14.81,13.52,180,0.38,2698,0.00,36.50,6.33,129,0.00,0,5.80,-8.85,17.10,2.02,0.00,6.27,0.76,74.2920
173347,-14.06,14.70,13.52,180,0.38,2708,0.00,36.00,6.43,129,0.00,0,5.80,-8.85,17.11,2.04,0.00,6.27,0.76,74.1089
173423,-14.06,14.59,13.52,180,0.38,2676,0.00,36.50,5.77,129,0.00,0,5.80,-8.85,16.91,2.00,0.00,6.27,0.76,74.0021
173499,-14.06,14.59,13.52,180,0.38,2702,0.00,36.00,5.72,129,0.00,0,5.66,-8.85,16.97,2.02,0.00,5.88,0.76,73.9624
173574,-14.06,14.59,13.52,180,0.37,2681,0.00,36.50,5.73,129,0.00,0,5.66,-9.00,16.63,2.00,0.00,5.88,0.76,73.9349
