Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
323424,15.04,13.76,189,2759,74.90,34.50,5.89,34,0.00,5.37,5.49,27,0.30,0.00,-9.43,14.18,0.00
323490,14.93,13.76,189,2758,74.90,34.50,5.88,34,0.00,5.22,5.10,27,0.30,0.00,-9.58,14.25,0.00
323556,14.81,13.68,189,2758,74.90,34.50,5.88,34,0.00,5.22,5.10,27,0.29,0.00,-9.58,13.90,0.00
323622,14.70,13.76,189,2757,74.90,34.50,5.29,34,0.00,5.08,4.71,27,0.28,0.00,-9.72,13.60,0.00
323689,14.70,13.76,189,2755,74.90,34.50,5.29,34,0.00,5.08,4.71,27,0.28,0.00,-9.72,13.12,0.00
323754,14.70,13.76,189,2760,74.90,34.50,5.30,34,0.00,4.93,4.71,27,0.28,0.00,-9.87,12.90,0.00
323821,14.81,13.76,189,2756,74.90,34.50,5.29,34,0.00,4.93,4.71,27,0.28,0.00,-9.87,12.79,0.00
323888,14.93,13.76,189,2750,74.90,34.50,5.28,34,0.00,4.79,4.31,27,0.27,0.00,-10.01,12.53,0.00
323954,14.93,13.76,189,2761,74.90,34.50,5.30,34,0.00,4.79,3.92,27,0.27,0.00,-10.01,12.36,0.00
324019,14.81,13.76,189,2753,74.90,34.50,5.29,34,0.00,4.79,3.92,27,0.26,0.00,-10.01,12.25,0.00
324086,14.70,13.76,189,2761,74.90,34.50,5.30,34,0.00,4.64,3.92,27,0.26,0.00,-10.16,11.93,0.00
324152,14.70,13.76,189,2755,74.90,34.50,5.29,34,0.00,4.50,3.53,27,0.25,0.00,-10.30,11.71,0.00
324218,14.70,13.76,189,2754,74.90,34.50,4.70,34,0.00,4.50,3.53,27,0.24,0.00,-10.30,11.44,0.00
324284,14.70,13.76,189,2750,74.90,34.50,4.69,34,0.00,4.50,3.53,27,0.24,0.00,-10.30,11.09,0.00
324350,14.70,13.76,189,2751,74.90,34.50,4.70,34,0.00,4.50,3.14,27,0.24,0.00,-10.30,11.19,0.00
324417,14.81,13.68,189,2750,74.90,34.50,4.69,34,0.00,4.35,3.14,27,0.24,0.00,-10.45,11.09,0.00
324483,15.04,13.76,189,2750,74.90,34.50,4.69,34,0.00,4.35,3.14,27,0.24,0.00,-10.45,11.19,0.00
324548,15.04,13.76,189,2751,74.90,34.50,4.70,34,0.00,4.35,3.14,27,0.24,0.00,-10.45,11.19,0.00
324615,14.93,13.68,189,2756,74.90,34.50,4.70,34,0.00,4.35,3.14,27,0.24,0.00,-10.45,11.09,0.00
324681,14.70,13.68,189,2749,74.90,34.50,4.69,34,0.00,4.35,3.14,27,0.24,0.00,-10.45,11.09,0.00
324747,14.59,13.76,189,2738,74.90,34.50,4.67,34,0.00,4.35,3.14,27,0.24,0.00,-10.45,10.99,0.00
324813,14.59,13.68,189,2734,74.90,34.50,4.67,34,0.00,4.35,3.14,27,0.24,0.00,-10.45,10.99,0.00
324880,14.59,13.76,189,2738,74.90,34.50,4.67,34,0.00,4.35,3.14,27,0.24,0.00,-10.45,11.09,0.00
324946,14.70,13.68,189,2742,74.90,34.50,4.68,34,0.00,4.35,3.14,26,0.24,0.00,-10.45,10.94,0.00
325013,14.70,13.68,189,2754,74.90,34.50,4.70,34,0.00,4.35,3.14,26,0.24,0.00,-10.45,11.05,0.00
325079,14.70,13.68,189,2753,74.90,34.50,4.70,34,0.00,4.35,3.14,26,0.24,0.00,-10.45,11.09,0.00
325144,14.70,13.76,189,2751,74.90,34.50,4.70,34,0.00,4.35,3.14,26,0.25,0.00,-10.45,11.09,0.00
325211,14.59,13.60,189,2750,74.90,34.50,4.69,34,0.00,4.35,3.14,26,0.25,0.00,-10.45,11.24,0.00
325277,14.59,13.68,189,2747,74.90,34.50,4.69,33,0.00,4.35,3.14,26,0.25,0.00,-10.45,11.40,0.00
325343,14.70,13.60,189,2750,74.90,34.50,4.69,33,0.00,4.35,3.53,26,0.22,0.00,-10.45,11.29,0.00
325410,14.59,13.68,189,2760,74.90,34.50,4.71,33,0.00,4.35,3.53,27,0.25,0.00,-10.45,11.51,0.00
325476,14.59,13.68,189,2753,74.90,34.50,4.70,33,0.00,4.35,3.92,27,0.26,0.00,-10.45,11.61,0.00
325542,14.59,13.76,189,2770,74.90,34.50,5.32,34,0.00,4.50,3.92,27,0.26,0.00,-10.30,11.93,0.00
325609,14.59,13.68,189,2774,74.90,34.50,5.33,34,0.00,4.50,4.31,27,0.27,0.00,-10.30,11.99,0.00
325675,14.59,13.76,189,2766,74.90,34.50,5.31,33,0.00,4.64,4.31,27,0.27,0.00,-10.16,12.48,0.00
325741,14.59,13.68,189,2768,74.90,34.50,5.32,33,0.00,4.64,4.71,27,0.28,0.00,-10.16,12.59,0.00
325806,14.47,13.76,189,2770,74.90,34.50,5.32,33,0.00,4.79,4.71,27,0.28,0.00,-10.01,12.79,0.00
325874,14.36,13.68,189,2757,74.90,34.50,5.29,33,0.00,4.79,4.71,27,0.29,0.00,-10.01,12.79,0.00
325939,14.36,13.76,189,2757,74.90,34.50,5.29,33,0.00,4.79,4.71,27,0.29,0.00,-10.01,13.12,0.00
326005,14.47,13.68,189,2766,74.90,34.50,5.31,33,0.00,4.93,5.10,27,0.29,0.00,-9.87,13.31,0.00
326072,14.59,13.76,189,2783,74.90,34.50,5.34,33,0.00,4.93,5.10,27,0.30,0.00,-9.87,13.54,0.00
326137,14.70,13.68,189,2778,74.90,34.50,5.33,33,0.00,5.08,5.49,27,0.31,0.00,-9.72,13.71,0.00
326204,14.70,13.76,189,2776,74.90,34.50,5.92,33,0.00,5.08,5.49,27,0.31,0.00,-9.72,14.01,0.00
326270,14.59,13.76,189,2787,74.90,34.50,5.95,33,0.00,5.08,5.49,27,0.28,0.00,-9.72,14.18,0.00
326336,14.59,13.76,189,2781,74.90,34.50,5.93,33,0.00,5.22,5.88,27,0.32,0.00,-9.58,14.37,0.00
326403,14.70,13.76,189,2770,74.90,34.50,5.91,33,0.00,5.22,5.88,27,0.32,0.00,-9.58,14.54,0.00
326468,14.59,13.76,189,2780,74.90,34.50,5.93,33,0.00,5.37,5.88,27,0.33,0.00,-9.43,14.66,0.00
326535,14.59,13.76,189,2781,74.90,34.50,5.93,33,0.00,5.37,5.88,27,0.32,0.00,-9.43,14.90,0.00
326601,14.59,13.76,189,2786,74.90,34.50,5.94,33,0.00,5.37,5.88,27,0.32,0.00,-9.43,15.03,0.00
326667,14.70,13.76,189,2792,74.90,34.50,5.96,33,0.00,5.51,5.88,27,0.33,0.00,-9.29,15.03,0.00
326732,14.70,13.68,189,2792,74.90,34.50,5.96,33,0.00,5.51,6.27,27,0.33,0.00,-9.29,15.10,0.00
326799,14.81,13.76,189,2786,74.90,34.50,5.94,33,0.00,5.51,6.27,27,0.33,0.00,-9.29,15.37,0.00
326865,14.81,13.76,189,2800,74.90,34.50,5.97,33,0.00,5.51,6.27,27,0.34,0.00,-9.29,15.43,0.00
326931,14.81,13.76,189,2799,74.90,34.50,5.97,33,0.00,5.51,6.27,27,0.34,0.00,-9.29,15.64,0.00
326998,14.81,13.76,189,2782,74.90,34.50,5.93,33,0.00,5.66,6.27,27,0.33,0.00,-9.14,15.70,0.00
327064,14.70,13.76,189,2802,74.90,34.50,5.98,33,0.00,5.66,6.27,27,0.34,0.00,-9.14,15.64,0.00
327129,14.59,13.68,189,2810,74.90,34.50,5.99,33,0.00,5.66,6.67,27,0.34,0.00,-9.14,15.84,0.00
327197,14.59,13.76,189,2825,74.90,34.50,6.03,33,0.00,5.66,6.67,27,0.35,0.00,-9.14,15.98,0.00
327263,14.70,13.68,189,2838,74.90,34.50,6.66,33,0.00,5.80,6.67,27,0.34,0.00,-9.00,16.25,0.00
327329,14.70,13.76,189,2835,74.90,34.50,6.65,33,0.00,5.80,7.06,27,0.35,0.00,-9.00,16.25,0.00
327396,14.70,13.76,189,2820,74.90,34.50,6.65,33,0.00,5.80,7.06,27,0.36,0.00,-9.00,16.46,0.00
327462,14.70,13.76,189,2817,74.90,34.50,6.62,33,0.00,5.95,7.06,27,0.36,0.00,-8.85,16.79,0.00
327527,14.70,13.68,189,2820,74.90,34.00,6.61,33,0.00,5.95,7.06,27,0.36,0.00,-8.85,16.86,0.00
327594,14.70,13.76,189,2822,74.90,34.00,6.62,33,0.00,5.95,7.45,27,0.37,0.00,-8.85,17.22,0.00
327660,14.70,13.68,189,2815,74.90,34.00,6.62,33,0.00,6.09,7.45,27,0.35,0.00,-8.85,17.22,0.00
327725,14.59,13.76,189,2815,74.90,34.00,6.61,33,0.00,6.09,7.45,27,0.38,0.00,-8.85,17.52,0.00
327792,14.70,13.76,189,2807,74.90,34.00,6.61,33,0.00,6.24,7.45,27,0.38,0.00,-8.71,17.90,0.00
327858,14.59,13.68,189,2813,74.90,34.00,6.59,33,0.00,6.24,7.84,27,0.39,0.00,-8.71,17.97,0.00
327925,14.59,13.68,189,2820,74.90,34.00,6.60,33,0.00,6.24,7.84,27,0.39,0.00,-8.71,18.05,0.00
327992,14.59,13.68,189,2833,74.90,34.00,6.65,33,0.00,6.24,7.84,27,0.39,0.00,-8.71,18.21,0.00
328060,14.70,13.68,189,2841,74.90,34.00,6.65,33,0.00,6.38,8.24,27,0.40,0.00,-8.56,18.21,0.00
328125,14.70,13.68,189,2847,74.90,34.00,7.29,33,0.00,6.38,8.24,27,0.40,0.00,-8.56,18.59,0.00
328192,14.81,13.68,189,2856,74.90,34.00,7.31,33,0.00,6.53,8.24,27,0.38,0.00,-8.42,18.73,0.00
328258,14.70,13.68,189,2850,74.90,34.00,7.30,33,0.00,6.53,8.24,27,0.41,0.00,-8.42,19.18,0.00
328325,14.70,13.68,189,2838,74.90,34.00,7.27,33,0.00,6.53,8.24,27,0.44,0.00,-8.42,18.96,0.00
328390,14.70,13.68,189,2852,74.90,34.00,7.30,33,0.00,6.67,8.24,27,0.40,0.00,-8.27,19.34,0.00
328457,14.70,13.68,189,2857,74.90,34.00,7.31,33,0.00,6.53,8.24,27,0.44,0.00,-8.42,19.34,0.00
328524,14.70,13.76,189,2848,74.90,34.00,7.29,33,0.00,6.67,8.24,27,0.41,0.00,-8.27,19.27,0.00
328589,14.81,13.68,189,2857,74.90,34.00,7.31,33,0.00,6.67,8.24,27,0.41,0.00,-8.27,19.49,0.00
328655,14.81,13.68,189,2879,74.90,34.00,7.37,33,0.00,6.67,8.24,28,0.41,0.00,-8.27,19.58,0.00
328721,14.81,13.68,189,2872,74.90,34.00,7.35,33,0.00,6.67,8.24,28,0.41,0.00,-8.13,19.49,0.00
328788,14.70,13.76,189,2877,74.90,34.00,7.36,33,0.00,6.67,8.24,28,0.44,0.00,-8.13,19.49,0.00
328855,14.70,13.60,189,2890,74.90,34.00,7.40,33,0.00,6.67,8.24,28,0.40,0.00,-8.13,19.42,0.00
328921,14.81,13.76,189,2882,74.90,34.00,7.38,33,0.00,6.67,8.24,28,0.41,0.00,-8.13,19.42,0.00
328988,14.70,13.68,189,2874,74.90,34.00,7.36,33,0.00,6.67,8.24,28,0.40,0.00,-8.13,19.42,0.00
329053,14.70,13.68,189,2902,74.90,34.00,7.43,33,0.00,6.67,8.24,28,0.41,0.00,-8.13,19.42,0.00
329120,14.70,13.68,189,2892,74.90,34.00,7.40,33,0.00,6.67,8.24,28,0.41,0.00,-8.13,19.34,0.00
329185,14.81,13.68,189,2889,74.90,34.00,7.40,33,0.00,6.67,8.24,27,0.40,0.00,-8.13,19.42,0.00
329252,14.81,13.68,189,2900,74.90,34.00,7.42,33,0.00,6.67,8.24,27,0.40,0.00,-8.13,19.49,0.00
329318,14.81,13.68,189,2893,74.90,34.00,7.41,33,0.00,6.67,8.24,27,0.40,0.00,-8.13,19.34,0.00
329385,14.81,13.68,189,2889,74.90,34.00,7.40,33,0.00,6.67,8.24,27,0.41,0.00,-8.13,19.49,0.00
329451,14.81,13.60,189,2900,74.90,34.00,7.42,33,0.00,6.67,8.24,27,0.43,0.00,-8.13,19.42,0.00
329517,14.81,13.60,189,2908,74.90,34.00,7.44,33,0.00,6.67,8.24,27,0.40,0.00,-8.13,19.42,0.00
329583,14.70,13.76,189,2908,74.90,34.00,7.44,33,0.00,6.67,8.24,27,0.41,0.00,-8.13,19.66,0.00
329649,14.70,13.76,189,2899,74.90,34.00,7.42,33,0.00,6.67,8.24,27,0.40,0.00,-8.13,19.66,0.00
329715,14.70,13.68,189,2910,74.90,34.50,7.45,33,0.00,6.67,8.24,27,0.40,0.00,-8.13,19.49,0.00
329782,14.70,13.68,189,2911,74.90,34.50,7.45,33,0.00,6.67,8.24,27,0.40,0.00,-8.13,19.26,0.00
329847,14.70,13.68,189,2915,74.90,34.00,7.46,33,0.00,6.67,8.24,27,0.40,0.00,-8.13,19.49,0.00
329914,14.70,13.68,189,2918,74.90,34.50,7.47,33,0.00,6.67,8.24,27,0.40,0.00,-8.13,19.34,0.00
329980,14.70,13.68,189,2920,74.90,34.50,7.48,33,0.00,6.67,8.24,27,0.40,0.00,-8.13,19.34,0.00
330046,14.81,13.68,189,2904,74.90,34.50,7.43,33,0.00,6.67,8.24,27,0.40,0.00,-8.13,19.49,0.00
330112,14.81,13.68,189,2904,74.90,34.50,7.44,33,0.00,6.67,8.24,28,0.40,0.00,-8.13,19.27,0.00
330179,14.70,13.68,189,2906,74.90,34.00,7.44,33,0.00,6.67,8.24,28,0.40,0.00,-8.13,19.49,0.00
330246,14.70,13.76,189,2910,74.90,34.50,7.45,33,0.00,6.67,8.24,28,0.40,0.00,-8.13,19.34,0.00
330311,14.70,13.68,189,2914,74.90,34.50,7.46,33,0.00,6.67,8.24,28,0.40,0.00,-8.13,19.27,0.00
330378,14.81,13.68,189,2919,74.90,34.50,7.47,33,0.00,6.67,8.24,28,0.40,0.00,-8.13,19.34,0.00
330444,14.81,13.68,189,2904,74.90,34.50,7.43,33,0.00,6.67,8.24,28,0.39,0.00,-8.13,19.49,0.00
330510,14.81,13.76,189,2894,74.90,34.50,7.41,33,0.00,6.67,8.24,28,0.39,0.00,-8.13,19.04,0.00
330576,14.70,13.68,189,2915,74.90,34.50,7.46,33,0.00,6.53,8.24,29,0.38,0.00,-8.27,18.73,0.00
330643,14.70,13.76,189,2917,74.90,34.50,6.84,33,0.00,6.53,7.84,29,0.38,0.00,-8.27,18.51,0.00
330709,14.70,13.68,189,2922,74.90,34.50,6.86,33,0.00,6.53,7.45,29,0.36,0.00,-8.27,18.13,0.00
330775,14.81,13.76,189,2904,74.90,34.50,6.81,33,0.00,6.24,7.06,29,0.35,0.00,-8.56,17.08,0.00
330842,14.81,13.68,189,2902,74.90,34.50,6.81,33,0.00,6.09,7.06,29,0.34,0.00,-8.71,16.93,0.00
330909,14.81,13.68,189,2904,74.90,34.50,6.81,33,0.00,6.09,6.67,29,0.34,0.00,-8.71,16.87,0.00
330974,14.93,13.76,189,2914,74.90,34.50,6.84,33,0.00,5.95,6.67,29,0.33,0.00,-8.85,16.52,0.00
331041,14.93,13.76,189,2910,74.90,34.50,6.21,33,0.00,5.80,6.27,29,0.32,0.00,-9.00,15.91,0.00
331106,14.81,13.68,189,2906,74.90,34.50,6.20,33,0.00,5.66,5.88,29,0.31,0.00,-9.14,15.43,0.00
331173,14.81,13.76,189,2890,74.90,35.00,6.17,33,0.00,5.66,5.49,29,0.30,0.00,-9.14,14.84,0.00
331238,14.93,13.76,189,2886,74.90,35.00,6.16,33,0.00,5.51,5.49,29,0.30,0.00,-9.29,14.54,0.00
331305,14.81,13.76,189,2890,74.90,35.00,6.17,33,0.00,5.37,5.49,29,0.29,0.00,-9.43,14.37,0.00
331371,14.93,13.76,189,2898,74.90,35.00,5.56,33,0.00,5.37,5.49,29,0.29,0.00,-9.43,14.13,0.00
331438,14.81,13.76,189,2886,74.90,35.00,5.54,33,0.00,5.22,5.49,29,0.29,0.00,-9.58,13.95,0.00
331504,14.81,13.68,189,2880,74.90,35.00,5.53,33,0.00,5.22,5.10,28,0.28,0.00,-9.58,13.72,0.00
331569,14.81,13.76,189,2866,74.90,35.00,5.50,33,0.00,5.08,5.10,28,0.31,0.00,-9.72,13.60,0.00
331636,14.81,13.68,189,2858,74.90,35.00,5.49,33,0.00,5.08,4.71,28,0.28,0.00,-9.72,13.36,0.00
331702,14.81,13.68,189,2847,74.90,35.00,5.47,33,0.00,4.93,4.71,28,0.27,0.00,-9.87,13.07,0.00
331769,14.81,13.68,189,2848,74.90,35.00,5.47,33,0.00,4.93,4.71,28,0.27,0.00,-9.87,12.96,0.00
331834,14.70,13.68,189,2846,74.90,35.00,5.46,33,0.00,4.93,4.31,28,0.26,0.00,-9.87,12.79,0.00
331901,14.70,13.68,189,2841,74.90,35.00,5.45,33,0.00,4.79,3.92,28,0.26,0.00,-10.01,12.48,0.00
331967,14.70,13.76,189,2832,74.90,35.00,5.44,33,0.00,4.79,3.92,28,0.25,0.00,-10.01,12.26,0.00
332034,14.70,13.68,189,2833,74.90,35.00,4.83,33,0.00,4.64,3.92,28,0.22,0.00,-10.16,11.93,0.00
332100,14.70,13.76,189,2830,74.90,35.00,4.83,33,0.00,4.64,3.92,28,0.25,0.00,-10.16,11.77,0.00
332165,14.70,13.68,189,2831,74.90,35.00,4.83,33,0.00,4.64,3.92,28,0.22,0.00,-10.16,11.82,0.00
332231,14.81,13.68,189,2802,74.90,35.00,4.78,33,0.00,4.50,3.53,28,0.25,0.00,-10.30,11.71,0.00
332298,14.81,13.68,189,2795,74.90,35.00,4.77,33,0.00,4.50,3.53,28,0.25,0.00,-10.30,11.66,0.00
332364,14.81,13.76,189,2783,74.90,34.50,4.75,33,0.00,4.50,3.53,28,0.28,0.00,-10.30,11.71,0.00
332431,14.81,13.68,189,2772,74.90,34.50,4.73,33,0.00,4.50,3.53,27,0.25,0.00,-10.30,11.55,0.00
332497,14.81,13.76,189,2763,74.90,34.50,4.72,33,0.00,4.50,3.14,27,0.24,0.00,-10.30,11.40,0.00
332563,14.70,13.68,189,2756,74.90,34.50,4.70,33,0.00,4.50,3.14,27,0.24,0.00,-10.30,11.25,0.00
332629,14.59,13.76,189,2750,74.90,34.50,4.69,33,0.00,4.35,3.14,27,0.24,0.00,-10.45,11.15,0.00
332696,14.70,13.68,189,2738,74.90,34.50,4.67,33,0.00,4.35,3.14,27,0.24,0.00,-10.45,10.99,0.00
332761,14.70,13.76,189,2731,74.90,34.50,4.66,33,0.00,4.35,3.14,27,0.24,0.00,-10.45,10.89,0.00
332828,14.70,13.68,189,2734,74.90,34.50,4.67,33,0.00,4.35,3.14,27,0.24,0.00,-10.45,10.99,0.00
332894,14.70,13.76,189,2724,74.90,34.50,4.65,33,0.00,4.35,3.14,27,0.24,0.00,-10.45,10.85,0.00
332960,14.81,13.76,189,2702,74.90,34.50,4.61,33,0.00,4.35,3.14,27,0.24,0.00,-10.45,10.78,0.00
333027,14.81,13.76,189,2696,74.90,34.50,4.60,33,0.00,4.21,3.14,27,0.24,0.00,-10.59,10.79,0.00
333092,14.93,13.76,189,2681,74.90,34.50,4.58,33,0.00,4.21,3.14,27,0.23,0.00,-10.59,10.78,0.00
333158,14.81,13.76,189,2700,74.90,34.50,4.59,33,0.00,4.35,3.14,27,0.24,0.00,-10.45,10.59,0.00
333225,14.70,13.68,189,2695,74.90,34.50,4.61,33,0.00,4.21,3.14,27,0.24,0.00,-10.59,10.69,0.00
333290,14.70,13.76,189,2674,74.90,34.50,4.60,33,0.00,4.21,3.14,27,0.24,0.00,-10.59,10.49,0.00
333357,14.70,13.76,189,2648,74.90,34.50,4.56,33,0.00,4.21,3.14,27,0.24,0.00,-10.59,10.58,0.00
333423,14.70,13.76,189,2645,74.90,34.00,4.52,33,0.00,4.21,3.14,26,0.24,0.00,-10.59,10.59,0.00
333489,14.70,13.76,189,2628,74.90,34.00,4.51,33,0.00,4.21,3.14,26,0.24,0.00,-10.59,10.59,0.00
333555,14.59,13.68,189,2615,74.90,34.00,4.48,33,0.00,4.21,3.14,26,0.24,0.00,-10.59,10.49,0.00
333622,14.59,13.76,189,2595,74.90,34.00,4.46,33,0.00,4.21,3.14,26,0.24,0.00,-10.59,10.49,0.00
333688,14.70,13.76,189,2600,74.90,34.00,4.43,33,0.00,4.21,3.14,26,0.24,0.00,-10.59,10.59,0.00
333753,14.70,13.76,189,2608,74.90,34.00,4.44,33,0.00,4.35,3.14,26,0.24,0.00,-10.45,10.45,0.00
333819,14.70,13.76,189,2596,74.90,34.00,4.45,33,0.00,4.21,3.14,26,0.24,0.00,-10.59,10.48,0.00
333887,14.59,13.76,189,2584,74.90,34.00,4.43,33,0.00,4.35,3.14,26,0.24,0.00,-10.45,10.45,0.00
333953,14.70,13.76,189,2566,74.90,34.00,4.38,33,0.00,4.21,3.14,26,0.24,0.00,-10.59,10.38,0.00
334019,14.59,13.76,189,2551,74.90,34.00,4.38,33,0.00,4.35,3.14,26,0.25,0.00,-10.45,10.38,0.00
334085,14.59,13.76,189,2561,74.90,34.00,4.37,33,0.00,4.35,3.14,26,0.25,0.00,-10.45,10.45,0.00
334152,14.70,13.76,189,2554,74.90,34.00,4.36,33,0.00,4.35,3.14,26,0.24,0.00,-10.45,10.47,0.00
334217,14.59,13.76,189,2545,74.90,34.00,4.34,33,0.00,4.35,3.14,26,0.24,0.00,-10.45,10.38,0.00
334284,14.59,13.76,189,2538,74.90,34.00,4.33,33,0.00,4.35,3.14,26,0.24,0.00,-10.45,10.33,0.00
334350,14.70,13.76,189,2543,74.90,34.00,4.34,33,0.00,4.35,3.14,25,0.24,0.00,-10.45,10.33,0.00
334416,14.70,13.76,189,2547,74.90,34.00,4.35,32,0.00,4.35,3.14,25,0.24,0.00,-10.45,10.17,0.00
334482,14.81,13.76,189,2524,74.90,34.00,4.31,32,0.00,4.35,3.14,25,0.24,0.00,-10.45,10.07,0.00
334550,14.81,13.76,189,2507,74.90,34.00,4.28,32,0.00,4.35,3.14,25,0.24,0.00,-10.45,10.28,0.00
334615,14.81,13.76,189,2500,74.90,34.00,4.27,32,0.00,4.35,3.14,25,0.24,0.00,-10.45,10.17,0.00
334682,14.81,13.76,189,2512,74.90,34.00,4.29,32,0.00,4.35,3.14,25,0.24,0.00,-10.45,10.07,0.00
334748,14.70,13.76,189,2500,74.90,34.00,4.27,32,0.00,4.35,3.14,25,0.24,0.00,-10.45,10.03,0.00
334814,14.70,13.76,189,2478,74.90,34.00,4.23,32,0.00,4.35,3.14,25,0.24,0.00,-10.45,10.03,0.00
334881,14.70,13.76,189,2488,74.90,34.00,4.25,32,0.00,4.35,3.14,25,0.24,0.00,-10.45,9.84,0.00
334947,14.70,13.68,189,2481,74.90,34.00,4.23,32,0.00,4.35,3.14,25,0.24,0.00,-10.45,9.88,0.00
335012,14.70,13.76,189,2466,74.90,34.00,4.21,32,0.00,4.35,3.14,25,0.24,0.00,-10.45,9.88,0.00
335079,14.81,13.76,189,2467,74.90,34.00,4.21,32,0.00,4.21,3.14,25,0.23,0.00,-10.59,9.88,0.00
335144,14.81,13.68,189,2475,74.90,34.00,4.22,32,0.00,4.21,3.14,25,0.24,0.00,-10.59,9.70,0.00
335212,14.70,13.76,189,2450,74.90,34.00,4.18,32,0.00,4.21,3.14,25,0.24,0.00,-10.59,9.66,0.00
335277,14.70,13.68,189,2443,74.90,34.00,4.17,32,0.00,4.35,3.14,24,0.24,0.00,-10.45,9.79,0.00
335344,14.70,13.76,189,2457,74.90,34.00,4.19,32,0.00,4.35,3.53,24,0.28,0.00,-10.45,9.79,0.00
335411,14.81,13.76,189,2446,74.90,34.00,4.17,32,0.00,4.35,3.92,24,0.26,0.00,-10.45,9.97,0.00
335476,14.70,13.68,189,2432,74.90,33.50,4.67,32,0.00,4.50,4.71,24,0.28,0.00,-10.30,10.23,0.00
335542,14.81,13.76,189,2418,74.90,33.50,4.64,32,0.00,4.79,5.10,24,0.30,0.00,-10.01,11.55,0.00
335608,14.81,13.68,189,2401,74.90,33.50,5.12,32,0.00,4.93,5.49,24,0.32,0.00,-9.87,12.31,0.00
335674,14.59,13.68,189,2434,74.90,33.50,5.19,32,0.00,5.22,6.27,24,0.34,0.00,-9.58,12.31,0.00
335741,14.47,13.68,189,2472,74.90,33.50,5.80,32,0.00,5.51,6.67,24,0.36,0.00,-9.29,14.18,0.00
335807,14.36,13.68,189,2472,74.90,33.00,5.80,32,0.00,5.80,7.06,24,0.38,0.00,-9.00,15.10,0.00
335872,14.36,13.68,189,2418,74.90,33.00,6.19,32,0.00,6.09,7.45,24,0.38,0.00,-8.71,16.05,0.00
335941,14.36,13.68,189,2400,74.90,33.00,6.15,32,0.00,6.38,7.45,24,0.40,0.00,-8.42,16.25,0.00
336005,14.24,13.60,189,2429,74.90,33.00,6.22,32,0.00,6.53,7.45,24,0.41,0.00,-8.27,16.38,0.00
336071,13.78,13.68,189,2438,74.90,33.00,6.24,32,0.00,6.53,7.84,24,0.43,0.00,-8.27,16.79,0.00
336138,14.36,13.68,189,2398,74.90,32.50,6.14,32,0.00,6.67,7.84,24,0.42,0.00,-8.13,16.93,0.00
336204,14.70,13.68,189,2407,74.90,33.00,6.16,32,0.00,6.82,7.84,24,0.42,0.00,-7.98,16.79,0.00
336272,14.81,13.60,189,2433,74.90,33.00,6.75,32,0.00,6.96,8.24,24,0.41,0.00,-7.84,17.44,0.00
336336,14.70,13.68,189,2413,74.90,32.50,6.69,32,0.00,6.96,8.24,24,0.44,0.00,-7.84,17.59,0.00
336402,14.81,13.68,189,2414,74.90,32.50,6.70,32,0.00,7.11,8.24,24,0.44,0.00,-7.69,17.67,0.00
336468,14.81,13.68,189,2432,74.90,33.00,6.74,32,0.00,7.11,8.24,24,0.44,0.00,-7.69,17.68,0.00
336535,14.70,13.68,189,2422,74.90,32.50,6.72,32,0.00,7.25,8.63,24,0.45,0.00,-7.55,17.90,0.00
336602,14.81,13.68,189,2407,74.90,32.50,6.67,32,0.00,7.25,8.63,24,0.45,0.00,-7.55,18.05,0.00
336667,14.81,13.68,189,2426,74.90,32.50,6.73,32,0.00,7.40,8.63,23,0.46,0.00,-7.40,18.13,0.00
336733,14.81,13.68,189,2419,74.90,32.50,7.23,32,0.00,7.40,8.63,23,0.45,0.00,-7.40,18.59,0.00
336800,14.93,13.68,189,2412,74.90,32.50,6.69,32,0.00,7.40,8.63,23,0.47,0.00,-7.40,18.65,0.00
336866,14.93,13.76,189,2427,74.90,32.50,6.73,32,0.00,7.55,8.63,23,0.47,0.00,-7.25,18.88,0.00
336932,14.81,13.68,189,2426,74.90,32.50,6.73,32,0.00,7.55,8.63,23,0.48,0.00,-7.25,18.95,0.00
336998,14.81,13.68,189,2422,74.90,32.50,7.23,32,0.00,7.55,9.02,23,0.47,0.00,-7.25,19.18,0.00
337064,14.81,13.68,189,2432,74.90,32.50,7.27,32,0.00,7.69,9.02,23,0.48,0.00,-7.11,19.11,0.00
337131,14.70,13.68,189,2431,74.90,32.50,7.26,32,0.00,7.69,9.02,24,0.48,0.00,-7.11,19.42,0.00
337197,14.93,13.68,189,2436,74.90,32.50,7.28,32,0.00,7.69,9.02,24,0.49,0.00,-7.11,19.49,0.00
337262,14.93,13.68,189,2447,74.90,32.50,7.31,32,0.00,7.69,9.41,24,0.48,0.00,-7.11,19.82,0.00
337329,14.81,13.68,189,2454,74.90,32.50,7.33,32,0.00,7.84,9.41,24,0.49,0.00,-6.96,19.74,0.00
