Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
102463,15.04,13.68,190,2096,74.90,33.00,3.58,42,0.00,4.35,1.96,29,0.22,0.0,-10.30,7.65,0.00
102532,14.93,13.68,190,2101,74.90,33.00,3.59,42,0.00,4.35,1.96,29,0.19,0.0,-10.30,7.66,0.00
102600,14.81,13.68,190,2098,74.90,33.00,3.58,42,0.00,4.35,1.96,29,0.22,0.0,-10.30,7.57,0.00
102669,14.81,13.68,190,2101,74.90,33.00,3.59,42,0.00,4.35,1.96,29,0.22,0.0,-10.30,7.57,0.00
102737,14.81,13.76,190,2084,74.90,33.00,3.59,42,0.00,4.35,1.96,29,0.22,0.0,-10.30,7.66,0.00
102806,14.70,13.68,190,2082,74.90,33.00,3.56,42,0.00,4.35,1.96,29,0.22,0.0,-10.30,7.66,0.00
102874,14.81,13.68,190,2084,74.90,33.00,3.55,42,0.00,4.35,1.96,29,0.19,0.0,-10.30,7.62,0.00
102942,14.70,13.68,190,2078,74.90,33.00,3.55,42,0.00,4.35,1.96,29,0.19,0.0,-10.30,7.62,0.00
103012,14.70,13.76,190,2072,74.90,33.00,3.54,42,0.00,4.35,1.57,29,0.22,0.0,-10.30,7.62,0.00
103079,14.70,13.60,190,2076,74.90,33.00,3.54,42,0.00,4.35,1.96,29,0.22,0.0,-10.30,7.62,0.00
103149,14.70,13.68,190,2086,74.90,33.00,3.56,42,0.00,4.35,1.57,29,0.22,0.0,-10.30,7.57,0.00
103216,14.70,13.68,190,2070,74.90,33.00,3.53,42,0.00,4.35,1.57,29,0.22,0.0,-10.30,7.54,0.00
103284,14.70,13.68,190,2065,74.90,33.00,3.52,42,0.00,4.35,1.57,29,0.22,0.0,-10.30,7.49,0.00
103353,14.70,13.68,190,2074,74.90,33.00,3.54,42,0.00,4.35,1.57,29,0.22,0.0,-10.30,7.49,0.00
103422,14.70,13.68,190,2069,74.90,33.00,3.53,42,0.00,4.35,1.57,29,0.22,0.0,-10.30,7.57,0.00
103490,14.70,13.68,190,2069,74.90,33.00,3.53,42,0.00,4.35,1.57,29,0.21,0.0,-10.30,7.57,0.00
103559,14.70,13.68,190,2065,74.90,33.00,3.52,42,0.00,4.35,1.57,29,0.22,0.0,-10.30,7.50,0.00
103627,14.70,13.68,190,2059,74.90,33.00,3.51,42,0.00,4.35,1.57,29,0.22,0.0,-10.30,7.50,0.00
103696,14.70,13.68,190,2048,74.90,32.50,3.50,42,0.00,4.35,1.57,29,0.22,0.0,-10.30,7.50,0.00
103764,14.70,13.68,190,2047,74.90,33.00,3.49,42,0.00,4.35,1.57,29,0.22,0.0,-10.30,7.46,0.00
103833,14.70,13.68,190,2055,74.90,33.00,3.51,42,0.00,4.35,0.00,29,0.20,0.0,-10.30,6.73,0.00
103902,14.70,13.76,190,2070,74.90,32.50,0.00,42,0.00,4.21,0.00,29,0.20,0.0,-10.45,6.66,0.00
103970,14.70,13.60,190,2042,74.90,27.00,0.00,42,0.00,4.06,0.00,29,0.20,0.0,-10.45,6.66,0.00
104038,15.50,13.76,190,2016,74.90,24.00,0.00,42,0.00,4.06,0.00,29,0.21,0.0,-10.59,6.70,0.00
104108,16.31,13.68,190,1966,74.90,21.50,0.00,42,0.00,4.06,0.00,29,0.21,0.0,-10.59,6.66,0.00
104175,16.88,13.76,190,1855,74.90,19.50,0.00,42,0.00,4.21,0.00,29,0.22,0.0,-10.45,6.66,0.00
104243,20.67,13.68,190,1779,74.90,16.50,0.00,42,0.00,4.21,0.00,29,0.23,0.0,-10.45,6.73,0.00
104313,22.74,13.76,190,1697,74.90,14.50,0.00,42,0.00,4.35,0.00,29,0.24,0.0,-10.30,6.70,0.00
104381,23.77,13.76,190,1644,74.90,14.00,0.00,42,0.00,4.50,0.00,29,0.26,0.0,-10.16,6.70,0.00
104449,25.04,13.68,190,1557,74.90,14.00,0.00,42,0.00,4.64,0.00,29,0.27,0.0,-10.01,6.73,0.00
104518,24.81,13.68,190,1481,74.90,22.00,0.00,42,0.00,4.79,0.00,29,0.25,0.0,-9.87,6.73,0.00
104586,23.54,13.68,190,1419,74.90,22.00,0.00,42,0.00,4.93,0.00,29,0.28,0.0,-9.72,6.70,0.00
104655,23.66,13.68,190,1338,74.90,22.00,2.57,42,0.00,5.08,0.00,29,0.30,0.0,-9.58,6.18,0.00
104722,23.43,13.68,190,1268,74.90,22.00,2.71,42,0.00,5.08,0.00,28,0.31,0.0,-9.58,6.33,0.00
104791,23.54,13.68,190,1257,74.90,22.00,2.68,42,0.00,5.37,0.00,28,0.30,0.0,-9.29,6.48,0.00
104859,23.43,13.68,190,1314,74.90,22.00,2.80,42,0.00,5.37,0.00,28,0.28,0.0,-9.29,6.29,0.00
104929,23.20,13.68,190,1350,74.90,16.00,2.59,42,0.00,5.22,0.00,28,0.27,0.0,-9.43,5.96,0.00
104997,23.66,13.68,190,1374,74.90,14.00,2.64,42,0.00,5.08,0.00,28,0.27,0.0,-9.58,5.90,0.00
105066,22.97,13.68,190,1376,74.90,11.50,2.64,42,0.00,5.08,0.00,28,0.26,0.0,-9.58,5.90,0.00
105133,19.18,13.68,190,1392,74.90,12.00,2.67,42,0.00,4.93,0.00,28,0.26,0.0,-9.72,5.90,0.00
105203,16.65,13.68,190,1385,74.90,11.50,2.66,42,0.00,4.93,0.00,27,0.25,0.0,-9.72,5.87,0.00
105271,15.73,13.68,190,1389,74.90,12.50,2.67,42,0.00,4.93,0.00,27,0.26,0.0,-9.72,5.90,0.00
105339,15.39,13.68,190,1377,74.90,13.00,2.64,42,0.00,4.79,0.00,27,0.26,0.0,-9.87,5.83,0.00
105407,15.27,13.68,190,1390,74.90,12.00,2.67,42,0.00,4.79,0.00,27,0.26,0.0,-9.87,5.90,0.00
105475,15.27,13.68,190,1382,74.90,13.00,2.65,42,0.00,4.79,0.00,27,0.26,0.0,-9.87,5.90,0.00
105544,15.39,13.68,190,1384,74.90,13.50,2.66,42,0.00,4.79,0.00,27,0.26,0.0,-9.87,5.90,0.00
105613,15.27,13.68,190,1378,74.90,13.00,2.65,42,0.00,4.79,0.00,27,0.26,0.0,-9.87,5.90,0.00
105681,15.04,13.68,190,1378,74.90,14.00,2.66,42,0.00,4.79,0.00,26,0.25,0.0,-9.87,5.71,0.00
105749,15.04,13.68,190,1381,74.90,13.50,2.35,42,0.00,4.79,0.00,26,0.24,0.0,-9.87,5.65,0.00
105818,15.16,13.68,190,1375,74.90,14.00,2.36,42,0.00,4.64,0.00,26,0.23,0.0,-10.01,5.45,0.00
105886,15.04,13.68,190,1384,74.90,13.00,2.36,42,0.00,4.64,0.00,26,0.23,0.0,-10.01,5.39,0.00
105956,14.93,13.76,190,1368,74.90,15.00,2.34,42,0.00,4.50,0.00,26,0.23,0.0,-10.16,5.29,0.00
106023,14.93,13.68,190,1368,74.90,14.50,2.33,42,0.00,4.50,0.00,26,0.23,0.0,-10.16,5.19,0.00
106092,14.93,13.68,190,1356,74.90,16.00,2.31,42,0.00,4.35,0.00,26,0.22,0.0,-10.30,5.03,0.00
106159,14.93,13.60,190,1361,74.90,15.00,2.32,42,0.00,4.35,0.00,25,0.21,0.0,-10.30,4.85,0.00
106229,14.93,13.68,190,1346,74.90,16.50,2.30,42,0.00,4.21,0.00,25,0.21,0.0,-10.45,4.53,0.00
106297,15.16,13.68,190,1335,74.90,17.50,1.99,42,0.00,4.21,0.00,25,0.20,0.0,-10.45,4.36,0.00
106366,15.04,13.68,190,1325,74.90,18.00,1.98,42,0.00,4.06,0.00,25,0.19,0.0,-10.59,4.31,0.00
106435,15.04,13.68,190,1306,74.90,20.00,1.95,42,0.00,4.06,0.00,25,0.19,0.0,-10.59,4.20,0.00
106502,15.27,13.68,190,1290,74.90,20.50,1.93,42,0.00,4.06,0.00,25,0.20,0.0,-10.59,4.14,0.00
106572,15.39,13.60,190,1266,74.90,22.00,1.89,42,0.00,3.92,0.00,25,0.19,0.0,-10.74,4.06,0.00
106640,15.39,13.68,190,1262,74.90,22.00,1.88,42,0.00,3.92,0.00,23,0.19,0.0,-10.74,3.98,0.00
106708,15.39,13.60,190,1249,74.90,22.00,1.86,42,0.00,3.92,0.00,23,0.19,0.0,-10.74,3.92,0.00
106776,15.50,13.68,190,1226,74.90,22.00,1.83,42,0.00,3.92,0.00,23,0.19,0.0,-10.74,3.85,0.00
106845,15.50,13.68,190,1223,74.90,22.00,1.83,42,0.00,3.92,0.00,23,0.19,0.0,-10.74,3.85,0.00
106913,15.62,13.60,190,1213,74.90,22.00,1.81,42,0.00,3.92,0.00,23,0.19,0.0,-10.74,3.75,0.00
106981,15.50,13.76,190,1181,74.90,22.00,1.76,42,0.00,3.92,0.00,23,0.19,0.0,-10.74,3.70,0.00
107049,15.39,13.68,190,1172,74.90,22.00,1.75,42,0.00,3.92,0.00,23,0.19,0.0,-10.74,3.70,0.00
107119,15.27,13.76,190,1155,74.90,22.00,1.73,42,0.00,3.92,0.00,22,0.19,0.0,-10.74,3.67,0.00
107187,15.04,13.68,190,1120,74.90,22.00,1.68,42,0.00,3.92,0.00,22,0.19,0.0,-10.74,3.62,0.00
107255,15.04,13.68,190,1102,74.90,22.00,1.67,42,0.00,4.06,0.00,22,0.20,0.0,-10.59,3.62,0.00
107324,14.81,13.68,190,1094,74.90,22.00,1.65,42,0.00,4.06,0.00,22,0.20,0.0,-10.59,3.62,0.00
107392,14.70,13.68,190,1084,74.90,22.00,1.63,42,0.00,4.06,0.00,22,0.20,0.0,-10.59,3.60,0.00
107461,14.59,13.68,190,1069,74.90,22.00,1.60,42,0.00,4.06,0.00,22,0.20,0.0,-10.59,3.58,0.00
107529,14.36,13.68,190,1064,74.90,22.00,1.59,42,0.00,4.06,0.00,20,0.20,0.0,-10.59,3.58,0.00
107598,14.47,13.68,190,1054,74.90,22.00,1.80,42,0.00,4.06,0.00,20,0.20,0.0,-10.59,3.58,0.00
107665,14.24,13.68,190,1048,74.90,22.00,1.57,42,0.00,4.06,0.00,20,0.20,0.0,-10.59,3.58,0.00
107735,14.13,13.68,190,1038,74.90,22.00,1.55,42,0.00,4.06,0.00,20,0.20,0.0,-10.59,3.56,0.00
107803,14.36,13.68,190,1032,74.90,22.00,1.54,42,0.00,4.06,0.00,20,0.21,0.0,-10.59,3.49,0.00
107872,14.24,13.68,190,1019,74.90,22.00,1.74,42,0.00,4.21,0.00,20,0.21,0.0,-10.45,3.49,0.00
107940,14.47,13.68,190,1014,74.90,22.00,1.73,42,0.00,4.21,0.00,20,0.21,0.0,-10.45,3.52,0.00
108009,14.36,13.68,190,998,74.90,22.00,1.70,42,0.00,4.21,0.00,18,0.21,0.0,-10.45,3.52,0.00
108077,14.47,13.68,190,987,74.90,22.00,1.68,42,0.00,4.21,0.00,18,0.22,0.0,-10.45,3.52,0.00
108146,14.36,13.68,190,980,74.90,22.00,1.67,42,0.00,4.21,0.00,18,0.22,0.0,-10.45,3.58,0.00
108214,14.36,13.68,190,968,74.90,22.00,1.65,42,0.00,4.35,0.00,18,0.22,0.0,-10.30,3.63,0.00
108282,14.24,13.68,190,963,74.90,22.00,1.64,42,0.00,4.35,0.00,18,0.22,0.0,-10.30,3.60,0.00
108351,14.13,13.68,190,962,74.90,22.00,1.64,42,0.00,4.50,0.00,18,0.22,0.0,-10.16,3.58,0.00
108420,14.24,13.68,190,959,74.90,22.00,1.64,42,0.00,4.50,0.00,18,0.22,0.0,-10.16,3.52,0.00
108488,14.13,13.68,190,953,74.90,22.00,1.63,42,0.00,4.50,0.00,17,0.22,0.0,-10.16,3.52,0.00
108556,13.90,13.68,190,957,74.90,22.00,1.63,42,0.00,4.50,0.00,17,0.25,0.0,-10.16,3.49,0.00
108624,14.13,13.68,190,957,74.90,22.00,1.63,42,0.00,4.50,0.00,17,0.19,0.0,-10.16,3.47,0.00
108694,13.90,13.68,190,956,74.90,22.00,1.63,42,0.00,4.50,0.00,17,0.22,0.0,-10.16,3.45,0.00
108761,14.01,13.68,190,954,74.90,22.00,1.63,42,0.00,4.50,0.00,17,0.22,0.0,-10.16,3.45,0.00
108830,13.78,13.68,190,950,74.90,22.00,1.63,42,0.00,4.50,0.00,17,0.22,0.0,-10.16,3.42,0.00
108898,14.01,13.68,190,946,74.90,21.50,1.62,42,0.00,4.50,0.00,17,0.22,0.0,-10.16,3.42,0.00
108967,13.90,13.68,190,939,74.90,22.00,1.60,42,0.00,4.50,0.00,15,0.22,0.0,-10.16,3.42,0.00
109035,14.13,13.68,190,938,74.90,21.50,1.60,42,0.00,4.50,0.00,15,0.22,0.0,-10.16,3.45,0.00
109103,14.01,13.68,190,934,74.90,21.00,1.59,42,0.00,4.64,0.00,15,0.23,0.0,-10.01,3.49,0.00
109172,14.24,13.68,190,935,74.90,21.00,1.60,42,0.00,4.64,0.00,15,0.23,0.0,-10.01,3.56,0.00
109239,14.13,13.68,190,936,74.90,20.00,1.60,42,0.00,4.64,0.00,15,0.23,0.0,-10.01,3.56,0.00
109308,14.24,13.68,190,933,74.90,20.00,1.59,42,0.00,4.64,0.00,15,0.23,0.0,-10.01,3.60,0.00
109377,14.13,13.60,190,932,74.90,20.00,1.59,42,0.00,4.64,0.00,15,0.23,0.0,-10.01,3.60,0.00
109446,14.47,13.68,190,930,74.90,20.00,1.59,42,0.00,4.64,0.00,14,0.24,0.0,-10.01,3.63,0.00
109513,14.36,13.60,190,932,74.90,19.00,1.59,42,0.00,4.79,0.00,14,0.24,0.0,-9.87,3.67,0.00
109582,14.59,13.68,190,934,74.90,18.50,1.59,42,0.00,4.79,0.00,14,0.24,0.0,-9.87,3.70,0.00
109651,14.36,13.60,190,933,74.90,18.50,1.59,42,0.00,4.79,0.00,14,0.25,0.0,-9.87,3.75,0.00
109720,14.47,13.68,190,933,74.90,18.00,1.59,42,0.00,4.79,0.00,14,0.25,0.0,-9.87,3.80,0.00
109788,14.24,13.60,190,931,74.90,18.00,1.59,42,0.00,4.79,0.00,14,0.24,0.0,-9.87,3.80,0.00
109857,14.24,13.60,190,936,74.90,17.00,1.60,42,0.00,4.79,0.00,14,0.24,0.0,-9.87,3.78,0.00
109924,14.36,13.68,190,935,74.90,16.50,1.60,42,0.00,4.93,0.00,12,0.24,0.0,-9.72,3.78,0.00
109993,14.24,13.68,190,933,74.90,16.00,1.59,42,0.00,4.93,0.00,12,0.24,0.0,-9.72,3.78,0.00
110061,14.36,13.68,190,932,74.90,16.50,1.59,42,0.00,4.93,0.00,12,0.24,0.0,-9.72,3.83,0.00
110130,14.24,13.68,190,931,74.90,15.50,1.59,42,0.00,4.93,0.00,12,0.24,0.0,-9.72,3.85,0.00
110197,14.36,13.68,190,938,74.90,15.50,1.60,42,0.00,4.93,0.00,12,0.24,0.0,-9.72,3.85,0.00
110266,14.36,13.68,190,940,74.90,15.50,1.60,42,0.00,4.93,0.00,12,0.24,0.0,-9.72,3.83,0.00
110335,14.47,13.68,190,946,74.90,14.50,1.61,42,0.00,4.93,0.00,12,0.24,0.0,-9.72,3.85,0.00
110403,14.47,13.60,190,951,74.90,14.00,1.61,42,0.00,4.93,0.00,12,0.24,0.0,-9.72,3.83,0.00
110472,14.59,13.68,190,942,74.90,15.00,1.61,42,0.00,4.93,0.00,12,0.24,0.0,-9.72,3.83,0.00
110540,14.59,13.68,190,944,74.90,14.50,1.61,42,0.00,4.93,0.00,12,0.25,0.0,-9.72,3.80,0.00
110609,14.70,13.68,190,942,74.90,15.00,1.61,42,0.00,4.93,0.00,12,0.25,0.0,-9.72,3.85,0.00
110677,14.70,13.60,190,950,74.90,14.00,1.62,42,0.00,4.93,0.00,12,0.25,0.0,-9.72,3.88,0.00
110746,14.70,13.68,190,946,74.90,14.00,1.61,42,0.00,4.93,0.00,12,0.24,0.0,-9.72,3.88,0.00
110813,14.70,13.60,190,950,74.90,14.00,1.62,42,0.00,4.93,0.00,12,0.25,0.0,-9.72,3.85,0.00
110882,14.70,13.68,190,944,74.90,14.50,1.61,42,0.00,4.93,0.00,11,0.24,0.0,-9.72,3.88,0.00
110951,14.81,13.68,190,962,74.90,13.00,1.64,42,0.00,4.93,0.00,11,0.24,0.0,-9.72,3.91,0.00
111019,14.81,13.68,190,963,74.90,12.50,1.64,42,0.00,4.93,0.00,11,0.24,0.0,-9.72,3.88,0.00
111087,14.81,13.68,190,968,74.90,12.00,1.65,42,0.00,4.93,0.00,11,0.24,0.0,-9.72,3.85,0.00
111156,14.81,13.68,190,968,74.90,12.00,1.65,42,0.00,4.93,0.00,11,0.24,0.0,-9.72,3.80,0.00
111225,14.81,13.68,190,963,74.90,13.00,1.64,42,0.00,4.93,0.00,11,0.24,0.0,-9.72,3.80,0.00
111292,14.81,13.68,190,956,74.90,13.50,1.63,42,0.00,4.93,0.00,11,0.25,0.0,-9.72,3.85,0.00
111361,14.81,13.68,190,957,74.90,13.50,1.63,42,0.00,4.93,0.00,10,0.25,0.0,-9.72,3.91,0.00
111430,14.81,13.68,190,952,74.90,14.00,1.63,42,0.00,4.93,0.00,10,0.25,0.0,-9.72,3.91,0.00
111498,14.81,13.68,190,954,74.90,14.00,1.63,42,0.00,4.93,0.00,10,0.25,0.0,-9.72,3.91,0.00
111566,14.81,13.68,190,949,74.90,13.50,1.62,42,0.00,4.93,0.00,10,0.25,0.0,-9.72,3.91,0.00
111635,14.93,13.68,190,954,74.90,14.00,1.63,42,0.00,4.93,0.00,10,0.24,0.0,-9.72,3.85,0.00
111702,15.04,13.68,190,948,74.90,14.00,1.62,42,0.00,4.93,0.00,10,0.24,0.0,-9.72,3.85,0.00
111772,14.93,13.68,190,948,74.90,14.50,1.62,42,0.00,4.93,0.00,9,0.24,0.0,-9.72,3.85,0.00
111840,15.04,13.68,190,938,74.90,15.50,1.61,42,0.00,4.93,0.00,9,0.25,0.0,-9.72,3.85,0.00
111908,14.81,13.68,190,936,74.90,15.50,1.60,42,0.00,4.93,0.00,9,0.25,0.0,-9.72,3.85,0.00
111977,14.93,13.68,190,932,74.90,15.50,1.80,42,0.00,4.93,0.00,9,0.25,0.0,-9.72,3.91,0.00
112045,14.81,13.68,190,934,74.90,15.50,1.59,42,0.00,4.93,0.00,9,0.25,0.0,-9.72,3.91,0.00
112113,14.81,13.68,190,936,74.90,15.00,1.80,42,0.00,4.93,0.00,9,0.25,0.0,-9.72,3.96,0.00
112182,14.81,13.68,190,936,74.90,15.00,1.80,42,0.00,5.08,0.00,9,0.25,0.0,-9.58,3.96,0.00
112251,14.81,13.68,190,938,74.90,14.50,1.80,42,0.00,5.08,0.00,9,0.25,0.0,-9.58,3.96,0.00
112319,14.81,13.68,190,942,74.90,14.00,1.81,42,0.00,5.08,0.00,9,0.25,0.0,-9.58,3.95,0.00
112386,14.81,13.68,190,936,74.90,14.50,1.80,42,0.00,5.08,0.00,9,0.25,0.0,-9.58,3.96,0.00
112456,14.70,13.68,190,935,74.90,15.00,1.79,42,0.00,5.08,0.00,9,0.26,0.0,-9.58,3.96,0.00
112525,14.81,13.68,190,932,74.90,15.00,1.79,42,0.00,5.08,0.00,9,0.26,0.0,-9.58,3.98,0.00
112593,14.70,13.68,190,934,74.90,15.00,1.79,42,0.00,5.08,0.00,9,0.26,0.0,-9.58,3.98,0.00
112661,14.81,13.68,190,929,74.90,15.50,1.78,42,0.00,5.08,0.00,9,0.26,0.0,-9.58,4.03,0.00
112730,14.70,13.60,190,928,74.90,15.50,1.78,42,0.00,5.08,0.00,8,0.26,0.0,-9.58,4.03,0.00
112798,14.81,13.68,190,923,74.90,15.50,1.77,42,0.00,5.08,0.00,8,0.27,0.0,-9.58,4.11,0.00
112867,14.81,13.68,190,928,74.90,15.00,1.78,42,0.00,5.22,0.00,8,0.27,0.0,-9.43,4.14,0.00
112934,14.70,13.60,190,924,74.90,15.50,1.77,42,0.00,5.22,0.00,8,0.27,0.0,-9.43,4.17,0.00
113002,14.70,13.68,190,934,74.90,14.00,1.79,42,0.00,5.22,0.00,8,0.26,0.0,-9.43,4.14,0.00
113071,14.70,13.60,190,947,74.90,14.00,1.82,42,0.00,5.22,0.00,8,0.26,0.0,-9.43,4.11,0.00
113140,14.59,13.68,190,952,74.90,12.00,1.83,42,0.00,5.22,0.00,8,0.26,0.0,-9.43,4.09,0.00
113208,14.70,13.60,190,954,74.90,12.00,1.83,42,0.00,5.22,0.00,9,0.26,0.0,-9.43,4.06,0.00
113275,14.59,13.68,190,955,74.90,13.00,1.83,42,0.00,5.22,0.00,9,0.26,0.0,-9.43,4.06,0.00
113345,14.81,13.60,190,957,74.90,12.00,1.83,42,0.00,5.22,0.00,9,0.26,0.0,-9.43,4.03,0.00
113414,14.70,13.68,190,956,74.90,12.50,1.84,42,0.00,5.22,0.00,9,0.26,0.0,-9.43,4.06,0.00
113481,14.70,13.68,190,962,74.90,11.50,1.84,42,0.00,5.22,0.00,9,0.26,0.0,-9.43,4.06,0.00
113550,14.70,13.68,190,954,74.90,13.00,1.83,42,0.00,5.22,0.00,9,0.26,0.0,-9.43,4.09,0.00
113620,14.70,13.60,190,954,74.90,13.00,1.83,42,0.00,5.08,0.00,9,0.26,0.0,-9.58,4.11,0.00
113688,14.70,13.68,190,948,74.90,13.50,1.82,42,0.00,5.22,0.00,8,0.26,0.0,-9.43,4.09,0.00
113756,14.81,13.60,190,952,74.90,13.00,1.83,42,0.00,5.22,0.00,8,0.26,0.0,-9.43,4.11,0.00
113825,14.81,13.60,190,952,74.90,13.00,1.83,42,0.00,5.22,0.00,8,0.26,0.0,-9.43,4.14,0.00
113892,14.93,13.60,190,948,74.90,13.00,1.82,42,0.00,5.22,0.00,8,0.26,0.0,-9.43,4.11,0.00
113962,14.93,13.68,190,953,74.90,13.00,1.83,42,0.00,5.22,0.00,8,0.26,0.0,-9.43,4.11,0.00
114030,15.04,13.68,190,957,74.90,13.00,1.84,42,0.00,5.22,0.00,8,0.25,0.0,-9.43,4.11,0.00
114099,14.81,13.68,190,964,74.90,12.00,1.85,42,0.00,5.08,0.00,8,0.25,0.0,-9.58,4.06,0.00
114167,15.04,13.68,190,966,74.90,12.00,1.86,42,0.00,5.08,0.00,8,0.25,0.0,-9.58,4.06,0.00
114235,14.93,13.68,190,968,74.90,12.00,1.86,42,0.00,5.08,0.00,8,0.25,0.0,-9.58,4.06,0.00
114305,15.04,13.68,190,962,74.90,13.00,1.85,42,0.00,5.08,0.00,8,0.25,0.0,-9.58,4.06,0.00
114372,14.93,13.68,190,965,74.90,12.50,1.85,42,0.00,5.08,0.00,8,0.25,0.0,-9.58,4.09,0.00
114442,15.04,13.68,190,962,74.90,13.00,1.85,42,0.00,5.08,0.00,8,0.25,0.0,-9.58,4.09,0.00
114509,14.93,13.68,190,972,74.90,12.50,1.87,42,0.00,5.08,0.00,8,0.26,0.0,-9.58,4.09,0.00
114578,15.16,13.68,190,966,74.90,13.00,1.85,42,0.00,5.08,0.00,8,0.25,0.0,-9.58,4.06,0.00
114645,15.04,13.68,190,970,74.90,11.50,1.86,42,0.00,5.08,0.00,7,0.32,0.0,-9.58,4.50,0.00
114715,15.16,13.68,190,976,74.90,11.50,2.08,42,0.00,5.37,0.00,7,0.35,0.0,-9.58,5.54,0.00
114783,15.04,13.68,190,978,74.90,12.00,2.50,42,0.00,5.66,0.00,7,0.36,0.0,-9.29,5.74,0.00
114851,15.16,13.68,190,1006,74.90,9.00,2.29,42,0.00,5.80,0.00,7,0.34,0.0,-8.85,5.83,0.00
114921,14.93,13.68,190,1044,74.90,6.00,2.36,42,0.00,5.95,0.00,7,0.32,0.0,-8.71,5.77,0.00
114988,14.47,13.68,190,1065,74.90,6.00,2.23,42,0.00,5.95,0.00,7,0.34,0.0,-8.71,5.71,0.00
115057,14.13,13.68,190,1091,74.90,6.00,2.33,42,0.00,5.95,0.00,7,0.31,0.0,-8.71,5.67,0.00
115126,13.21,13.68,190,1118,74.90,6.00,2.38,42,0.00,5.80,0.00,7,0.30,0.0,-8.85,5.61,0.00
115194,13.09,13.68,190,1127,74.90,6.00,2.40,42,0.00,5.80,0.00,7,0.30,0.0,-8.85,5.65,0.00
115263,13.55,13.68,190,1115,74.90,6.00,2.38,42,0.00,5.80,0.78,7,0.31,0.0,-8.85,5.65,0.00
115330,13.90,13.68,190,1110,74.90,14.00,2.37,42,0.00,5.80,2.35,7,0.40,0.0,-8.85,6.12,0.00
115399,14.47,13.68,190,1139,74.90,14.50,3.40,42,0.00,6.24,2.35,7,0.42,0.0,-8.42,7.82,0.00
115467,14.59,13.68,190,1164,74.90,15.50,3.23,42,0.00,6.53,2.35,7,0.40,0.0,-8.13,8.06,0.00
115537,14.81,13.68,190,1235,74.90,17.50,3.16,42,0.00,6.82,2.75,6,0.38,0.0,-7.84,8.14,0.00
115605,14.93,13.68,190,1322,74.90,19.00,3.38,42,0.00,6.82,2.75,6,0.37,0.0,-7.84,8.27,0.00
115673,13.90,13.68,190,1391,74.90,20.50,3.26,42,0.00,6.67,2.75,6,0.35,0.0,-7.98,8.36,0.00
115741,13.44,13.68,190,1460,74.90,23.50,3.11,42,0.00,6.53,2.75,6,0.35,0.0,-8.13,8.39,0.00
115810,14.01,13.68,190,1481,74.90,26.00,3.16,42,0.00,6.53,2.75,6,0.33,0.0,-8.13,8.36,0.00
115878,14.47,13.68,190,1522,74.90,27.00,3.25,42,0.00,6.38,2.75,6,0.33,0.0,-8.27,8.47,0.00
115947,15.27,13.68,190,1553,74.90,27.50,3.31,42,0.00,6.24,2.75,6,0.33,0.0,-8.42,8.47,0.00
116015,15.73,13.60,190,1549,74.90,27.00,3.30,42,0.00,6.24,2.75,7,0.33,0.0,-8.42,8.47,0.00
116083,15.96,13.68,190,1561,74.90,27.50,3.66,42,0.00,6.09,2.75,7,0.33,0.0,-8.56,8.56,0.00
116152,16.08,13.60,190,1558,74.90,27.00,3.66,42,0.00,6.09,2.75,7,0.33,0.0,-8.56,8.47,0.00
116221,15.73,13.68,190,1538,74.90,27.00,3.61,42,0.00,6.09,2.75,7,0.35,0.0,-8.56,8.56,0.00
116290,15.62,13.60,190,1493,74.90,25.50,3.50,42,0.00,6.09,2.75,7,0.36,0.0,-8.56,8.65,0.00
116357,15.04,13.68,190,1370,74.90,24.00,3.71,42,0.00,6.24,2.75,7,0.38,0.0,-8.42,8.65,0.00
116426,14.81,13.60,190,1292,74.90,22.50,3.80,42,0.00,6.38,2.75,7,0.41,0.0,-8.27,8.56,0.00
116494,14.93,13.68,190,1237,74.90,21.50,3.58,42,0.00,6.53,2.75,6,0.43,0.0,-8.13,8.60,0.00
116563,14.70,13.60,190,1167,74.90,20.50,3.48,42,0.00,6.82,2.75,6,0.45,0.0,-7.84,8.69,0.00
116631,14.36,13.60,190,1169,74.90,20.50,3.24,42,0.00,6.96,2.75,6,0.43,0.0,-7.69,8.74,0.00
116700,14.24,13.60,190,1230,74.90,21.50,3.41,42,0.00,7.25,2.75,6,0.42,0.0,-7.40,8.69,0.00
116770,13.44,13.76,190,1280,74.90,22.50,3.28,42,0.00,7.25,3.14,6,0.41,0.0,-7.40,8.91,0.00
116835,12.75,13.68,190,1310,74.90,23.00,3.35,42,0.00,7.25,3.14,6,0.43,0.0,-7.40,9.00,0.00
116905,13.44,13.68,190,1256,74.90,22.50,3.48,42,0.00,7.25,3.14,6,0.45,0.0,-7.40,9.18,0.00
116973,13.90,13.68,190,1238,74.90,21.50,3.70,42,0.00,7.25,3.14,7,0.45,0.0,-7.40,9.22,0.00
