Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
87937,14.81,13.68,190,2990,74.90,35.50,15.21,45,0.00,13.20,21.18,27,0.88,0.0,-1.45,44.37,21.18
88004,14.70,13.68,190,3013,74.90,35.50,15.95,45,0.00,13.49,22.35,27,0.93,0.0,-1.16,46.14,27.06
88073,14.59,13.76,190,3042,74.90,35.50,16.07,45,0.00,13.93,23.14,27,0.95,0.0,-0.73,47.33,27.06
88141,14.70,13.60,190,3060,74.90,35.50,16.97,45,0.00,14.36,25.10,27,0.99,0.0,-0.29,49.43,34.51
88209,14.70,13.68,190,3078,74.90,35.50,17.73,45,0.00,14.65,26.67,27,1.00,0.0,0.00,51.37,34.51
88278,14.70,13.52,190,3122,100.00,35.50,19.32,45,0.00,15.24,28.24,28,1.06,0.0,0.58,54.12,54.12
88347,14.70,13.60,190,3142,100.00,35.50,19.44,45,0.00,15.67,29.80,28,1.08,0.0,1.02,55.72,54.12
88414,13.90,13.52,190,3182,100.00,35.50,20.36,45,0.00,16.11,31.37,28,1.10,0.0,1.45,57.66,58.82
88482,13.90,13.60,190,3197,100.00,35.50,21.14,45,0.00,16.54,32.55,28,1.14,0.0,1.89,59.30,58.82
88552,13.67,13.52,190,3246,100.00,35.50,22.16,45,0.00,16.98,33.73,28,1.17,0.0,2.32,61.90,62.35
88620,13.44,13.60,190,3264,100.00,35.50,22.98,45,0.00,17.41,35.29,28,1.21,0.0,2.76,63.82,63.53
88689,13.32,13.52,190,3311,100.00,36.00,24.02,45,0.00,17.85,36.86,28,1.23,0.0,3.19,66.08,63.53
88757,13.44,13.52,190,3333,100.00,36.00,24.89,45,0.00,18.28,38.04,29,1.27,0.0,3.63,68.60,63.53
88825,13.44,13.52,190,3372,100.00,36.00,25.90,44,0.00,18.72,38.82,29,1.29,0.0,4.06,73.09,63.53
88895,12.86,13.60,190,3417,100.00,36.00,26.97,44,0.00,19.15,39.22,29,1.32,0.0,4.50,73.33,63.53
88962,12.75,13.60,190,3458,100.00,36.00,28.03,44,0.00,19.59,39.61,29,1.37,0.0,4.93,78.67,63.53
89031,12.63,13.44,190,3477,100.00,36.00,28.93,44,0.00,20.02,40.78,29,1.40,0.0,5.37,81.32,63.53
89100,12.63,13.52,190,3514,100.00,36.50,30.74,44,0.00,20.46,41.96,29,1.47,0.0,5.80,85.97,63.53
89168,12.17,13.44,190,3573,100.00,36.50,32.78,44,0.00,21.04,42.35,29,1.50,0.0,6.38,88.84,63.53
89236,12.06,13.52,190,3618,100.00,36.50,33.96,44,0.00,21.91,43.92,32,1.54,0.0,6.82,92.38,63.53
89306,12.06,13.44,190,3653,100.00,36.50,35.07,44,0.00,22.49,44.31,32,1.56,0.0,7.25,95.04,61.18
89374,11.71,13.52,190,3705,100.00,34.50,36.36,44,0.00,22.93,45.10,32,1.61,0.0,7.84,99.95,61.18
89443,11.60,13.44,190,3796,100.00,32.50,40.70,44,-4.50,23.36,45.49,32,1.65,0.0,8.71,104.50,59.22
89512,11.60,13.52,190,3848,100.00,30.50,41.30,44,-6.50,23.94,45.88,32,1.67,0.0,9.29,107.39,59.22
89580,11.71,13.44,190,3912,100.00,29.00,43.51,44,-8.50,24.52,46.27,32,1.72,0.0,9.87,110.93,56.47
89648,11.71,13.52,190,3951,100.00,29.00,45.52,44,-8.50,24.96,46.67,34,1.75,0.0,10.30,114.55,56.47
89716,11.37,13.44,190,3996,100.00,29.00,47.73,44,-8.50,25.39,46.67,34,1.75,0.0,10.74,117.66,53.73
89785,11.37,13.52,190,4067,100.00,29.00,48.59,44,-8.50,25.68,47.45,34,1.73,0.0,11.03,119.46,53.73
89855,11.25,13.44,190,4110,100.00,29.50,49.97,44,-8.50,25.68,47.45,34,1.72,0.0,11.03,121.59,50.20
89923,11.25,13.44,190,4171,100.00,29.50,48.05,44,-8.50,25.68,47.84,34,1.74,0.0,11.03,119.73,50.20
89990,11.60,13.44,190,4218,100.00,29.50,49.49,44,-8.50,25.54,13.33,34,1.48,0.0,10.88,122.14,47.84
90059,11.02,13.52,190,4169,74.90,29.50,28.46,44,0.00,14.36,0.00,34,0.87,0.0,-0.29,40.30,0.00
90128,10.22,13.52,190,4043,74.90,35.00,0.00,44,0.00,8.56,0.00,37,0.51,0.0,-6.09,36.07,0.00
90199,11.48,13.76,190,4047,74.90,33.00,0.00,44,0.00,5.95,0.00,37,0.40,0.0,-8.71,27.97,0.00
90265,16.88,13.68,190,3928,74.90,30.50,0.00,44,0.00,4.79,0.00,37,0.29,0.0,-9.87,21.87,0.00
90334,20.33,13.76,190,3834,74.90,28.50,0.00,44,0.00,4.35,0.00,37,0.16,0.0,-10.30,17.99,0.00
90403,23.77,13.76,190,3740,74.90,26.00,0.00,44,0.00,4.06,0.00,37,0.29,0.0,-10.59,10.54,0.00
90471,23.54,13.68,190,3640,74.90,23.50,0.00,43,0.00,3.92,0.00,37,0.18,0.0,-10.74,15.99,0.00
90540,23.54,13.76,190,3539,74.90,21.50,0.00,43,0.00,3.92,0.00,37,0.20,0.0,-10.74,9.48,0.00
90608,23.77,13.68,190,3438,74.90,20.00,0.00,43,0.00,3.92,0.00,39,0.22,0.0,-10.74,13.70,0.00
90676,23.54,13.76,190,3366,74.90,20.00,0.00,43,0.00,3.92,0.00,39,0.22,0.0,-10.74,9.66,0.00
90745,23.43,13.68,190,3265,74.90,20.00,0.00,43,0.00,3.92,0.00,39,0.19,0.0,-10.74,12.76,0.00
90814,23.77,13.76,190,3159,74.90,20.00,0.00,43,0.00,3.92,0.00,39,0.23,0.0,-10.74,12.40,0.00
90882,23.54,13.68,190,3004,74.90,20.00,0.00,43,0.00,3.92,0.00,39,0.22,0.0,-10.74,9.17,0.00
90950,23.54,13.76,190,2922,74.90,19.00,0.00,43,0.00,3.77,0.00,39,0.25,0.0,-10.88,11.49,0.00
91018,23.54,13.76,190,2813,74.90,18.00,0.00,43,0.00,3.77,0.00,39,0.13,0.0,-10.88,9.08,0.00
91087,23.66,13.76,190,2731,74.90,17.50,0.00,43,0.00,3.77,0.00,40,0.24,0.0,-10.88,9.56,0.00
91156,23.66,13.76,190,2645,74.90,17.00,0.00,43,0.00,3.77,0.00,40,0.15,0.0,-10.88,8.84,0.00
91225,23.66,13.76,190,2585,74.90,16.50,0.00,43,0.00,3.77,1.18,40,0.25,0.0,-10.88,10.37,0.00
91294,23.66,13.76,190,2496,74.90,17.00,4.26,43,0.00,4.06,3.14,40,0.27,0.0,-10.59,10.41,0.00
91361,23.77,13.68,190,2451,74.90,20.00,5.23,43,0.00,4.50,3.92,40,0.27,0.0,-10.16,11.35,0.00
91430,23.54,13.76,190,2495,74.90,23.00,4.79,43,0.00,4.79,3.92,40,0.25,0.0,-9.87,11.45,0.00
91498,23.66,13.68,190,2601,74.90,28.50,4.99,43,0.00,4.79,4.31,40,0.25,0.0,-9.87,11.04,0.00
91567,17.34,13.76,190,2759,74.90,33.00,5.30,43,0.00,4.79,4.31,41,0.24,0.0,-9.87,11.66,0.00
91635,14.93,13.68,190,2942,74.90,35.50,5.02,43,0.00,4.79,4.31,41,0.24,0.0,-9.87,12.04,0.00
91704,15.04,13.76,190,2966,74.90,35.50,5.06,43,0.00,4.64,4.31,41,0.25,0.0,-10.01,12.21,0.00
91772,15.16,13.68,190,2904,74.90,35.50,5.57,43,0.00,4.79,4.31,41,0.25,0.0,-9.87,12.04,0.00
91842,15.04,13.68,190,2842,74.90,35.00,5.46,43,0.00,4.64,4.71,41,0.26,0.0,-10.01,12.21,0.00
91910,14.81,13.68,190,2860,74.90,35.00,5.49,43,0.00,4.64,4.31,41,0.28,0.0,-10.01,12.15,0.00
91979,14.70,13.68,190,2911,74.90,35.50,5.59,43,0.00,4.64,3.14,41,0.22,0.0,-10.01,11.40,0.00
92047,14.47,13.76,190,2932,74.90,35.50,5.00,43,0.00,4.64,0.39,40,0.21,0.0,-10.01,10.19,0.00
92116,14.24,13.68,190,2917,74.90,33.50,4.98,43,0.00,3.77,0.00,40,0.18,0.0,-10.30,7.50,0.00
92184,14.36,13.76,190,2841,74.90,31.00,0.00,43,0.00,3.63,0.00,40,0.18,0.0,-10.88,7.33,0.00
92253,14.81,13.68,190,2787,74.90,29.50,0.00,43,0.00,3.48,0.00,40,0.14,0.0,-11.03,7.10,0.00
92322,15.27,13.76,190,2842,74.90,27.50,0.00,43,0.00,3.48,0.00,40,0.15,0.0,-11.17,7.03,0.00
92390,18.15,13.68,190,2827,74.90,25.00,0.00,43,0.00,3.48,0.00,40,0.15,0.0,-11.17,6.95,0.00
92459,20.44,13.76,190,2846,74.90,23.00,0.00,43,0.00,3.48,0.00,40,0.15,0.0,-11.17,7.17,0.00
92527,23.31,13.68,190,2882,74.90,21.00,0.00,43,0.00,3.63,0.00,40,0.15,0.0,-11.03,7.10,0.00
92596,25.38,13.68,190,2804,74.90,19.00,0.00,43,0.00,3.63,0.00,40,0.15,0.0,-11.03,7.10,0.00
92663,25.38,13.68,190,2833,74.90,18.00,0.00,43,0.00,3.63,0.00,40,0.15,0.0,-11.03,7.14,0.00
92732,25.38,13.76,190,2824,74.90,18.00,0.00,43,0.00,3.63,0.00,40,0.15,0.0,-11.03,7.10,0.00
92800,23.66,13.68,190,2791,74.90,17.50,0.00,43,0.00,3.63,0.00,40,0.15,0.0,-11.03,7.14,0.00
92869,23.77,13.76,190,2812,74.90,18.00,0.00,43,0.00,3.63,0.00,40,0.15,0.0,-11.03,7.10,0.00
92937,23.89,13.68,190,2800,74.90,18.00,0.00,43,0.00,3.63,0.00,39,0.15,0.0,-11.03,7.10,0.00
93006,24.00,13.68,190,2786,74.90,17.50,0.00,43,0.00,3.63,0.00,39,0.15,0.0,-11.03,7.10,0.00
93075,23.89,13.68,190,2809,74.90,18.00,0.00,43,0.00,3.63,0.00,39,0.15,0.0,-11.03,7.14,0.00
93142,23.54,13.76,190,2791,74.90,17.50,0.00,43,0.00,3.63,0.00,39,0.15,0.0,-11.03,7.06,0.00
93211,23.89,13.68,190,2790,74.90,17.50,0.00,43,0.00,3.63,0.00,39,0.15,0.0,-11.03,7.17,0.00
93280,23.66,13.76,190,2787,74.90,17.50,0.00,43,0.00,3.63,0.00,39,0.15,0.0,-11.03,7.14,0.00
93349,23.77,13.68,190,2770,74.90,17.50,0.00,43,0.00,3.63,0.00,39,0.15,0.0,-11.03,7.10,0.00
93417,23.77,13.68,190,2771,74.90,17.50,0.00,43,0.00,3.48,0.00,39,0.15,0.0,-11.17,7.10,0.00
93486,23.77,13.76,190,2764,74.90,17.50,0.00,43,0.00,3.48,0.00,39,0.15,0.0,-11.17,7.03,0.00
93554,23.89,13.68,190,2753,74.90,17.50,0.00,43,0.00,3.48,0.00,39,0.16,0.0,-11.17,7.10,0.00
93623,23.77,13.76,190,2754,74.90,17.50,0.00,43,0.00,3.48,0.00,39,0.19,0.0,-11.03,7.10,0.00
93692,23.77,13.68,190,2744,74.90,17.50,0.00,43,0.00,3.48,0.00,39,0.13,0.0,-11.17,7.10,0.00
93760,23.77,13.76,190,2741,74.90,17.50,0.00,43,0.00,3.63,0.00,39,0.13,0.0,-11.17,7.06,0.00
93828,23.77,13.68,190,2727,74.90,17.50,0.00,43,0.00,3.63,0.00,39,0.16,0.0,-11.03,7.10,0.00
93896,23.54,13.76,190,2723,74.90,17.50,0.00,43,0.00,3.48,0.00,39,0.16,0.0,-11.17,7.06,0.00
93966,23.54,13.76,190,2715,74.90,17.50,0.00,43,0.00,3.63,0.00,39,0.16,0.0,-11.03,7.03,0.00
94035,23.66,13.68,190,2710,74.90,17.00,0.00,43,0.00,3.48,0.00,39,0.19,0.0,-11.17,7.03,0.00
94103,23.43,13.68,190,2704,74.90,17.00,0.00,43,0.00,3.63,0.00,39,0.16,0.0,-11.03,7.06,0.00
94171,24.00,13.76,190,2685,74.90,17.00,0.00,43,0.00,3.48,0.00,39,0.16,0.0,-11.17,7.06,0.00
94240,24.00,13.76,190,2674,74.90,17.00,0.00,43,0.00,3.63,0.00,39,0.16,0.0,-11.03,7.03,0.00
94309,24.00,13.76,190,2674,74.90,17.00,0.00,43,0.00,3.48,0.00,39,0.16,0.0,-11.17,6.99,0.00
94377,23.89,13.76,190,2664,74.90,16.50,0.00,43,0.00,3.63,0.00,38,0.16,0.0,-11.03,7.10,0.00
94445,24.23,13.76,190,2661,74.90,16.50,0.00,43,0.00,3.48,0.00,38,0.16,0.0,-11.17,6.95,0.00
94514,23.66,13.76,190,2651,74.90,16.50,0.00,43,0.00,3.63,0.00,38,0.16,0.0,-11.03,7.03,0.00
94582,23.66,13.76,190,2658,74.90,16.50,0.00,43,0.00,3.63,0.00,38,0.16,0.0,-11.03,7.03,0.00
94651,23.66,13.76,190,2652,74.90,16.50,0.00,43,0.00,3.63,0.00,38,0.16,0.0,-11.03,6.95,0.00
94719,23.77,13.76,190,2649,74.90,16.50,0.00,43,0.00,3.63,0.00,38,0.16,0.0,-11.03,6.95,0.00
94787,23.77,13.76,190,2646,74.90,16.50,0.00,43,0.00,3.63,0.00,38,0.16,0.0,-11.03,7.03,0.00
94856,23.66,13.68,190,2628,74.90,16.50,0.00,43,0.00,3.63,0.00,37,0.16,0.0,-11.03,6.99,0.00
94924,24.00,13.76,190,2620,74.90,16.50,0.00,43,0.00,3.63,0.00,37,0.16,0.0,-11.03,7.03,0.00
94992,24.12,13.76,190,2611,74.90,16.50,0.00,43,0.00,3.63,0.00,37,0.16,0.0,-11.03,6.99,0.00
95062,24.00,13.76,190,2605,74.90,16.50,0.00,43,0.00,3.63,0.00,37,0.16,0.0,-11.03,6.92,0.00
95131,23.66,13.76,190,2607,74.90,16.50,0.00,43,0.00,3.63,0.00,37,0.16,0.0,-11.03,6.95,0.00
95199,23.77,13.76,190,2608,74.90,16.50,0.00,43,0.00,3.63,0.00,37,0.16,0.0,-11.03,6.92,0.00
95267,24.00,13.76,190,2583,74.90,16.50,0.00,43,0.00,3.63,0.00,37,0.16,0.0,-11.03,6.95,0.00
95336,24.00,13.76,190,2577,74.90,16.00,0.00,43,0.00,3.63,0.00,37,0.16,0.0,-11.03,6.92,0.00
95404,24.00,13.76,190,2574,74.90,16.50,0.00,43,0.00,3.63,0.00,37,0.16,0.0,-11.03,6.95,0.00
95473,24.00,13.76,190,2578,74.90,16.00,0.00,43,0.00,3.63,0.00,37,0.16,0.0,-11.03,6.95,0.00
95541,23.77,13.76,190,2568,74.90,16.00,0.00,43,0.00,3.63,0.00,37,0.16,0.0,-11.03,6.88,0.00
95610,23.66,13.76,190,2549,74.90,16.00,0.00,43,0.00,3.63,0.00,37,0.16,0.0,-11.03,6.88,0.00
95678,23.89,13.76,190,2541,74.90,15.50,0.00,43,0.00,3.63,0.00,37,0.16,0.0,-11.03,6.84,0.00
95747,23.77,13.68,190,2543,74.90,16.00,0.00,43,0.00,3.63,0.00,37,0.16,0.0,-11.03,6.88,0.00
95815,24.12,13.76,190,2545,74.90,16.00,0.00,43,0.00,3.63,0.00,35,0.16,0.0,-11.03,6.88,0.00
95884,23.77,13.68,190,2542,74.90,15.50,0.00,43,0.00,3.63,0.00,35,0.16,0.0,-11.03,6.88,0.00
95952,24.12,13.76,190,2526,74.90,15.50,0.00,43,0.00,3.63,0.00,35,0.16,0.0,-11.03,6.88,0.00
96021,23.66,13.68,190,2519,74.90,15.50,0.00,43,0.00,3.63,0.00,35,0.16,0.0,-11.03,6.84,0.00
96089,24.00,13.76,190,2523,74.90,15.50,0.00,43,0.00,3.63,0.00,35,0.16,0.0,-11.03,6.81,0.00
96158,24.00,13.68,190,2518,74.90,15.50,0.00,43,0.00,3.63,0.00,35,0.16,0.0,-11.03,6.81,0.00
96226,23.89,13.76,190,2500,74.90,15.50,0.00,43,0.00,3.63,0.00,35,0.16,0.0,-11.03,6.81,0.00
96294,23.66,13.68,190,2497,74.90,15.50,0.00,43,0.00,3.63,0.00,35,0.17,0.0,-11.03,6.81,0.00
96364,23.77,13.76,190,2501,74.90,15.50,0.00,43,0.00,3.63,0.00,35,0.17,0.0,-11.03,6.81,0.00
96432,24.00,13.76,190,2494,74.90,15.50,0.00,43,0.00,3.63,0.00,35,0.16,0.0,-11.03,6.81,0.00
96499,23.66,13.68,190,2479,74.90,15.50,0.00,43,0.00,3.77,0.00,35,0.16,0.0,-10.88,6.81,0.00
96568,24.00,13.76,190,2490,74.90,15.50,0.00,43,0.00,3.63,0.00,35,0.16,0.0,-11.03,6.81,0.00
96637,24.00,13.84,190,2477,74.90,15.50,0.00,43,0.00,3.77,0.00,35,0.16,0.0,-10.88,6.81,0.00
96705,24.00,13.76,190,2468,74.90,15.50,0.00,43,0.00,3.77,0.00,34,0.17,0.0,-10.88,6.88,0.00
96774,24.00,13.68,190,2452,74.90,15.50,0.00,43,0.00,3.77,0.00,34,0.17,0.0,-10.88,6.81,0.00
96842,23.77,13.68,190,2439,74.90,15.50,0.00,43,0.00,3.77,0.00,34,0.17,0.0,-10.88,6.81,0.00
96912,24.00,13.68,190,2432,74.90,15.50,0.00,43,0.00,3.77,0.00,34,0.17,0.0,-10.88,6.73,0.00
96980,23.54,13.76,190,2442,74.90,15.50,0.00,43,0.00,3.77,0.00,34,0.17,0.0,-10.88,6.77,0.00
97048,23.77,13.76,189,2431,74.90,15.50,0.00,43,0.00,3.77,0.00,34,0.17,0.0,-10.88,6.84,0.00
97116,23.54,13.68,189,2419,74.90,15.50,0.00,43,0.00,3.77,0.00,34,0.17,0.0,-10.88,6.77,0.00
97185,23.43,13.76,189,2430,74.90,15.50,0.00,43,0.00,3.77,0.00,34,0.17,0.0,-10.88,6.73,0.00
97253,23.89,13.76,189,2402,74.90,15.50,0.00,43,0.00,3.77,0.00,34,0.17,0.0,-10.88,6.81,0.00
97321,23.77,13.68,189,2412,74.90,15.50,0.00,43,0.00,3.77,0.00,34,0.17,0.0,-10.88,6.73,0.00
97391,23.89,13.76,189,2404,74.90,15.50,0.00,43,0.00,3.77,0.00,34,0.17,0.0,-10.88,6.73,0.00
97460,23.43,13.76,189,2392,74.90,15.00,0.00,43,0.00,3.92,0.00,34,0.17,0.0,-10.74,6.73,0.00
97528,23.77,13.76,189,2394,74.90,15.00,0.00,43,0.00,3.92,0.00,34,0.17,0.0,-10.74,6.73,0.00
97596,24.12,13.76,189,2384,74.90,15.00,0.00,43,0.00,3.92,0.00,34,0.17,0.0,-10.74,6.70,0.00
97666,24.00,13.68,189,2365,74.90,15.00,0.00,43,0.00,3.92,0.00,34,0.17,0.0,-10.74,6.84,0.00
97734,23.77,13.76,189,2378,74.90,15.00,0.00,43,0.00,3.92,0.00,34,0.17,0.0,-10.74,6.73,0.00
97802,23.89,13.76,189,2364,74.90,15.00,0.00,43,0.00,3.92,0.00,34,0.17,0.0,-10.74,6.73,0.00
97870,24.00,13.76,189,2372,74.90,15.00,0.00,43,0.00,3.92,0.00,34,0.17,0.0,-10.74,6.77,0.00
97939,23.89,13.76,189,2358,74.90,15.00,0.00,43,0.00,3.92,0.00,34,0.17,0.0,-10.74,6.73,0.00
98008,23.66,13.68,189,2363,74.90,15.00,0.00,43,0.00,3.92,0.00,34,0.17,0.0,-10.74,6.77,0.00
98077,23.66,13.76,189,2348,74.90,15.00,0.00,43,0.00,3.92,0.00,34,0.17,0.0,-10.74,6.81,0.00
98146,23.89,13.68,189,2333,74.90,15.00,0.00,43,0.00,3.92,0.00,34,0.17,0.0,-10.74,6.73,0.00
98214,24.00,13.76,189,2333,74.90,15.00,0.00,43,0.00,3.92,0.00,34,0.18,0.0,-10.74,6.77,0.00
98281,23.89,13.76,189,2330,74.90,15.00,0.00,43,0.00,3.92,0.00,34,0.18,0.0,-10.74,6.81,0.00
98350,23.89,13.76,189,2307,74.90,15.00,0.00,43,0.00,3.92,0.00,34,0.18,0.0,-10.74,6.81,0.00
98419,23.66,13.76,189,2320,74.90,15.00,0.00,43,0.00,3.92,0.00,34,0.18,0.0,-10.74,6.81,0.00
98487,23.66,13.76,189,2302,74.90,15.00,0.00,43,0.00,3.92,0.00,34,0.18,0.0,-10.74,6.81,0.00
98555,23.89,13.76,189,2300,74.90,15.00,0.00,43,0.00,4.06,0.00,34,0.18,0.0,-10.59,6.81,0.00
98624,23.89,13.76,189,2286,74.90,14.50,0.00,43,0.00,4.06,0.00,33,0.18,0.0,-10.59,6.73,0.00
98692,23.77,13.76,189,2295,74.90,14.50,0.00,43,0.00,4.06,0.00,33,0.18,0.0,-10.59,6.77,0.00
98762,23.54,13.76,189,2272,74.90,14.50,0.00,43,0.00,4.06,0.00,33,0.18,0.0,-10.59,6.73,0.00
98829,23.54,13.76,189,2294,74.90,14.50,0.00,43,0.00,4.06,0.00,33,0.18,0.0,-10.59,6.73,0.00
98898,24.12,13.76,189,2263,74.90,14.50,0.00,43,0.00,4.06,0.00,33,0.18,0.0,-10.59,6.73,0.00
98967,23.66,13.76,189,2272,74.90,14.50,0.00,43,0.00,4.06,0.00,33,0.18,0.0,-10.59,6.73,0.00
99036,24.00,13.76,189,2254,74.90,14.50,0.00,43,0.00,4.06,0.00,33,0.18,0.0,-10.59,6.70,0.00
99104,23.77,13.68,189,2252,74.90,14.50,0.00,43,0.00,4.06,0.00,32,0.18,0.0,-10.59,6.73,0.00
99172,23.77,13.76,189,2243,74.90,14.50,0.00,43,0.00,4.06,0.00,32,0.18,0.0,-10.59,6.73,0.00
99240,24.00,13.68,189,2252,74.90,14.50,0.00,43,0.00,4.06,0.00,32,0.18,0.0,-10.59,6.73,0.00
99310,24.00,13.76,189,2230,74.90,14.50,0.00,43,0.00,4.06,0.00,32,0.18,0.0,-10.59,6.73,0.00
99379,23.66,13.76,189,2232,74.90,14.50,0.00,43,0.00,4.06,0.00,32,0.18,0.0,-10.59,6.73,0.00
99446,23.66,13.68,189,2235,74.90,14.50,0.00,43,0.00,4.06,0.00,32,0.18,0.0,-10.59,6.73,0.00
99515,23.66,13.76,189,2212,74.90,14.50,0.00,43,0.00,4.06,0.00,32,0.18,0.0,-10.59,6.73,0.00
99583,23.77,13.68,189,2227,74.90,14.00,0.00,43,0.00,4.06,0.00,31,0.19,0.0,-10.59,6.77,0.00
99651,23.66,13.76,189,2194,74.90,14.50,0.00,43,0.00,4.21,0.00,31,0.18,0.0,-10.59,6.81,0.00
99720,23.77,13.60,189,2205,74.90,14.50,0.00,43,0.00,4.21,0.00,31,0.18,0.0,-10.45,6.73,0.00
99788,23.77,13.84,189,2183,74.90,14.00,0.00,43,0.00,4.21,0.00,31,0.19,0.0,-10.45,6.70,0.00
99856,23.89,13.68,189,2192,74.90,14.00,0.00,43,0.00,4.21,0.00,31,0.19,0.0,-10.45,6.73,0.00
99925,23.89,13.76,189,2176,74.90,14.00,0.00,43,0.00,4.21,0.00,31,0.19,0.0,-10.45,6.73,0.00
99994,23.54,13.68,189,2178,74.90,14.00,0.00,43,0.00,4.21,0.00,31,0.19,0.0,-10.45,6.73,0.00
100062,23.54,13.76,189,2174,74.90,14.00,0.00,43,0.00,4.21,0.00,30,0.19,0.0,-10.45,6.84,0.00
100131,23.77,13.68,189,2162,74.90,14.00,0.00,43,0.00,4.21,0.78,30,0.21,0.0,-10.45,7.06,0.00
100200,23.54,13.68,189,2163,74.90,15.50,3.69,43,0.00,4.50,1.96,30,0.23,0.0,-10.16,7.90,0.00
100269,23.89,13.60,189,2163,74.90,17.00,3.69,43,0.00,4.64,2.35,30,0.24,0.0,-10.01,8.39,0.00
100337,23.54,13.68,189,2156,74.90,20.00,3.68,43,0.00,4.79,2.75,30,0.24,0.0,-9.87,8.60,0.00
100406,23.66,13.68,189,2163,74.90,22.50,3.69,43,0.00,4.64,2.75,30,0.25,0.0,-10.01,8.73,0.00
100474,23.66,13.76,189,2144,74.90,24.50,3.66,43,0.00,4.64,2.75,30,0.25,0.0,-10.01,8.78,0.00
100543,22.97,13.68,189,2142,74.90,27.00,4.11,43,0.00,4.79,2.75,30,0.25,0.0,-9.87,8.91,0.00
100611,19.18,13.84,189,2153,74.90,30.50,4.13,43,0.00,4.79,3.14,30,0.25,0.0,-9.87,9.00,0.00
100680,17.00,13.68,189,2146,74.90,33.00,4.12,43,0.00,4.79,3.14,30,0.25,0.0,-9.87,9.09,0.00
100748,16.08,13.68,189,2154,74.90,33.00,4.14,43,0.00,4.79,3.14,30,0.26,0.0,-9.87,9.17,0.00
100817,15.50,13.76,189,2160,74.90,33.00,4.15,43,0.00,4.79,3.14,30,0.26,0.0,-9.87,9.26,0.00
100886,15.04,13.68,189,2120,74.90,33.00,4.07,43,0.00,4.79,3.14,30,0.26,0.0,-9.87,9.26,0.00
100955,15.04,13.76,189,2124,74.90,33.00,4.08,43,0.00,4.93,3.14,30,0.26,0.0,-9.72,9.26,0.00
101023,14.93,13.76,189,2145,74.90,33.00,4.12,43,0.00,4.93,3.14,30,0.26,0.0,-9.72,9.35,0.00
101093,14.81,13.68,189,2123,74.90,33.00,4.08,43,0.00,4.93,3.14,30,0.26,0.0,-9.72,9.30,0.00
101160,14.70,13.76,189,2118,74.90,33.00,4.07,43,0.00,4.93,3.14,30,0.26,0.0,-9.72,9.35,0.00
101228,14.59,13.76,189,2140,74.90,33.00,4.11,42,0.00,4.93,3.14,30,0.26,0.0,-9.72,9.35,0.00
101298,14.70,13.76,189,2128,74.90,33.00,4.08,42,0.00,5.08,3.14,30,0.26,0.0,-9.58,9.39,0.00
101366,14.70,13.68,190,2132,74.90,33.00,4.08,43,0.00,5.08,3.14,30,0.26,0.0,-9.58,9.35,0.00
101434,14.70,13.76,190,2122,74.90,33.00,4.09,43,0.00,5.08,3.14,30,0.26,0.0,-9.58,9.26,0.00
101502,14.81,13.68,190,2114,74.90,33.00,4.06,42,0.00,5.08,3.14,30,0.27,0.0,-9.58,9.35,0.00
101571,14.81,13.76,190,2122,74.90,33.00,4.08,42,0.00,4.93,3.14,30,0.26,0.0,-9.72,9.26,0.00
101640,14.81,13.68,190,2118,74.90,33.00,4.07,42,0.00,4.93,3.14,30,0.26,0.0,-9.72,9.26,0.00
101708,14.81,13.76,190,2118,74.90,33.00,4.07,42,0.00,4.93,3.14,30,0.26,0.0,-9.72,9.18,0.00
101777,14.70,13.76,190,2124,74.90,33.00,4.08,42,0.00,4.93,3.14,30,0.25,0.0,-9.72,9.08,0.00
101846,14.70,13.76,190,2122,74.90,33.00,4.08,42,0.00,4.93,2.75,30,0.25,0.0,-9.72,8.95,0.00
101916,14.70,13.68,190,2114,74.90,33.00,4.06,42,0.00,4.93,2.35,29,0.24,0.0,-9.72,8.82,0.00
101983,14.70,13.76,190,2113,74.90,33.00,3.61,42,0.00,4.79,1.96,29,0.23,0.0,-9.87,8.36,0.00
102052,14.81,13.68,190,2114,74.90,33.00,3.61,42,0.00,4.64,1.96,29,0.22,0.0,-10.01,7.70,0.00
102121,14.81,13.76,190,2097,74.90,33.00,3.58,42,0.00,4.50,1.96,29,0.22,0.0,-10.16,7.78,0.00
102190,14.81,13.68,190,2095,74.90,33.00,3.58,42,0.00,4.50,1.96,29,0.22,0.0,-10.16,7.74,0.00
102257,14.81,13.76,190,2106,74.90,33.00,3.59,42,0.00,4.50,1.96,29,0.22,0.0,-10.16,10.22,0.00
102326,15.04,13.68,190,2093,74.90,33.00,3.57,42,0.00,4.50,1.96,29,0.22,0.0,-10.16,7.74,0.00
102395,15.04,13.68,190,2092,74.90,33.00,3.57,42,0.00,4.35,1.96,29,0.22,0.0,-10.30,7.65,0.00
