Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
316907,14.70,13.68,189,1943,74.90,32.00,3.73,39,0.00,5.08,4.31,10,-9.58,8.74,0.00
316966,14.70,13.68,189,1941,74.90,32.00,3.73,39,0.00,5.08,4.31,10,-9.58,8.69,0.00
317025,14.70,13.68,189,1950,74.90,32.00,3.74,39,0.00,5.08,4.31,11,-9.58,8.73,0.00
317084,14.81,13.60,189,1960,74.90,32.00,3.74,39,0.00,5.08,4.31,11,-9.58,8.69,0.00
317144,14.81,13.68,189,1960,74.90,32.00,3.76,39,0.00,5.08,4.31,11,-9.58,8.69,0.00
317203,14.81,13.68,189,1964,74.90,32.00,3.77,39,0.00,4.93,4.31,11,-9.72,8.82,0.00
317262,14.81,13.68,189,1960,74.90,32.00,3.76,39,0.00,4.93,4.31,11,-9.72,8.78,0.00
317320,14.81,13.60,189,1962,74.90,32.00,3.77,39,0.00,5.08,4.31,11,-9.58,8.78,0.00
317380,14.81,13.68,189,1986,74.90,32.50,3.81,39,0.00,4.93,4.31,11,-9.72,8.74,0.00
317440,14.81,13.68,189,1990,74.90,32.50,3.82,39,0.00,4.93,4.31,11,-9.72,8.74,0.00
317500,14.81,13.68,189,1990,74.90,32.50,3.82,39,0.00,5.08,4.31,11,-9.58,8.74,0.00
317558,14.81,13.68,189,1981,74.90,32.00,3.80,39,0.00,4.93,4.31,11,-9.72,8.78,0.00
317618,14.81,13.68,189,1983,74.90,32.00,3.81,39,0.00,4.93,4.31,11,-9.72,8.69,0.00
317678,14.81,13.68,189,1990,74.90,32.50,3.70,39,0.00,5.08,4.31,11,-9.58,8.74,0.00
317737,14.70,13.60,189,2002,74.90,32.50,3.82,39,0.00,4.93,4.31,11,-9.72,8.69,0.00
317796,14.81,13.68,189,2002,74.90,32.50,3.84,39,0.00,4.93,4.31,11,-9.72,8.69,0.00
317856,14.81,13.76,189,2000,74.90,32.50,3.84,39,0.00,4.93,4.31,11,-9.72,8.74,0.00
317915,14.81,13.68,189,1994,74.90,32.50,3.83,39,0.00,4.93,4.31,11,-9.72,8.74,0.00
317974,14.81,13.76,189,1993,74.90,32.50,3.83,39,0.00,4.93,4.31,11,-9.72,8.82,0.00
318034,14.81,13.68,189,2010,74.90,32.50,3.86,39,0.00,4.93,4.31,11,-9.72,8.74,0.00
318093,14.81,13.76,189,2030,74.90,32.50,3.90,39,0.00,4.93,4.31,11,-9.72,8.74,0.00
318153,14.81,13.68,189,2022,74.90,32.50,3.88,39,0.00,4.93,4.31,11,-9.72,8.69,0.00
318212,14.81,13.76,189,2020,74.90,32.50,3.88,39,0.00,4.93,4.31,11,-9.72,8.78,0.00
318270,14.81,13.76,189,2012,74.90,32.50,3.86,39,0.00,4.93,4.31,11,-9.72,8.74,0.00
318331,14.81,13.68,189,2023,74.90,32.50,3.88,39,0.00,4.93,4.31,11,-9.72,8.78,0.00
318389,14.93,13.68,189,2042,74.90,32.50,3.88,39,0.00,4.93,4.31,11,-9.72,8.82,0.00
318450,14.81,13.68,189,2042,74.90,32.50,3.92,39,0.00,4.93,4.31,11,-9.72,8.82,0.00
318510,14.81,13.76,189,2044,74.90,32.50,3.93,39,0.00,4.93,4.31,11,-9.72,8.82,0.00
318568,14.81,13.68,189,2026,74.90,32.50,3.89,39,0.00,4.93,4.31,11,-9.72,8.73,0.00
318628,14.81,13.76,189,2028,74.90,32.50,3.89,39,0.00,4.93,4.31,11,-9.72,8.82,0.00
318687,14.81,13.68,189,2040,74.90,32.50,3.92,39,0.00,4.93,4.31,11,-9.72,8.73,0.00
318746,14.81,13.68,189,2066,74.90,33.00,3.97,39,0.00,4.93,4.31,11,-9.72,8.74,0.00
318805,14.70,13.68,189,2068,74.90,33.00,3.97,39,0.00,4.93,4.31,11,-9.72,8.64,0.00
318864,14.81,13.76,189,2049,74.90,32.50,3.93,39,0.00,4.93,4.31,11,-9.72,8.78,0.00
318924,14.81,13.76,189,2045,74.90,32.50,4.05,39,0.00,4.93,4.31,11,-9.72,8.82,0.00
318984,14.81,13.60,189,1993,74.90,33.00,3.93,39,0.00,4.93,4.31,11,-9.72,8.78,0.00
319042,14.81,13.76,189,2070,74.90,33.00,3.95,39,0.00,4.93,4.31,11,-9.72,8.74,0.00
319102,14.81,13.68,189,2070,74.90,33.00,3.97,39,0.00,4.93,4.31,11,-9.72,8.74,0.00
319161,14.81,13.68,189,2062,74.90,33.00,3.96,39,0.00,4.93,4.31,11,-9.72,8.78,0.00
319221,14.81,13.68,189,2063,74.90,33.00,3.96,39,0.00,4.93,4.31,11,-9.72,8.77,0.00
319281,14.81,13.68,189,2067,74.90,33.00,3.97,39,0.00,4.79,4.31,11,-9.87,8.73,0.00
319340,14.81,13.60,189,2063,74.90,33.00,3.96,39,0.00,4.79,4.31,11,-9.87,8.77,0.00
319400,14.81,13.68,189,2071,74.90,33.00,3.98,39,0.00,4.93,4.31,11,-9.72,8.82,0.00
319458,14.81,13.68,189,2089,74.90,33.00,4.01,39,0.00,4.93,4.31,11,-9.72,8.74,0.00
319517,14.81,13.68,189,2086,74.90,33.00,4.01,39,0.00,4.79,4.31,11,-9.87,8.82,0.00
319577,14.81,13.68,189,2071,74.90,33.00,4.01,39,0.00,4.93,4.31,11,-9.72,8.95,0.00
319636,14.81,13.68,189,2066,74.90,33.00,3.98,39,0.00,4.93,4.71,11,-9.72,9.00,0.00
319695,14.81,13.76,189,2066,74.90,33.00,3.97,39,0.00,4.93,4.71,11,-9.72,9.00,0.00
319755,14.93,13.68,189,2078,74.90,33.00,3.99,39,0.00,5.08,4.71,11,-9.58,9.08,0.00
319814,14.81,13.68,189,2088,74.90,33.00,4.01,39,0.00,5.08,4.71,11,-9.58,9.17,0.00
319873,14.81,13.68,189,2080,74.90,33.00,3.99,39,0.00,5.08,5.10,11,-9.58,9.56,0.00
319933,14.70,13.68,189,2082,74.90,33.00,4.00,39,0.00,5.08,5.10,11,-9.58,9.74,0.00
319993,14.81,13.68,189,2088,74.90,33.00,4.01,39,0.00,5.22,5.49,11,-9.43,9.97,0.00
320051,14.70,13.68,189,2081,74.90,33.00,4.44,39,0.00,5.22,5.49,11,-9.43,10.17,0.00
320111,14.70,13.68,189,2096,74.90,33.00,4.47,39,0.00,5.37,5.49,11,-9.29,10.33,0.00
320170,14.70,13.68,189,2124,74.90,33.00,4.40,39,0.00,5.37,5.49,11,-9.29,10.48,0.00
320229,14.59,13.68,189,2132,74.90,33.00,4.53,39,0.00,5.37,5.88,11,-9.29,10.49,0.00
320288,14.59,13.60,189,2176,74.90,33.00,4.55,39,0.00,5.51,5.49,11,-9.14,10.59,0.00
320347,14.59,13.68,189,2112,74.90,33.00,4.51,39,0.00,5.66,5.88,11,-9.00,10.59,0.00
320407,14.70,13.68,189,2117,74.90,33.00,4.52,39,0.00,5.66,5.88,11,-9.00,10.79,0.00
320466,14.70,13.68,189,2132,74.90,33.00,4.55,39,0.00,5.51,5.88,11,-9.14,10.79,0.00
320524,14.81,13.68,189,2141,74.90,33.00,4.57,39,0.00,5.66,5.88,11,-9.00,10.79,0.00
320585,14.70,13.68,189,2161,74.90,33.00,4.61,39,0.00,5.66,5.88,11,-9.00,10.89,0.00
320644,14.70,13.60,189,2158,74.90,33.00,4.60,39,0.00,5.66,5.88,11,-9.00,10.89,0.00
320703,14.81,13.76,189,2142,74.90,33.00,4.57,39,0.00,5.66,5.88,11,-9.00,10.89,0.00
320763,14.81,13.76,189,2162,74.90,33.00,4.61,39,0.00,5.66,5.88,12,-9.00,10.99,0.00
320822,14.81,13.68,189,2175,74.90,33.00,4.64,39,0.00,5.66,5.88,12,-9.00,10.99,0.00
320881,14.81,13.60,189,2117,74.90,33.00,4.64,39,0.00,5.66,5.88,12,-9.00,10.99,0.00
320941,14.81,13.68,189,2197,74.90,33.00,4.65,39,0.00,5.66,5.88,12,-9.00,10.89,0.00
321000,14.81,13.68,189,2197,74.90,33.00,4.69,39,0.00,5.51,5.88,12,-9.14,10.89,0.00
321059,14.81,13.68,189,2186,74.90,33.00,4.66,39,0.00,5.51,5.88,12,-9.14,11.09,0.00
321118,14.81,13.68,189,2204,74.90,33.00,4.70,39,0.00,5.51,5.88,12,-9.14,10.99,0.00
321177,14.93,13.68,189,2221,74.90,33.00,4.74,39,0.00,5.51,5.88,12,-9.14,10.94,0.00
321236,14.93,13.68,189,2222,74.90,33.00,4.74,39,0.00,5.51,5.88,12,-9.14,11.09,0.00
321296,14.93,13.76,189,2239,74.90,33.00,4.78,39,0.00,5.51,5.88,12,-9.14,10.99,0.00
321356,14.93,13.68,189,2227,74.90,33.00,4.75,39,0.00,5.37,5.88,12,-9.29,10.89,0.00
321414,14.93,13.68,189,2244,74.90,33.00,4.65,39,0.00,5.37,5.88,12,-9.29,10.89,0.00
321474,14.93,13.76,189,2243,74.90,33.00,4.79,39,0.00,5.37,5.88,12,-9.29,10.99,0.00
321533,14.93,13.76,189,2263,74.90,33.50,4.79,39,0.00,5.37,5.88,12,-9.29,10.89,0.00
321593,14.93,13.76,189,2263,74.90,33.50,4.34,39,0.00,5.37,5.88,12,-9.29,10.89,0.00
321652,14.93,13.76,189,2255,74.90,33.50,4.33,39,0.00,5.37,5.88,12,-9.29,10.89,0.00
321711,14.81,13.76,189,2268,74.90,33.50,4.36,39,0.00,5.37,5.88,12,-9.29,10.99,0.00
321770,14.81,13.68,189,2259,74.90,33.50,4.34,39,0.00,5.37,5.88,12,-9.29,10.89,0.00
321829,14.81,13.76,189,2286,74.90,33.50,4.39,39,0.00,5.37,5.88,12,-9.29,10.89,0.00
321889,14.70,13.68,189,2298,74.90,33.50,4.41,39,0.00,5.37,5.88,12,-9.29,11.05,0.00
321948,14.81,13.68,189,2306,74.90,33.50,4.92,39,0.00,5.22,5.88,12,-9.43,11.25,0.00
322008,14.81,13.68,189,2283,74.90,33.50,5.01,39,0.00,5.37,5.88,12,-9.29,11.25,0.00
322067,14.93,13.68,189,2301,74.90,33.50,4.91,39,0.00,5.37,5.88,12,-9.29,11.29,0.00
322127,14.93,13.76,189,2247,74.90,33.50,4.91,39,0.00,5.37,5.88,12,-9.29,10.94,0.00
322186,14.81,13.68,189,2311,74.90,33.50,4.44,39,0.00,5.22,5.88,12,-9.43,10.94,0.00
322245,14.59,13.68,189,2345,74.90,33.50,4.50,39,0.00,5.37,5.88,12,-9.29,11.40,0.00
322305,14.70,13.76,189,2337,74.90,33.50,4.99,39,0.00,5.37,5.88,12,-9.29,11.61,0.00
322364,14.70,13.68,189,2332,74.90,33.50,4.97,39,0.00,5.37,5.49,12,-9.29,11.77,0.00
322424,14.81,13.76,189,2319,74.90,33.50,4.95,39,0.00,5.37,5.49,12,-9.29,11.61,0.00
322483,14.81,13.68,189,2335,74.90,33.50,4.48,39,0.00,5.37,5.49,12,-9.29,11.29,0.00
322541,14.59,13.68,189,2336,74.90,33.50,4.49,39,0.00,5.37,5.49,12,-9.29,11.51,0.00
322601,14.59,13.76,189,2345,74.90,33.50,5.00,39,0.00,5.37,5.49,12,-9.29,11.61,0.00
322661,14.59,13.76,189,2328,74.90,33.50,4.47,39,0.00,5.37,5.49,12,-9.29,11.25,0.00
322720,14.70,13.68,189,2338,74.90,33.50,4.47,39,0.00,5.22,5.10,12,-9.43,10.99,0.00
322780,14.70,13.68,189,2362,74.90,34.00,4.49,39,0.00,5.22,5.10,12,-9.43,10.79,0.00
322837,14.70,13.68,189,2362,74.90,34.00,4.54,39,0.00,5.08,4.71,12,-9.58,10.79,0.00
322898,14.70,13.76,189,2360,74.90,34.00,4.53,39,0.00,5.08,4.71,12,-9.58,10.79,0.00
322956,14.81,13.68,189,2378,74.90,34.00,4.57,39,0.00,5.08,4.71,12,-9.58,10.79,0.00
323016,14.81,13.76,189,2354,74.90,34.00,4.52,39,0.00,5.08,4.71,12,-9.58,10.69,0.00
323076,14.93,13.68,189,2354,74.90,34.00,4.52,39,0.00,4.93,4.31,12,-9.72,10.48,0.00
323135,14.93,13.68,189,2352,74.90,34.00,4.52,39,0.00,4.93,4.31,12,-9.72,10.08,0.00
323195,14.81,13.68,189,2360,74.90,34.00,4.53,39,0.00,4.79,4.31,12,-9.87,10.28,0.00
323254,14.81,13.76,189,2370,74.90,34.00,4.55,39,0.00,4.79,4.31,12,-9.87,10.27,0.00
323312,14.81,13.76,189,2359,74.90,34.00,4.65,39,0.00,4.79,4.31,12,-9.87,10.33,0.00
323371,14.93,13.68,189,2364,74.90,34.00,4.53,39,0.00,4.79,4.31,12,-9.87,10.38,0.00
323431,14.81,13.68,189,2354,74.90,34.00,4.54,39,0.00,4.79,4.31,12,-9.87,10.28,0.00
323490,14.81,13.60,189,2354,74.90,34.00,4.52,39,0.00,4.79,4.31,12,-9.87,10.28,0.00
323549,14.81,13.68,189,2370,74.90,34.00,4.55,39,0.00,4.79,4.31,12,-9.87,10.27,0.00
323610,14.70,13.68,189,2372,74.90,34.00,4.55,39,0.00,4.79,4.31,13,-9.87,10.17,0.00
323668,14.59,13.68,189,2373,74.90,34.00,4.56,39,0.00,4.79,4.31,13,-9.87,10.23,0.00
323728,14.70,13.68,189,2378,74.90,34.00,4.57,39,0.00,4.79,4.31,13,-9.87,10.28,0.00
323788,14.70,13.76,189,2354,74.90,34.00,4.52,39,0.00,4.79,4.31,13,-9.87,10.38,0.00
323847,14.70,13.68,189,2374,74.90,34.00,4.56,39,0.00,4.79,4.31,13,-9.87,10.33,0.00
323905,14.70,13.68,189,2390,74.90,34.00,4.59,39,0.00,4.79,4.31,13,-9.87,10.23,0.00
323965,14.70,13.68,189,2374,74.90,34.00,4.56,39,0.00,4.79,4.31,13,-9.87,10.38,0.00
324025,14.70,13.68,189,2422,74.90,34.00,4.56,39,0.00,4.79,4.31,13,-9.87,10.48,0.00
324084,14.70,13.68,189,2358,74.90,33.50,4.53,39,0.00,4.79,4.31,13,-9.87,10.48,0.00
324143,14.81,13.68,189,2335,74.90,34.00,4.48,39,0.00,4.79,4.31,13,-9.87,10.17,0.00
324203,14.81,13.76,189,2356,74.90,33.50,4.52,39,0.00,4.79,4.31,13,-9.87,9.97,0.00
324262,14.81,13.60,189,2350,74.90,33.50,4.51,39,0.00,4.79,4.31,13,-9.87,9.97,0.00
324322,14.70,13.68,189,2366,74.90,34.00,4.54,39,0.00,4.79,4.31,13,-9.87,10.17,0.00
324381,14.70,13.68,189,2372,74.90,34.00,4.55,39,0.00,4.79,4.31,13,-9.87,10.17,0.00
324440,14.70,13.68,189,2351,74.90,34.00,4.51,39,0.00,4.79,4.31,13,-9.87,10.28,0.00
324499,14.81,13.68,189,2366,74.90,34.00,4.54,39,0.00,4.79,4.31,13,-9.87,10.28,0.00
324559,14.81,13.68,189,2354,74.90,34.00,4.52,39,0.00,4.79,4.31,13,-9.87,10.27,0.00
324618,14.81,13.76,189,2373,74.90,34.00,4.43,39,0.00,4.79,4.31,13,-9.87,10.07,0.00
324677,14.81,13.68,189,2422,74.90,34.00,4.56,39,0.00,4.79,4.31,13,-9.87,10.23,0.00
324737,14.81,13.68,189,2358,74.90,34.00,4.53,39,0.00,4.79,4.31,13,-9.87,10.23,0.00
324796,14.70,13.76,189,2348,74.90,33.50,4.51,39,0.00,4.79,4.31,13,-9.87,10.28,0.00
324856,14.81,13.68,189,2359,74.90,34.00,4.53,39,0.00,4.79,4.31,13,-9.87,10.23,0.00
324915,14.81,13.76,189,2362,74.90,34.00,4.54,39,0.00,4.79,4.31,13,-9.87,10.08,0.00
324974,14.81,13.68,189,2378,74.90,34.00,4.57,39,0.00,4.79,4.31,13,-9.87,10.38,0.00
325033,14.70,13.76,189,2354,74.90,34.00,4.52,39,0.00,4.79,4.31,13,-9.87,10.38,0.00
325092,14.81,13.76,189,2349,74.90,33.50,4.51,39,0.00,4.79,4.31,13,-9.87,10.23,0.00
325151,14.70,13.76,189,2319,74.90,33.50,4.45,39,0.00,4.79,4.31,13,-9.87,9.88,0.00
325211,14.70,13.76,189,2324,74.90,33.50,3.97,39,0.00,4.79,4.31,13,-9.87,9.70,0.00
325270,14.70,13.68,189,2326,74.90,33.50,3.97,39,0.00,4.79,4.31,13,-9.87,9.70,0.00
325330,14.59,13.76,189,2326,74.90,33.50,3.97,39,0.00,4.64,4.31,13,-10.01,9.70,0.00
325390,14.70,13.76,189,2318,74.90,33.50,3.96,39,0.00,4.64,4.31,13,-10.01,9.53,0.00
325449,14.70,13.76,189,2321,74.90,33.50,3.96,39,0.00,4.64,4.31,13,-10.01,9.53,0.00
325507,14.81,13.76,189,2309,74.90,33.50,3.94,39,0.00,4.64,4.31,13,-10.01,9.52,0.00
325568,14.81,13.76,189,2326,74.90,33.50,3.97,39,0.00,4.64,4.31,13,-10.01,9.52,0.00
325626,14.81,13.68,189,2310,74.90,33.50,3.94,39,0.00,4.64,4.31,13,-10.01,9.44,0.00
325686,14.93,13.76,189,2325,74.90,33.50,3.97,39,0.00,4.64,4.31,13,-10.01,9.53,0.00
325745,15.04,13.68,189,2323,74.90,33.50,3.96,39,0.00,4.64,4.31,13,-10.01,9.48,0.00
325804,15.04,13.68,189,2337,74.90,33.50,3.99,39,0.00,4.64,4.31,13,-10.01,9.61,0.00
325864,14.93,13.76,189,2330,74.90,33.50,3.98,39,0.00,4.64,4.31,13,-10.01,9.61,0.00
325924,14.93,13.76,189,2330,74.90,33.50,3.98,39,0.00,4.64,4.31,13,-10.01,9.70,0.00
325983,14.93,13.68,189,2330,74.90,33.50,3.98,39,0.00,4.64,4.31,12,-10.01,9.70,0.00
326042,14.93,13.68,189,2312,74.90,33.50,3.95,39,0.00,4.64,4.31,12,-10.01,9.61,0.00
326102,14.93,13.76,189,2308,74.90,33.50,3.94,39,0.00,4.64,4.31,12,-10.01,9.53,0.00
326161,14.81,13.68,189,2304,74.90,33.50,3.93,39,0.00,4.50,4.31,12,-10.16,9.35,0.00
326220,14.70,13.68,189,2312,74.90,33.50,3.95,39,0.00,4.64,4.31,12,-10.01,9.52,0.00
326279,14.70,13.68,189,2313,74.90,33.50,3.95,39,0.00,4.64,4.31,12,-10.01,9.44,0.00
326338,14.70,13.68,189,2294,74.90,33.50,3.91,39,0.00,4.64,4.31,12,-10.01,9.39,0.00
326398,14.70,13.68,189,2308,74.90,33.50,3.94,39,0.00,4.64,4.31,12,-10.01,9.31,0.00
326457,14.70,13.68,189,2314,74.90,33.50,3.95,39,0.00,4.64,4.31,12,-10.01,9.35,0.00
326517,14.70,13.76,189,2332,74.90,33.50,3.95,39,0.00,4.50,4.31,12,-10.16,9.44,0.00
326576,14.70,13.60,189,2326,74.90,33.50,3.98,39,0.00,4.50,4.31,12,-10.16,9.52,0.00
326635,14.70,13.76,189,2326,74.90,33.50,3.97,39,0.00,4.64,4.31,12,-10.01,9.52,0.00
326694,14.81,13.68,189,2341,74.90,33.50,4.00,39,0.00,4.64,4.31,12,-10.01,9.66,0.00
326753,14.81,13.76,189,2318,74.90,33.50,4.45,39,0.00,4.64,4.31,12,-10.01,9.74,0.00
326814,14.81,13.68,189,2291,74.90,33.50,4.40,39,0.00,4.64,4.31,12,-10.01,9.56,0.00
326873,14.81,13.76,189,2246,74.90,33.00,3.83,39,0.00,4.64,4.31,12,-10.01,9.17,0.00
326931,14.81,13.68,189,2260,74.90,33.50,3.86,39,0.00,4.50,4.31,12,-10.16,8.91,0.00
326990,14.47,13.76,189,2260,74.90,33.50,3.86,39,0.00,4.50,4.31,12,-10.16,8.74,0.00
327051,14.47,13.76,189,2278,74.90,33.50,3.89,39,0.00,4.50,4.31,12,-10.16,8.87,0.00
327110,14.47,13.68,189,2269,74.90,33.50,3.87,39,0.00,4.50,4.31,12,-10.16,8.73,0.00
327168,14.59,13.68,189,2278,74.90,33.50,3.87,39,0.00,4.50,4.31,12,-10.16,8.91,0.00
327229,14.70,13.68,189,2278,74.90,33.50,3.89,39,0.00,4.50,4.31,12,-10.16,8.91,0.00
327288,14.81,13.76,189,2259,74.90,33.50,3.85,39,0.00,4.50,4.31,12,-10.16,8.91,0.00
327347,14.81,13.68,189,2266,74.90,33.50,3.87,39,0.00,4.50,4.31,12,-10.16,8.78,0.00
327407,14.81,13.68,189,2254,74.90,33.00,3.85,39,0.00,4.50,4.31,12,-10.16,8.82,0.00
327466,14.93,13.60,189,2248,74.90,33.00,3.84,39,0.00,4.50,4.31,12,-10.16,8.82,0.00
327525,14.93,13.68,189,2264,74.90,33.50,3.86,39,0.00,4.50,4.31,12,-10.16,8.74,0.00
327585,14.81,13.60,189,2252,74.90,33.50,3.84,39,0.00,4.50,4.31,12,-10.16,8.82,0.00
327645,14.81,13.68,189,2263,74.90,33.50,3.86,39,0.00,4.50,4.31,12,-10.16,8.69,0.00
327703,14.81,13.68,189,2257,74.90,33.50,3.85,39,0.00,4.50,4.31,12,-10.16,8.82,0.00
327762,14.81,13.68,189,2266,74.90,33.50,3.87,39,0.00,4.50,4.31,12,-10.16,8.78,0.00
327822,14.93,13.68,189,2262,74.90,33.50,3.87,39,0.00,4.50,4.31,12,-10.16,8.78,0.00
327881,14.81,13.68,189,2262,74.90,33.50,3.86,39,0.00,4.50,4.31,12,-10.16,8.78,0.00
327941,14.81,13.76,189,2271,74.90,33.50,3.88,39,0.00,4.50,4.31,12,-10.16,8.74,0.00
328000,14.81,13.68,189,2252,74.90,33.50,3.84,39,0.00,4.50,4.31,12,-10.16,8.73,0.00
328059,14.81,13.76,189,2260,74.90,33.50,3.86,39,0.00,4.50,4.31,12,-10.16,8.82,0.00
328118,14.81,13.68,189,2244,74.90,33.00,3.83,39,0.00,4.50,4.31,12,-10.16,8.82,0.00
328177,14.81,13.76,189,2258,74.90,33.50,3.85,39,0.00,4.50,4.31,12,-10.16,8.78,0.00
328236,14.81,13.76,189,2231,74.90,33.00,3.81,39,0.00,4.50,4.31,12,-10.16,8.82,0.00
328297,14.81,13.68,189,2230,74.90,33.00,3.81,39,0.00,4.50,4.31,12,-10.16,8.91,0.00
328356,14.81,13.68,189,2231,74.90,33.00,3.81,39,0.00,4.50,4.31,12,-10.16,8.91,0.00
328415,14.81,13.76,189,2228,74.90,33.00,3.81,39,0.00,4.50,4.31,12,-10.16,8.87,0.00
328474,14.70,13.68,189,2183,74.90,33.00,3.80,39,0.00,4.50,4.31,12,-10.16,8.87,0.00
328533,14.81,13.76,189,2247,74.90,33.00,3.84,39,0.00,4.50,4.31,12,-10.16,8.87,0.00
328593,14.70,13.76,189,2236,74.90,33.00,3.82,39,0.00,4.50,4.31,12,-10.16,8.95,0.00
328652,14.70,13.76,189,2240,74.90,33.00,3.82,39,0.00,4.50,4.31,12,-10.16,8.91,0.00
328712,14.70,13.76,189,2221,74.90,33.00,3.79,39,0.00,4.64,4.31,12,-10.01,8.99,0.00
328771,14.70,13.76,189,2224,74.90,33.00,3.80,39,0.00,4.64,4.71,12,-10.01,9.09,0.00
328830,14.81,13.68,189,2217,74.90,33.00,3.78,39,0.00,4.64,4.71,12,-10.01,9.13,0.00
328889,14.81,13.76,189,2218,74.90,33.00,3.78,39,0.00,4.64,4.71,12,-10.01,9.09,0.00
328949,14.81,13.76,189,2221,74.90,33.00,3.79,39,0.00,4.64,4.71,12,-10.01,9.09,0.00
329008,14.81,13.76,189,2196,74.90,33.00,3.75,39,0.00,4.64,4.71,12,-10.01,9.09,0.00
329067,14.70,13.76,189,2196,74.90,33.00,3.75,39,0.00,4.64,4.71,12,-10.01,8.91,0.00
329126,14.70,13.76,189,2196,74.90,33.00,3.75,39,0.00,4.64,4.71,12,-10.01,8.91,0.00
329186,14.70,13.76,189,2196,74.90,33.00,3.75,39,0.00,4.64,4.71,12,-10.01,8.78,0.00
329245,14.70,13.68,189,2202,74.90,33.00,3.76,39,0.00,4.64,4.71,12,-10.01,8.91,0.00
329305,14.70,13.76,189,2214,74.90,33.00,3.78,39,0.00,4.64,4.71,12,-10.01,8.91,0.00
329364,14.70,13.76,189,2210,74.90,33.00,3.77,39,0.00,4.64,4.71,12,-10.01,8.95,0.00
329423,14.81,13.76,189,2214,74.90,33.00,3.78,39,0.00,4.64,4.71,12,-10.01,8.95,0.00
329482,14.81,13.76,189,2165,74.90,33.00,3.69,39,0.00,4.64,4.71,12,-10.01,8.91,0.00
329541,14.81,13.68,189,2146,74.90,33.00,3.66,39,0.00,4.64,4.71,12,-10.01,8.95,0.00
329601,14.81,13.68,189,2144,74.90,33.00,3.66,39,0.00,4.79,4.71,12,-9.87,8.91,0.00
329661,14.81,13.68,189,2128,74.90,33.00,3.66,39,0.00,4.79,4.71,12,-9.87,8.86,0.00
329720,14.81,13.76,189,2130,74.90,33.00,3.63,39,0.00,4.79,4.71,12,-9.87,8.91,0.00
329779,14.81,13.68,189,2130,74.90,33.00,3.63,39,0.00,4.79,4.71,12,-9.87,8.91,0.00
329839,14.70,13.76,189,2146,74.90,33.00,3.66,39,0.00,4.79,4.71,12,-9.87,8.99,0.00
329897,14.70,13.68,189,2160,74.90,33.00,3.69,39,0.00,4.79,4.71,12,-9.87,9.00,0.00
329957,14.70,13.68,189,2179,74.90,33.00,3.72,39,0.00,4.79,4.71,12,-9.87,9.04,0.00
330017,14.70,13.68,189,2169,74.90,33.00,3.70,39,0.00,4.79,4.71,12,-9.87,9.00,0.00
330075,14.70,13.68,189,2149,74.90,33.00,3.67,39,0.00,4.79,4.71,12,-9.87,8.91,0.00
330135,14.81,13.68,189,2147,74.90,33.00,3.66,39,0.00,4.79,4.71,12,-9.87,9.00,0.00
330195,14.81,13.68,189,2134,74.90,33.00,4.10,39,0.00,4.79,4.71,12,-9.87,9.00,0.00
330254,14.81,13.68,189,2114,74.90,33.00,4.06,39,0.00,4.93,4.71,12,-9.72,9.09,0.00
330313,14.70,13.68,189,2130,74.90,33.00,4.06,39,0.00,4.79,4.71,12,-9.87,9.00,0.00
330373,14.70,13.68,189,2145,74.90,33.00,4.09,39,0.00,4.93,4.71,12,-9.72,9.13,0.00
330432,14.70,13.60,189,2145,74.90,33.00,4.12,39,0.00,4.93,4.71,12,-9.72,9.13,0.00
330491,14.70,13.76,189,2140,74.90,33.00,4.11,39,0.00,4.93,4.71,12,-9.72,9.17,0.00
330550,14.59,13.68,189,2142,74.90,33.00,4.11,39,0.00,4.93,4.71,12,-9.72,9.17,0.00
330611,14.70,13.68,189,2134,74.90,33.00,4.10,39,0.00,4.93,4.71,12,-9.72,9.18,0.00
330670,14.70,13.68,189,2114,74.90,33.00,4.06,39,0.00,4.93,4.71,11,-9.72,9.21,0.00
330729,14.70,13.68,189,2115,74.90,33.00,4.06,39,0.00,4.93,4.71,11,-9.72,9.26,0.00
330788,14.70,13.68,189,2112,74.90,33.00,4.06,39,0.00,5.08,4.71,11,-9.58,9.35,0.00
330847,14.70,13.68,189,2095,74.90,33.00,4.14,39,0.00,5.08,4.71,11,-9.58,9.44,0.00
330907,14.70,13.68,189,2088,74.90,33.00,4.01,39,0.00,5.08,4.71,11,-9.58,9.48,0.00
330965,14.70,13.68,189,2094,74.90,33.00,4.01,39,0.00,5.08,5.10,11,-9.58,9.44,0.00
331026,14.70,13.68,189,2094,74.90,33.00,4.02,39,0.00,5.08,4.71,11,-9.58,9.44,0.00
331084,14.59,13.60,189,2086,74.90,33.00,4.00,39,0.00,5.08,5.10,11,-9.58,9.44,0.00
331143,14.59,13.68,189,2064,74.90,33.00,3.96,39,0.00,5.08,5.10,12,-9.58,9.44,0.00
331204,14.70,13.60,189,2060,74.90,33.00,3.96,39,0.00,5.22,5.10,12,-9.43,9.61,0.00
