Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
174169,14.81,13.76,183,3549,74.90,36.50,10.61,40,0.00,8.13,12.55,33,-6.53,29.03,0.00
174229,14.93,13.68,183,3549,74.90,36.50,10.60,40,0.00,8.13,12.55,33,-6.53,29.03,0.00
174289,14.81,13.68,183,3549,74.90,36.50,10.60,40,0.00,8.13,12.55,33,-6.53,29.46,0.00
174348,14.70,13.68,183,3551,74.90,36.50,10.60,40,0.00,8.13,12.55,33,-6.53,28.81,0.00
174408,14.70,13.76,183,3564,74.90,36.50,10.65,40,0.00,8.13,12.55,34,-6.53,29.13,0.00
174467,14.81,13.68,183,3564,74.90,36.50,10.65,39,0.00,8.13,12.55,34,-6.53,29.03,0.00
174526,14.70,13.68,183,3588,74.90,36.50,10.72,39,0.00,8.13,12.55,34,-6.53,28.81,0.00
174586,14.70,13.68,183,3597,74.90,36.50,10.74,39,0.00,8.13,12.55,34,-6.53,29.02,0.00
174645,14.81,13.68,183,3607,74.90,36.50,10.77,39,0.00,7.98,12.55,34,-6.67,28.91,0.00
174705,14.81,13.68,183,3604,74.90,36.50,10.76,39,0.00,7.98,12.55,34,-6.67,29.35,0.00
174764,14.81,13.68,183,3616,74.90,36.50,10.76,39,0.00,7.98,12.55,34,-6.67,29.46,0.00
174822,14.70,13.68,183,3616,74.90,36.50,10.80,39,0.00,7.98,12.55,34,-6.67,29.46,0.00
174882,14.70,13.68,183,3623,74.90,36.50,10.82,39,0.00,7.98,12.55,34,-6.67,29.02,0.00
174942,14.70,13.76,183,3626,74.90,36.50,10.83,39,0.00,7.98,12.55,34,-6.67,29.56,0.00
175000,14.81,13.68,183,3614,74.90,36.50,10.79,39,0.00,7.98,12.55,34,-6.67,29.46,0.00
175061,14.81,13.68,183,3628,74.90,36.50,10.84,39,0.00,7.98,12.55,34,-6.67,29.67,0.00
175119,14.81,13.68,183,3635,74.90,36.50,10.86,39,0.00,7.98,12.94,34,-6.67,29.68,0.00
175179,14.93,13.68,183,3639,74.90,36.50,10.87,39,0.00,7.98,12.94,34,-6.67,30.33,0.00
175238,14.81,13.68,183,3644,74.90,36.50,10.88,39,0.00,7.98,12.94,34,-6.67,30.22,0.00
175297,14.81,13.68,183,3650,74.90,36.50,10.71,39,0.00,8.13,12.94,34,-6.53,30.12,0.00
175357,14.81,13.76,183,3660,74.90,36.50,10.93,39,0.00,8.13,12.94,35,-6.53,30.00,0.00
175417,14.81,13.68,183,3660,74.90,36.50,10.93,39,0.00,8.13,12.94,35,-6.53,30.00,2.35
175476,14.70,13.76,183,3684,74.90,36.50,11.79,39,0.00,8.13,12.94,35,-6.53,30.77,2.35
175534,14.70,13.68,183,3691,74.90,36.50,11.81,39,0.00,8.13,12.94,35,-6.53,30.99,2.35
175594,14.70,13.68,183,3694,74.90,36.50,11.82,39,0.00,8.13,12.94,35,-6.53,30.88,2.35
175654,14.59,13.76,183,3704,74.90,36.50,11.85,39,0.00,8.13,12.94,35,-6.53,30.66,2.35
175713,14.70,13.68,183,3707,74.90,36.50,11.86,39,0.00,8.13,12.94,35,-6.53,30.99,2.35
175773,14.70,13.76,183,3714,74.90,36.50,11.89,39,0.00,8.13,12.94,35,-6.53,31.11,2.35
175833,14.59,13.68,183,3722,74.90,36.50,11.91,39,0.00,8.13,12.94,35,-6.53,30.99,2.75
175891,14.59,13.76,183,3735,74.90,36.50,11.95,39,0.00,8.13,12.94,35,-6.53,31.43,2.75
175952,14.59,13.76,183,3726,74.90,36.50,11.92,39,0.00,8.13,12.94,35,-6.53,31.87,2.75
176010,14.70,13.68,183,3735,74.90,36.50,11.92,39,0.00,8.13,12.94,35,-6.53,31.54,2.75
176070,14.59,13.76,183,3735,74.90,36.50,11.95,39,0.00,8.13,12.94,35,-6.53,31.54,2.75
176129,14.47,13.68,183,3744,74.90,36.50,11.98,39,0.00,8.13,12.94,35,-6.53,31.65,2.75
176188,14.59,13.76,183,3746,74.90,36.50,11.99,39,0.00,8.13,13.33,35,-6.53,31.76,2.75
176248,14.70,13.68,183,3757,74.90,36.50,12.02,39,0.00,8.13,13.33,35,-6.53,31.65,2.75
176307,14.59,13.76,183,3757,74.90,36.50,12.02,39,0.00,8.27,13.33,36,-6.38,31.98,2.75
176367,14.70,13.76,183,3782,74.90,36.50,12.10,39,0.00,8.27,13.33,36,-6.38,32.56,2.75
176427,14.70,13.76,183,3790,74.90,36.50,12.13,39,0.00,8.27,13.33,36,-6.38,32.33,2.75
176486,14.70,13.68,183,3803,74.90,36.50,12.17,39,0.00,8.27,13.33,36,-6.38,32.09,2.75
176545,14.70,13.68,183,3784,74.90,36.50,12.11,39,0.00,8.13,10.59,36,-6.53,32.21,2.75
176603,14.70,13.76,183,3776,74.90,36.50,12.11,39,0.00,5.66,0.00,36,-9.00,12.78,0.00
176664,14.81,13.76,183,3837,74.90,34.50,8.86,39,0.00,4.35,0.00,36,-10.30,7.59,0.00
176722,12.63,13.76,183,3709,74.90,32.00,0.00,39,0.00,3.77,0.00,36,-10.88,7.59,0.00
176783,12.52,13.76,183,3621,74.90,30.00,0.00,39,0.00,3.77,0.00,36,-10.88,12.65,0.00
176841,15.73,13.76,183,3529,74.90,28.00,0.00,39,0.00,3.63,0.00,36,-11.03,7.37,0.00
176901,20.56,13.76,183,3456,74.90,28.00,0.00,39,0.00,3.63,0.00,36,-11.03,11.53,0.00
176959,24.00,13.76,183,3357,74.90,26.00,0.00,39,0.00,3.63,0.00,36,-11.03,6.16,0.00
177020,24.00,13.76,183,3255,74.90,23.50,0.00,39,0.00,3.63,0.00,36,-11.03,10.42,0.00
177078,23.66,13.76,183,3182,74.90,21.50,0.00,39,0.00,3.63,0.00,36,-11.03,6.35,0.00
177138,23.66,13.76,183,3078,74.90,20.00,0.00,39,0.00,3.77,0.00,36,-10.88,10.18,0.00
177197,23.66,13.76,183,3000,74.90,20.00,0.00,39,0.00,3.77,0.00,37,-10.88,8.39,0.00
177256,23.77,13.76,183,2984,74.90,19.00,0.00,38,0.00,3.77,0.00,37,-10.88,10.10,0.00
177316,23.77,13.76,183,2905,74.90,18.50,0.00,38,0.00,3.77,0.00,37,-10.88,8.15,0.00
177376,24.23,13.76,183,2841,74.90,17.50,0.00,38,0.00,3.77,0.00,37,-10.88,8.15,0.00
177434,23.66,13.76,183,2758,74.90,17.00,0.00,38,0.00,3.77,0.00,37,-10.88,8.48,0.00
177494,23.89,13.76,183,2674,74.90,17.00,0.00,38,0.00,3.77,0.00,37,-10.88,7.70,0.00
177553,23.66,13.68,183,2589,74.90,16.50,0.00,38,0.00,3.77,0.00,37,-10.88,7.45,0.00
177612,24.00,13.76,183,2502,74.90,15.50,0.00,38,0.00,3.77,0.00,37,-10.88,7.37,0.00
177672,24.12,13.68,183,2414,74.90,15.50,0.00,38,0.00,3.77,0.00,36,-10.88,6.99,0.00
177731,24.00,13.76,183,2346,74.90,15.00,0.00,38,0.00,3.77,0.00,36,-10.88,6.62,0.00
177790,24.00,13.76,183,2259,74.90,14.50,0.00,38,0.00,3.77,0.00,36,-10.88,6.66,0.00
177849,23.89,13.68,183,2252,74.90,14.00,0.00,38,0.00,3.92,0.00,36,-10.74,6.48,0.00
177908,24.00,13.76,183,2186,74.90,14.00,0.00,38,0.00,3.92,1.57,36,-10.74,6.77,0.00
177968,24.00,13.68,183,2122,74.90,16.50,3.17,38,0.00,4.21,2.35,36,-10.45,6.77,0.00
178027,23.77,13.76,183,2028,74.90,19.00,3.03,38,0.00,4.35,3.14,36,-10.30,7.10,0.00
178087,24.00,13.68,183,1988,74.90,22.50,3.39,38,0.00,4.35,3.92,36,-10.30,7.57,0.00
178146,23.66,13.68,183,2019,74.90,22.50,3.45,38,0.00,4.50,4.71,36,-10.16,8.27,0.00
178206,24.00,13.68,183,2083,74.90,27.50,4.00,38,0.00,4.79,4.71,36,-9.87,9.17,0.00
178265,23.31,13.76,183,2184,74.90,33.00,4.19,38,0.00,4.93,5.49,36,-9.72,9.84,0.00
178325,20.21,13.76,183,2333,74.90,33.50,4.48,38,0.00,5.08,5.88,36,-9.58,10.79,0.00
178384,16.65,13.76,183,2474,74.90,34.00,4.75,38,0.00,5.08,5.88,36,-9.58,11.82,0.00
178443,16.65,13.76,183,2616,74.90,34.50,5.31,38,0.00,5.37,6.27,36,-9.29,13.84,0.00
178502,15.39,13.68,183,2663,74.90,34.50,6.10,38,0.00,5.51,6.67,36,-9.14,15.03,0.00
178562,15.39,13.68,183,2638,74.90,34.00,6.25,38,0.00,5.66,6.67,36,-9.00,15.70,0.00
178621,15.16,13.68,183,2574,74.90,34.00,6.04,38,0.00,5.95,6.67,35,-8.71,15.70,0.00
178680,14.59,13.76,183,2551,74.90,34.00,5.99,38,0.00,5.95,6.67,35,-8.71,15.70,0.00
178740,14.13,13.68,183,2590,74.90,34.00,6.08,38,0.00,5.95,7.06,35,-8.71,15.84,0.00
178799,13.78,13.76,183,2566,74.90,34.00,6.57,38,0.00,6.09,7.45,35,-8.56,16.46,0.00
178858,14.13,13.76,183,2547,74.90,34.00,5.98,38,0.00,6.24,7.45,35,-8.42,16.31,0.00
178918,14.47,13.76,183,2591,74.90,34.00,6.08,38,0.00,6.24,7.45,35,-8.42,16.60,0.00
178977,14.47,13.76,183,2564,74.90,34.00,6.02,38,0.00,6.24,7.45,35,-8.42,16.59,0.00
179037,14.59,13.68,183,2554,74.90,34.00,6.54,38,0.00,6.38,7.45,35,-8.27,16.73,0.00
179096,14.59,13.68,183,2573,74.90,34.00,6.42,38,0.00,6.38,7.45,35,-8.27,17.00,0.00
179154,14.70,13.76,183,2622,74.90,34.00,6.59,38,0.00,6.38,7.45,35,-8.27,17.00,0.00
179214,14.81,13.76,183,2504,74.90,34.00,6.55,38,0.00,6.53,7.45,35,-8.13,17.22,0.00
179274,14.81,13.76,183,2568,74.90,34.00,6.57,38,0.00,6.53,7.45,35,-8.13,17.22,0.00
179332,14.81,13.76,183,2581,74.90,34.00,6.61,38,0.00,6.53,7.45,35,-8.13,17.22,0.00
179392,14.81,13.76,183,2549,74.90,34.00,6.53,38,0.00,6.53,7.45,35,-8.13,17.08,0.00
179452,14.81,13.76,183,2573,74.90,34.00,6.59,38,0.00,6.53,7.45,35,-8.13,17.37,0.00
179511,14.81,13.84,183,2558,74.90,34.00,6.55,38,0.00,6.53,7.45,35,-8.13,17.37,0.00
179570,14.81,13.76,183,2576,74.90,34.00,6.60,38,0.00,6.53,7.45,35,-8.13,17.30,0.00
179631,14.81,13.76,183,2581,74.90,34.00,6.61,38,0.00,6.53,7.45,35,-8.13,17.22,0.00
179690,14.81,13.76,183,2586,74.90,34.00,6.62,38,0.00,6.53,7.45,35,-8.13,17.22,0.00
179748,14.81,13.76,183,2562,74.90,34.00,6.56,38,0.00,6.53,7.45,35,-8.13,17.22,0.00
179809,14.70,13.76,183,2582,74.90,34.00,6.56,38,0.00,6.53,7.45,35,-8.13,17.44,0.00
179868,14.81,13.76,183,2582,74.90,34.00,6.61,38,0.00,6.53,7.45,35,-8.13,17.44,0.00
179926,14.70,13.76,183,2577,74.90,34.00,6.60,38,0.00,6.53,7.45,35,-8.13,17.22,0.00
179986,14.81,13.76,183,2583,74.90,34.00,6.61,38,0.00,6.53,7.45,35,-8.13,17.44,0.00
180045,14.81,13.76,183,2585,74.90,34.00,6.62,38,0.00,6.53,7.45,35,-8.13,17.22,0.00
180105,14.81,13.68,183,2571,74.90,34.00,6.58,38,0.00,6.53,7.45,35,-8.13,17.30,0.00
180164,14.81,13.76,183,2569,74.90,34.00,6.58,38,0.00,6.53,7.45,35,-8.13,17.30,0.00
180224,14.81,13.76,183,2582,74.90,34.00,6.61,38,0.00,6.53,7.45,35,-8.13,17.37,0.00
180284,14.81,13.76,183,2578,74.90,34.00,6.60,38,0.00,6.53,7.45,35,-8.13,17.37,0.00
180342,14.81,13.76,183,2594,74.90,34.00,6.64,38,0.00,6.53,7.45,35,-8.13,17.37,0.00
180402,14.70,13.76,183,2591,74.90,34.00,6.64,38,0.00,6.53,7.45,35,-8.13,17.37,0.00
180461,14.81,13.76,183,2577,74.90,34.00,6.63,38,0.00,6.53,7.45,35,-8.13,17.44,0.00
180522,14.81,13.76,183,2577,74.90,34.00,6.60,38,0.00,6.53,7.45,35,-8.13,17.44,0.00
180580,14.81,13.76,183,2581,74.90,34.00,6.61,38,0.00,6.53,7.45,35,-8.13,17.37,0.00
180639,14.70,13.76,183,2591,74.90,34.00,6.63,38,0.00,6.53,7.45,35,-8.13,17.15,0.00
180700,14.81,13.76,183,2587,74.90,34.00,6.62,38,0.00,6.53,7.45,35,-8.13,17.52,0.00
180758,14.81,13.76,183,2594,74.90,34.00,6.64,38,0.00,6.53,7.45,35,-8.13,17.44,0.00
180819,14.81,13.68,183,2574,74.90,34.00,6.59,38,0.00,6.53,7.45,35,-8.13,17.68,0.00
180877,14.81,13.68,183,2589,74.90,34.00,6.63,38,0.00,6.53,7.45,35,-8.13,17.68,0.00
180937,14.81,13.68,183,2582,74.90,34.00,6.61,38,0.00,6.67,7.84,35,-7.98,17.59,0.00
180996,14.81,13.76,183,2595,74.90,34.00,6.64,38,0.00,6.67,7.84,35,-7.98,17.59,0.00
181055,14.59,13.68,183,2602,74.90,34.50,6.64,38,0.00,6.67,7.84,35,-7.98,17.82,0.00
181115,14.70,13.76,183,2602,74.90,34.00,6.66,38,0.00,6.67,7.84,35,-7.98,17.82,0.00
181175,14.70,13.68,183,2595,74.90,34.00,6.64,38,0.00,6.67,7.84,35,-7.98,17.90,0.00
181233,14.81,13.76,183,2590,74.90,34.00,6.63,38,0.00,6.67,7.84,35,-7.98,17.82,0.00
181292,14.81,13.68,183,2583,74.90,34.00,6.61,38,0.00,6.67,8.24,35,-7.98,17.97,0.00
181354,14.81,13.76,183,2590,74.90,34.00,6.63,38,0.00,6.82,8.24,35,-7.84,18.43,0.00
181413,14.81,13.68,183,2603,74.90,34.50,6.66,38,0.00,6.82,8.24,35,-7.84,18.43,0.00
181471,14.70,13.76,183,2598,74.90,34.00,6.65,38,0.00,6.82,8.24,36,-7.84,18.28,0.00
181530,14.70,13.68,183,2608,74.90,34.50,6.68,38,0.00,6.82,8.24,36,-7.84,18.51,0.00
181589,14.70,13.68,183,2590,74.90,34.00,7.18,38,0.00,6.96,8.63,36,-7.69,18.73,0.00
181649,14.70,13.68,183,2600,74.90,34.50,7.21,38,0.00,6.96,8.63,36,-7.69,19.26,0.00
181708,14.81,13.68,183,2594,74.90,34.00,7.21,38,0.00,7.11,8.63,36,-7.55,19.18,0.00
181767,14.81,13.76,183,2615,74.90,34.50,7.19,38,0.00,7.11,8.63,36,-7.55,19.42,0.00
181827,14.81,13.68,183,2615,74.90,34.50,7.25,38,0.00,7.11,8.63,36,-7.55,19.42,0.00
181886,14.70,13.76,183,2613,74.90,34.50,7.25,38,0.00,7.11,9.02,36,-7.55,19.74,0.00
181945,14.70,13.68,183,2618,74.90,34.50,7.26,38,0.00,7.25,9.02,36,-7.40,19.74,0.00
182005,14.70,13.76,183,2623,74.90,34.50,7.27,38,0.00,7.25,9.02,36,-7.40,20.17,0.00
182064,14.81,13.68,183,2608,74.90,34.50,7.23,38,0.00,7.40,9.41,36,-7.25,20.51,0.00
182123,14.70,13.76,183,2615,74.90,34.50,7.25,38,0.00,7.40,9.41,36,-7.25,20.51,0.00
182182,14.81,13.76,183,2607,74.90,34.50,7.23,38,0.00,7.40,9.41,36,-7.25,20.68,0.00
182242,14.81,13.76,183,2628,74.90,34.50,7.66,38,0.00,7.55,9.41,36,-7.11,21.03,0.00
182302,14.93,13.68,183,2630,74.90,34.50,7.86,38,0.00,7.55,9.41,36,-7.11,20.94,0.00
182361,14.93,13.68,183,2624,74.90,34.50,7.86,38,0.00,7.69,9.80,36,-6.96,21.54,0.00
182420,14.81,13.76,183,2624,74.90,34.50,7.84,38,0.00,7.69,9.80,36,-6.96,21.54,0.00
182478,14.93,13.68,183,2633,74.90,34.50,7.86,38,0.00,7.84,10.20,36,-6.82,21.71,0.00
182538,14.93,13.68,183,2625,74.90,34.50,7.84,38,0.00,7.84,10.20,36,-6.82,21.71,0.00
182598,14.93,13.76,183,2626,74.90,34.50,7.84,37,0.00,7.98,10.20,36,-6.67,22.22,0.00
182657,14.93,13.76,183,2633,74.90,34.50,8.43,37,0.00,7.98,10.59,36,-6.67,22.89,0.00
182716,14.93,13.76,183,2630,74.90,34.50,8.42,37,0.00,8.13,10.98,36,-6.53,23.36,0.00
182777,15.04,13.68,183,2658,74.90,34.50,8.51,37,0.00,8.27,10.98,36,-6.38,23.94,0.00
182836,14.81,13.76,183,2647,74.90,34.50,9.04,37,0.00,8.42,11.37,36,-6.24,24.69,0.00
182895,14.81,13.76,183,2654,74.90,34.50,9.06,37,0.00,8.56,11.37,36,-6.09,24.89,0.00
182954,14.93,13.76,183,2665,74.90,34.50,9.06,37,0.00,8.71,11.76,36,-5.95,25.67,0.00
183014,14.70,13.76,183,2665,74.90,34.50,9.10,37,0.00,8.85,11.76,36,-5.80,25.67,0.00
183073,14.70,13.76,183,2658,74.90,34.50,9.07,37,0.00,9.00,12.16,36,-5.66,26.20,0.00
183132,14.81,13.76,183,2663,74.90,34.50,9.66,37,0.00,9.00,12.16,36,-5.66,26.82,0.00
183191,14.70,13.76,183,2661,74.90,34.50,9.65,37,0.00,9.14,12.55,36,-5.51,26.82,0.00
183251,14.70,13.76,183,2666,74.90,34.50,9.67,37,0.00,9.29,12.55,36,-5.37,27.54,0.00
183310,14.81,13.76,183,2676,74.90,34.50,9.71,37,0.00,9.43,12.94,36,-5.22,27.75,0.00
183370,14.93,13.84,183,2676,74.90,34.50,9.70,37,0.00,9.58,12.94,36,-5.08,28.28,0.00
183428,14.81,13.76,183,2682,74.90,34.50,10.30,37,0.00,9.58,12.94,36,-5.08,28.80,0.00
183488,14.81,13.76,183,2689,74.90,34.50,9.52,37,0.00,9.72,12.94,36,-4.93,28.59,0.00
183547,14.81,13.76,183,2702,74.90,34.50,10.37,37,0.00,9.87,12.94,36,-4.79,29.02,1.18
183606,14.81,13.68,183,2713,74.90,34.50,10.37,37,0.00,9.87,13.33,36,-4.79,29.24,1.18
183667,14.93,13.76,183,2713,74.90,34.50,10.42,37,0.00,9.87,13.33,36,-4.79,29.24,1.57
183726,14.81,13.76,183,2716,74.90,34.50,10.43,37,0.00,9.87,13.33,36,-4.79,29.24,1.57
183784,14.81,13.76,183,2719,74.90,34.50,10.44,37,0.00,9.87,13.33,37,-4.79,29.46,1.57
183844,14.70,13.68,183,2732,74.90,34.50,10.49,37,0.00,10.01,13.33,37,-4.64,29.57,1.57
183904,14.81,13.76,183,2732,74.90,34.50,10.49,37,0.00,9.87,12.16,37,-4.79,29.24,1.57
183963,14.81,13.76,183,2740,74.90,35.00,9.94,37,0.00,9.58,11.37,37,-5.08,27.54,0.00
184022,14.81,13.76,183,2736,74.90,35.00,9.34,37,0.00,9.29,10.98,37,-5.37,25.78,0.00
184080,14.47,13.76,183,2748,74.90,35.00,8.79,37,0.00,8.85,10.20,37,-5.80,24.51,0.00
184140,14.47,13.76,183,2747,74.90,35.00,8.20,37,0.00,8.56,10.20,37,-6.09,23.85,0.00
184200,14.36,13.76,183,2692,74.90,35.00,8.20,37,0.00,8.27,9.80,37,-6.38,22.98,0.00
184258,14.70,13.68,183,2757,74.90,35.00,8.23,37,0.00,7.98,8.63,37,-6.67,22.24,0.00
184319,14.81,13.76,183,2757,74.90,35.00,8.23,37,0.00,7.55,8.63,37,-7.11,22.24,0.00
184379,15.04,13.68,183,2755,74.90,35.00,7.64,37,0.00,7.25,8.24,37,-7.40,20.61,0.00
184439,14.70,13.76,183,2765,74.90,35.00,7.67,37,0.00,7.25,7.84,37,-7.40,19.67,0.00
184497,14.47,13.68,183,2756,74.90,35.00,7.06,37,0.00,6.96,7.45,37,-7.69,18.65,0.00
184557,14.36,13.76,183,2761,74.90,35.00,7.07,37,0.00,6.82,7.45,37,-7.84,18.13,0.00
184615,14.81,13.68,183,2756,74.90,35.00,6.47,37,0.00,6.67,7.06,37,-7.98,17.74,0.00
184675,14.93,13.76,183,2765,74.90,35.00,6.49,37,0.00,6.53,7.06,37,-8.13,17.38,0.00
184734,14.93,13.68,183,2760,74.90,35.00,6.48,37,0.00,6.38,6.27,38,-8.27,16.66,0.00
184794,14.93,13.68,183,2757,74.90,35.00,6.47,37,0.00,6.09,6.27,38,-8.56,16.19,0.00
184854,14.81,13.76,183,2770,74.90,35.00,6.47,37,0.00,5.95,5.88,38,-8.71,15.56,0.00
184912,14.81,13.68,183,2809,74.90,35.00,6.50,37,0.00,5.95,5.88,38,-8.71,15.37,0.00
184973,14.81,13.76,183,2745,74.90,35.00,5.86,37,0.00,5.80,5.88,38,-8.85,15.37,0.00
185031,14.93,13.68,183,2767,74.90,35.00,5.90,37,0.00,5.80,5.88,38,-8.85,15.16,0.00
185092,14.93,13.76,183,2756,74.90,35.00,5.88,37,0.00,5.66,5.49,38,-9.00,14.84,0.00
185149,14.93,13.76,183,2750,74.90,35.00,5.87,37,0.00,5.66,5.49,38,-9.00,14.66,0.00
185210,14.81,13.76,183,2767,74.90,35.00,5.90,37,0.00,5.51,5.49,38,-9.14,14.66,0.00
185269,14.93,13.68,183,2748,74.90,35.00,5.86,37,0.00,5.51,5.49,38,-9.14,14.31,0.00
185329,14.93,13.76,183,2752,74.90,35.00,5.87,37,0.00,5.37,5.49,38,-9.29,14.18,0.00
185387,14.81,13.68,183,2757,74.90,35.00,5.88,37,0.00,5.37,5.49,38,-9.29,14.37,0.00
185447,14.81,13.68,183,2743,74.90,35.00,5.99,37,0.00,5.37,5.49,38,-9.29,14.25,0.00
185506,14.81,13.76,183,2745,74.90,35.00,5.85,37,0.00,5.37,5.10,38,-9.29,13.95,0.00
185565,14.93,13.68,183,2745,74.90,35.00,5.86,37,0.00,5.22,5.10,38,-9.43,13.95,0.00
185625,14.81,13.76,183,2753,74.90,35.00,5.87,37,0.00,5.22,5.10,38,-9.43,13.95,0.00
185685,14.81,13.68,183,2734,74.90,35.00,5.83,37,0.00,5.22,5.10,38,-9.43,13.72,0.00
185744,14.70,13.76,183,2742,74.90,35.00,5.85,37,0.00,5.22,5.10,38,-9.43,13.78,0.00
185804,14.81,13.68,183,2743,74.90,35.00,5.85,37,0.00,5.22,5.10,38,-9.43,13.72,0.00
185862,14.81,13.76,183,2732,74.90,34.50,5.83,37,0.00,5.22,5.10,38,-9.43,13.84,0.00
185922,14.81,13.68,183,2751,74.90,35.00,5.28,37,0.00,5.08,4.71,38,-9.58,13.36,0.00
185981,14.70,13.76,183,2726,74.90,34.50,5.23,37,0.00,5.08,4.71,38,-9.58,13.43,0.00
186041,14.70,13.76,183,2737,74.90,35.00,5.26,37,0.00,5.08,4.71,38,-9.58,13.36,0.00
186099,14.70,13.76,183,2730,74.90,34.50,5.24,37,0.00,5.08,4.71,38,-9.58,13.24,0.00
186159,14.70,13.76,183,2726,74.90,34.50,5.24,37,0.00,5.08,4.71,38,-9.58,13.18,0.00
186218,14.70,13.76,183,2726,74.90,34.50,5.23,37,0.00,4.93,4.71,38,-9.72,13.18,0.00
186277,14.70,13.76,183,2729,74.90,34.50,5.24,37,0.00,4.93,4.71,38,-9.72,13.01,0.00
186338,14.70,13.76,183,2718,74.90,34.50,5.22,37,0.00,4.93,4.71,38,-9.72,12.96,0.00
186397,14.59,13.76,183,2726,74.90,34.50,5.23,37,0.00,4.93,4.71,38,-9.72,12.79,0.00
186455,14.70,13.76,183,2720,74.90,34.50,5.22,37,0.00,4.93,4.31,38,-9.72,12.85,0.00
186514,14.59,13.76,183,2721,74.90,34.50,5.22,37,0.00,4.79,4.71,38,-9.87,12.75,0.00
186574,14.70,13.76,183,2718,74.90,34.50,5.22,37,0.00,4.79,4.31,38,-9.87,12.79,0.00
186633,14.70,13.76,183,2705,74.90,34.50,5.19,37,0.00,4.79,4.31,38,-9.87,12.79,0.00
186693,14.70,13.76,183,2702,74.90,34.50,5.19,37,0.00,4.79,4.31,38,-9.87,12.79,0.00
186752,14.70,13.76,183,2691,74.90,34.50,5.19,37,0.00,4.79,4.31,38,-9.87,12.59,0.00
186812,14.59,13.76,183,2700,74.90,34.50,5.17,37,0.00,4.79,4.31,38,-9.87,12.52,0.00
186871,14.59,13.76,183,2700,74.90,34.50,5.18,37,0.00,4.79,4.31,38,-9.87,12.52,0.00
186930,14.59,13.76,183,2698,74.90,34.50,5.18,37,0.00,4.79,4.31,38,-9.87,12.79,0.00
186989,14.81,13.76,183,2688,74.90,34.50,5.16,37,0.00,4.79,4.31,38,-9.87,12.58,0.00
187050,14.81,13.76,183,2692,74.90,34.50,5.17,37,0.00,4.79,4.31,38,-9.87,12.53,0.00
187109,14.81,13.76,183,2683,74.90,34.50,5.15,37,0.00,4.79,4.31,37,-9.87,12.47,0.00
187169,14.81,13.76,183,2683,74.90,34.50,5.15,37,0.00,4.79,4.31,37,-9.87,12.52,0.00
187227,14.81,13.76,183,2685,74.90,34.50,5.16,37,0.00,4.79,4.31,37,-9.87,12.53,0.00
187287,14.81,13.76,183,2689,74.90,34.50,5.04,37,0.00,4.79,4.31,37,-9.87,12.47,0.00
187345,14.81,13.68,183,2686,74.90,34.50,5.28,37,0.00,4.79,4.31,37,-9.87,12.42,0.00
187405,14.70,13.76,183,2679,74.90,34.50,5.16,37,0.00,4.79,4.31,37,-9.87,12.36,0.00
187464,14.70,13.76,183,2679,74.90,34.50,5.14,36,0.00,4.79,4.31,37,-9.87,12.36,0.00
187524,14.81,13.76,183,2681,74.90,34.50,5.15,36,0.00,4.79,4.31,37,-9.87,12.37,0.00
187584,14.81,13.76,183,2696,74.90,34.50,5.18,36,0.00,4.79,4.31,37,-9.87,12.42,0.00
187643,14.81,13.76,183,2686,74.90,34.50,5.16,36,0.00,4.79,4.31,37,-9.87,12.48,0.00
187702,14.81,13.68,183,2672,74.90,34.50,5.13,36,0.00,4.79,4.31,37,-9.87,12.47,0.00
187761,14.81,13.76,183,2671,74.90,34.50,5.13,36,0.00,4.79,4.31,37,-9.87,12.25,0.00
187821,14.70,13.76,183,2663,74.90,34.50,5.11,36,0.00,4.79,4.31,37,-9.87,12.21,0.00
187880,14.70,13.76,183,2653,74.90,34.50,5.09,36,0.00,4.79,4.31,37,-9.87,12.31,0.00
187940,14.70,13.76,183,2654,74.90,34.50,5.10,36,0.00,4.79,4.31,37,-9.87,12.21,0.00
187998,14.70,13.68,183,2660,74.90,34.50,5.10,36,0.00,4.79,3.92,37,-9.87,12.25,0.00
188059,14.70,13.76,183,2668,74.90,34.50,5.11,36,0.00,4.79,4.31,37,-9.87,12.20,0.00
188117,14.70,13.68,183,2668,74.90,34.50,5.12,36,0.00,4.79,3.92,37,-9.87,12.20,0.00
188177,14.70,13.76,183,2656,74.90,34.50,5.10,36,0.00,4.79,3.92,37,-9.87,12.26,0.00
188236,14.70,13.68,183,2660,74.90,34.50,5.11,36,0.00,4.79,3.92,37,-9.87,12.04,0.00
188296,14.70,13.76,183,2658,74.90,34.50,5.10,36,0.00,4.64,3.92,37,-10.01,11.93,0.00
188354,14.70,13.68,183,2658,74.90,34.50,5.10,36,0.00,4.64,3.92,37,-10.01,11.93,0.00
188413,14.70,13.68,183,2640,74.90,34.50,5.07,36,0.00,4.64,3.92,37,-10.01,11.82,0.00
188473,14.93,13.68,183,2645,74.90,34.50,5.08,36,0.00,4.64,3.92,37,-10.01,12.04,0.00
