Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Knock Count (Combined) (Knock Events),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V)
753,14.36,13.84,181,2135,74.90,33.50,7.33,18,0.00,9.00,10.59,10,0.61,0.00,0,0.0,-5.66,22.06,0.00,0.88
827,14.47,13.92,181,2194,74.90,34.00,7.49,18,0.00,9.14,10.59,10,0.60,0.00,0,0.0,-5.51,22.24,0.00,0.88
904,14.70,13.84,181,2226,74.90,34.00,7.60,18,0.00,9.00,10.98,11,0.60,0.00,0,0.0,-5.66,22.41,0.00,0.90
980,14.81,13.84,181,2260,74.90,34.00,7.71,18,0.00,9.00,10.98,11,0.60,0.00,0,0.0,-5.66,22.78,0.00,0.90
1055,14.81,13.76,181,2279,74.90,34.00,7.93,18,0.00,9.00,11.37,11,0.62,0.00,0,0.0,-5.51,23.16,0.00,0.92
1130,14.93,13.84,181,2324,74.90,34.00,8.54,18,0.00,9.14,12.16,11,0.65,0.00,0,0.0,-5.37,23.85,0.00,0.94
1206,15.04,13.92,181,2354,74.90,34.00,9.25,18,0.00,9.58,12.55,11,0.69,0.00,0,0.0,-5.08,27.66,0.00,0.96
1280,14.81,13.76,181,2432,74.90,33.50,9.34,18,0.00,9.72,12.94,11,0.70,0.00,0,0.0,-4.93,28.39,0.00,0.96
1356,14.47,13.84,181,2451,74.90,33.50,9.41,18,0.00,9.87,12.94,12,0.70,0.00,0,0.0,-4.79,28.72,0.00,0.96
1431,14.47,13.76,181,2502,74.90,34.00,9.61,18,0.00,10.01,12.94,12,0.69,0.00,0,0.0,-4.64,28.92,0.00,0.96
1507,14.81,13.84,181,2552,74.90,34.00,9.86,18,0.00,10.01,12.94,12,0.69,0.00,0,0.0,-4.64,29.36,0.00,0.96
1582,14.93,13.84,181,2568,74.90,34.00,9.98,18,0.00,10.01,12.94,12,0.70,0.00,0,0.0,-4.79,29.69,0.00,0.96
1657,14.93,13.92,181,2600,74.90,34.00,10.18,18,0.00,9.87,12.94,12,0.69,0.00,0,0.0,-4.79,30.47,0.00,0.96
1732,14.93,13.84,181,2652,74.90,34.50,10.41,18,0.00,9.87,13.33,12,0.68,0.00,0,0.0,-4.79,31.24,0.00,0.96
1809,14.93,13.84,181,2742,74.90,34.50,10.53,18,0.00,9.87,13.33,12,0.69,0.00,0,0.0,-4.79,31.24,0.00,0.98
1883,14.81,13.84,181,2774,74.90,34.50,10.65,18,0.00,9.87,13.33,13,0.68,0.00,0,0.0,-4.79,32.13,0.00,0.98
1959,14.70,13.92,181,2816,74.90,34.50,10.81,18,0.00,9.87,13.33,13,0.69,0.00,0,0.0,-4.79,32.13,0.00,0.98
2033,14.70,13.84,181,2861,74.90,35.00,11.12,18,0.00,9.87,13.33,13,0.68,0.00,0,0.0,-4.79,33.07,0.00,0.98
2110,14.81,13.84,181,2896,74.90,35.00,11.27,18,0.00,9.87,13.33,13,0.67,0.00,0,0.0,-4.79,32.82,0.00,0.98
2185,14.81,13.92,181,2934,74.90,35.50,11.41,18,0.00,9.87,13.33,13,0.68,0.00,0,0.0,-4.79,33.32,0.00,0.98
2262,14.81,13.84,181,2972,74.90,35.50,11.59,18,0.00,9.87,13.33,13,0.67,0.00,0,0.0,-4.79,33.69,0.00,0.98
2335,14.70,13.92,181,3061,74.90,35.50,11.10,18,0.00,9.72,13.73,15,0.65,0.00,0,0.0,-4.93,33.69,0.00,0.98
2411,14.70,13.84,181,3100,74.90,35.50,11.24,18,0.00,9.87,13.73,15,0.66,0.00,0,0.0,-4.79,33.56,0.00,0.98
2486,14.81,13.84,181,3120,74.90,36.00,11.31,18,0.00,9.72,13.73,15,0.66,0.00,0,0.0,-4.93,34.29,0.00,0.98
2562,14.70,13.84,181,3171,74.90,36.00,11.57,18,0.00,9.72,13.73,15,0.65,0.00,0,0.0,-4.93,34.54,0.00,0.98
2639,14.70,13.92,181,3190,74.90,36.50,11.74,18,0.00,9.72,13.73,15,0.65,0.00,0,0.0,-4.93,34.66,0.00,0.98
2713,14.70,13.92,181,3238,74.90,36.50,11.85,18,0.00,9.72,13.73,15,0.64,0.00,0,0.0,-4.93,35.15,0.00,0.98
2788,14.81,13.84,183,3324,74.90,36.50,12.06,18,0.00,9.58,13.73,16,0.64,0.00,0,0.0,-5.08,35.39,0.00,0.98
2863,14.70,13.84,183,3346,74.90,36.50,12.14,18,0.00,9.43,5.88,16,0.54,0.00,0,0.0,-5.22,34.91,0.00,0.56
2939,14.47,13.84,183,3340,74.90,38.00,0.00,18,0.00,6.38,0.00,16,0.34,0.00,0,0.0,-8.27,10.05,0.00,0.54
3014,12.63,13.92,183,3232,74.90,32.00,0.00,18,0.00,5.08,0.00,16,0.28,0.00,0,0.0,-10.16,15.30,0.00,0.54
3092,12.40,13.92,183,3112,74.90,28.50,0.00,18,0.00,4.50,0.00,16,0.24,0.00,0,0.0,-10.45,11.21,0.00,0.54
3165,15.85,14.00,181,3082,74.90,26.00,0.00,18,0.00,4.21,0.00,16,0.21,0.00,0,0.0,-10.59,13.42,0.00,0.54
3240,19.75,13.92,181,3024,74.90,23.50,0.00,18,0.00,3.92,0.00,17,0.26,0.00,0,0.0,-10.74,8.95,0.00,0.54
3315,22.85,13.92,183,2771,74.90,21.00,0.00,18,0.00,3.92,0.00,17,0.22,0.00,0,0.0,-10.74,12.64,0.00,0.54
3391,23.77,13.92,183,2658,74.90,19.00,0.00,18,0.00,3.92,0.00,17,0.23,0.00,0,0.0,-10.74,7.52,0.00,0.54
3466,23.43,13.92,183,2573,74.90,16.50,0.00,18,0.00,3.92,0.00,17,0.27,0.00,0,0.0,-10.74,9.20,0.00,0.54
3542,23.54,13.92,183,2453,74.90,15.00,0.00,18,0.00,3.92,0.00,17,0.20,0.00,0,0.0,-10.74,8.18,0.00,0.54
3616,23.77,13.92,183,2339,74.90,14.50,0.00,18,0.00,3.92,0.00,17,0.28,0.00,0,0.0,-10.59,7.96,0.00,0.56
3692,23.43,13.84,183,2241,74.90,14.00,0.00,18,0.00,4.06,0.78,17,0.30,0.00,0,0.0,-10.45,9.67,0.00,0.58
3767,23.54,13.92,183,2121,74.90,14.00,4.33,18,0.00,4.50,2.75,17,0.30,0.00,0,0.0,-10.16,10.33,0.00,0.64
3842,23.66,13.84,183,1964,74.90,15.50,3.77,18,0.00,4.64,3.14,17,0.27,0.00,0,0.0,-10.01,9.39,0.00,0.66
3917,23.66,13.84,183,1974,74.90,17.50,3.37,18,0.00,4.79,3.53,17,0.27,0.00,0,0.0,-9.87,8.65,0.00,0.66
3993,23.54,13.84,183,1977,74.90,22.50,3.78,18,0.00,4.79,3.92,17,0.28,0.00,0,0.0,-9.87,8.82,0.00,0.68
4070,23.20,13.92,183,1966,74.90,27.00,4.45,18,0.00,4.79,4.71,17,0.32,0.00,0,0.0,-9.58,9.09,0.00,0.72
4144,19.06,13.92,183,1898,74.90,30.50,4.69,18,0.00,5.08,5.88,17,0.39,0.00,0,0.0,-9.29,10.58,0.00,0.74
4220,16.19,13.92,183,1831,74.90,32.00,5.16,18,0.00,5.37,6.67,18,0.44,0.00,0,0.0,-8.85,13.24,0.00,0.78
4294,14.70,13.92,183,1884,74.90,32.50,5.63,18,0.00,6.38,7.84,18,0.52,0.00,0,0.0,-8.27,15.36,0.00,0.82
4369,13.78,13.84,183,1845,74.90,31.50,5.90,18,0.00,6.96,8.63,18,0.57,0.00,0,0.0,-7.69,16.87,0.00,0.84
4444,13.21,13.84,183,1875,74.90,32.00,6.00,19,0.00,7.55,10.98,18,0.67,0.00,0,0.0,-6.09,18.74,0.00,0.92
4520,12.98,13.84,183,1892,74.90,28.50,7.99,19,0.00,8.56,12.55,18,0.80,0.00,0,0.0,-5.08,22.52,0.00,0.96
4595,13.32,13.84,183,1873,74.90,28.50,8.17,19,0.00,9.58,13.33,18,0.83,0.00,0,0.0,-4.35,25.38,0.00,0.98
4671,13.90,13.92,183,1915,74.90,27.50,8.62,19,0.00,10.30,14.12,18,0.87,0.00,0,0.0,-3.63,28.08,0.00,1.02
4746,13.67,14.00,183,1924,74.90,27.00,8.67,19,0.00,11.61,14.90,18,0.89,0.00,0,0.0,-3.05,28.72,0.00,1.02
4822,14.24,13.92,183,1972,74.90,28.00,8.83,19,0.00,11.90,15.29,18,0.89,0.00,0,0.0,-2.76,28.92,0.00,1.04
4897,14.59,13.84,183,1964,74.90,27.00,9.22,19,0.00,12.19,15.69,18,0.91,0.00,0,0.0,-2.47,29.69,0.00,1.06
4972,14.93,13.84,183,1992,74.90,27.00,9.35,19,0.00,12.48,16.47,18,0.92,0.00,0,0.0,-1.89,30.24,0.00,1.08
5048,15.04,13.84,183,2014,74.90,26.00,9.86,19,0.00,12.77,16.86,18,0.95,0.00,0,0.0,-1.74,31.24,0.00,1.10
5122,15.04,13.92,183,2010,74.90,26.50,10.12,19,0.00,12.91,16.86,19,0.93,0.00,0,0.0,-1.60,31.69,0.00,1.10
5198,15.04,13.84,183,2064,74.90,26.50,10.15,19,0.00,13.06,16.86,19,0.93,0.00,0,0.0,-1.45,32.02,0.00,1.10
5274,15.04,13.92,181,2068,74.90,26.50,10.20,19,0.00,13.35,16.86,19,0.93,0.00,0,0.0,-1.31,32.35,0.00,1.10
5350,15.04,13.84,181,2123,74.90,26.50,10.42,19,0.00,13.35,17.25,19,0.94,0.00,0,0.0,-1.31,32.95,0.00,1.10
5425,15.16,13.92,181,2132,74.90,26.00,10.91,19,0.00,13.49,17.65,19,0.93,0.00,0,0.0,-1.16,33.81,0.00,1.12
5503,15.16,13.92,181,2158,74.90,26.50,11.05,19,0.00,13.49,17.65,19,0.96,0.00,0,0.0,-1.02,33.92,0.00,1.12
5575,15.04,13.84,181,2187,74.90,26.00,11.27,19,0.00,13.64,17.65,19,0.96,0.00,0,0.0,-1.02,34.66,0.00,1.12
5650,15.04,13.92,181,2200,74.90,26.00,11.37,19,0.00,13.64,17.65,19,0.97,0.00,0,0.0,-1.02,35.75,0.00,1.12
5726,15.04,13.84,181,2220,74.90,26.00,11.52,19,0.00,13.78,17.65,19,0.96,0.00,0,0.0,-0.87,36.12,0.00,1.12
5801,14.93,13.92,181,2259,74.90,26.00,12.05,19,0.00,13.78,17.65,19,0.98,0.00,0,0.0,-0.87,36.85,0.00,1.12
5877,14.93,13.92,181,2304,74.90,26.00,12.29,19,0.00,13.78,17.65,19,0.98,0.00,0,0.0,-0.87,37.46,0.00,1.12
5952,14.81,14.00,181,2300,74.90,26.00,12.27,19,0.00,13.93,17.65,19,0.99,0.00,0,0.0,-0.73,37.59,0.00,1.12
6026,14.70,13.84,181,2338,74.90,25.50,12.56,19,0.00,13.93,18.04,19,0.99,0.00,0,0.0,-0.73,38.20,0.00,1.12
6103,14.81,13.84,181,2354,74.90,25.50,13.18,19,0.00,13.93,17.65,21,1.01,0.00,0,0.0,-0.73,38.88,0.00,1.12
6178,14.81,13.92,181,2376,74.90,25.50,13.39,19,0.00,13.93,18.04,21,1.01,0.00,0,0.0,-0.58,40.39,0.00,1.12
6252,14.70,13.92,181,2414,74.90,25.00,13.45,19,0.00,14.07,17.65,21,1.00,0.00,0,0.0,-0.58,40.66,0.00,1.12
6329,14.59,13.92,181,2451,74.90,25.00,13.59,19,0.00,13.93,17.65,21,0.99,0.00,0,0.0,-0.73,40.94,0.00,1.12
6404,14.47,13.92,181,2496,74.90,26.00,13.31,19,0.00,13.93,17.65,21,1.00,0.00,0,0.0,-0.73,41.21,0.00,1.12
6479,14.36,13.84,181,2493,74.90,25.00,13.83,19,0.00,13.93,17.65,21,1.00,0.00,0,0.0,-0.73,41.90,0.00,1.12
6554,14.70,13.84,181,2533,74.90,25.50,14.23,19,0.00,13.93,17.25,22,1.00,0.00,0,0.0,-0.73,41.76,0.00,1.10
6631,14.59,13.92,181,2565,74.90,25.50,14.23,19,0.00,13.93,17.25,22,1.00,0.00,0,0.0,-0.73,42.86,0.00,1.10
6705,14.70,13.92,181,2565,74.90,26.00,13.96,19,0.00,13.93,17.25,22,0.98,0.00,0,0.0,-0.73,42.86,0.00,1.10
6781,14.59,13.92,181,2617,74.90,26.00,13.96,19,0.00,13.78,17.25,22,1.00,0.00,0,0.0,-0.87,43.68,0.00,1.10
6857,14.70,13.92,181,2631,74.90,26.00,14.59,19,0.00,13.78,17.25,22,0.99,0.00,0,0.0,-0.87,43.68,0.00,1.10
6932,14.59,13.92,181,2679,74.90,26.00,14.29,19,0.00,13.78,17.25,22,1.00,0.00,0,0.0,-0.87,43.96,0.00,1.10
7007,14.47,13.84,181,2669,74.90,25.50,14.80,19,0.00,13.78,17.25,24,0.99,0.00,0,0.0,-0.87,44.64,0.00,1.10
7082,14.59,13.84,181,2722,74.90,26.00,15.16,19,0.00,13.78,17.25,24,0.99,0.00,0,0.0,-0.87,44.93,0.00,1.10
7158,14.59,13.76,181,2734,74.90,26.00,15.29,19,0.00,13.78,17.25,24,0.98,0.00,0,0.0,-0.87,45.53,0.00,1.10
7234,14.47,13.92,181,2756,74.90,26.50,14.91,19,0.00,13.78,17.25,24,0.99,0.00,0,0.0,-0.87,45.68,0.00,1.10
7309,14.59,13.84,181,2800,74.90,26.00,15.53,19,0.00,13.78,17.25,24,0.99,0.00,0,0.0,-0.87,46.44,0.00,1.10
7384,14.59,13.84,181,2830,74.90,26.00,15.70,19,0.00,13.78,17.25,24,0.99,0.00,0,0.0,-0.87,47.05,0.00,1.10
7459,14.47,13.84,181,2864,74.90,26.00,15.88,19,0.00,13.78,17.25,24,1.00,0.00,0,0.0,-0.87,47.49,0.00,1.10
7535,14.36,13.84,181,2883,74.90,26.00,16.21,19,0.00,13.78,17.65,25,1.01,0.00,0,0.0,-0.73,47.95,0.00,1.12
7610,14.47,13.84,181,2922,74.90,25.00,16.93,19,0.00,13.93,18.82,25,1.05,0.00,0,11.7,-0.58,48.71,0.00,1.16
7686,14.59,13.76,181,2939,74.90,22.00,17.65,19,0.00,14.07,20.00,25,1.11,0.00,0,35.0,0.00,54.28,0.00,1.20
7761,14.70,13.92,181,2955,100.00,20.00,18.46,19,0.00,14.95,21.18,25,1.16,0.00,0,38.9,0.29,56.63,0.00,1.24
7836,14.13,13.76,181,3019,100.00,19.00,20.61,19,0.00,15.53,22.35,25,1.19,0.00,0,42.3,0.87,59.13,0.00,1.28
7911,14.01,13.76,181,3054,100.00,17.50,22.15,19,0.00,15.82,23.14,25,1.24,0.00,0,45.9,1.16,61.94,0.00,1.32
7987,12.98,13.76,181,3058,100.00,16.00,22.84,19,0.00,16.40,25.10,27,1.31,0.00,0,51.4,2.32,64.26,3.53,1.40
8063,12.52,13.76,181,3109,100.00,15.00,26.84,19,0.00,16.98,29.80,27,1.42,0.00,0,59.7,3.34,68.18,3.53,1.54
8138,12.52,13.76,181,3146,100.00,14.00,29.85,19,0.00,17.99,34.12,27,1.54,0.00,0,66.9,4.50,74.63,12.94,1.70
8212,12.29,13.68,181,3180,100.00,13.00,32.09,19,0.00,19.15,40.78,27,1.64,0.00,0,76.3,5.51,86.56,12.94,1.92
8287,12.06,13.68,181,3201,100.00,13.00,35.62,19,0.00,21.18,48.63,27,1.75,0.00,0,83.5,6.53,93.40,18.04,2.18
8363,11.60,13.68,181,3292,100.00,12.50,37.22,19,0.00,21.91,56.08,27,1.84,0.00,0,89.5,7.25,98.36,18.04,2.44
8439,11.37,13.68,181,3332,100.00,11.50,39.80,19,0.00,22.64,67.45,29,1.91,0.00,0,94.9,7.98,103.60,18.04,2.84
8514,11.14,13.68,181,3401,100.00,10.50,43.75,19,0.00,23.36,82.75,29,1.97,0.00,0,98.1,9.14,109.43,41.57,3.30
8589,11.14,13.68,181,3418,100.00,10.50,46.05,19,0.00,23.80,92.55,29,1.99,0.00,0,100.0,9.29,112.24,41.57,3.62
8664,11.02,13.68,181,3482,100.00,10.50,49.12,19,0.00,23.94,100.00,29,2.08,0.00,0,100.0,10.01,121.28,49.80,3.94
8740,10.80,13.68,181,3542,100.00,10.50,54.19,19,0.00,25.83,100.00,29,2.19,0.00,0,100.0,11.17,128.98,49.80,3.94
8815,10.68,13.68,181,3655,100.00,10.50,59.26,19,0.00,27.13,100.00,29,2.33,0.00,0,100.0,12.48,138.95,49.80,3.94
8891,10.68,13.68,181,3702,100.00,10.50,63.18,19,0.00,28.29,100.00,32,2.46,0.00,0,100.0,13.64,147.61,49.80,3.94
8966,10.91,13.60,181,3755,100.00,10.50,67.29,19,0.00,29.31,100.00,32,2.55,0.00,0,100.0,15.09,156.05,49.80,3.94
9041,11.14,13.60,181,3832,100.00,10.50,71.42,19,0.00,29.75,100.00,32,2.59,0.00,0,100.0,15.53,163.13,46.67,3.94
9116,11.14,13.60,181,3848,100.00,10.50,73.95,19,0.00,30.18,100.00,32,2.62,0.00,0,100.0,15.67,166.58,46.67,3.94
9192,11.14,13.60,181,3939,100.00,10.50,75.29,19,0.00,30.33,100.00,32,2.60,0.00,0,100.0,15.53,174.22,46.27,3.94
9267,11.14,13.68,181,4010,100.00,10.50,74.95,19,0.00,30.04,100.00,32,2.57,0.00,0,100.0,15.38,173.91,46.27,3.94
9343,11.14,13.60,181,4157,100.00,11.00,75.38,19,0.00,29.75,100.00,32,2.54,0.00,0,100.0,15.09,176.93,49.02,3.94
9419,11.14,13.68,181,4166,100.00,11.50,75.55,19,0.00,29.60,100.00,35,2.53,0.00,0,100.0,14.95,176.12,49.02,3.94
9495,11.14,13.60,181,4254,100.00,11.50,77.14,19,0.00,29.45,100.00,35,2.52,0.00,0,100.0,14.65,179.20,49.80,3.94
9570,11.14,13.60,181,4315,100.00,12.00,78.98,19,0.00,29.31,100.00,35,2.53,0.00,0,100.0,14.80,181.16,49.80,3.94
9646,11.14,13.60,181,4355,100.00,12.00,81.23,19,0.00,29.45,100.00,35,2.53,0.00,0,100.0,14.95,183.67,49.80,3.94
9721,11.14,13.60,181,4427,100.00,12.00,81.68,19,0.00,29.75,100.00,35,2.52,0.00,0,100.0,15.09,189.17,50.20,3.94
9797,11.14,13.60,181,4559,100.00,12.00,82.67,19,0.00,29.89,100.00,35,2.50,0.00,0,100.0,15.24,190.73,50.20,3.94
9872,11.14,13.60,181,4629,100.00,12.00,82.96,19,0.00,29.89,100.00,39,2.47,0.00,0,100.0,15.24,191.24,50.20,3.94
9948,11.14,13.60,181,4670,100.00,12.00,83.68,19,0.00,29.89,100.00,39,2.44,0.00,0,100.0,15.24,191.73,50.20,3.94
10025,11.14,13.60,181,4732,100.00,12.00,84.20,19,0.00,29.89,100.00,39,2.41,0.00,0,100.0,15.24,192.15,50.20,3.94
10100,11.14,13.60,181,4814,100.00,12.00,84.59,19,0.00,29.89,100.00,39,2.38,0.00,0,100.0,15.24,192.80,50.20,3.94
10174,11.14,13.60,181,4836,100.00,12.50,84.60,19,0.00,29.89,100.00,39,2.34,0.00,0,100.0,15.24,192.83,50.20,3.94
10250,11.14,13.52,181,4957,100.00,12.50,84.65,19,0.00,29.89,100.00,39,2.32,0.00,0,100.0,15.24,192.28,50.20,3.94
10325,11.14,13.60,181,4960,100.00,12.50,83.02,19,0.00,29.75,100.00,43,2.26,0.00,0,100.0,15.09,191.77,50.20,3.94
10401,11.14,13.52,181,5092,100.00,13.00,83.64,19,0.00,29.75,100.00,43,2.24,0.00,0,100.0,15.09,191.45,50.20,3.94
10477,11.14,13.52,181,5154,100.00,12.50,83.57,19,0.00,29.75,100.00,43,2.20,0.00,0,100.0,15.09,191.02,50.20,3.94
10551,11.25,13.52,181,5219,100.00,12.50,83.50,19,0.00,29.75,100.00,43,2.18,0.00,0,100.0,15.09,190.69,50.20,3.94
10627,11.48,13.60,181,5270,100.00,12.50,84.33,19,0.00,29.60,100.00,43,2.15,0.00,0,100.0,14.80,190.97,47.45,3.94
10703,11.48,13.52,181,5353,100.00,13.00,84.08,19,0.00,29.45,100.00,43,2.12,0.00,0,100.0,14.80,191.38,47.45,3.94
10778,11.60,13.52,181,5399,100.00,13.00,83.96,19,0.00,29.45,100.00,47,2.10,0.00,0,100.0,14.65,191.44,44.71,3.94
10854,11.60,13.60,181,5466,100.00,13.00,83.90,19,0.00,29.31,100.00,47,2.08,0.00,0,100.0,14.36,191.58,44.71,3.94
10929,11.83,13.52,181,5539,100.00,14.00,84.02,19,0.00,29.02,100.00,47,2.05,0.00,0,100.0,14.07,191.61,41.18,3.94
11005,11.60,13.60,181,5626,100.00,14.00,83.19,19,0.00,28.73,88.24,47,2.02,0.00,0,100.0,12.33,191.58,41.18,2.50
11080,11.71,13.52,181,5652,100.00,14.00,83.19,19,0.00,26.99,0.39,47,1.00,0.00,0,0.0,-2.90,191.36,5.10,0.54
11156,10.34,13.76,181,5285,74.90,31.50,0.00,19,0.00,11.75,0.00,47,0.72,0.00,0,0.0,-7.40,44.46,5.10,0.54
11230,10.68,13.92,181,5510,74.90,36.00,0.00,19,0.00,7.25,0.00,47,0.60,0.00,0,0.0,-7.40,31.30,5.10,0.54
11306,14.01,13.84,181,5564,74.90,34.00,0.00,20,0.00,5.37,0.00,50,0.37,0.00,0,0.0,-9.29,34.16,0.00,0.54
11382,16.65,13.84,181,5407,74.90,32.00,0.00,20,0.00,4.93,0.00,50,0.21,0.00,0,0.0,-9.72,43.76,0.00,0.54
11458,16.65,13.84,181,5407,74.90,29.00,0.00,20,0.00,4.93,0.00,50,0.44,0.00,0,0.0,-9.72,19.95,0.00,0.56
11533,23.66,13.92,181,5006,74.90,26.00,0.00,20,0.00,4.93,0.39,50,0.33,0.00,0,0.0,-9.72,15.78,0.00,0.56
11609,23.77,13.92,181,4820,74.90,23.00,0.00,20,0.00,4.79,0.39,50,0.20,0.00,0,0.0,-9.87,34.42,0.00,0.56
11685,24.00,13.92,181,4670,74.90,20.00,0.00,20,0.00,4.64,0.39,50,0.24,0.00,0,0.0,-10.01,30.49,0.00,0.56
11760,23.77,13.92,180,4507,74.90,18.50,0.00,20,0.00,4.50,0.39,53,0.36,0.00,0,0.0,-10.16,19.97,0.00,0.58
11835,23.66,13.84,180,4350,74.90,20.00,10.82,20,0.00,4.50,2.35,53,0.20,0.00,0,0.0,-10.30,12.55,0.00,0.64
11912,23.89,13.84,180,4225,74.90,28.50,10.75,20,0.00,4.35,8.24,53,0.36,0.00,0,0.0,-9.72,21.01,0.00,0.90
11988,23.66,13.92,180,4199,74.90,39.00,17.27,20,0.00,4.93,16.86,53,0.66,0.00,0,0.0,-7.25,41.57,6.27,1.16
12062,15.27,13.76,180,4261,74.90,36.50,22.79,20,0.00,10.16,22.35,53,0.91,0.00,0,0.0,-4.50,59.10,6.27,1.32
12138,12.63,13.84,180,3750,74.90,24.00,24.00,20,0.00,12.77,28.24,53,1.11,0.00,0,35.4,-1.89,68.77,14.12,1.64
12213,11.94,13.76,180,4114,100.00,21.50,29.84,20,0.00,15.24,54.51,55,1.34,0.00,0,52.2,0.58,80.00,14.12,2.42
12289,13.09,13.68,180,3906,100.00,16.50,38.69,20,0.00,17.41,66.67,55,1.53,0.00,0,67.3,4.50,93.15,20.39,2.84
12363,12.29,13.68,180,4030,100.00,15.50,45.71,20,0.00,19.15,85.88,55,1.71,0.00,0,81.2,6.24,103.61,42.35,3.50
12439,11.94,13.68,180,4043,100.00,13.00,50.72,20,0.00,20.89,100.00,55,1.94,0.00,0,96.9,8.27,127.69,42.35,3.94
12514,11.25,13.68,180,4030,100.00,11.00,57.64,20,0.00,24.81,100.00,55,2.14,0.00,0,100.0,10.16,141.02,50.59,3.94
12590,11.14,13.60,180,4080,100.00,11.50,64.41,20,0.00,27.13,100.00,55,2.35,0.00,0,100.0,12.48,153.50,50.59,3.94
12665,11.14,13.60,180,4152,100.00,11.50,71.76,20,0.00,28.87,100.00,55,2.53,0.00,0,100.0,14.22,168.30,50.59,3.94
12740,11.25,13.60,180,4114,100.00,11.50,76.36,20,0.00,30.18,100.00,55,2.62,0.00,0,100.0,16.11,176.64,41.96,3.94
12816,11.25,13.60,180,4202,100.00,11.50,79.51,20,0.00,30.76,100.00,55,2.66,0.00,0,100.0,16.54,183.93,41.96,3.94
12891,11.25,13.60,180,4188,100.00,12.00,79.95,20,0.00,31.20,100.00,55,2.64,0.00,0,100.0,16.25,185.83,41.18,3.94
12967,11.14,13.60,180,4259,100.00,11.50,78.31,20,0.00,30.91,100.00,55,2.59,0.00,0,100.0,15.67,184.73,41.18,3.94
13043,10.91,13.60,180,4268,100.00,12.00,78.58,20,0.00,29.75,100.00,55,2.53,0.00,0,100.0,15.09,181.84,43.92,3.94
13117,10.68,13.60,180,4340,100.00,12.00,77.77,20,0.00,29.31,100.00,55,2.49,0.00,0,100.0,14.65,181.34,43.92,3.94
13192,10.80,13.60,180,4350,100.00,12.00,77.02,21,0.00,29.02,100.00,57,2.47,0.00,0,100.0,14.36,179.10,49.80,3.94
13268,10.91,13.60,180,4398,100.00,12.50,76.94,21,0.00,28.87,100.00,57,2.47,0.00,0,100.0,14.22,180.36,50.59,3.94
13343,11.02,13.60,180,4396,100.00,12.50,78.48,21,0.00,28.87,100.00,57,2.47,0.00,0,100.0,14.51,180.37,50.59,3.94
13419,11.14,13.52,178,4432,100.00,12.50,81.00,21,0.00,29.16,100.00,57,2.49,0.00,0,100.0,14.80,182.68,50.59,3.94
13493,11.14,13.52,178,4467,100.00,12.50,81.63,21,0.00,29.45,100.00,57,2.52,0.00,0,100.0,15.09,187.96,50.59,3.94
