Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Ignition Base Timing* (degrees)
46791,0.00,0.00,15.73,13.28,178,0.39,1311,0.00,0.00,33.33,16,26.00,1.96,115,5.95,-8.71,1.64,0.00,4.31,39.77
47058,6.25,0.00,16.08,13.28,178,0.41,1282,0.00,0.00,33.33,16,26.00,1.91,115,6.38,-8.27,1.66,0.00,4.31,26.41
47324,5.47,0.00,15.27,13.28,178,0.40,1378,0.00,0.00,33.33,16,40.00,2.06,115,6.53,-8.13,1.68,0.00,4.71,41.52
47590,3.12,0.00,14.47,13.28,178,0.42,1334,0.00,0.00,33.33,16,32.50,1.99,115,6.67,-7.98,1.68,0.00,4.71,28.87
47856,2.34,0.00,14.36,13.36,178,0.45,1266,0.00,0.00,33.33,16,41.00,2.16,115,6.96,-7.55,1.68,0.00,4.71,33.79
48122,1.56,0.00,14.59,13.44,178,0.44,1285,0.00,0.00,33.33,16,30.00,2.19,115,7.25,-7.55,1.68,0.00,4.71,32.38
48388,-0.78,0.00,14.36,13.44,178,0.43,1329,0.00,0.00,33.33,16,26.00,1.99,115,6.96,-7.69,1.68,0.00,4.71,26.41
48653,0.00,0.00,14.70,13.52,178,0.45,1290,0.00,0.00,33.33,16,41.00,1.93,115,6.96,-7.55,1.68,0.00,4.71,40.12
48919,0.78,0.00,15.04,13.52,178,0.43,1308,0.00,0.00,33.33,16,41.00,1.95,115,7.11,-7.55,1.70,0.00,4.71,26.41
49185,0.78,0.00,14.81,13.52,178,0.44,1319,0.00,0.00,33.33,16,26.00,1.97,115,6.96,-7.69,1.68,0.00,4.71,26.41
49451,1.56,0.00,14.81,13.52,178,0.43,1305,0.00,0.00,33.33,16,26.00,1.96,115,6.96,-7.69,1.68,0.00,4.71,26.41
49717,0.78,0.00,14.70,13.52,178,0.45,1299,0.00,0.00,33.33,16,26.00,1.97,115,6.96,-7.69,1.68,0.00,4.71,26.41
49983,0.78,0.00,14.70,13.60,178,0.43,1327,0.00,0.00,33.33,16,41.00,1.97,115,6.96,-7.69,1.68,0.00,4.71,26.41
50249,0.00,0.00,14.70,13.52,178,0.45,1289,0.00,0.00,33.33,16,26.00,1.92,115,7.11,-7.55,1.68,0.00,4.71,40.12
50515,-0.78,0.00,14.70,13.36,180,0.44,1301,0.00,0.00,33.33,16,33.00,1.94,115,7.11,-7.55,1.68,0.00,4.71,34.49
50780,-0.78,0.00,14.59,13.36,180,0.44,1315,0.00,0.00,33.33,16,26.00,1.96,115,6.96,-7.69,1.68,0.00,4.71,26.41
51046,-0.78,0.00,14.81,13.44,180,0.44,1296,0.00,0.00,33.33,16,39.50,1.94,115,7.11,-7.55,1.68,0.00,4.71,34.49
51312,0.00,0.00,14.93,13.52,180,0.45,1280,0.00,0.00,33.33,16,29.50,1.91,115,7.11,-7.55,1.68,0.00,4.71,29.57
51578,-0.78,0.00,14.81,13.52,180,0.44,1285,0.00,0.00,33.33,16,28.50,1.92,115,7.11,-7.55,1.68,0.00,4.71,26.41
51844,-0.78,0.00,14.70,13.60,180,0.45,1262,0.00,0.00,33.33,16,26.00,1.88,115,7.25,-7.40,1.70,0.00,4.71,26.41
52110,0.00,0.00,14.81,13.60,180,0.45,1282,0.00,0.00,33.33,16,26.00,1.91,115,7.40,-7.40,1.70,0.00,4.71,26.41
52376,0.78,0.00,14.81,13.60,180,0.46,1259,0.00,0.00,33.33,16,40.50,2.15,115,7.25,-7.25,1.68,0.00,4.71,40.82
52642,0.78,0.00,14.81,13.60,180,0.44,1310,0.00,0.00,33.33,16,26.00,1.96,115,7.25,-7.40,1.70,0.00,5.10,30.27
52908,0.00,0.00,14.70,13.68,180,0.41,1380,0.00,0.00,33.33,16,30.00,2.06,115,6.96,-7.69,1.70,0.00,5.10,34.14
53174,0.00,0.00,14.70,13.68,180,0.39,1452,0.00,0.00,33.33,16,32.50,2.17,115,6.82,-7.98,1.70,0.00,5.10,26.41
53439,0.00,0.00,14.70,13.68,180,0.37,1532,0.00,0.00,33.33,16,34.00,2.29,115,6.53,-8.13,1.70,0.00,4.71,26.41
53705,0.78,0.00,14.93,13.68,180,0.37,1589,0.00,0.00,33.33,16,40.00,2.37,115,6.24,-8.42,1.70,0.00,5.10,26.41
53971,0.00,0.00,14.70,13.68,180,0.35,1644,0.00,0.00,33.33,16,33.00,2.46,115,5.80,-8.85,1.70,0.00,4.71,26.41
54236,0.00,0.00,14.59,13.68,180,0.34,1719,0.00,0.00,33.33,16,26.00,2.13,115,5.66,-9.00,1.70,0.00,4.71,31.33
54502,-0.78,0.00,14.70,13.68,180,0.35,1736,0.00,0.00,33.33,16,32.50,2.23,115,5.51,-9.14,1.72,0.00,5.10,32.73
54768,0.00,0.00,14.70,13.36,180,0.34,1792,0.00,0.00,33.33,16,26.00,2.30,115,5.37,-9.29,1.72,0.00,5.10,26.41
55034,-0.78,0.00,14.70,13.44,180,0.33,1792,0.00,0.00,33.33,16,33.50,2.30,115,5.22,-9.43,1.70,0.00,5.10,34.49
55300,-2.34,0.00,14.47,13.52,180,0.31,1854,0.00,0.00,33.33,16,32.00,2.38,115,5.08,-9.58,1.68,0.00,4.31,40.47
55565,-3.91,0.00,14.47,13.52,180,0.28,1874,0.00,0.00,33.33,16,31.00,2.40,115,4.64,-10.01,1.64,0.00,4.31,34.49
55831,-6.25,0.00,14.36,13.52,180,0.28,1872,0.00,0.00,33.33,16,26.00,2.40,115,4.64,-10.01,1.64,0.00,3.92,26.41
56098,-6.25,0.00,14.70,13.60,180,0.27,1919,0.00,0.00,33.33,16,26.00,2.46,113,4.50,-10.16,1.64,0.00,3.92,26.41
56364,-4.69,0.00,14.93,13.60,180,0.29,1846,0.00,0.00,33.33,16,40.50,2.36,113,4.50,-10.16,1.64,0.00,3.92,41.52
56629,-2.34,0.00,14.93,13.60,180,0.28,1896,0.00,0.00,33.33,16,26.00,2.43,113,4.50,-10.16,1.64,0.00,4.31,26.41
56895,-3.12,0.00,14.70,13.68,180,0.28,1927,0.00,0.00,33.33,16,26.00,2.47,113,4.50,-10.16,1.66,0.00,4.31,41.52
57161,-3.91,0.00,14.59,13.68,180,0.28,1930,0.00,0.00,33.33,16,26.00,2.47,113,4.64,-10.01,1.66,0.00,4.31,26.41
57427,-5.47,0.00,14.59,13.68,180,0.28,1945,0.00,0.00,33.33,16,26.00,2.49,113,4.64,-10.01,1.66,0.00,4.31,26.41
57693,-6.25,0.00,14.59,13.68,180,0.27,1932,0.00,0.00,33.33,16,26.00,2.47,113,4.64,-10.01,1.64,0.00,4.31,28.87
57959,-6.25,0.00,14.70,13.68,180,0.27,1968,0.00,0.00,33.33,16,28.50,2.10,113,4.64,-10.01,1.66,0.00,4.31,26.41
58224,-3.91,0.00,14.81,13.68,180,0.28,1955,0.00,0.00,33.33,16,26.00,2.50,113,4.64,-10.01,1.66,0.00,4.31,26.41
58490,-2.34,0.00,15.04,13.76,180,0.28,1986,0.00,0.00,33.33,16,26.00,2.54,113,4.64,-10.01,1.66,0.00,4.31,26.41
58756,-1.56,0.00,14.81,13.76,180,0.29,1999,0.00,0.00,33.33,16,40.00,2.56,113,4.79,-9.87,1.70,0.00,4.71,32.38
59022,-0.78,0.00,14.81,13.60,180,0.30,1994,0.00,0.00,33.33,16,26.00,2.55,113,4.93,-9.72,1.70,0.00,5.10,41.17
59288,0.78,0.00,14.93,13.52,180,0.31,2012,0.00,0.00,33.33,16,33.00,2.58,113,4.93,-9.72,1.72,0.00,5.10,30.98
59554,0.00,0.00,14.59,13.44,180,0.33,2060,0.00,0.00,33.33,16,26.00,2.64,113,5.08,-9.58,1.76,0.00,5.49,32.03
59820,-1.56,0.00,14.47,13.60,180,0.32,2081,0.00,0.00,33.33,16,26.00,2.64,113,5.22,-9.43,1.76,0.00,5.49,28.87
60086,-3.12,0.00,14.47,13.60,180,0.32,2047,0.00,0.00,33.33,16,26.00,2.63,111,5.22,-9.43,1.76,0.00,5.49,26.41
60352,-4.69,0.00,14.59,13.60,180,0.32,2081,0.00,0.00,33.33,16,40.00,2.66,111,5.08,-9.58,1.76,0.00,5.49,33.79
60618,-3.91,0.00,14.70,13.60,180,0.31,2130,0.00,0.00,33.33,16,26.00,2.73,111,5.08,-9.58,1.76,0.00,5.49,41.17
60884,-3.12,0.00,14.70,13.60,180,0.31,2138,0.00,0.00,33.33,16,26.00,2.74,111,4.93,-9.72,1.76,0.00,5.49,26.41
61150,-3.91,0.00,14.59,13.68,180,0.14,2202,0.00,0.00,33.33,16,28.00,2.35,111,3.77,-10.88,1.38,0.00,0.00,23.95
61416,0.00,0.00,13.67,13.60,180,0.15,1937,0.00,0.00,33.33,16,21.50,0.00,111,3.05,-11.61,1.38,0.00,0.00,20.08
61681,0.00,0.78,13.67,13.52,180,0.19,1500,0.00,0.00,33.33,16,14.50,0.00,111,3.19,-11.32,1.38,0.00,0.00,13.40
61947,0.00,2.34,15.39,13.52,180,0.25,1159,0.00,0.00,33.33,16,21.00,1.24,111,3.92,-10.59,1.38,0.00,0.00,13.05
62213,0.00,2.34,18.38,13.60,180,0.24,1176,0.00,0.00,33.33,16,16.50,1.25,111,4.35,-10.30,1.38,0.00,0.00,13.05
62479,-0.78,2.34,15.04,13.60,180,0.25,1167,0.00,0.00,33.33,16,15.50,1.24,111,4.50,-10.16,1.38,0.00,0.00,13.05
62746,-1.56,2.34,13.21,13.52,180,0.25,1152,0.00,0.00,33.33,16,16.00,1.47,111,4.50,-10.16,1.38,0.00,0.00,13.05
63011,-1.56,2.34,13.21,13.44,180,0.25,1132,0.00,0.00,33.33,16,16.50,1.45,111,4.50,-10.16,1.38,0.00,0.00,13.05
63277,-1.56,2.34,13.78,13.44,180,0.25,1108,0.00,0.00,33.33,16,16.00,1.44,111,4.64,-10.01,1.38,0.00,0.00,13.05
63543,-2.34,2.34,13.90,13.52,180,0.25,1104,0.00,0.00,33.33,16,16.50,1.42,111,4.64,-10.01,1.38,0.00,0.00,13.05
63809,-2.34,2.34,14.01,13.36,180,0.26,1079,0.00,0.00,33.33,16,17.50,1.38,111,4.64,-10.01,1.38,0.00,0.00,13.05
64075,-3.12,2.34,14.13,13.60,180,0.26,1069,0.00,0.00,33.33,16,17.00,1.38,111,4.64,-10.01,1.38,0.00,0.00,13.05
64340,-3.91,2.34,14.13,13.60,180,0.26,1058,0.00,0.00,33.33,16,16.50,1.36,109,4.79,-9.87,1.38,0.00,0.00,13.05
64606,-3.91,2.34,14.24,13.52,180,0.27,1012,0.00,0.00,33.33,16,20.00,1.30,109,4.79,-9.87,1.38,0.00,0.00,13.05
64872,-3.91,2.34,14.24,13.52,180,0.29,994,0.00,0.00,33.33,16,20.00,1.27,109,4.93,-9.72,1.38,0.00,0.00,13.05
65138,-4.69,2.34,14.24,13.52,180,0.29,969,0.00,0.00,33.33,16,21.00,1.24,109,5.08,-9.58,1.38,0.00,0.00,13.05
65403,-4.69,2.34,14.59,13.52,180,0.31,954,0.00,0.00,33.33,16,20.50,1.22,109,5.22,-9.43,1.38,0.00,0.00,13.05
65669,-4.69,2.34,14.70,13.44,180,0.53,964,0.00,0.00,33.33,16,4.50,1.44,109,6.24,-8.42,1.46,0.00,0.78,20.08
65935,-3.91,2.34,14.81,13.12,180,0.46,880,0.00,0.00,33.33,16,4.50,1.31,109,6.53,-8.13,1.54,0.00,2.35,33.44
66201,-4.69,2.34,14.70,13.20,180,0.41,989,0.00,0.00,33.33,16,26.00,1.48,109,6.96,-7.69,1.52,0.00,1.96,31.68
66467,-5.47,1.56,14.59,13.28,180,0.38,1058,0.00,0.00,33.33,16,33.50,1.58,109,7.11,-7.55,1.52,0.00,2.35,41.52
66733,-5.47,0.00,14.70,13.28,180,0.46,1067,0.00,0.00,33.33,16,30.50,1.59,109,7.25,-7.40,1.52,0.00,2.35,26.41
66999,-5.47,0.00,14.70,13.04,180,0.44,903,0.00,0.00,33.33,16,26.00,1.35,109,7.25,-7.25,1.52,0.00,2.35,31.68
67265,-2.34,0.00,15.16,13.12,180,0.41,886,0.00,0.00,33.33,16,40.50,1.32,109,7.40,-7.25,1.54,0.00,2.35,26.41
67531,0.00,0.00,15.39,13.36,180,0.41,959,0.00,0.00,33.33,16,26.00,1.43,109,7.25,-7.40,1.52,0.00,2.35,28.87
67797,0.00,0.00,15.16,13.36,180,0.42,1007,0.00,0.00,33.33,16,30.50,1.50,109,7.25,-7.40,1.52,0.00,2.35,29.22
68063,0.00,0.00,14.93,13.28,180,0.40,1001,0.00,0.00,33.33,16,40.00,1.44,109,7.11,-7.55,1.54,0.00,3.14,41.52
68329,0.00,0.00,14.93,13.52,180,0.41,1062,0.00,0.00,33.33,16,26.00,1.53,109,7.25,-7.40,1.56,0.00,2.75,26.41
68595,2.34,0.00,15.04,13.60,180,0.43,1012,0.00,0.00,33.33,16,34.00,1.54,109,7.25,-7.40,1.56,0.00,2.75,33.44
68860,3.12,0.00,15.27,13.60,180,0.43,1023,0.00,0.00,33.33,16,33.50,1.52,109,7.25,-7.40,1.56,0.00,2.75,34.14
69126,3.12,0.00,15.16,13.44,180,0.43,1011,0.00,0.00,33.33,16,26.00,1.52,109,7.25,-7.40,1.56,0.00,2.75,26.41
69392,1.56,0.00,14.59,13.60,180,0.40,1111,0.00,0.00,33.33,16,29.50,1.66,109,7.11,-7.55,1.56,0.00,2.75,32.73
69657,0.78,0.00,14.59,13.44,180,0.39,1124,0.00,0.00,33.33,16,26.00,1.68,109,6.96,-7.69,1.56,0.00,3.14,26.41
69923,0.00,0.00,14.59,13.44,180,0.39,1141,0.00,0.00,33.33,16,26.00,1.70,109,6.96,-7.69,1.58,0.00,3.14,26.41
70189,-0.78,0.00,14.70,13.36,180,0.39,1172,0.00,0.00,33.33,16,34.00,1.75,109,6.82,-7.84,1.58,0.00,3.14,34.49
70455,0.00,0.00,14.70,13.36,180,0.39,1200,0.00,0.00,33.33,16,41.00,1.79,109,6.82,-7.84,1.58,0.00,3.14,26.41
70720,0.00,0.00,14.93,13.36,180,0.38,1231,0.00,0.00,33.33,16,26.00,1.84,109,6.53,-8.13,1.60,0.00,3.14,29.22
70986,0.00,0.00,14.81,13.44,180,0.37,1270,0.00,0.00,33.33,16,40.00,1.90,109,6.24,-8.42,1.60,0.00,3.53,41.17
71252,0.78,0.00,14.81,13.52,180,0.36,1302,0.00,0.00,33.33,16,26.00,1.94,109,6.09,-8.56,1.60,0.00,3.53,26.41
71518,0.78,0.00,14.81,13.52,180,0.36,1316,0.00,0.00,33.33,16,32.00,1.97,109,5.95,-8.71,1.60,0.00,3.53,33.44
71784,0.78,0.00,14.70,13.60,180,0.36,1365,0.00,0.00,33.33,16,26.00,2.04,109,5.80,-8.85,1.60,0.00,3.53,26.41
72050,-0.78,0.00,14.59,13.60,180,0.35,1371,0.00,0.00,33.33,16,26.00,1.75,109,5.80,-8.85,1.60,0.00,3.53,29.92
72316,-2.34,0.00,14.47,13.60,180,0.34,1402,0.00,0.00,33.33,16,33.00,1.80,109,5.66,-9.00,1.60,0.00,3.53,40.82
72582,-3.12,0.00,14.59,13.60,180,0.34,1431,0.00,0.00,33.33,16,26.00,1.83,109,5.66,-9.00,1.60,0.00,3.53,26.41
72848,-3.12,0.00,14.59,13.60,180,0.33,1447,0.00,0.00,33.33,16,26.00,1.82,109,5.66,-9.00,1.60,0.00,3.53,29.57
73114,-3.12,0.00,14.70,13.68,180,0.33,1440,0.00,0.00,33.33,16,32.00,1.88,109,5.51,-9.14,1.60,0.00,3.53,34.49
73380,-3.12,0.00,14.81,13.36,180,0.34,1452,0.00,0.00,33.33,16,32.50,1.91,109,5.51,-9.14,1.60,0.00,3.53,31.33
73646,-2.34,0.00,14.93,13.36,180,0.34,1474,0.00,0.00,33.33,16,32.50,1.89,109,5.51,-9.14,1.62,0.00,3.53,32.73
73912,-3.12,0.00,14.70,13.36,180,0.32,1514,0.00,0.00,33.33,16,41.00,1.94,109,5.51,-9.14,1.60,0.00,3.53,41.52
74178,-3.91,0.00,14.59,13.36,180,0.33,1502,0.00,0.00,33.33,16,26.00,1.92,109,5.51,-9.14,1.62,0.00,3.53,26.41
74444,-4.69,0.00,14.59,13.44,180,0.33,1525,0.00,0.00,33.33,16,26.00,1.95,109,5.37,-9.29,1.62,0.00,3.53,26.41
74710,-4.69,0.00,14.70,13.44,180,0.32,1526,0.00,0.00,33.33,16,26.00,1.95,109,5.37,-9.29,1.62,0.00,3.53,28.87
74975,-3.91,0.00,14.93,13.52,180,0.32,1556,0.00,0.00,33.33,16,31.50,1.99,109,5.37,-9.29,1.62,0.00,3.53,32.03
75241,-2.34,0.00,15.04,13.60,180,0.32,1560,0.00,0.00,33.33,16,33.00,2.00,109,5.22,-9.43,1.62,0.00,3.53,32.03
75507,-1.56,0.00,14.93,13.60,180,0.32,1571,0.00,0.00,33.33,16,33.00,2.01,108,5.22,-9.43,1.62,0.00,3.53,33.44
75773,-2.34,0.00,14.70,13.60,180,0.31,1588,0.00,0.00,33.33,16,40.00,2.03,108,5.22,-9.58,1.62,0.00,3.53,40.82
76039,-3.12,0.00,14.59,13.60,180,0.31,1620,0.00,0.00,33.33,16,26.00,2.07,108,5.08,-9.58,1.62,0.00,3.53,26.41
76305,-3.12,0.00,14.70,13.60,180,0.32,1596,0.00,0.00,33.33,16,26.00,2.04,108,4.93,-9.58,1.62,0.00,3.53,26.41
76571,-3.91,0.00,14.70,13.60,180,0.31,1618,0.00,0.00,33.33,16,26.00,2.07,108,4.93,-9.72,1.62,0.00,3.53,26.41
76837,-3.91,0.00,14.70,13.68,180,0.31,1630,0.00,0.00,33.33,16,26.00,2.09,108,4.93,-9.72,1.62,0.00,3.53,26.41
77102,-4.69,-0.78,14.59,13.68,180,0.30,1624,0.00,0.00,33.33,16,26.00,2.08,108,4.93,-9.72,1.60,0.00,3.53,26.41
77368,-4.69,-0.78,14.70,13.68,180,0.30,1637,0.00,0.00,33.33,16,29.00,2.09,108,4.93,-9.72,1.60,0.00,3.53,32.03
77634,-3.91,-0.78,14.93,13.68,180,0.31,1645,0.00,0.00,33.33,16,26.00,2.08,108,4.93,-9.72,1.62,0.00,3.53,26.41
77900,-0.78,-0.78,15.16,13.36,180,0.32,1628,0.00,0.00,33.33,16,39.50,2.11,108,4.93,-9.72,1.66,0.00,3.92,31.68
78166,-1.56,-0.78,14.93,13.52,180,0.33,1640,0.00,0.00,33.33,16,26.00,2.09,108,5.08,-9.58,1.66,0.00,4.31,26.41
78432,-2.34,-0.78,14.70,13.52,180,0.33,1671,0.00,0.00,33.33,16,41.50,2.14,108,5.08,-9.58,1.66,0.00,4.31,26.41
78697,-1.56,-0.78,14.81,13.52,180,0.33,1674,0.00,0.00,33.33,16,26.00,2.14,108,5.08,-9.58,1.66,0.00,4.31,26.41
78963,-1.56,-0.78,14.81,13.60,180,0.33,1702,0.00,0.00,33.33,16,41.00,2.18,108,5.08,-9.58,1.66,0.00,4.31,26.41
79229,-1.56,-0.78,14.70,13.60,180,0.32,1719,0.00,0.00,33.33,16,26.00,2.20,108,4.93,-9.72,1.66,0.00,4.31,26.41
79495,-2.34,-0.78,14.59,13.60,180,0.32,1714,0.00,0.00,33.33,16,29.50,2.19,106,4.93,-9.72,1.66,0.00,4.31,29.57
79760,-2.34,-0.78,14.59,13.60,180,0.17,1736,0.00,0.00,33.33,16,27.00,1.85,106,3.63,-11.03,1.38,0.00,0.00,28.16
80026,0.00,0.00,13.55,13.60,180,0.17,1650,0.00,0.00,33.33,16,20.50,1.76,106,3.05,-11.61,1.38,0.00,0.00,19.02
80292,0.00,0.00,12.75,13.52,180,0.21,1352,0.00,0.00,33.33,16,21.00,0.00,106,3.48,-11.03,1.38,0.00,0.00,13.05
80558,0.00,2.34,12.86,13.52,180,0.26,1066,0.00,0.00,33.33,16,21.00,1.36,106,4.21,-10.30,1.36,0.00,0.00,13.05
80824,0.00,2.34,13.55,13.68,180,0.23,1177,0.00,0.00,33.33,16,10.50,1.26,106,4.50,-10.16,1.38,0.00,0.00,13.05
81090,0.00,2.34,12.75,13.60,180,0.25,1160,0.00,0.00,33.33,16,12.50,1.24,106,4.50,-10.16,1.38,0.00,0.00,13.05
81356,0.00,2.34,12.86,13.68,180,0.24,1151,0.00,0.00,33.33,16,13.00,1.23,106,4.50,-10.16,1.36,0.00,0.00,13.05
81622,0.00,2.34,13.44,13.68,180,0.24,1148,0.00,0.00,33.33,16,13.00,1.22,106,4.50,-10.16,1.38,0.00,0.00,13.05
81888,0.00,2.34,13.90,13.68,180,0.24,1144,0.00,0.00,33.33,16,14.00,1.21,106,4.50,-10.16,1.38,0.00,0.00,13.05
82154,0.00,2.34,13.90,13.60,180,0.24,1141,0.00,0.00,33.33,16,13.50,1.21,106,4.50,-10.16,1.38,0.00,0.00,13.05
82420,0.00,2.34,14.01,13.44,180,0.24,1135,0.00,0.00,33.33,16,13.50,1.22,106,4.50,-10.16,1.38,0.00,0.00,13.05
82686,0.00,2.34,14.01,13.52,180,0.25,1125,0.00,0.00,33.33,16,14.00,1.43,106,4.64,-10.01,1.38,0.00,0.00,13.05
82952,0.00,2.34,14.24,13.52,180,0.24,1138,0.00,0.00,33.33,16,12.00,1.44,106,4.50,-10.16,1.38,0.00,0.00,13.05
83217,0.00,2.34,14.01,13.52,180,0.24,1144,0.00,0.00,33.33,16,11.50,1.46,106,4.50,-10.16,1.38,0.00,0.00,13.05
83482,0.00,2.34,14.01,13.52,180,0.24,1146,0.00,0.00,33.33,16,11.50,1.47,106,4.50,-10.16,1.36,0.00,0.00,13.05
83749,0.00,2.34,14.01,13.60,180,0.25,1146,0.00,0.00,33.33,16,11.50,1.47,106,4.50,-10.16,1.38,0.00,0.00,13.05
84015,0.00,2.34,13.90,13.52,180,0.25,1142,0.00,0.00,33.33,16,13.00,1.46,106,4.50,-10.16,1.38,0.00,0.00,13.05
84281,-0.78,2.34,13.90,13.60,180,0.25,1144,0.00,0.00,33.33,16,11.50,1.46,106,4.50,-10.16,1.38,0.00,0.00,13.05
84546,-1.56,2.34,13.78,13.52,180,0.25,1122,0.00,0.00,33.33,16,14.00,1.20,104,4.64,-10.01,1.38,0.00,0.00,13.05
84812,-2.34,2.34,14.01,13.60,180,0.25,1125,0.00,0.00,33.33,16,13.00,1.44,104,4.64,-10.01,1.38,0.00,0.00,13.05
85078,-3.12,2.34,14.01,13.52,180,0.25,1108,0.00,0.00,33.33,16,15.00,1.18,104,4.64,-10.01,1.38,0.00,0.00,13.05
85344,-3.12,2.34,14.47,13.52,180,0.26,1110,0.00,0.00,33.33,16,14.00,1.18,104,4.64,-10.01,1.38,0.00,0.00,13.05
85609,-3.12,2.34,14.47,13.52,180,0.26,1084,0.00,0.00,33.33,16,16.00,1.39,104,4.64,-9.87,1.38,0.00,0.00,13.05
85875,-3.12,2.34,14.47,13.44,180,0.25,1106,0.00,0.00,33.33,16,13.00,1.42,104,4.79,-9.87,1.38,0.00,0.00,13.05
86141,-3.12,2.34,14.59,13.44,180,0.25,1082,0.00,0.00,33.33,16,15.00,1.38,104,4.79,-9.87,1.36,0.00,0.00,13.05
86407,-2.34,2.34,14.81,13.20,180,0.41,986,0.00,0.00,33.33,16,5.00,1.47,104,5.80,-8.85,1.52,0.00,2.35,23.95
86673,4.69,1.56,15.96,13.36,180,0.36,1135,0.00,0.00,33.33,16,7.00,1.65,104,6.24,-8.42,1.54,0.00,2.35,29.92
86938,0.78,1.56,15.16,13.28,180,0.37,1134,0.00,0.00,33.33,16,10.50,1.75,104,6.24,-8.42,1.54,0.00,2.35,40.47
87204,-0.78,-0.78,14.36,13.76,180,0.35,1184,0.00,0.00,33.33,16,14.50,1.63,104,6.38,-8.27,1.54,0.00,2.35,29.92
87470,-1.56,-0.78,14.59,13.68,180,0.42,1224,0.00,0.00,33.33,16,29.50,1.83,104,6.82,-7.84,1.64,0.00,4.31,26.41
87737,0.78,-0.78,15.04,13.68,180,0.40,1328,0.00,0.00,33.33,16,26.00,1.98,104,6.67,-7.98,1.66,0.00,4.31,26.41
88002,3.91,-0.78,15.39,13.68,180,0.38,1439,0.00,0.00,33.33,16,26.00,2.15,104,6.53,-8.13,1.66,0.00,4.71,26.41
88268,3.91,-0.78,14.93,13.68,180,0.38,1476,0.00,0.00,33.33,16,40.50,2.20,104,6.53,-8.13,1.72,0.00,5.49,33.44
88534,3.12,-0.78,14.70,13.68,180,0.45,1499,0.00,0.00,33.33,16,26.00,2.24,104,7.11,-7.55,1.78,0.00,7.06,32.73
88800,3.91,-0.78,14.70,13.68,180,0.58,1575,0.00,0.00,33.33,16,30.50,3.02,104,8.13,-6.53,1.98,0.00,9.80,31.33
89066,1.56,-0.78,14.36,13.60,180,0.57,1701,0.00,0.00,33.33,16,43.00,3.27,104,8.85,-5.80,2.00,0.00,10.20,40.12
89332,3.91,-0.78,14.81,13.52,180,0.56,1838,0.00,0.00,33.33,16,28.50,3.53,104,8.71,-5.95,2.02,0.00,10.20,26.41
89598,3.91,-0.78,14.81,13.44,180,0.56,1988,0.00,0.00,33.33,16,33.00,3.82,104,8.71,-5.95,2.08,0.00,11.37,29.57
89864,4.69,-0.78,14.70,13.44,180,0.56,2132,0.00,0.00,33.33,16,28.50,4.09,104,8.85,-5.66,2.14,0.39,12.55,30.98
90130,7.81,0.00,15.04,13.36,180,0.62,2225,0.00,0.00,33.33,16,42.00,4.75,102,9.72,-4.79,2.24,1.96,14.51,26.41
90396,10.16,0.00,14.81,13.36,180,0.66,2400,0.00,0.00,33.33,16,35.50,5.12,102,10.01,-4.64,2.30,2.75,15.69,26.41
90662,8.59,0.00,14.59,13.36,180,0.69,2565,0.00,0.00,33.33,16,30.50,5.47,102,10.01,-4.64,2.36,3.53,16.47,26.41
90929,7.81,0.00,14.59,13.36,180,0.71,2758,0.00,0.00,33.33,16,30.50,5.88,102,10.16,-4.50,2.42,4.31,17.25,26.41
91195,6.25,0.00,14.59,13.36,180,0.69,2978,0.00,0.00,66.67,16,30.50,6.35,102,10.16,-4.50,2.46,4.31,17.65,29.22
91461,6.25,0.00,14.70,13.36,180,0.70,3196,0.00,0.00,66.67,16,35.00,6.64,102,10.45,-4.21,2.50,5.10,18.43,26.41
91727,6.25,0.00,14.70,13.36,180,0.70,3377,0.00,0.00,66.67,16,37.00,7.05,102,10.59,-4.06,2.54,5.49,19.22,41.52
91993,4.69,0.00,14.47,13.60,180,0.69,3563,0.00,0.00,66.67,16,30.50,7.45,102,10.59,-4.06,2.58,5.88,19.61,30.62
92259,3.91,0.00,14.59,13.44,180,0.65,3716,0.00,0.00,66.67,16,38.50,7.85,102,10.16,-4.50,2.52,3.53,15.29,40.12
92525,0.00,0.00,12.29,13.44,180,0.20,3458,0.00,0.00,66.67,16,25.50,0.00,102,3.19,-11.46,1.56,0.00,0.00,24.30
92791,0.00,-0.78,12.06,13.36,180,0.15,2936,0.00,0.00,66.67,16,16.50,0.00,102,3.19,-11.46,1.72,0.00,0.00,16.21
93057,0.00,0.00,21.13,13.36,180,0.70,2154,0.00,0.00,33.33,16,20.00,4.14,102,7.40,-7.25,2.26,0.78,13.33,25.00
93323,0.00,0.00,16.54,13.36,180,0.81,2169,0.00,0.00,33.33,16,31.00,5.09,102,11.90,-2.76,2.34,4.71,18.04,40.12
