Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Fine Learning Knock Correction* (degrees)
117515,15.39,13.68,185,1104,74.90,22.00,1.67,41,0.00,4.06,0.00,19,-10.59,3.80,0.00,0.00
117577,15.16,13.68,185,1104,74.90,22.00,1.88,41,0.00,4.21,0.00,17,-10.45,3.80,0.00,0.00
117639,15.16,13.68,185,1094,74.90,22.00,1.63,41,0.00,4.21,0.00,17,-10.45,3.75,0.00,0.00
117700,15.16,13.68,185,1084,74.90,22.00,1.85,41,0.00,4.21,0.00,17,-10.45,3.72,0.00,0.00
117762,15.04,13.68,185,1080,74.90,22.00,1.84,41,0.00,4.21,0.00,17,-10.45,3.75,0.00,0.00
117823,15.04,13.68,185,1067,74.90,22.00,1.82,41,0.00,4.21,0.00,17,-10.45,3.70,0.00,0.00
117885,15.04,13.68,185,1059,74.90,22.00,1.81,41,0.00,4.21,0.00,17,-10.45,3.72,0.00,0.00
117946,14.81,13.68,185,1056,74.90,22.00,1.80,41,0.00,4.21,0.00,17,-10.45,3.72,0.00,0.00
118007,14.81,13.68,185,1047,74.90,22.00,1.79,41,0.00,4.21,0.00,16,-10.45,3.75,0.00,0.00
118070,14.70,13.68,185,1044,74.90,22.00,1.78,41,0.00,4.21,0.00,16,-10.45,3.75,0.00,0.00
118131,14.59,13.68,185,1033,74.90,22.00,1.76,41,0.00,4.21,0.00,16,-10.45,3.75,0.00,0.00
118193,14.59,13.68,185,1031,74.90,22.00,1.76,41,0.00,4.21,0.00,16,-10.45,3.75,0.00,0.00
118255,14.47,13.68,185,1026,74.90,22.00,1.75,41,0.00,4.35,0.00,16,-10.30,3.75,0.00,0.00
118316,14.59,13.68,185,1017,74.90,22.00,1.74,41,0.00,4.35,0.00,16,-10.30,3.75,0.00,0.00
118378,14.36,13.68,185,1016,74.90,22.00,1.73,41,0.00,4.35,0.00,16,-10.30,3.75,0.00,0.00
118440,14.36,13.68,185,1012,74.90,22.00,1.73,41,0.00,4.35,0.00,16,-10.30,3.70,0.00,0.00
118501,14.24,13.68,185,1002,74.90,22.00,1.73,41,0.00,4.35,0.00,15,-10.30,3.73,0.00,0.00
118563,14.24,13.68,185,991,74.90,22.00,1.71,41,0.00,4.35,0.00,15,-10.30,3.73,0.00,0.00
118624,14.24,13.68,185,991,74.90,22.00,1.69,41,0.00,4.50,0.00,15,-10.16,3.73,0.00,0.00
118686,14.13,13.60,185,988,74.90,22.00,1.69,41,0.00,4.64,0.00,15,-10.01,3.93,0.00,0.00
118747,14.24,13.68,185,981,74.90,22.00,1.67,41,0.00,4.64,0.00,15,-10.01,4.00,0.00,0.00
118809,14.13,13.60,185,982,74.90,22.00,1.68,41,0.00,4.64,0.00,15,-10.01,4.03,0.00,0.00
118870,14.13,13.60,185,986,74.90,22.00,1.68,41,0.00,4.64,0.00,15,-10.01,4.03,0.00,0.00
118931,14.24,13.68,185,993,74.90,21.00,1.69,41,0.00,4.79,0.00,13,-9.87,4.03,0.00,0.00
118993,14.13,13.68,185,1000,74.90,20.00,1.71,41,0.00,4.79,0.00,13,-9.87,4.00,0.00,0.00
119055,14.24,13.68,185,1004,74.90,18.50,1.71,41,0.00,4.79,0.00,13,-9.87,3.88,0.00,0.00
119116,14.13,13.60,185,1010,74.90,18.00,1.72,41,0.00,4.64,0.00,13,-10.01,3.80,0.00,0.00
119178,14.13,13.68,185,1001,74.90,19.00,1.71,41,0.00,4.64,0.00,13,-10.01,3.80,0.00,0.00
119239,14.13,13.60,185,1003,74.90,18.00,1.71,41,0.00,4.64,0.00,13,-10.01,3.78,0.00,0.00
119301,14.24,13.68,185,994,74.90,19.00,1.70,41,0.00,4.64,0.00,13,-10.01,3.83,0.00,0.00
119363,14.13,13.60,185,987,74.90,19.00,1.68,41,0.00,4.64,0.00,13,-10.01,3.93,0.00,0.00
119424,14.24,13.68,185,983,74.90,19.00,1.68,41,0.00,4.79,0.00,12,-9.87,4.11,0.00,0.00
119486,14.36,13.68,185,988,74.90,18.00,1.68,41,0.00,4.79,0.00,12,-9.87,4.11,0.00,0.00
119547,14.47,13.68,185,988,74.90,18.00,1.69,41,0.00,4.79,0.00,12,-9.87,4.06,0.00,0.00
119609,14.70,13.68,185,988,74.90,17.00,1.69,41,0.00,4.79,0.00,12,-9.87,4.06,0.00,0.00
119670,14.70,13.68,185,993,74.90,17.00,1.70,41,0.00,4.79,0.00,12,-9.87,4.06,0.00,0.00
119731,14.81,13.68,185,991,74.90,16.50,1.69,41,0.00,4.93,0.00,12,-9.72,4.03,0.00,0.00
119793,14.70,13.68,185,997,74.90,16.50,1.70,41,0.00,4.93,0.00,12,-9.72,4.03,0.00,0.00
119856,14.81,13.68,185,992,74.90,16.50,1.69,41,0.00,4.93,0.00,12,-9.72,4.03,0.00,0.00
119916,14.81,13.68,185,993,74.90,16.50,1.69,41,0.00,4.93,0.00,11,-9.72,4.03,0.00,0.00
119978,14.59,13.68,185,994,74.90,16.00,1.70,41,0.00,4.79,0.00,11,-9.87,4.06,0.00,0.00
120040,14.70,13.68,185,984,74.90,17.00,1.68,41,0.00,4.79,0.00,11,-9.87,4.03,0.00,0.00
120102,14.59,13.68,185,982,74.90,16.50,1.68,41,0.00,4.93,0.00,11,-9.72,4.06,0.00,0.00
120163,14.70,13.60,185,984,74.90,16.50,1.68,41,0.00,4.93,0.00,11,-9.72,4.06,0.00,0.00
120225,14.70,13.68,185,993,74.90,15.50,1.70,42,0.00,4.93,0.00,11,-9.72,4.00,0.00,0.00
120286,14.70,13.68,185,992,74.90,15.50,1.69,42,0.00,4.93,0.00,11,-9.72,4.00,0.00,0.00
120348,14.70,13.68,185,999,74.90,14.00,1.70,42,0.00,4.93,0.00,9,-9.72,4.00,0.00,0.00
120409,14.70,13.68,185,994,74.90,15.00,1.70,42,0.00,4.93,0.00,9,-9.72,4.06,0.00,0.00
120471,14.81,13.68,185,996,74.90,14.50,1.70,42,0.00,4.93,0.00,9,-9.72,4.03,0.00,0.00
120532,14.81,13.68,185,990,74.90,15.00,1.70,42,0.00,4.93,0.00,9,-9.72,4.06,0.00,0.00
120594,14.93,13.68,185,989,74.90,14.00,1.69,42,0.00,4.93,0.00,9,-9.72,4.06,0.00,0.00
120656,14.81,13.76,185,989,74.90,15.00,1.69,42,0.00,4.93,0.00,9,-9.72,4.06,0.00,0.00
120717,15.04,13.68,185,987,74.90,15.00,1.68,42,0.00,4.93,0.00,9,-9.72,4.06,0.00,0.00
120779,14.93,13.76,185,987,74.90,15.00,1.68,42,0.00,4.93,0.00,9,-9.72,4.06,0.00,0.00
120840,15.04,13.68,185,992,74.90,14.50,1.69,42,0.00,4.93,0.00,8,-9.72,4.03,0.00,0.00
120902,14.81,13.68,185,992,74.90,14.50,1.69,42,0.00,4.79,0.00,8,-9.87,3.98,0.00,0.00
120963,14.81,13.68,185,994,74.90,14.00,1.70,42,0.00,4.79,0.00,8,-9.87,3.92,0.00,0.00
121026,14.81,13.68,185,989,74.90,14.50,1.69,42,0.00,4.79,0.00,8,-9.87,3.91,0.00,0.00
121087,14.93,13.68,185,991,74.90,14.00,1.69,42,0.00,4.79,0.00,8,-9.87,3.93,0.00,0.00
121148,14.93,13.68,185,979,74.90,15.50,1.67,42,0.00,4.79,0.00,8,-9.87,3.98,0.00,0.00
121210,14.93,13.76,185,978,74.90,15.50,1.67,42,0.00,4.79,0.00,8,-9.87,4.00,0.00,0.00
121271,14.93,13.68,185,978,74.90,15.50,1.67,42,0.00,4.93,0.00,8,-9.72,3.98,0.00,0.00
121333,14.93,13.68,185,985,74.90,14.00,1.68,42,0.00,4.93,0.00,7,-9.72,3.95,0.00,0.00
121395,14.93,13.68,185,975,74.90,15.50,1.66,42,0.00,4.93,0.00,7,-9.72,3.91,0.00,0.00
121456,15.04,13.68,185,978,74.90,14.50,1.67,42,0.00,4.93,0.00,7,-9.72,3.91,0.00,0.00
121518,14.81,13.68,185,982,74.90,14.00,1.67,42,0.00,4.93,0.00,7,-9.72,3.91,0.00,0.00
121579,15.04,13.68,185,984,74.90,14.00,1.68,42,0.00,4.79,0.00,7,-9.87,3.91,0.00,0.00
121641,14.81,13.68,185,986,74.90,14.00,1.68,42,0.00,4.79,0.00,7,-9.87,3.88,0.00,0.00
121701,15.04,13.68,185,986,74.90,14.00,1.68,42,0.00,4.79,0.00,7,-9.87,3.88,0.00,0.00
121764,14.81,13.68,185,982,74.90,14.00,1.68,42,0.00,4.79,0.00,7,-9.87,3.83,0.00,0.00
121825,15.04,13.68,185,985,74.90,14.00,1.68,42,0.00,4.79,0.00,7,-9.87,3.80,0.00,0.00
121886,15.04,13.68,185,980,74.90,14.50,1.67,42,0.00,4.79,0.00,7,-9.87,3.83,0.00,0.00
121948,15.04,13.68,185,978,74.90,14.50,1.67,42,0.00,4.79,0.00,7,-9.87,3.88,0.00,0.00
122010,14.93,13.68,185,972,74.90,15.50,1.66,42,0.00,4.79,0.00,7,-9.87,3.93,0.00,0.00
122071,15.04,13.68,185,979,74.90,14.00,1.67,42,0.00,4.79,0.00,7,-9.87,4.00,0.00,0.00
122133,14.93,13.68,185,982,74.90,14.00,1.68,42,0.00,4.79,0.00,7,-9.87,4.03,0.00,0.00
122195,15.04,13.68,185,988,74.90,13.00,1.69,42,0.00,4.93,0.78,7,-9.72,4.03,0.00,0.00
122256,14.93,13.68,185,991,74.90,13.00,1.90,42,0.00,4.93,2.35,6,-9.72,4.28,0.00,0.00
122318,15.04,13.60,185,996,74.90,14.00,2.34,42,0.00,5.08,2.75,6,-9.58,5.07,0.00,0.00
122379,14.93,13.68,185,1007,74.90,15.00,3.01,42,0.00,5.66,2.75,6,-9.00,6.66,0.00,0.00
122441,15.04,13.68,185,1049,74.90,15.50,2.69,42,0.00,5.95,3.14,6,-8.71,6.92,0.00,0.00
122503,14.93,13.68,185,1083,74.90,16.50,2.77,42,0.00,6.24,3.14,6,-8.42,6.99,0.00,0.00
122564,14.13,13.68,185,1036,74.90,18.50,2.77,42,0.00,6.38,3.14,6,-8.27,7.14,0.00,0.00
122626,13.21,13.68,185,1174,74.90,20.00,2.73,42,0.00,6.38,3.14,6,-8.27,7.17,0.00,0.00
122687,12.63,13.60,185,1238,74.90,22.50,2.64,42,0.00,6.38,3.14,6,-8.27,7.17,0.00,0.00
122749,12.63,13.68,185,1291,74.90,23.50,2.75,42,0.00,6.24,3.14,6,-8.42,7.24,0.00,0.00
122810,13.09,13.68,185,1346,74.90,24.00,2.87,42,0.00,6.09,3.14,6,-8.56,7.29,0.00,0.00
122872,14.13,13.68,185,1364,74.90,24.00,2.91,42,0.00,6.09,3.14,6,-8.56,7.24,0.00,0.00
122934,14.93,13.60,185,1388,74.90,24.50,2.96,42,0.00,5.95,3.14,6,-8.71,7.29,0.00,0.00
122995,14.93,13.60,185,1380,74.90,24.00,2.94,42,0.00,5.95,3.14,6,-8.71,7.33,0.00,0.00
123058,15.39,13.68,185,1367,74.90,24.00,2.92,42,0.00,5.95,3.14,6,-8.71,7.33,0.00,0.00
123119,16.42,13.68,185,1339,74.90,23.50,3.14,42,0.00,5.95,3.14,6,-8.71,7.41,0.00,0.00
123180,16.42,13.68,185,1331,74.90,23.50,3.12,42,0.00,5.95,3.53,6,-8.71,7.46,0.00,0.00
123241,16.08,13.60,185,1310,74.90,23.00,3.07,42,0.00,5.95,3.53,6,-8.71,7.50,0.00,0.00
123303,15.73,13.68,185,1300,74.90,22.50,3.05,42,0.00,5.95,3.53,6,-8.71,7.57,0.00,0.00
123364,15.39,13.68,185,1274,74.90,22.50,2.99,42,0.00,6.09,3.53,6,-8.56,7.57,0.00,0.00
123426,15.27,13.68,185,1259,74.90,22.00,2.95,42,0.00,6.09,3.53,6,-8.56,7.54,0.00,0.00
123488,14.93,13.60,185,1237,74.90,21.50,2.90,42,0.00,6.24,3.53,6,-8.42,7.62,0.00,0.00
123549,14.70,13.68,185,1204,74.90,21.00,3.08,42,0.00,6.38,3.53,6,-8.27,7.62,0.00,0.00
123611,14.59,13.68,185,1191,74.90,21.00,3.08,42,0.00,6.53,3.53,6,-8.13,7.66,0.00,0.00
123672,14.24,13.68,185,1198,74.90,21.00,3.05,42,0.00,6.53,3.53,6,-8.13,7.66,0.00,0.00
123734,14.24,13.68,185,1198,74.90,21.00,3.07,42,0.00,6.67,3.53,6,-7.98,7.66,0.00,0.00
123796,14.36,13.68,185,1215,74.90,21.50,3.11,42,0.00,6.67,3.53,6,-7.98,7.74,0.00,0.00
123857,14.13,13.68,185,1244,74.90,21.50,2.92,42,0.00,6.67,3.53,6,-7.98,7.70,0.00,0.00
123920,14.36,13.68,185,1274,74.90,22.50,2.99,42,0.00,6.67,3.53,6,-7.98,7.74,0.00,0.00
123980,14.36,13.68,185,1256,74.90,22.00,2.95,42,0.00,6.53,3.53,6,-8.13,7.74,0.00,0.00
124042,14.59,13.76,185,1263,74.90,22.00,2.96,42,0.00,6.53,3.53,6,-8.13,7.74,0.00,0.00
124104,14.59,13.68,185,1276,74.90,22.50,3.00,42,0.00,6.53,3.53,6,-8.13,7.78,0.00,0.00
124165,14.93,13.76,185,1295,74.90,22.50,3.04,42,0.00,6.53,3.53,6,-8.13,7.74,0.00,0.00
124227,15.16,13.68,185,1326,74.90,23.50,3.11,42,0.00,6.38,3.53,6,-8.27,7.74,0.00,0.00
124288,15.16,13.68,185,1329,74.90,23.50,3.12,42,0.00,6.38,3.53,6,-8.27,7.74,0.00,0.00
124350,15.16,13.68,185,1329,74.90,23.50,3.12,42,0.00,6.24,3.53,6,-8.42,7.78,0.00,0.00
124411,15.27,13.68,185,1327,74.90,23.50,3.11,42,0.00,6.24,3.53,6,-8.42,7.82,0.00,0.00
124474,15.27,13.68,185,1353,74.90,23.50,3.18,42,0.00,6.24,3.53,6,-8.42,7.78,0.00,0.00
124535,15.27,13.76,185,1367,74.90,24.00,3.21,42,0.00,6.24,3.53,6,-8.42,7.86,0.00,0.00
124596,15.04,13.68,185,1392,74.90,24.50,3.21,42,0.00,6.09,3.53,7,-8.56,7.78,0.00,0.00
124658,15.16,13.68,185,1383,74.90,24.50,3.27,42,0.00,6.09,3.53,7,-8.56,7.78,0.00,0.00
124720,15.04,13.68,187,1395,74.90,24.50,3.25,42,0.00,6.09,3.53,7,-8.56,7.78,0.00,0.00
124781,14.93,13.68,187,1395,74.90,24.50,3.27,42,0.00,6.09,3.53,7,-8.56,7.78,0.00,0.00
124843,14.93,13.68,187,1397,74.90,25.00,3.28,42,0.00,5.95,3.53,7,-8.71,7.74,0.00,0.00
124904,15.04,13.68,187,1423,74.90,25.00,3.04,42,0.00,5.95,3.53,7,-8.71,7.74,0.00,0.00
124966,14.93,13.68,187,1434,74.90,25.00,3.06,42,0.00,5.95,3.53,7,-8.71,7.86,0.00,0.00
125028,14.93,13.68,187,1452,74.90,25.50,3.10,42,0.00,5.95,3.53,7,-8.71,7.86,0.00,0.00
125089,14.93,13.68,187,1446,74.90,25.50,3.39,42,0.00,5.95,3.53,7,-8.71,7.90,0.00,0.00
125151,14.93,13.68,187,1451,74.90,25.50,3.09,42,0.00,5.95,3.53,7,-8.71,7.82,0.00,0.00
125213,14.93,13.68,187,1460,74.90,26.00,3.11,42,0.00,5.95,3.53,7,-8.71,7.86,0.00,0.00
125274,15.04,13.68,187,1468,74.90,26.00,3.13,42,0.00,5.95,3.53,7,-8.71,7.82,0.00,0.00
125337,14.93,13.68,187,1493,74.90,26.00,3.19,42,0.00,5.80,3.53,7,-8.85,7.78,0.00,0.00
125397,14.93,13.60,187,1504,74.90,26.00,3.21,42,0.00,5.80,3.53,7,-8.85,7.90,0.00,0.00
125460,14.93,13.68,187,1496,74.90,26.50,3.19,42,0.00,5.80,3.53,7,-8.85,7.82,0.00,0.00
125521,14.93,13.68,187,1512,74.90,26.50,3.23,42,0.00,5.80,3.53,7,-8.85,7.82,0.00,0.00
125583,14.93,13.68,187,1507,74.90,26.50,3.21,42,0.00,5.80,3.53,7,-8.85,7.86,0.00,0.00
125644,14.93,13.68,187,1520,74.90,27.00,3.21,42,0.00,5.80,3.53,7,-8.85,7.82,0.00,0.00
125706,14.81,13.68,187,1476,74.90,27.00,3.24,42,0.00,5.66,3.53,7,-9.00,7.86,0.00,0.00
125768,14.70,13.60,187,1540,74.90,27.00,3.29,42,0.00,5.66,3.53,7,-9.00,7.86,0.00,0.00
125829,14.81,13.68,187,1540,74.90,27.00,3.29,42,0.00,5.66,3.53,7,-9.00,7.86,0.00,0.00
125891,14.81,13.68,187,1541,74.90,27.00,3.29,42,0.00,5.66,3.53,7,-9.00,7.94,0.00,0.00
125954,14.93,13.68,187,1552,74.90,27.00,3.31,42,0.00,5.66,3.53,7,-9.00,7.86,0.00,0.00
126014,14.93,13.60,187,1564,74.90,27.50,3.34,42,0.00,5.66,3.53,8,-9.00,7.78,0.00,0.00
126077,14.93,13.60,187,1574,74.90,28.00,3.36,42,0.00,5.66,3.53,8,-9.00,7.82,0.00,0.00
126137,14.93,13.68,187,1579,74.90,28.50,3.37,42,0.00,5.66,3.53,8,-9.00,7.86,0.00,0.00
126199,14.81,13.68,187,1582,74.90,28.00,3.37,42,0.00,5.51,3.53,8,-9.14,7.70,0.00,0.00
126261,14.81,13.68,187,1568,74.90,27.50,3.35,42,0.00,5.51,3.53,8,-9.14,7.62,0.00,0.00
126323,14.81,13.68,187,1578,74.90,28.00,3.03,42,0.00,5.37,3.53,8,-9.29,7.50,0.00,0.00
126384,14.70,13.68,187,1601,74.90,28.50,3.07,42,0.00,5.37,3.53,8,-9.29,7.41,0.00,0.00
126446,14.81,13.68,187,1615,74.90,28.50,3.10,42,0.00,5.37,3.53,8,-9.29,7.50,0.00,0.00
126507,14.81,13.68,187,1600,74.90,28.50,3.07,42,0.00,5.22,3.53,8,-9.43,7.46,0.00,0.00
126570,14.81,13.68,187,1587,74.90,28.00,3.39,42,0.00,5.22,3.53,8,-9.43,7.50,0.00,0.00
126631,14.93,13.68,187,1575,74.90,28.00,3.36,42,0.00,5.22,3.53,8,-9.43,7.54,0.00,0.00
126693,15.04,13.68,187,1574,74.90,28.00,3.36,42,0.00,5.22,3.53,8,-9.43,7.50,0.00,0.00
126754,14.93,13.68,187,1570,74.90,27.50,3.36,42,0.00,5.22,3.53,8,-9.43,7.49,0.00,0.00
126816,14.81,13.68,187,1570,74.90,28.00,3.35,42,0.00,5.22,3.53,8,-9.43,7.49,0.00,0.00
126878,14.81,13.68,187,1576,74.90,28.00,3.03,42,0.00,5.22,3.53,8,-9.43,7.46,0.00,0.00
126939,14.59,13.60,187,1588,74.90,28.00,3.05,42,0.00,5.22,3.53,9,-9.43,7.41,0.00,0.00
127000,14.70,13.68,187,1599,74.90,28.00,3.07,42,0.00,5.22,3.53,9,-9.43,7.46,0.00,0.00
127062,14.59,13.68,187,1597,74.90,28.50,3.07,42,0.00,5.22,3.53,9,-9.43,7.50,0.00,0.00
127124,14.59,13.68,187,1600,74.90,28.50,3.07,42,0.00,5.22,3.53,9,-9.43,7.46,0.00,0.00
127185,14.70,13.68,187,1610,74.90,28.50,3.09,42,0.00,5.22,3.53,9,-9.43,7.41,0.00,0.00
127247,14.70,13.68,187,1605,74.90,28.50,3.08,42,0.00,5.22,3.53,9,-9.43,7.46,0.00,0.00
127309,14.70,13.68,187,1587,74.90,28.00,3.05,42,0.00,5.22,3.53,9,-9.43,7.50,0.00,0.00
127370,14.70,13.60,187,1582,74.90,28.00,3.38,42,0.00,5.22,3.53,9,-9.43,7.54,0.00,0.00
127433,14.70,13.68,187,1575,74.90,28.00,3.02,42,0.00,5.22,3.53,9,-9.43,7.46,0.00,0.00
127494,14.81,13.68,187,1564,74.90,27.50,3.34,42,0.00,5.22,3.92,9,-9.43,7.54,0.00,0.00
127555,14.70,13.68,187,1567,74.90,27.50,3.34,42,0.00,5.37,3.92,9,-9.29,7.57,0.00,0.00
127617,14.59,13.68,187,1582,74.90,28.00,3.37,42,0.00,5.37,3.92,9,-9.29,7.57,0.00,0.00
127679,14.59,13.68,187,1588,74.90,28.00,3.39,41,0.00,5.37,3.92,9,-9.29,7.62,0.00,0.00
127741,14.59,13.68,187,1580,74.90,28.00,3.39,41,0.00,5.37,3.92,9,-9.29,7.66,0.00,0.00
127802,14.59,13.68,187,1579,74.90,28.00,3.37,41,0.00,5.37,3.92,9,-9.29,7.66,0.00,0.00
127863,14.59,13.68,187,1578,74.90,28.00,3.37,41,0.00,5.37,3.92,9,-9.29,7.78,0.00,0.00
127925,14.70,13.68,187,1578,74.90,27.50,3.37,41,0.00,5.37,3.92,9,-9.29,7.78,0.00,0.00
127988,14.81,13.68,187,1570,74.90,28.00,3.35,41,0.00,5.51,3.92,9,-9.14,7.94,0.00,0.00
128048,14.81,13.60,187,1576,74.90,28.00,3.36,41,0.00,5.51,3.92,9,-9.14,7.90,0.00,0.00
128109,14.70,13.68,187,1588,74.90,28.00,3.39,41,0.00,5.51,3.92,9,-9.14,7.90,0.00,0.00
128172,14.70,13.68,187,1586,74.90,28.00,3.38,41,0.00,5.51,3.92,9,-9.14,8.03,0.00,0.00
128232,14.70,13.68,187,1577,74.90,28.00,3.36,41,0.00,5.51,3.92,9,-9.14,7.98,0.00,0.00
128296,14.59,13.68,187,1574,74.90,28.00,3.36,41,0.00,5.51,4.31,9,-9.14,8.02,0.00,0.00
128356,14.59,13.68,187,1584,74.90,28.00,3.38,41,0.00,5.66,4.31,9,-9.00,8.14,0.00,0.00
128418,14.59,13.68,187,1589,74.90,28.00,3.39,41,0.00,5.66,4.31,9,-9.00,8.19,0.00,0.00
128479,14.70,13.68,187,1583,74.90,28.00,3.38,41,0.00,5.66,4.31,9,-9.00,8.27,0.00,0.00
128541,14.70,13.68,187,1586,74.90,28.50,3.38,41,0.00,5.66,4.31,9,-9.00,8.39,0.00,0.00
128602,14.70,13.68,187,1598,74.90,28.50,3.41,41,0.00,5.66,4.71,9,-9.00,8.44,0.00,0.00
128664,14.70,13.68,187,1598,74.90,28.00,3.41,41,0.00,5.66,4.71,9,-9.00,8.56,0.00,0.00
128726,14.70,13.60,187,1591,74.90,28.50,3.39,41,0.00,5.80,4.71,9,-8.85,8.65,0.00,0.00
128787,14.70,13.60,187,1590,74.90,28.50,3.39,41,0.00,5.80,4.71,9,-8.85,8.74,0.00,0.00
128849,14.70,13.60,187,1537,74.90,28.50,3.73,41,0.00,5.80,4.71,9,-8.85,8.78,0.00,0.00
128910,14.81,13.60,187,1656,74.90,28.50,3.76,41,0.00,5.95,4.71,9,-8.71,8.91,0.00,0.00
128973,14.70,13.60,187,1592,74.90,28.50,3.74,41,0.00,5.95,5.10,9,-8.71,8.91,0.00,0.00
129034,14.70,13.68,187,1596,74.90,28.50,3.74,41,0.00,5.95,5.10,9,-8.71,9.18,0.00,0.00
129096,14.70,13.60,187,1599,74.90,28.50,3.75,41,0.00,5.95,5.10,9,-8.71,9.17,0.00,0.00
129156,14.59,13.60,187,1612,74.90,28.50,3.78,41,0.00,6.09,5.10,9,-8.56,9.26,0.00,0.00
129219,14.59,13.60,187,1608,74.90,28.50,3.77,41,0.00,6.09,5.10,9,-8.56,9.31,0.00,0.00
129281,14.70,13.60,187,1595,74.90,28.50,3.74,41,0.00,6.09,5.10,9,-8.56,9.53,0.00,0.00
129342,14.70,13.68,187,1602,74.90,28.50,3.76,41,0.00,6.24,5.10,9,-8.42,9.53,0.00,0.00
129404,14.70,13.60,187,1622,74.90,28.50,3.81,41,0.00,6.24,5.10,9,-8.42,9.39,0.00,0.00
129466,14.59,13.68,187,1634,74.90,28.50,3.83,41,0.00,6.24,5.10,9,-8.42,9.48,0.00,0.00
129527,14.70,13.60,187,1624,74.90,28.50,3.81,41,0.00,6.24,5.10,9,-8.42,9.53,0.00,0.00
129588,14.70,13.68,187,1614,74.90,28.50,3.79,41,0.00,6.09,5.10,9,-8.56,9.53,0.00,0.00
129650,14.81,13.60,187,1627,74.90,28.50,3.82,41,0.00,6.24,5.10,9,-8.42,9.48,0.00,0.00
129711,14.81,13.68,187,1637,74.90,28.50,3.84,41,0.00,6.09,5.10,9,-8.56,9.53,0.00,0.00
129774,14.81,13.60,187,1640,74.90,28.50,3.85,41,0.00,6.09,5.10,9,-8.56,9.48,0.00,0.00
129834,14.81,13.60,187,1649,74.90,28.50,3.85,41,0.00,6.09,5.10,9,-8.56,9.53,0.00,0.00
129896,14.81,13.60,187,1644,74.90,29.00,3.87,41,0.00,6.09,5.10,9,-8.56,9.53,0.00,0.00
129958,14.81,13.68,187,1644,74.90,28.50,3.86,41,0.00,6.09,5.10,9,-8.56,9.53,0.00,0.00
130020,14.81,13.60,187,1646,74.90,29.00,3.86,41,0.00,6.09,5.10,9,-8.56,9.53,0.00,0.00
130080,14.81,13.60,187,1655,74.90,29.00,3.88,41,0.00,6.09,5.10,9,-8.56,9.53,0.00,0.00
130143,14.93,13.60,187,1656,74.90,29.00,3.89,41,0.00,6.09,5.10,9,-8.56,9.53,0.00,0.00
130205,14.81,13.68,187,1666,74.90,29.00,3.91,41,0.00,5.95,5.10,9,-8.71,9.53,0.00,0.00
130265,14.81,13.68,187,1661,74.90,29.00,3.90,41,0.00,5.95,5.10,9,-8.71,9.44,0.00,0.00
130329,14.70,13.60,187,1668,74.90,29.00,3.91,41,0.00,5.95,5.10,9,-8.71,9.39,0.00,0.00
130390,14.70,13.68,187,1677,74.90,29.00,3.93,41,0.00,5.95,5.10,9,-8.71,9.44,0.00,0.00
130451,14.70,13.60,187,1692,74.90,29.50,3.97,41,0.00,5.95,5.10,9,-8.71,9.44,0.00,0.00
130513,14.81,13.68,187,1691,74.90,29.50,3.97,41,0.00,5.95,5.10,9,-8.71,9.44,0.00,0.00
130573,14.81,13.60,187,1686,74.90,29.50,3.96,41,0.00,5.80,5.10,9,-8.85,9.44,0.00,0.00
130636,14.81,13.68,187,1679,74.90,29.00,3.94,41,0.00,5.80,5.10,9,-8.85,9.44,0.00,0.00
130697,14.81,13.60,187,1688,74.90,29.50,3.96,41,0.00,5.80,5.10,9,-8.85,9.44,0.00,0.00
130759,14.81,13.68,187,1701,74.90,29.50,3.99,41,0.00,5.80,5.10,9,-8.85,9.53,0.00,0.00
130820,14.81,13.68,187,1720,74.90,29.50,4.04,41,0.00,5.80,5.10,9,-8.85,9.52,0.00,0.00
130881,14.81,13.68,187,1668,74.90,29.50,4.04,41,0.00,5.80,5.10,9,-8.85,9.44,0.00,0.00
130944,14.81,13.60,187,1782,74.90,29.50,3.69,41,0.00,5.66,5.10,9,-9.00,9.48,0.00,0.00
131005,14.81,13.68,187,1718,74.90,29.50,4.03,41,0.00,5.66,5.10,9,-9.00,9.48,0.00,0.00
131067,14.81,13.68,187,1706,74.90,29.50,4.00,41,0.00,5.66,5.10,9,-9.00,9.48,0.00,0.00
131128,14.81,13.68,187,1710,74.90,29.50,4.01,41,0.00,5.66,5.10,9,-9.00,9.43,0.00,0.00
131189,14.81,13.68,187,1726,74.90,29.50,3.68,41,0.00,5.66,5.10,9,-9.00,9.44,0.00,0.00
131252,14.81,13.68,187,1750,74.90,30.00,3.73,41,0.00,5.66,5.10,9,-9.00,9.44,0.00,0.00
131312,14.81,13.68,187,1760,74.90,30.00,3.75,41,0.00,5.66,5.10,9,-9.00,9.48,0.00,0.00
131375,14.81,13.68,187,1753,74.90,30.00,3.74,41,0.00,5.66,5.10,9,-9.00,9.48,0.00,0.00
