Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (C),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Primary Wastegate Duty Cycle (%),Fine Learning Knock Correction* (degrees)
1133879,14.93,13.84,94,0.25,770,33.33,12.50,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1133946,14.81,13.84,94,0.25,777,33.33,11.50,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1134011,14.81,13.92,94,0.25,776,33.33,12.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1134077,14.81,13.68,94,0.25,781,33.33,11.50,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1134143,14.81,13.84,94,0.25,777,33.33,12.00,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1134210,14.93,13.84,94,0.25,777,33.33,12.00,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1134277,14.81,13.92,94,0.25,770,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1134343,14.93,13.84,94,0.25,777,33.33,12.00,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1134408,14.81,13.92,94,0.25,782,33.33,11.50,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1134475,14.81,13.84,94,0.25,783,33.33,11.50,1.34,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1134540,14.81,13.84,94,0.25,782,33.33,11.50,1.33,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1134606,14.81,13.84,94,0.24,777,33.33,12.50,1.33,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1134673,14.81,13.92,94,0.25,771,33.33,13.00,1.32,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1134739,14.70,13.84,94,0.25,770,33.33,13.00,1.31,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1134806,14.70,13.92,94,0.25,776,33.33,12.50,1.32,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1134871,14.70,13.92,94,0.25,770,33.33,13.00,1.31,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1134937,14.81,13.84,94,0.25,771,33.33,13.00,1.32,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1135003,14.81,13.92,94,0.25,763,33.33,14.00,1.30,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1135069,14.70,13.92,94,0.25,763,33.33,13.50,1.30,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1135136,14.70,13.84,94,0.26,765,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1135202,14.81,13.92,94,0.26,768,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1135269,14.81,14.00,94,0.26,766,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1135335,14.81,13.84,94,0.26,760,33.33,14.00,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1135401,14.81,13.92,94,0.27,755,33.33,14.00,1.29,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1135468,14.81,13.92,94,0.27,754,33.33,14.00,1.29,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1135533,14.93,13.84,94,0.28,754,33.33,14.00,1.45,26,0.00,5.37,0.00,0,-9.43,0.00,0.00
1135599,14.93,13.92,94,0.27,763,33.33,13.00,1.46,26,0.00,5.37,0.00,0,-9.43,0.00,0.00
1135666,15.04,13.92,94,0.27,769,33.33,12.50,1.48,26,0.00,5.37,0.00,0,-9.43,0.00,0.00
1135732,15.04,13.92,94,0.26,775,33.33,11.50,1.49,26,0.00,5.37,0.00,0,-9.43,0.00,0.00
1135798,15.04,13.92,94,0.26,774,33.33,12.00,1.49,26,0.00,5.37,0.00,0,-9.43,0.00,0.00
1135864,15.04,13.92,94,0.25,785,33.33,10.50,1.51,26,0.00,5.37,0.00,0,-9.43,0.00,0.00
1135930,15.04,13.92,94,0.25,792,33.33,10.50,1.52,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1135996,15.04,13.84,94,0.24,793,33.33,10.50,1.35,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1136062,15.04,13.92,94,0.23,798,33.33,10.00,1.36,26,0.00,5.08,0.00,0,-9.58,0.00,0.00
1136128,15.04,13.92,94,0.23,796,33.33,10.50,1.36,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1136194,15.04,13.84,94,0.24,791,33.33,11.00,1.35,26,0.00,5.22,0.00,0,-9.72,0.00,0.00
1136260,14.93,13.76,94,0.24,784,33.33,12.00,1.34,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1136326,14.93,13.92,94,0.24,776,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1136393,14.93,13.92,94,0.24,774,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1136459,14.81,13.92,94,0.23,785,33.33,11.50,1.34,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1136525,14.81,13.84,94,0.22,794,33.33,10.50,1.36,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1136590,14.70,13.92,94,0.22,786,33.33,11.50,1.34,26,0.00,5.08,0.00,0,-9.58,0.00,0.00
1136658,14.70,13.84,94,0.22,783,33.33,12.00,1.34,26,0.00,5.08,0.39,0,-9.72,0.00,0.00
1136724,14.81,13.92,94,0.22,777,33.33,13.00,1.33,26,0.00,5.08,1.96,0,-9.72,0.00,0.00
1136789,14.81,13.84,94,0.24,772,33.33,13.00,1.32,26,0.00,5.66,2.35,0,-9.72,0.00,0.00
1136855,15.04,13.92,94,0.40,766,33.33,13.00,1.63,26,0.00,6.53,3.53,0,-9.14,0.00,0.00
1136921,15.16,13.76,94,0.51,760,33.33,14.00,2.11,26,0.00,6.82,3.92,0,-8.27,0.00,0.00
1136987,15.27,14.00,94,0.55,772,33.33,17.50,2.65,26,0.00,7.55,4.31,0,-7.98,0.00,0.00
1137053,15.50,13.84,94,0.59,828,33.33,17.50,3.14,26,0.00,8.13,5.10,0,-7.25,0.00,0.00
1137120,15.73,13.92,94,0.58,920,33.33,17.50,3.51,26,0.00,8.42,5.49,0,-6.67,0.00,0.00
1137186,15.96,13.84,94,0.56,1029,33.33,17.50,3.81,26,0.00,8.71,6.27,0,-6.38,0.00,0.00
1137253,15.50,13.92,94,0.51,1189,33.33,20.00,4.05,26,0.00,8.71,7.06,0,-6.09,0.00,0.00
1137318,14.81,13.84,94,0.49,1357,33.33,22.00,4.44,26,0.00,8.71,7.06,0,-6.09,0.00,0.00
1137384,14.01,13.92,94,0.50,1486,33.33,24.00,4.80,26,0.00,8.71,7.45,0,-6.09,0.00,0.00
1137450,14.13,13.84,94,0.47,1608,33.33,25.00,5.16,26,0.00,8.42,7.45,0,-6.09,0.00,0.00
1137517,14.70,13.92,94,0.46,1726,33.33,26.00,5.42,26,0.00,8.13,7.45,0,-6.38,0.00,0.00
1137582,15.27,13.84,94,0.45,1814,33.33,26.50,5.55,26,0.00,7.84,7.45,0,-6.67,0.00,0.00
1137649,15.50,13.92,94,0.44,1859,33.33,26.50,5.18,26,0.00,7.69,7.84,0,-6.96,0.00,0.00
1137716,15.16,13.84,94,0.45,1867,33.33,26.00,5.13,26,0.00,7.69,7.84,0,-7.11,0.00,0.00
1137782,14.70,13.92,94,0.46,1848,33.33,26.00,5.05,26,0.00,7.69,7.84,0,-7.11,0.00,0.00
1137849,14.36,13.84,94,0.48,1820,33.33,26.00,4.96,26,0.00,7.69,7.84,0,-7.11,0.00,0.00
1137915,14.24,13.92,94,0.49,1790,33.33,25.50,4.90,26,0.00,7.84,7.84,0,-7.11,0.00,0.00
1137982,14.24,13.92,94,0.49,1767,33.33,25.00,4.84,26,0.00,7.84,7.84,0,-6.96,0.00,0.00
1138046,14.36,13.92,94,0.51,1744,33.33,25.00,5.11,26,0.00,7.98,7.84,0,-6.96,0.00,0.00
1138113,14.36,13.84,94,0.53,1710,33.33,22.00,4.96,26,0.00,7.98,7.84,0,-6.82,0.00,0.00
1138180,14.24,13.92,94,0.54,1660,33.33,21.50,4.80,26,0.00,8.27,7.84,0,-6.82,0.00,0.00
1138246,14.24,13.92,94,0.55,1608,33.33,21.00,4.71,26,0.00,8.56,7.84,0,-6.53,0.00,0.00
1138313,14.24,13.92,94,0.58,1577,33.33,20.00,4.88,26,0.00,8.71,7.84,1,-6.24,0.00,0.00
1138379,14.13,13.84,94,0.60,1526,33.33,19.00,4.73,26,0.00,9.00,8.24,1,-6.09,0.00,0.00
1138445,14.13,13.92,94,0.61,1477,33.33,18.50,4.63,26,0.00,9.29,8.24,1,-5.80,0.00,0.00
1138510,13.90,13.92,94,0.64,1447,33.33,17.50,4.47,26,0.00,9.43,8.24,1,-5.51,0.00,0.00
1138576,13.67,13.92,94,0.66,1396,33.33,16.50,4.33,26,0.00,9.72,8.24,1,-5.37,0.00,0.00
1138643,13.67,13.84,94,0.70,1353,33.33,15.50,4.36,26,0.00,10.01,8.24,1,-5.08,0.00,0.00
1138710,13.78,13.92,94,0.71,1276,33.33,15.00,4.20,26,0.00,10.30,8.24,1,-4.79,0.00,0.00
1138775,14.01,13.84,94,0.75,1231,33.33,14.00,4.21,26,0.00,10.74,8.24,2,-4.50,0.00,0.00
1138842,14.24,13.92,94,0.77,1160,33.33,13.50,4.00,26,0.00,11.03,8.24,2,-4.06,0.00,0.00
1138908,14.36,13.84,94,0.82,1103,33.33,12.50,3.92,26,0.00,11.46,8.24,2,-3.77,0.00,0.00
1138974,14.47,13.92,94,0.82,1020,33.33,11.50,3.83,26,0.00,11.90,8.24,2,-3.34,0.00,0.00
1139041,14.36,13.92,94,0.80,997,33.33,12.00,3.93,26,0.00,12.19,8.63,2,-2.90,0.00,0.00
1139106,14.59,13.92,94,0.71,1024,33.33,13.00,4.15,26,0.50,12.19,9.80,2,-2.61,0.00,0.00
1139173,14.47,13.92,94,0.73,1146,33.33,14.00,4.36,26,0.50,12.19,9.80,2,-2.61,0.00,0.00
1139238,14.70,13.92,94,0.76,1202,33.33,14.50,4.39,26,1.00,12.19,10.20,4,-2.61,0.00,0.00
1139304,14.81,13.92,94,0.77,1211,33.33,14.50,4.67,26,1.00,12.33,10.59,4,-2.61,0.00,0.00
1139371,15.27,13.84,94,0.76,1216,33.33,15.00,5.16,26,1.00,12.33,10.98,4,-2.47,0.00,0.00
1139438,15.96,13.92,94,0.76,1273,33.33,15.50,5.48,26,1.00,12.33,10.98,4,-2.47,0.00,0.00
1139503,16.19,13.92,94,0.73,1351,33.33,15.50,5.79,26,0.00,12.19,11.37,4,-2.47,0.00,0.00
1139569,16.08,13.92,94,0.75,1429,33.33,15.50,5.81,26,0.00,12.19,11.37,4,-2.61,0.00,0.00
1139636,15.62,13.92,94,0.77,1433,33.33,15.50,5.87,26,0.00,12.19,11.37,4,-2.61,0.00,0.00
1139702,15.39,13.92,94,0.72,1518,33.33,16.50,6.15,26,0.00,12.04,11.37,4,-2.61,0.00,0.00
1139767,15.50,13.92,94,0.71,1592,33.33,17.00,6.45,26,0.00,12.04,11.76,6,-2.76,0.00,0.00
1139833,15.62,13.92,94,0.71,1659,33.33,18.50,6.72,26,0.00,11.75,11.76,6,-2.76,0.00,0.00
1139900,15.50,13.84,94,0.73,1676,33.33,19.00,6.79,26,0.00,11.61,11.76,6,-3.05,0.00,0.00
1139966,15.39,13.92,94,0.73,1697,33.33,19.00,6.88,26,0.00,11.61,11.76,6,-3.19,0.00,0.00
1140031,15.27,13.84,94,0.71,1748,33.33,20.00,7.09,26,0.00,11.61,11.76,6,-3.19,0.00,0.00
1140099,15.16,13.84,94,0.70,1828,33.33,21.00,7.41,26,0.00,11.46,11.76,6,-3.19,0.00,0.00
1140164,15.04,13.84,94,0.69,1888,33.33,22.50,7.65,26,0.00,11.32,11.76,6,-3.34,0.00,0.00
1140230,14.81,13.84,94,0.70,1910,33.33,22.50,7.74,26,0.00,11.17,11.76,7,-3.48,0.00,0.00
1140298,14.70,13.84,95,0.70,1929,33.33,23.00,7.41,26,0.00,11.17,11.76,7,-3.63,0.00,0.00
1140363,14.70,13.92,95,0.69,1981,33.33,23.50,7.61,26,0.00,11.17,11.76,7,-3.63,0.00,0.00
1140429,14.70,13.84,95,0.67,2038,33.33,24.00,7.83,26,0.00,11.03,11.76,7,-3.63,0.00,0.00
1140496,14.81,13.92,95,0.66,2094,33.33,24.00,8.04,26,0.00,11.03,11.76,7,-3.77,0.00,0.00
1140562,14.93,13.92,95,0.66,2110,33.33,24.00,8.10,26,0.00,11.03,11.76,7,-3.77,0.00,0.00
1140628,15.04,13.84,95,0.66,2125,33.33,24.00,8.16,26,0.00,10.88,11.76,7,-3.92,0.00,0.00
1140694,14.93,13.92,95,0.65,2194,33.33,24.00,8.43,26,0.00,10.88,11.76,9,-3.92,0.00,0.00
1140760,15.04,13.84,95,0.65,2246,33.33,24.50,8.62,26,0.00,10.74,11.76,9,-4.06,0.00,0.00
1140826,15.04,13.84,95,0.63,2288,33.33,24.50,8.30,26,0.00,10.59,11.76,9,-4.21,0.00,0.00
1140893,15.04,13.84,95,0.64,2295,33.33,24.50,8.32,26,0.00,10.45,11.76,9,-4.35,0.00,0.00
1140959,15.04,13.92,95,0.63,2333,33.33,24.50,8.46,26,0.00,10.45,11.76,9,-4.35,0.00,0.00
1141026,15.16,13.84,95,0.63,2370,33.33,25.00,8.59,26,0.00,10.30,11.76,9,-4.50,0.00,0.00
1141092,15.04,13.92,95,0.62,2435,33.33,25.00,8.83,26,0.00,10.16,11.76,9,-4.64,0.00,0.00
1141159,15.04,13.84,95,0.61,2461,33.33,25.00,8.93,26,0.00,10.01,11.76,11,-4.79,0.00,0.00
1141225,14.81,13.84,95,0.61,2475,33.33,25.00,8.98,26,0.00,9.87,11.76,11,-4.93,0.00,0.00
1141290,14.81,13.84,95,0.61,2495,33.33,25.00,9.05,26,0.00,9.72,11.76,11,-5.08,0.00,0.00
1141356,14.93,13.92,95,0.60,2542,33.33,25.50,9.22,26,0.00,9.72,11.76,11,-5.08,0.00,0.00
1141424,14.93,13.84,95,0.59,2590,33.33,26.00,8.84,26,0.00,9.58,11.76,11,-5.22,0.00,0.00
1141489,14.93,13.92,95,0.59,2634,33.33,26.00,8.99,26,0.00,9.43,12.16,11,-5.37,0.00,0.00
1141556,15.04,13.92,95,0.59,2641,33.33,26.00,9.01,26,0.00,9.43,12.16,11,-5.37,0.00,0.00
1141623,15.04,13.84,95,0.58,2658,33.33,26.00,9.07,26,0.00,9.29,12.16,13,-5.51,0.00,0.00
1141687,15.04,13.84,95,0.58,2706,33.33,26.00,9.24,26,0.00,9.29,0.78,13,-5.51,0.00,0.00
1141755,14.93,13.84,95,0.28,2755,33.33,27.00,7.64,26,0.00,7.40,0.00,13,-7.40,0.00,0.00
1141821,14.13,13.92,95,0.17,2742,33.33,30.50,5.26,26,0.00,5.66,0.00,13,-9.14,0.00,0.00
1141888,12.63,13.92,95,0.22,2715,33.33,27.50,4.63,26,0.00,4.93,0.00,13,-9.87,0.00,0.00
1141953,12.06,14.00,95,0.20,2691,33.33,25.00,4.59,26,0.00,4.21,0.00,13,-10.59,0.00,0.00
1142020,12.29,13.92,95,0.20,2670,33.33,22.50,3.99,26,0.00,3.77,0.00,13,-11.03,0.00,0.00
1142085,12.98,14.00,95,0.17,2631,33.33,19.50,3.93,26,0.00,3.48,0.00,14,-11.32,0.00,0.00
1142153,13.44,13.92,95,0.20,2576,33.33,17.00,3.85,26,0.00,3.19,0.00,14,-11.46,0.00,0.00
1142220,13.67,13.92,95,0.17,2509,33.33,15.00,0.00,26,0.00,3.19,0.00,14,-11.61,0.00,0.00
1142285,13.90,13.84,95,0.20,2414,33.33,13.00,0.00,26,0.00,3.19,0.00,14,-11.61,0.00,0.00
1142351,14.47,13.92,95,0.14,2338,33.33,13.00,0.00,26,0.00,3.34,0.00,14,-11.46,0.00,0.00
1142417,16.54,13.92,95,0.19,2236,33.33,13.00,0.00,26,0.00,3.48,0.00,14,-11.46,0.00,0.00
1142484,19.52,13.92,95,0.17,2161,33.33,13.00,0.00,26,0.00,3.48,0.00,14,-11.32,0.00,0.00
1142550,23.08,13.92,95,0.17,2077,33.33,13.00,0.00,26,0.00,3.48,0.00,15,-11.32,0.00,0.00
1142616,24.69,13.92,95,0.16,1997,33.33,13.00,0.00,26,0.00,3.63,0.00,15,-11.32,0.00,0.00
1142682,23.08,13.92,95,0.22,1884,33.33,13.00,0.00,26,0.00,3.92,1.96,15,-11.17,0.00,0.00
1142749,23.77,13.92,95,0.24,1798,33.33,13.00,0.00,26,0.00,4.21,2.35,15,-10.88,0.00,0.00
1142815,23.31,13.92,95,0.27,1741,33.33,14.00,2.97,26,0.00,4.35,2.75,15,-10.59,0.00,0.00
1142880,23.66,13.92,95,0.26,1688,33.33,15.50,2.88,26,0.00,4.50,3.53,15,-10.45,0.00,0.00
1142948,23.43,13.92,95,0.27,1676,33.33,18.00,3.22,26,0.00,4.79,5.10,15,-10.30,0.00,0.00
1143014,23.20,13.92,95,0.31,1661,33.33,21.00,3.90,26,0.00,5.37,5.88,15,-10.01,0.00,0.00
1143078,23.08,13.92,95,0.38,1664,33.33,21.00,3.90,26,0.00,5.95,6.27,15,-9.43,0.00,0.00
1143144,22.05,13.92,95,0.43,1623,33.33,23.00,4.32,26,0.00,6.38,6.67,15,-8.85,0.00,0.00
1143211,18.95,13.84,95,0.46,1558,33.33,23.00,4.60,26,0.00,6.82,9.02,15,-8.42,0.00,0.00
1143278,16.65,13.92,95,0.48,1541,33.33,24.00,5.53,26,0.00,8.13,9.80,15,-7.98,0.00,0.00
1143343,15.04,13.84,95,0.61,1620,33.33,22.00,5.83,26,0.00,9.14,10.98,15,-6.67,0.00,0.00
1143410,14.13,13.92,96,0.69,1606,33.33,19.50,6.44,26,0.00,10.30,14.51,15,-5.66,0.00,0.00
1143475,13.78,13.84,96,0.83,1588,33.33,-0.50,8.16,26,0.00,12.19,18.04,16,-4.50,1.57,0.00
1143542,13.78,13.84,96,1.00,1662,33.33,16.50,8.44,26,0.00,13.06,18.43,16,-2.61,4.31,0.00
1143608,13.44,13.84,96,1.01,1648,33.33,16.50,8.10,26,0.50,13.49,18.43,16,-1.74,5.10,0.00
1143675,12.75,13.92,96,0.95,1651,33.33,17.00,8.54,26,1.00,13.64,18.43,16,-1.31,5.10,0.00
1143741,13.44,13.84,96,0.92,1668,33.33,17.50,9.09,26,2.00,13.78,18.43,16,-1.16,5.49,0.00
1143807,14.24,13.92,96,0.91,1705,33.33,17.50,9.21,26,2.00,13.93,18.82,16,-1.02,5.49,0.00
1143873,14.70,13.84,96,0.92,1727,33.33,17.50,9.29,26,2.00,13.93,18.82,16,-0.87,5.49,0.00
1143940,14.70,13.84,96,0.93,1742,33.33,18.50,9.48,26,2.00,14.07,18.82,16,-0.87,5.49,0.00
1144005,14.59,13.76,96,0.93,1778,66.67,19.00,9.56,26,2.00,14.07,18.82,16,-0.73,5.88,0.00
1144071,14.47,13.84,96,0.86,1793,66.67,19.00,9.67,26,2.50,14.22,19.22,16,-0.73,5.88,0.00
1144138,14.36,13.76,96,0.94,1814,66.67,19.50,9.78,26,3.00,14.22,19.22,16,-0.58,5.88,0.00
1144205,14.13,13.84,96,0.94,1833,66.67,19.50,10.30,26,3.00,14.36,19.61,16,-0.58,5.88,0.00
1144269,14.13,13.76,96,0.94,1857,66.67,19.50,10.11,26,3.00,14.36,19.61,16,-0.44,6.27,0.00
1144335,14.13,13.84,96,0.95,1896,66.67,20.00,10.25,26,3.50,14.51,19.61,16,-0.44,6.27,0.00
1144402,14.13,13.84,96,0.94,1921,66.67,20.00,10.34,26,3.50,14.65,20.00,16,-0.29,6.27,0.00
1144468,14.13,13.84,96,0.87,1939,66.67,20.50,10.87,26,3.50,14.65,20.00,16,-0.15,6.67,0.00
1144534,14.36,13.76,96,0.95,1959,66.67,21.00,11.06,26,3.50,14.80,20.00,16,-0.15,6.67,0.00
1144601,14.36,13.84,96,0.95,1994,66.67,21.00,11.61,26,4.00,14.80,20.00,16,0.00,6.67,0.00
1144667,13.90,13.76,96,0.95,2015,66.67,21.00,11.66,26,4.00,14.80,20.39,16,0.00,6.67,0.00
1144734,13.67,13.84,96,0.93,2025,66.67,21.00,11.48,26,3.50,14.95,20.00,16,0.00,6.67,0.00
1144800,13.55,13.84,96,0.93,2070,66.67,21.00,11.72,26,3.00,14.95,20.39,16,0.15,7.06,0.00
1144865,13.55,13.84,96,0.95,2114,66.67,20.50,11.75,26,3.00,14.95,20.39,16,0.15,7.06,0.00
1144932,13.90,13.92,96,0.95,2118,66.67,21.00,11.87,26,3.50,14.95,20.39,18,0.15,7.06,0.00
1144998,13.90,13.84,96,0.94,2140,66.67,20.50,12.12,26,3.50,14.95,20.39,18,0.15,7.06,0.00
1145065,13.78,13.84,96,0.96,2184,66.67,20.50,12.20,26,3.00,15.09,20.39,18,0.15,7.06,0.00
1145131,13.78,13.84,96,0.96,2199,66.67,20.50,12.70,26,3.50,15.09,20.39,18,0.29,7.06,0.00
1145197,13.78,13.84,96,0.96,2204,66.67,20.50,13.01,26,3.50,15.09,20.39,18,0.29,7.06,0.00
1145263,13.90,13.84,96,0.95,2259,66.67,20.50,13.34,26,3.50,14.95,20.39,18,0.29,7.06,0.00
1145328,13.90,13.84,96,0.97,2317,66.67,20.00,13.20,26,3.50,15.09,20.39,18,0.15,7.06,0.00
1145395,13.78,13.84,96,0.95,2292,66.67,20.00,13.52,26,3.50,15.09,20.39,20,0.29,7.06,0.00
1145461,13.78,13.92,96,0.97,2347,66.67,20.00,13.72,26,3.50,15.09,20.39,20,0.29,7.06,0.00
1145527,14.01,13.84,96,0.99,2382,66.67,20.00,13.59,26,3.50,15.24,20.39,20,0.29,7.06,0.00
1145594,13.90,13.84,96,0.97,2360,66.67,20.00,13.91,26,4.00,15.24,20.39,20,0.44,7.06,0.00
1145660,13.90,13.84,96,0.99,2415,66.67,20.00,14.20,26,4.00,15.24,20.39,20,0.44,7.45,0.00
1145726,14.01,13.84,96,1.01,2458,66.67,20.00,14.68,26,4.00,15.24,20.39,20,0.44,7.84,0.00
1145794,14.01,13.84,96,1.00,2458,66.67,20.00,14.87,26,4.50,15.38,20.39,20,0.44,8.24,0.00
1145859,13.90,13.92,96,0.98,2542,66.67,19.50,15.18,26,4.50,15.24,20.39,22,0.58,8.63,0.00
1145925,13.55,13.84,96,1.01,2529,66.67,19.50,15.11,26,4.50,15.24,20.39,22,0.44,9.41,0.00
1145992,13.78,13.84,96,1.01,2571,66.67,19.50,15.36,26,4.50,15.38,20.78,22,0.44,9.80,0.00
1146056,13.90,13.84,96,1.00,2633,66.67,19.50,15.73,26,4.50,15.24,20.78,22,0.58,10.20,0.00
1146124,13.55,13.92,96,1.01,2639,66.67,19.50,16.33,26,5.00,15.24,20.78,22,0.44,10.98,0.00
1146190,13.90,13.84,96,1.01,2667,66.67,19.00,16.50,26,5.00,15.38,20.78,22,0.44,11.37,0.00
1146256,13.55,13.84,96,1.01,2692,66.67,19.00,16.65,26,5.00,15.38,20.78,22,0.58,11.37,0.00
1146322,13.78,13.84,97,1.03,2711,66.67,19.00,16.77,26,5.00,15.38,20.78,24,0.58,11.76,0.00
1146387,13.44,13.84,97,1.03,2732,66.67,19.00,16.90,26,5.00,15.38,20.78,24,0.58,11.37,0.00
1146455,13.55,13.84,97,1.03,2780,66.67,18.50,17.20,26,5.00,15.38,20.78,24,0.58,10.98,0.00
1146521,13.21,13.84,97,1.03,2804,66.67,18.50,17.94,26,5.00,15.38,20.78,24,0.58,10.59,0.00
1146587,13.32,13.84,97,1.03,2830,66.67,18.50,18.11,26,5.00,15.53,20.78,24,0.58,10.59,0.00
1146654,12.98,13.84,97,1.04,2864,66.67,18.00,18.33,26,5.00,15.53,21.18,24,0.73,10.59,0.00
1146720,13.21,13.84,97,1.04,2893,66.67,18.00,18.52,26,5.00,15.53,21.18,24,0.73,10.59,0.00
1146785,13.09,13.76,97,1.05,2902,66.67,18.50,18.57,26,5.50,15.53,21.18,25,0.73,10.59,0.00
1146852,12.98,13.84,97,1.05,2946,66.67,18.50,18.85,26,5.50,15.67,21.18,25,0.87,10.59,0.00
1146918,12.98,13.76,97,1.06,2964,66.67,18.00,18.97,26,5.50,15.67,21.57,25,0.87,10.59,0.00
1146984,12.86,13.92,97,1.06,2996,66.67,18.00,19.82,26,5.50,15.82,21.57,25,1.02,10.59,0.00
1147049,12.98,13.76,97,1.06,3025,66.67,18.00,20.01,26,5.50,15.96,21.96,25,1.16,10.59,0.00
1147117,12.86,13.84,97,1.08,3045,66.67,18.00,20.14,26,5.50,16.11,22.35,25,1.31,10.59,0.00
1147184,12.75,13.76,97,1.07,3105,66.67,17.50,20.54,26,5.50,16.25,22.75,25,1.45,10.59,0.00
1147250,12.98,13.84,97,1.11,3110,66.67,17.50,21.23,26,6.00,16.40,23.53,27,1.60,10.59,0.00
1147315,12.98,13.76,97,1.12,3159,66.67,17.50,21.57,26,6.00,16.69,24.71,27,1.89,11.37,0.00
1147382,12.75,13.68,97,1.16,3175,100.00,17.00,23.03,26,6.50,17.12,26.27,27,2.32,11.76,0.00
1147450,12.63,13.68,97,1.20,3226,100.00,16.50,24.09,26,6.50,17.56,27.45,27,2.76,12.55,0.00
1147515,12.52,13.76,97,1.23,3244,100.00,16.50,24.91,26,6.50,18.14,28.24,27,3.34,13.33,0.00
1147580,12.40,13.68,97,1.26,3288,100.00,16.50,25.95,26,6.50,18.43,28.63,27,3.63,14.12,0.00
1147646,12.06,13.76,97,1.29,3296,100.00,16.50,26.72,26,7.00,18.86,29.02,27,4.06,14.90,0.00
1147714,11.83,13.68,97,1.28,3340,100.00,16.50,27.08,26,7.00,19.01,29.41,29,4.21,15.29,0.00
1147780,11.83,13.68,97,1.30,3381,100.00,16.50,28.13,26,7.00,19.30,29.80,29,4.50,16.08,0.00
1147846,11.94,13.68,97,1.31,3398,100.00,16.50,28.27,26,7.00,19.59,30.20,29,4.79,16.47,0.00
1147912,12.06,13.76,97,1.31,3454,100.00,16.50,28.74,26,7.00,19.59,30.98,29,4.79,17.25,0.00
1147978,12.06,13.68,97,1.32,3485,100.00,16.50,28.99,26,7.00,19.88,31.76,29,5.08,18.04,0.00
1148045,12.17,13.68,97,1.34,3521,100.00,16.50,30.05,26,7.00,20.17,32.16,29,5.37,18.43,0.00
1148110,12.06,13.68,97,1.36,3544,100.00,16.50,30.24,26,7.00,20.31,32.55,29,5.51,19.22,0.00
1148176,12.06,13.68,97,1.38,3586,100.00,16.50,31.37,26,7.00,20.46,32.94,32,5.66,20.00,0.00
1148243,12.06,13.68,97,1.41,3628,100.00,16.50,31.74,26,7.00,20.60,32.94,32,5.80,20.78,0.00
1148308,11.94,13.68,97,1.42,3658,100.00,16.00,32.78,26,7.00,20.75,33.33,32,5.95,21.57,0.00
1148376,11.94,13.68,97,1.42,3707,100.00,16.00,33.21,26,7.00,20.89,33.73,32,6.09,22.35,0.00
1148442,11.94,13.68,97,1.43,3757,100.00,15.50,34.47,26,7.00,21.04,33.73,32,6.24,23.14,0.00
1148508,12.06,13.68,97,1.44,3794,100.00,15.50,35.61,26,7.00,21.04,34.12,32,6.24,23.92,0.00
1148574,11.94,13.68,97,1.47,3832,100.00,15.50,35.97,26,7.00,21.18,34.51,32,6.38,24.71,0.00
