Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (C),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Primary Wastegate Duty Cycle (%),Fine Learning Knock Correction* (degrees)
211457,14.59,14.16,72,0.74,1799,33.33,21.00,7.68,20,0.00,11.32,12.16,34,-3.48,0.00,0.00
211525,14.59,14.16,72,0.76,1790,33.33,20.00,7.64,20,0.00,11.32,12.16,34,-3.48,0.00,0.00
211590,14.70,14.16,72,0.76,1796,33.33,21.00,7.66,20,0.00,11.46,12.55,34,-3.34,0.00,0.00
211657,14.70,14.16,72,0.78,1777,33.33,20.00,7.96,20,0.00,11.46,12.55,34,-3.34,0.00,0.00
211722,14.81,14.16,72,0.77,1794,33.33,20.50,8.04,20,0.00,11.46,12.55,34,-3.34,0.00,0.00
211789,14.81,14.16,72,0.78,1792,33.33,20.50,8.03,20,0.00,11.61,12.55,34,-3.19,0.00,0.00
211855,14.81,14.16,72,0.78,1796,33.33,21.00,8.04,20,0.00,11.61,12.55,34,-3.19,0.00,0.00
211921,14.70,14.16,72,0.79,1806,33.33,20.50,8.09,20,0.00,11.75,12.94,34,-3.05,0.39,0.00
211988,14.81,14.16,72,0.78,1794,33.33,21.00,8.04,20,0.00,11.75,12.94,34,-3.05,0.39,0.00
212053,14.81,14.16,72,0.79,1817,33.33,20.50,8.14,20,0.00,11.75,12.94,34,-3.05,0.39,0.00
212120,14.81,14.16,72,0.80,1800,33.33,20.50,8.06,20,0.00,11.75,12.94,34,-3.05,0.39,0.00
212187,14.81,14.16,72,0.79,1824,33.33,20.50,8.17,20,0.00,11.90,12.94,34,-2.90,0.39,0.00
212252,14.81,14.16,72,0.81,1805,33.33,20.50,8.09,20,0.00,11.90,12.94,34,-2.90,0.39,0.00
212317,14.81,14.08,72,0.79,1836,33.33,21.00,8.22,20,0.00,11.90,12.94,34,-2.90,0.39,0.00
212385,14.81,14.16,72,0.80,1813,33.33,20.50,8.12,20,0.00,12.04,12.94,34,-2.76,0.39,0.00
212451,14.70,14.08,72,0.79,1846,33.33,21.00,8.27,20,0.00,12.04,12.94,35,-2.76,0.78,0.00
212517,14.70,14.16,72,0.80,1819,33.33,20.50,8.15,20,0.00,12.04,13.33,35,-2.76,0.78,0.00
212583,14.81,14.08,72,0.80,1855,33.33,21.00,8.31,20,0.00,12.04,13.33,35,-2.76,0.78,0.00
212650,14.81,14.16,72,0.81,1825,33.33,21.00,8.17,20,0.00,12.04,13.33,35,-2.76,0.78,0.00
212715,14.81,14.08,72,0.80,1860,33.33,21.00,8.34,20,0.00,12.04,13.33,35,-2.76,0.78,0.00
212782,14.81,14.16,72,0.82,1839,33.33,21.00,8.24,20,0.00,12.19,13.33,35,-2.61,0.78,0.00
212849,14.81,14.08,72,0.80,1860,33.33,21.00,8.73,20,0.00,12.19,13.73,35,-2.61,0.78,0.00
212913,14.81,14.16,72,0.81,1855,33.33,21.00,8.71,20,0.00,12.33,13.73,35,-2.61,1.18,0.00
212979,14.93,14.08,72,0.81,1863,33.33,21.00,8.74,20,0.00,12.33,13.73,35,-2.47,1.18,0.00
213046,14.81,14.16,72,0.81,1863,33.33,21.00,8.74,20,0.00,12.33,13.73,35,-2.47,1.18,0.00
213113,14.70,14.08,72,0.81,1872,33.33,21.00,8.78,20,0.00,12.33,13.73,35,-2.47,1.18,0.00
213179,14.70,14.16,72,0.81,1898,33.33,21.00,8.91,20,0.00,12.48,13.73,35,-2.47,1.57,0.00
213245,14.70,14.08,72,0.82,1877,33.33,21.00,8.81,20,0.00,12.48,13.73,35,-2.32,1.57,0.00
213312,14.70,14.16,72,0.82,1906,33.33,21.00,8.95,20,0.00,12.48,14.12,35,-2.32,1.57,0.00
213377,14.70,14.08,72,0.82,1883,33.33,21.00,8.84,20,0.00,12.48,14.12,35,-2.32,1.57,0.00
213444,14.59,14.08,72,0.81,1912,33.33,21.00,8.97,20,0.00,12.62,14.12,36,-2.32,1.57,0.00
213510,14.59,14.08,72,0.83,1893,33.33,21.00,8.88,20,0.00,12.62,14.12,36,-2.18,1.57,0.00
213576,14.70,14.16,72,0.81,1918,33.33,21.50,9.00,20,0.00,12.62,14.12,36,-2.18,1.57,0.00
213642,14.81,14.08,72,0.82,1902,33.33,21.00,8.93,20,0.00,12.62,14.12,36,-2.18,1.57,0.00
213708,14.70,14.16,72,0.82,1909,33.33,21.50,8.96,20,0.00,12.62,14.12,36,-2.18,1.57,0.00
213775,14.81,14.08,72,0.83,1910,33.33,21.50,9.00,20,0.00,12.62,14.12,36,-2.18,1.96,0.00
213841,14.81,14.08,72,0.82,1917,33.33,21.50,9.01,20,0.00,12.62,14.51,36,-2.18,1.96,0.00
213907,14.81,14.08,72,0.82,1920,33.33,21.50,9.01,20,0.00,12.62,14.51,36,-2.18,1.96,0.00
213973,14.93,14.16,72,0.83,1920,33.33,21.50,9.01,20,0.00,12.62,14.51,36,-2.18,1.96,0.00
214039,15.04,14.16,73,0.83,1941,33.33,21.50,9.08,20,0.00,12.77,14.51,36,-2.18,1.96,0.00
214107,14.81,14.16,73,0.83,1934,33.33,22.00,9.13,20,0.00,12.77,14.51,36,-2.03,1.96,0.00
214172,14.81,14.08,73,0.82,1946,33.33,21.50,9.10,20,0.00,12.77,14.51,36,-2.03,1.96,0.00
214238,14.70,14.16,73,0.83,1939,33.33,22.00,9.09,20,0.00,12.77,14.51,36,-2.03,1.96,0.00
214305,14.81,14.16,73,0.83,1937,33.33,22.00,9.16,20,0.00,12.77,14.51,36,-2.03,1.96,0.00
214371,14.81,14.16,73,0.83,1951,33.33,22.50,9.11,20,0.00,12.77,14.51,37,-2.03,1.96,0.00
214438,14.81,14.16,73,0.84,1940,33.33,22.00,9.21,20,0.00,12.77,14.51,37,-2.03,1.96,0.00
214502,14.81,14.16,73,0.82,1963,33.33,22.00,9.20,20,0.00,12.77,14.51,37,-2.03,1.96,0.00
214570,14.70,14.16,73,0.83,1960,33.33,22.50,9.32,20,0.00,12.77,14.51,37,-2.03,1.96,0.00
214636,14.81,14.08,73,0.83,1986,33.33,22.50,9.23,20,0.00,12.77,14.51,37,-2.03,1.96,0.00
214701,14.81,14.24,73,0.83,1967,33.33,22.50,9.29,20,0.00,12.77,14.51,37,-2.03,1.96,0.00
214769,14.81,14.16,73,0.82,1980,33.33,22.50,9.27,20,0.00,12.77,14.51,37,-2.03,1.96,0.00
214834,14.81,14.16,73,0.83,1974,33.33,22.50,9.30,20,0.00,12.77,14.51,37,-2.03,1.96,0.00
214900,14.81,14.16,73,0.83,1981,33.33,22.50,9.39,20,0.00,12.77,14.51,37,-2.03,1.96,0.00
214965,14.81,14.16,73,0.83,2000,33.33,22.50,9.34,20,0.00,12.77,14.51,37,-2.03,1.96,0.00
215033,14.70,14.16,73,0.82,1990,33.33,22.50,9.43,20,0.00,12.77,14.51,37,-2.03,1.96,0.00
215099,14.81,14.16,73,0.83,2009,33.33,22.50,9.36,20,0.00,12.77,14.51,37,-2.03,1.96,0.00
215165,14.70,14.16,73,0.82,1994,33.33,23.00,9.40,20,0.00,12.62,14.51,37,-2.03,1.96,0.00
215231,14.70,14.16,73,0.81,2004,33.33,23.00,9.49,20,0.00,12.77,14.51,37,-2.18,1.96,0.00
215297,14.70,14.16,73,0.81,2022,33.33,23.00,9.44,20,0.00,12.62,14.51,39,-2.03,1.96,0.00
215364,14.70,14.08,73,0.81,2012,33.33,23.00,9.55,20,0.00,12.62,14.51,39,-2.18,1.96,0.00
215430,14.70,14.16,73,0.82,2035,33.33,23.00,9.42,20,0.00,12.62,14.51,39,-2.18,1.96,0.00
215496,14.81,14.16,73,0.81,2007,33.33,23.00,9.55,20,0.00,12.62,14.51,39,-2.18,1.96,0.00
215562,14.70,14.08,73,0.82,2036,33.33,23.00,9.52,20,0.00,12.62,14.51,39,-2.18,1.96,0.00
215629,14.81,14.16,73,0.80,2029,33.33,23.00,9.58,20,0.00,12.62,14.51,39,-2.18,1.96,0.00
215695,14.81,14.08,73,0.81,2042,33.33,23.00,9.11,20,0.00,12.62,14.51,39,-2.18,1.96,0.00
215760,14.81,14.16,73,0.81,2034,33.33,23.00,9.10,20,0.00,12.62,14.12,39,-2.18,1.57,0.00
215827,14.81,14.08,73,0.81,2032,33.33,23.00,9.17,20,0.00,12.62,14.12,39,-2.18,1.57,0.00
215894,14.81,14.08,73,0.80,2046,33.33,23.00,9.22,20,0.00,12.48,14.12,39,-2.18,1.57,0.00
215960,14.81,14.08,73,0.81,2057,33.33,23.00,9.23,20,0.00,12.48,14.12,39,-2.32,1.57,0.00
216026,14.70,14.16,73,0.80,2061,33.33,23.00,9.22,20,0.00,12.48,14.12,39,-2.32,1.57,0.00
216092,14.81,14.00,73,0.79,2059,33.33,23.00,9.19,20,0.00,12.48,14.12,39,-2.32,1.57,0.00
216158,14.70,14.08,73,0.78,2051,33.33,23.00,9.28,20,0.00,12.33,13.73,39,-2.32,1.57,0.00
216225,14.81,14.08,73,0.80,2072,33.33,23.50,9.66,20,0.00,12.33,13.73,39,-2.47,1.18,0.00
216291,14.70,14.08,73,0.77,2057,33.33,23.50,9.26,20,0.00,12.19,13.73,39,-2.47,1.18,0.00
216357,14.59,14.08,73,0.78,2066,33.33,23.50,9.26,20,0.00,12.19,13.33,39,-2.61,0.78,0.00
216424,14.36,14.08,73,0.76,2078,33.33,23.50,9.31,20,0.00,12.04,13.33,39,-2.61,0.78,0.00
216490,14.47,14.08,73,0.75,2083,33.33,23.50,9.33,20,0.00,12.04,13.33,39,-2.76,0.78,0.00
216555,14.36,14.16,73,0.74,2076,33.33,23.50,9.30,20,0.00,12.04,12.94,39,-2.76,0.78,0.00
216621,14.36,14.08,73,0.75,2091,33.33,23.50,9.37,20,0.00,11.90,12.94,39,-2.76,0.78,0.00
216689,14.47,14.16,73,0.74,2101,33.33,24.00,9.41,20,0.00,11.75,12.94,40,-2.90,0.39,0.00
216755,14.24,14.08,73,0.74,2077,33.33,24.00,8.86,20,0.00,11.75,12.94,40,-3.05,0.39,0.00
216821,14.24,14.16,73,0.73,2102,33.33,24.00,8.97,20,0.00,11.75,12.55,40,-3.05,0.39,0.00
216888,14.24,14.08,73,0.72,2096,33.33,24.50,8.94,20,0.00,11.61,12.55,40,-3.05,0.39,0.00
216954,14.24,14.16,73,0.71,2098,33.33,24.50,8.95,20,0.00,11.46,12.55,40,-3.19,0.00,0.00
217021,14.24,14.08,73,0.70,2101,33.33,24.50,8.96,20,0.00,11.46,12.55,40,-3.34,0.00,0.00
217087,14.36,14.16,73,0.70,2104,33.33,25.00,8.98,20,0.00,11.32,12.16,40,-3.34,0.00,0.00
217152,14.36,14.16,73,0.69,2122,33.33,25.00,8.60,20,0.00,11.32,12.16,40,-3.48,0.00,0.00
217219,14.24,14.08,73,0.69,2102,33.33,25.00,8.52,20,0.00,11.17,11.76,40,-3.63,0.00,0.00
217285,14.24,14.16,73,0.67,2120,33.33,25.00,8.59,20,0.00,11.03,11.76,40,-3.77,0.00,0.00
217352,14.24,14.16,73,0.67,2129,33.33,25.00,8.63,20,0.00,11.03,11.76,40,-3.77,0.00,0.00
217418,14.36,14.16,73,0.67,2109,33.33,25.00,8.55,20,0.00,10.88,11.76,40,-3.92,0.00,0.00
217484,14.36,14.16,73,0.65,2134,33.33,25.00,8.19,20,0.00,10.74,11.37,40,-4.06,0.00,0.00
217550,14.24,14.16,73,0.65,2128,33.33,25.00,8.17,20,0.00,10.74,10.98,40,-4.06,0.00,0.00
217617,14.13,14.16,73,0.64,2124,33.33,25.00,8.16,20,0.00,10.59,10.98,40,-4.21,0.00,0.00
217682,14.13,14.08,73,0.63,2128,33.33,25.00,8.17,20,0.00,10.45,10.98,41,-4.35,0.00,0.00
217749,14.24,14.24,73,0.62,2138,33.33,25.00,8.21,20,0.00,10.30,10.98,41,-4.50,0.00,0.00
217815,14.36,14.16,73,0.63,2135,33.33,25.00,7.74,20,0.00,10.16,10.59,41,-4.64,0.00,0.00
217881,14.36,14.24,73,0.62,2145,33.33,25.00,7.78,20,0.00,10.16,10.59,41,-4.64,0.00,0.00
217948,14.24,14.16,73,0.60,2146,33.33,25.00,7.78,20,0.00,10.01,10.20,41,-4.79,0.00,0.00
218013,14.13,14.16,73,0.60,2143,33.33,25.00,7.77,20,0.00,9.87,10.20,41,-4.93,0.00,0.00
218080,14.13,14.16,73,0.59,2154,33.33,25.00,7.81,20,0.00,9.87,9.80,41,-4.93,0.00,0.00
218146,14.13,14.16,73,0.57,2151,33.33,25.00,7.80,20,0.00,9.72,9.80,41,-5.08,0.00,0.00
218212,14.24,14.16,73,0.57,2151,33.33,25.00,7.34,20,0.00,9.43,9.80,41,-5.37,0.00,0.00
218279,14.13,14.24,73,0.56,2151,33.33,25.00,7.34,20,0.00,9.43,9.41,41,-5.37,0.00,0.00
218344,14.13,14.16,73,0.56,2163,33.33,25.00,7.38,20,0.00,9.29,9.41,41,-5.51,0.00,0.00
218411,14.01,14.16,73,0.56,2151,33.33,25.00,7.34,20,0.00,9.14,9.41,41,-5.66,0.00,0.00
218477,14.01,14.16,73,0.54,2160,33.33,25.00,7.37,20,0.00,9.14,9.41,41,-5.66,0.00,0.00
218544,14.01,14.16,73,0.53,2166,33.33,25.50,6.93,20,0.00,9.00,9.02,41,-5.80,0.00,0.00
218611,14.13,14.16,73,0.53,2154,33.33,25.50,6.89,20,0.00,8.85,9.02,41,-5.95,0.00,0.00
218676,14.24,14.16,73,0.53,2167,33.33,25.50,6.93,20,0.00,8.85,9.02,41,-5.95,0.00,0.00
218742,14.13,14.16,73,0.53,2170,33.33,25.50,6.95,20,0.00,8.85,9.02,41,-5.95,0.00,0.00
218809,14.36,14.16,73,0.54,2152,33.33,25.50,6.89,20,0.00,8.71,9.02,41,-6.09,0.00,0.00
218875,14.24,14.16,73,0.52,2183,33.33,25.50,6.99,20,0.00,8.56,9.02,41,-6.09,0.00,0.00
218941,14.36,14.16,73,0.52,2154,33.33,25.50,6.89,20,0.00,8.56,9.02,41,-6.24,0.00,0.00
219007,14.36,14.08,73,0.52,2171,33.33,25.50,6.95,20,0.00,8.56,9.02,41,-6.24,0.00,0.00
219073,14.24,14.16,73,0.52,2175,33.33,25.50,6.96,20,0.00,8.56,9.02,42,-6.24,0.00,0.00
219139,14.24,14.08,73,0.52,2163,33.33,26.00,6.92,20,0.00,8.42,9.02,42,-6.24,0.00,0.00
219205,14.13,14.16,73,0.51,2173,33.33,26.00,6.95,20,0.00,8.42,8.63,42,-6.38,0.00,0.00
219272,14.36,14.16,73,0.51,2171,33.33,26.00,6.95,20,0.00,8.42,8.63,42,-6.38,0.00,0.00
219337,14.24,14.16,73,0.51,2158,33.33,26.00,6.91,20,0.00,8.42,8.63,42,-6.38,0.00,0.00
219405,14.36,14.08,73,0.50,2184,33.33,26.00,6.52,20,0.00,8.42,8.63,42,-6.38,0.00,0.00
219471,14.36,14.16,73,0.50,2165,33.33,26.00,6.47,20,0.00,8.27,8.63,42,-6.38,0.00,0.00
219538,14.24,14.08,73,0.50,2178,33.33,26.00,6.50,20,0.00,8.27,8.63,42,-6.53,0.00,0.00
219604,14.24,14.16,73,0.50,2174,33.33,26.00,6.49,20,0.00,8.27,8.63,42,-6.53,0.00,0.00
219669,14.36,14.08,73,0.50,2168,33.33,26.00,6.47,20,0.00,8.13,8.63,42,-6.53,0.00,0.00
219736,14.36,14.16,73,0.50,2176,33.33,28.50,6.49,20,0.00,8.27,8.63,42,-6.67,0.00,0.00
219802,14.24,14.08,73,0.49,2173,33.33,28.50,6.47,20,0.00,8.13,8.63,42,-6.53,0.00,0.00
219870,14.24,14.16,73,0.49,2167,33.33,28.50,6.51,20,0.00,8.13,8.63,42,-6.67,0.00,0.00
219935,14.24,14.08,73,0.48,2179,33.33,28.50,6.49,20,0.00,8.13,8.63,42,-6.67,0.00,0.00
220002,14.36,14.16,73,0.49,2172,33.33,28.50,6.46,20,0.00,8.13,8.24,42,-6.67,0.00,0.00
220068,14.24,14.08,73,0.49,2162,33.33,28.50,6.54,20,0.00,8.13,8.24,42,-6.67,0.00,0.00
220134,14.36,14.16,73,0.49,2191,33.33,28.50,6.46,20,0.00,8.13,8.24,42,-6.67,0.00,0.00
220200,14.36,14.08,73,0.49,2164,33.33,28.50,6.52,20,0.00,7.98,8.24,42,-6.67,0.00,0.00
220266,14.24,14.16,73,0.48,2182,33.33,28.50,6.49,20,0.00,7.98,8.24,42,-6.82,0.00,0.00
220332,14.24,14.16,73,0.48,2172,33.33,28.50,6.47,20,0.00,8.13,8.24,42,-6.82,0.00,0.00
220399,14.24,14.16,73,0.48,2167,33.33,28.50,6.52,20,0.00,7.98,8.24,42,-6.67,0.00,0.00
220466,14.36,14.08,73,0.48,2184,33.33,28.50,6.51,20,0.00,7.98,8.24,42,-6.82,0.00,0.00
220532,14.24,14.16,73,0.48,2179,33.33,28.50,6.50,20,0.00,7.98,8.24,42,-6.82,0.00,0.00
220597,14.24,14.16,73,0.49,2175,33.33,28.50,6.55,20,0.00,7.98,8.24,42,-6.82,0.00,0.00
220663,14.24,14.16,73,0.48,2193,33.33,28.50,6.48,20,0.00,7.98,8.24,42,-6.82,0.00,0.00
220729,14.24,14.16,73,0.47,2169,33.33,28.50,6.53,20,0.00,7.98,8.24,42,-6.82,0.00,0.00
220797,14.24,14.16,73,0.48,2186,33.33,28.50,6.51,20,0.00,7.98,8.24,42,-6.82,0.00,0.00
220862,14.24,14.16,73,0.48,2179,33.33,28.50,6.49,20,0.00,7.98,8.24,42,-6.82,0.00,0.00
220929,14.36,14.16,73,0.48,2173,33.33,28.50,6.55,20,0.00,7.98,8.24,42,-6.82,0.00,0.00
220994,14.36,14.16,73,0.47,2193,33.33,29.00,6.50,20,0.00,7.84,8.24,42,-6.82,0.00,0.00
221060,14.36,14.16,73,0.48,2178,33.33,28.50,6.52,20,0.00,7.84,8.24,42,-6.96,0.00,0.00
221127,14.47,14.16,73,0.48,2183,33.33,29.00,6.55,20,0.00,7.98,8.24,42,-6.96,0.00,0.00
221193,14.36,14.16,73,0.48,2194,33.33,28.50,6.50,20,0.00,7.84,8.24,42,-6.82,0.00,0.00
221259,14.36,14.16,73,0.47,2176,33.33,29.00,6.54,20,0.00,7.84,8.24,42,-6.96,0.00,0.00
221326,14.24,14.16,73,0.48,2190,33.33,29.00,6.52,20,0.00,7.84,8.24,42,-6.96,0.00,0.00
221391,14.36,14.16,73,0.47,2182,33.33,29.00,6.54,20,0.00,7.84,8.24,42,-6.96,0.00,0.00
221458,14.36,14.16,73,0.47,2190,33.33,29.00,6.55,20,0.00,7.84,8.24,42,-6.96,0.00,0.00
221523,14.36,14.16,73,0.47,2193,33.33,29.00,6.53,20,0.00,7.84,8.24,42,-6.96,0.00,0.00
221590,14.36,14.16,73,0.47,2186,33.33,29.00,6.53,20,0.00,7.84,8.24,42,-6.96,0.00,0.00
221656,14.36,14.16,73,0.48,2187,33.33,29.00,6.54,20,0.00,7.84,8.24,42,-6.96,0.00,0.00
221723,14.24,14.16,73,0.48,2191,33.33,29.00,6.51,20,0.00,7.84,8.24,42,-6.96,0.00,0.00
221789,14.24,14.16,73,0.47,2178,33.33,29.00,6.56,20,0.00,7.84,8.24,42,-6.96,0.00,0.00
221854,14.36,14.16,73,0.47,2196,33.33,29.00,6.54,20,0.00,7.84,8.24,42,-6.96,0.00,0.00
221920,14.24,14.16,73,0.47,2189,33.33,29.00,6.55,20,0.00,7.69,8.24,42,-6.96,0.00,0.00
221986,14.24,14.16,73,0.47,2194,33.33,29.00,6.53,20,0.00,7.69,8.24,42,-7.11,0.00,0.00
222053,14.24,14.16,73,0.48,2187,33.33,29.00,6.53,20,0.00,7.84,8.24,42,-7.11,0.00,0.00
222119,14.24,14.16,73,0.47,2188,33.33,29.00,6.56,20,0.00,7.69,8.24,42,-6.96,0.00,0.00
222185,14.36,14.16,73,0.47,2196,33.33,29.00,6.55,20,0.00,7.69,8.24,42,-7.11,0.00,0.00
222252,14.36,14.16,73,0.46,2194,33.33,29.00,6.10,20,0.00,7.69,8.24,42,-7.11,0.00,0.00
222317,14.24,14.16,73,0.47,2200,33.33,29.00,6.06,20,0.00,7.69,8.24,42,-7.11,0.00,0.00
222383,14.24,14.16,73,0.46,2192,33.33,29.00,6.08,20,0.00,7.69,8.24,42,-7.11,0.00,0.00
222450,14.24,14.16,73,0.46,2201,33.33,29.00,6.10,20,0.00,7.69,8.24,42,-7.11,0.00,0.00
222516,14.24,14.16,73,0.46,2188,33.33,29.00,6.07,20,0.00,7.69,8.24,42,-7.11,0.00,0.00
222583,14.24,14.16,73,0.46,2210,33.33,29.00,6.13,20,0.00,7.69,8.24,42,-7.11,0.00,0.00
222648,14.24,14.08,73,0.46,2185,33.33,29.00,6.06,20,0.00,7.69,7.84,42,-7.11,0.00,0.00
222714,14.24,14.16,73,0.46,2199,33.33,29.50,6.10,20,0.00,7.55,7.84,42,-7.11,0.00,0.00
222780,14.24,14.08,73,0.45,2196,33.33,29.00,6.09,20,0.00,7.55,7.84,42,-7.25,0.00,0.00
222846,14.24,14.16,73,0.46,2194,33.33,29.50,6.08,20,0.00,7.55,7.84,42,-7.25,0.00,0.00
222913,14.24,14.08,73,0.45,2201,33.33,29.50,6.10,20,0.00,7.55,7.84,42,-7.25,0.00,0.00
222980,14.24,14.16,73,0.45,2196,33.33,29.50,6.09,20,0.00,7.55,7.84,42,-7.25,0.00,0.00
223046,14.24,14.16,73,0.45,2187,33.33,29.50,6.07,20,0.00,7.55,7.84,42,-7.25,0.00,0.00
223112,14.36,14.08,73,0.45,2209,33.33,29.50,6.13,20,0.00,7.55,7.84,42,-7.25,0.00,0.00
223177,14.24,14.16,73,0.45,2191,33.33,29.50,6.08,20,0.00,7.55,7.84,42,-7.25,0.00,0.00
223244,14.24,14.16,73,0.44,2203,33.33,29.50,6.11,20,0.00,7.55,7.84,42,-7.25,0.00,0.00
223310,14.24,14.16,73,0.44,2194,33.33,29.50,6.08,20,0.00,7.40,7.84,43,-7.40,0.00,0.00
223376,14.24,14.16,73,0.45,2190,33.33,29.50,6.07,20,0.00,7.40,7.45,43,-7.40,0.00,0.00
223442,14.36,14.16,73,0.44,2206,33.33,29.50,6.12,20,0.00,7.40,7.45,43,-7.40,0.00,0.00
223509,14.36,14.08,73,0.44,2196,33.33,29.50,6.09,20,0.00,7.40,7.45,43,-7.40,0.00,0.00
223575,14.24,14.16,73,0.43,2201,33.33,29.50,6.10,20,0.00,7.40,7.45,43,-7.40,0.00,0.00
223641,14.24,14.16,73,0.43,2196,33.33,29.50,6.09,20,0.00,7.25,7.45,43,-7.55,0.00,0.00
223708,14.24,14.16,73,0.42,2192,33.33,29.50,5.61,20,0.00,7.25,7.45,43,-7.55,0.00,0.00
223774,14.36,14.16,73,0.42,2198,33.33,29.50,5.63,20,0.00,7.11,7.06,43,-7.69,0.00,0.00
223840,14.36,14.16,73,0.41,2201,33.33,29.50,5.63,20,0.00,6.96,7.06,43,-7.84,0.00,0.00
223906,14.36,14.16,73,0.40,2201,33.33,29.50,5.63,20,0.00,6.96,6.67,43,-7.84,0.00,0.00
223972,14.47,14.16,73,0.39,2192,33.33,30.00,5.14,20,0.00,6.82,6.67,43,-7.98,0.00,0.00
224039,14.47,14.16,73,0.39,2189,33.33,30.00,5.14,20,0.00,6.67,6.27,43,-8.13,0.00,0.00
224105,14.59,14.16,73,0.38,2202,33.33,29.50,5.17,20,0.00,6.53,6.27,43,-8.27,0.00,0.00
224170,14.59,14.24,73,0.38,2198,33.33,29.50,5.16,20,0.00,6.53,6.27,43,-8.27,0.00,0.00
224237,14.70,14.16,73,0.37,2202,33.33,29.50,5.17,20,0.00,6.53,6.27,42,-8.27,0.00,0.00
224303,14.59,14.24,73,0.37,2187,33.33,29.50,5.13,20,0.00,6.38,6.27,42,-8.42,0.00,0.00
224369,14.70,14.16,73,0.37,2191,33.33,29.00,5.14,20,0.00,6.38,6.27,42,-8.42,0.00,0.00
224435,14.81,14.24,73,0.37,2199,33.33,29.00,4.69,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
224501,14.93,14.16,73,0.37,2188,33.33,29.00,5.13,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
224566,14.81,14.24,74,0.37,2199,33.33,29.00,4.69,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
224633,14.93,14.16,74,0.37,2184,33.33,29.00,5.12,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
224699,15.04,14.16,74,0.37,2185,33.33,29.00,5.13,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
224766,14.93,14.16,74,0.37,2196,33.33,29.00,5.15,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
224831,14.93,14.16,74,0.37,2179,33.33,29.00,5.11,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
224898,14.93,14.16,74,0.36,2200,33.33,29.00,5.16,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
224964,14.81,14.16,74,0.37,2180,33.33,29.00,5.12,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
225031,14.81,14.16,74,0.37,2178,33.33,29.00,5.11,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
225095,14.70,14.16,74,0.37,2194,33.33,29.00,5.15,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
225161,14.70,14.16,74,0.37,2177,33.33,29.00,5.11,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
225228,14.81,14.16,74,0.36,2192,33.33,29.00,5.14,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
225295,14.70,14.16,74,0.37,2190,33.33,29.00,5.14,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
225361,14.70,14.16,74,0.36,2172,33.33,28.50,5.10,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
225427,14.70,14.16,74,0.36,2186,33.33,28.50,5.13,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
225493,14.70,14.16,74,0.36,2180,33.33,28.50,5.12,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
225559,14.70,14.16,74,0.37,2170,33.33,28.50,5.09,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
225625,14.70,14.16,74,0.36,2182,33.33,28.50,5.12,20,0.00,6.24,6.27,43,-8.56,0.00,0.00
225691,14.81,14.16,74,0.37,2161,33.33,28.50,5.07,20,0.00,6.24,6.27,43,-8.56,0.00,0.00
225757,14.81,14.16,74,0.37,2188,33.33,29.00,5.14,20,0.00,6.24,6.27,43,-8.56,0.00,0.00
225825,14.81,14.16,74,0.36,2179,33.33,28.50,5.11,20,0.00,6.24,6.27,43,-8.56,0.00,0.00
225891,14.81,14.16,74,0.36,2173,33.33,28.50,5.10,20,0.00,6.24,6.27,43,-8.56,0.00,0.00
225957,14.81,14.16,74,0.36,2183,33.33,28.50,5.12,20,0.00,6.24,6.27,43,-8.56,0.00,0.00
226023,14.81,14.16,74,0.37,2161,33.33,28.50,5.10,20,0.00,6.24,6.27,43,-8.56,0.00,0.00
226089,14.81,14.08,74,0.37,2173,33.33,28.50,5.10,20,0.00,6.24,6.27,43,-8.56,0.00,0.00
226155,14.81,14.16,74,0.36,2174,33.33,28.50,5.08,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
226222,14.81,14.16,74,0.37,2165,33.33,29.00,5.12,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
226289,14.70,14.16,74,0.37,2182,33.33,29.00,5.11,20,0.00,6.24,6.27,42,-8.56,0.00,0.00
