Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),MAF/SD Blend Percentage (%)
1959708,15.50,13.44,178,1213,74.90,22.00,1.81,50,0.00,4.21,0.00,23,0.19,0.00,-10.59,3.88,0.00,0.0
1959778,15.39,13.52,178,1214,74.90,21.00,1.77,50,0.00,4.06,0.00,23,0.18,0.00,-10.74,3.60,0.00,0.0
1959852,15.04,13.44,178,1185,74.90,22.00,1.75,50,0.00,4.06,0.00,23,0.18,0.00,-10.74,3.42,0.00,0.0
1959920,15.04,13.44,178,1174,74.90,22.00,1.71,50,0.00,4.06,0.00,23,0.19,0.00,-10.74,3.42,0.00,0.0
1959991,14.93,13.52,178,1125,74.90,22.00,1.68,50,0.00,4.06,0.00,23,0.20,0.00,-10.74,3.60,0.00,0.0
1960061,14.93,13.44,178,1086,74.90,22.00,1.85,50,0.00,4.21,0.00,23,0.21,0.00,-10.59,3.82,0.00,0.0
1960132,14.93,13.44,178,1078,74.90,22.00,1.84,50,0.00,4.21,0.00,23,0.22,0.00,-10.59,3.95,0.00,0.0
1960203,14.81,13.44,178,1071,74.90,22.00,1.83,50,0.00,4.21,0.00,23,0.22,0.00,-10.59,3.95,0.00,0.0
1960274,14.81,13.44,178,1066,74.90,22.00,1.82,50,0.00,4.35,0.00,23,0.21,0.00,-10.45,3.78,0.00,0.0
1960345,14.81,13.44,178,1064,74.90,22.00,1.80,50,0.00,4.35,0.00,23,0.20,0.00,-10.45,3.52,0.00,0.0
1960416,14.81,13.44,178,1056,74.90,22.00,1.57,49,0.00,4.35,0.00,23,0.20,0.00,-10.45,3.45,0.00,0.0
1960486,14.81,13.44,178,1054,74.90,22.00,1.78,49,0.00,4.35,0.00,23,0.20,0.00,-10.45,3.47,0.00,0.0
1960555,14.47,13.44,178,1045,74.90,22.00,1.75,50,0.00,4.21,0.00,23,0.20,0.00,-10.45,3.47,0.00,0.0
1960628,14.24,13.44,178,1024,74.90,22.00,1.74,50,0.00,4.35,0.00,21,0.20,0.00,-10.45,3.45,0.00,0.0
1960698,14.36,13.44,178,1020,74.90,22.00,1.71,50,0.00,4.35,0.00,21,0.21,0.00,-10.45,3.52,0.00,0.0
1960769,14.36,13.36,178,1001,74.90,22.00,1.70,50,0.00,4.35,0.00,21,0.21,0.00,-10.45,3.58,0.00,0.0
1960839,14.24,13.44,178,995,74.90,22.00,1.91,50,0.00,4.35,0.00,21,0.24,0.00,-10.45,3.83,0.00,0.0
1960910,14.36,13.44,178,992,74.90,22.00,1.69,50,0.00,4.50,0.00,21,0.24,0.00,-10.30,3.88,0.00,0.0
1960980,14.36,13.44,178,986,74.90,22.00,1.68,50,0.00,4.50,0.00,21,0.22,0.00,-10.30,3.75,0.00,0.0
1961051,14.47,13.44,178,995,74.90,22.00,1.70,49,0.00,4.50,0.00,21,0.22,0.00,-10.30,3.58,0.00,0.0
1961121,14.36,13.44,178,995,74.90,22.00,1.69,49,0.00,4.50,0.00,21,0.21,0.00,-10.30,3.52,0.00,0.0
1961193,14.36,13.44,178,990,74.90,22.00,1.70,49,0.00,4.50,0.00,21,0.21,0.00,-10.30,3.45,0.00,0.0
1961263,14.01,13.44,178,994,74.90,21.50,1.68,49,0.00,4.50,0.00,21,0.21,0.00,-10.30,3.36,0.00,0.0
1961334,14.13,13.44,178,982,74.90,22.00,1.67,49,0.00,4.50,0.00,21,0.21,0.00,-10.30,3.38,0.00,0.0
1961406,13.90,13.44,178,976,74.90,22.00,1.63,49,0.00,4.50,0.00,21,0.21,0.00,-10.30,3.42,0.00,0.0
1961477,13.78,13.44,178,956,74.90,22.00,1.63,49,0.00,4.50,0.00,21,0.22,0.00,-10.30,3.47,0.00,0.0
1961547,14.01,13.36,178,955,74.90,22.00,1.61,49,0.00,4.50,0.00,19,0.23,0.00,-10.30,3.56,0.00,0.0
1961617,14.01,13.44,178,944,74.90,22.00,1.61,49,0.00,4.64,0.00,19,0.23,0.00,-10.16,3.58,0.00,0.0
1961688,14.24,13.36,178,943,74.90,22.00,1.60,49,0.00,4.64,0.00,19,0.23,0.00,-10.16,3.58,0.00,0.0
1961757,14.36,13.44,178,952,74.90,22.00,1.63,49,0.00,4.64,0.00,19,0.22,0.00,-10.16,3.56,0.00,0.0
1961830,14.24,13.44,178,956,74.90,20.00,1.63,49,0.00,4.64,0.00,19,0.22,0.00,-10.16,3.47,0.00,0.0
1961899,14.47,13.44,178,958,74.90,20.00,1.63,49,0.00,4.64,0.00,19,0.21,0.00,-10.16,3.42,0.00,0.0
1961970,14.13,13.44,178,946,74.90,20.50,1.61,49,0.00,4.64,0.00,19,0.21,0.00,-10.16,3.36,0.00,0.0
1962040,14.36,13.44,178,947,74.90,20.00,1.60,49,0.00,4.64,0.00,17,0.22,0.00,-10.16,3.38,0.00,0.0
1962112,14.01,13.44,178,940,74.90,20.00,1.61,49,0.00,4.64,0.00,17,0.22,0.00,-10.16,3.40,0.00,0.0
1962183,14.24,13.44,178,940,74.90,20.00,1.59,49,0.00,4.64,0.00,17,0.22,0.00,-10.16,3.45,0.00,0.0
1962254,13.90,13.44,178,931,74.90,20.00,1.59,49,0.00,4.79,0.00,17,0.23,0.00,-10.16,3.56,0.00,0.0
1962324,14.24,13.44,178,929,74.90,20.00,1.58,49,0.00,4.79,0.00,17,0.24,0.00,-10.01,3.63,0.00,0.0
1962394,14.36,13.44,178,926,74.90,20.00,1.79,49,0.00,4.79,0.00,17,0.24,0.00,-10.01,3.80,0.00,0.0
1962465,14.24,13.44,178,935,74.90,19.00,1.79,49,0.00,4.93,0.00,16,0.25,0.00,-9.87,3.85,0.00,0.0
1962536,14.47,13.44,178,933,74.90,18.50,1.81,49,0.00,4.93,0.00,16,0.24,0.00,-9.87,3.83,0.00,0.0
1962606,14.36,13.44,178,944,74.90,16.50,1.61,49,0.00,4.93,0.00,16,0.23,0.00,-9.87,3.70,0.00,0.0
1962677,14.59,13.44,178,950,74.90,16.00,1.62,49,0.00,4.93,0.00,16,0.23,0.00,-9.87,3.63,0.00,0.0
1962748,14.36,13.44,178,951,74.90,15.50,1.62,49,0.00,4.93,0.00,16,0.23,0.00,-9.87,3.60,0.00,0.0
1962819,14.59,13.44,178,947,74.90,16.00,1.62,49,0.00,4.93,0.00,16,0.23,0.00,-9.87,3.58,0.00,0.0
1962889,14.36,13.44,178,934,74.90,17.00,1.59,49,0.00,4.93,0.00,16,0.24,0.00,-9.87,3.60,0.00,0.0
1962960,14.59,13.44,178,932,74.90,17.00,1.56,49,0.00,4.93,0.00,14,0.25,0.00,-9.87,3.67,0.00,0.0
1963031,14.36,13.44,178,917,74.90,18.50,1.77,49,0.00,5.08,0.00,14,0.26,0.00,-9.87,3.93,0.00,0.0
1963102,14.59,13.44,178,924,74.90,17.50,1.78,49,0.00,5.08,0.00,14,0.26,0.00,-9.72,4.00,0.00,0.0
1963172,14.36,13.44,178,928,74.90,16.50,1.80,49,0.00,5.08,0.00,14,0.26,0.00,-9.72,4.03,0.00,0.0
1963242,14.59,13.44,178,938,74.90,15.50,1.82,49,0.00,5.08,0.00,14,0.25,0.00,-9.72,3.93,0.00,0.0
1963314,14.70,13.44,178,946,74.90,14.50,1.82,49,0.00,5.08,0.00,14,0.25,0.00,-9.72,3.91,0.00,0.0
1963384,14.59,13.44,178,950,74.90,14.00,1.64,49,0.00,5.08,0.00,14,0.24,0.00,-9.72,3.83,0.00,0.0
1963456,14.81,13.44,178,960,74.90,13.00,1.62,49,0.00,5.08,0.00,13,0.23,0.00,-9.72,3.67,0.00,0.0
1963526,14.70,13.44,178,939,74.90,15.50,1.60,49,0.00,5.08,0.00,13,0.24,0.00,-9.72,3.65,0.00,0.0
1963597,14.81,13.44,178,932,74.90,16.00,1.79,49,0.00,5.08,0.00,13,0.25,0.00,-9.72,3.80,0.00,0.0
1963667,14.70,13.44,178,932,74.90,15.50,1.79,49,0.00,5.08,0.00,13,0.26,0.00,-9.72,3.96,0.00,0.0
1963739,14.81,13.44,178,924,74.90,16.50,1.77,49,0.00,5.08,0.00,13,0.26,0.00,-9.72,4.03,0.00,0.0
1963809,14.70,13.44,178,929,74.90,15.50,1.79,49,0.00,5.22,0.00,13,0.26,0.00,-9.72,4.06,0.00,0.0
1963880,14.81,13.44,178,931,74.90,15.50,1.79,49,0.00,5.22,0.00,12,0.27,0.00,-9.58,4.14,0.00,0.0
1963950,14.81,13.44,178,935,74.90,15.00,1.80,49,0.00,5.22,0.00,12,0.26,0.00,-9.58,4.09,0.00,0.0
1964021,14.93,13.44,178,936,74.90,14.50,1.82,49,0.00,5.22,0.00,12,0.26,0.00,-9.58,4.03,0.00,0.0
1964091,14.81,13.44,178,948,74.90,13.00,1.81,49,0.00,5.22,0.00,12,0.26,0.00,-9.58,4.03,0.00,0.0
1964164,14.70,13.52,178,943,74.90,14.00,1.83,49,0.00,5.22,0.00,12,0.25,0.00,-9.58,4.03,0.00,0.0
1964233,14.47,13.44,178,952,74.90,13.00,1.86,49,0.00,5.22,0.00,12,0.25,0.00,-9.58,3.98,0.00,0.0
1964304,14.70,13.52,178,969,74.90,12.50,1.88,49,0.00,5.22,0.00,12,0.25,0.00,-9.58,4.00,0.00,0.0
1964374,14.47,13.44,178,956,74.90,13.00,1.84,49,0.00,5.22,0.00,12,0.25,0.00,-9.58,3.93,0.00,0.0
1964445,14.70,13.52,178,967,74.90,11.50,1.86,49,0.00,5.22,0.00,12,0.25,0.00,-9.58,3.93,0.00,0.0
1964516,14.59,13.44,178,966,74.90,12.00,1.85,49,0.00,5.22,0.00,12,0.25,0.00,-9.58,3.98,0.00,0.0
1964587,14.70,13.52,178,972,74.90,11.50,1.87,49,0.00,5.08,0.00,12,0.25,0.00,-9.72,3.98,0.00,0.0
1964657,14.70,13.44,178,963,74.90,13.00,1.86,49,0.00,5.08,0.00,12,0.25,0.00,-9.72,3.98,0.00,0.0
1964728,14.93,13.52,178,966,74.90,12.50,1.97,49,0.00,5.08,0.00,12,0.25,0.00,-9.72,4.03,0.00,0.0
1964798,14.81,13.44,178,960,74.90,13.00,1.85,49,0.00,5.22,0.00,12,0.26,0.00,-9.72,4.14,0.00,0.0
1964870,15.04,13.52,178,962,74.90,13.00,1.86,49,0.00,5.22,0.39,12,0.28,0.00,-9.58,4.53,0.00,0.0
1964941,15.04,13.52,178,968,74.90,13.00,2.08,49,0.00,5.37,0.39,12,0.29,0.00,-9.58,4.69,0.00,0.0
1965012,15.27,13.44,178,973,74.90,12.00,2.13,49,0.00,5.37,0.78,12,0.29,0.00,-9.43,4.85,0.00,0.0
1965081,15.16,13.52,178,999,74.90,9.50,2.18,49,0.00,5.37,1.18,12,0.29,0.00,-9.43,4.97,0.00,0.0
1965152,15.04,13.44,178,1021,74.90,7.00,2.25,49,0.00,5.37,1.18,12,0.28,0.00,-9.43,5.00,0.00,0.0
1965223,14.81,13.52,178,1054,74.90,14.00,2.14,49,0.00,5.37,1.57,12,0.27,0.00,-9.43,5.10,0.00,0.0
1965294,14.81,13.52,180,1174,74.90,16.00,2.26,49,0.00,5.37,1.96,12,0.28,0.00,-9.43,5.29,0.00,0.0
1965365,14.59,13.52,180,1198,74.90,17.00,2.30,49,0.00,5.37,1.96,12,0.29,0.00,-9.43,5.65,0.00,0.0
1965436,14.47,13.52,180,1173,74.90,17.50,2.50,49,0.00,5.51,2.35,12,0.30,0.00,-9.29,5.77,0.00,0.0
1965507,14.59,13.52,180,1164,74.90,18.50,2.48,49,0.00,5.51,2.35,12,0.31,0.00,-9.29,5.90,0.00,0.0
1965577,14.70,13.52,180,1154,74.90,19.50,2.48,49,0.00,5.66,3.92,12,0.35,0.00,-9.14,6.04,0.00,0.0
1965648,14.81,13.52,180,1161,74.90,21.00,3.00,49,0.00,6.09,3.92,12,0.40,0.00,-9.14,6.81,0.00,0.0
1965718,15.04,13.52,180,1172,74.90,21.00,3.46,49,0.00,6.24,4.31,12,0.43,0.00,-8.71,8.36,0.00,0.0
1965790,14.81,13.52,180,1159,74.90,21.00,3.69,49,0.00,6.67,5.10,11,0.47,0.00,-8.56,9.13,0.00,0.0
1965859,14.70,13.52,180,1154,74.90,20.50,3.97,49,0.00,6.96,5.49,11,0.51,0.00,-8.13,9.70,0.00,0.0
1965930,12.75,13.44,180,1162,74.90,20.50,3.74,49,0.00,7.40,5.88,11,0.53,0.00,-7.40,10.38,0.00,0.0
1966001,12.63,13.52,180,1169,74.90,20.00,3.75,49,0.00,7.69,5.88,11,0.54,0.00,-7.11,10.49,0.00,0.0
1966072,12.17,13.52,180,1170,74.90,20.00,3.50,49,0.00,7.98,5.88,11,0.56,0.00,-6.82,10.74,0.00,0.0
1966142,11.94,13.52,180,1172,74.90,20.00,3.54,49,0.00,8.27,6.27,11,0.57,0.00,-6.53,11.09,0.00,0.0
1966212,12.29,13.44,180,1191,74.90,20.00,3.81,49,0.00,8.42,6.27,11,0.58,0.00,-6.38,11.25,0.00,0.0
1966284,13.09,13.52,180,1198,74.90,20.00,3.84,49,0.00,8.71,6.27,11,0.57,0.00,-6.09,11.45,0.00,0.0
1966354,13.55,13.52,180,1199,74.90,20.00,3.84,49,0.00,8.71,6.27,11,0.58,0.00,-6.09,11.56,0.00,0.0
1966426,14.47,13.52,180,1212,74.90,20.00,3.95,49,0.00,9.14,6.67,11,0.57,0.00,-5.80,11.51,0.00,0.0
1966495,14.81,13.52,180,1222,74.90,20.00,4.18,49,0.00,9.14,6.67,11,0.57,0.00,-5.66,11.66,0.00,0.0
1966566,14.81,13.52,180,1225,74.90,20.00,4.21,49,0.00,9.29,6.67,11,0.57,0.00,-5.66,11.77,0.00,0.0
1966637,14.93,13.52,180,1233,74.90,20.50,4.00,49,0.00,9.29,6.67,11,0.56,0.00,-5.51,11.66,0.00,0.0
1966707,14.81,13.52,180,1249,74.90,21.00,4.03,49,0.00,9.29,6.67,11,0.57,0.00,-5.51,11.88,0.00,0.0
1966778,14.81,13.52,180,1259,74.90,20.50,4.30,49,0.00,9.43,6.67,11,0.58,0.00,-5.51,11.99,0.00,0.0
1966850,15.50,13.52,180,1260,74.90,21.00,4.37,49,0.00,9.43,6.67,11,0.56,0.00,-5.37,12.04,0.00,0.0
1966920,15.50,13.52,180,1280,74.90,21.00,4.41,49,0.00,9.43,6.67,11,0.56,0.00,-5.37,12.10,0.00,0.0
1966990,15.50,13.52,180,1291,74.90,21.50,4.37,49,0.00,9.43,6.67,11,0.55,0.00,-5.37,11.99,0.00,0.0
1967061,15.85,13.52,180,1280,74.90,21.00,4.23,49,0.00,9.29,6.67,11,0.55,0.00,-5.51,11.99,0.00,0.0
1967131,15.62,13.52,180,1317,74.90,22.00,4.21,49,0.00,9.29,6.67,11,0.55,0.00,-5.51,12.10,0.00,0.0
1967202,15.50,13.52,180,1304,74.90,22.00,4.17,49,0.00,9.29,6.67,12,0.54,0.00,-5.51,12.10,0.00,0.0
1967274,15.85,13.44,180,1348,74.90,22.50,4.31,49,0.00,9.29,6.67,12,0.55,0.00,-5.51,12.15,0.00,0.0
1967344,15.85,13.44,180,1339,74.90,22.50,4.40,49,0.00,9.29,6.67,12,0.55,0.00,-5.51,12.26,0.00,0.0
1967415,15.50,13.52,180,1354,74.90,22.50,4.66,49,0.00,9.14,6.67,12,0.54,0.00,-5.51,12.42,0.00,0.0
1967485,15.62,13.52,180,1365,74.90,23.00,4.67,49,0.00,9.14,6.67,12,0.54,0.00,-5.66,12.31,0.00,0.0
1967557,15.73,13.44,180,1369,74.90,23.00,4.72,49,0.00,9.14,6.67,12,0.54,0.00,-5.66,12.53,0.00,0.0
1967627,15.50,13.44,180,1384,74.90,23.50,4.49,49,0.00,9.14,6.67,12,0.55,0.00,-5.66,12.96,0.00,0.0
1967697,15.39,13.44,180,1404,74.90,23.50,4.47,49,0.00,9.29,6.67,12,0.54,0.00,-5.51,12.70,0.00,0.0
1967769,15.50,13.52,180,1396,74.90,23.50,4.55,49,0.00,9.14,6.67,12,0.54,0.00,-5.66,12.85,0.00,0.0
1967839,15.39,13.44,180,1420,74.90,24.00,4.56,49,0.00,9.29,6.67,12,0.54,0.00,-5.51,12.90,0.00,0.0
1967909,15.50,13.52,180,1424,74.90,24.00,4.89,49,0.00,9.14,6.67,12,0.54,0.00,-5.66,13.07,0.00,0.0
1967981,15.39,13.44,180,1444,74.90,24.50,4.62,49,0.00,9.14,6.67,12,0.54,0.00,-5.66,12.96,0.00,0.0
1968050,15.39,13.52,180,1442,74.90,24.50,4.92,49,0.00,9.14,6.67,12,0.53,0.00,-5.66,13.07,0.00,0.0
1968121,15.62,13.44,180,1480,74.90,25.00,5.05,49,0.00,9.14,6.67,14,0.53,0.00,-5.66,13.07,0.00,0.0
1968193,15.50,13.52,180,1459,74.90,25.00,4.81,49,0.00,9.14,6.67,14,0.53,0.00,-5.66,13.19,0.00,0.0
1968264,15.27,13.36,180,1472,74.90,25.00,4.81,49,0.00,9.14,6.67,14,0.52,0.00,-5.66,12.90,0.00,0.0
1968334,15.16,13.52,180,1502,74.90,25.50,4.72,49,0.00,9.00,6.67,14,0.53,0.00,-5.66,12.96,0.00,0.0
1968405,15.27,13.44,180,1474,74.90,25.00,4.82,49,0.00,9.00,6.67,14,0.52,0.00,-5.80,13.01,0.00,0.0
1968475,15.39,13.52,180,1506,74.90,26.00,4.85,49,0.00,9.00,6.67,14,0.52,0.00,-5.80,13.24,0.00,0.0
1968546,15.39,13.52,180,1516,74.90,26.00,4.81,49,0.00,9.00,6.67,14,0.52,0.00,-5.80,13.07,0.00,0.0
1968618,15.16,13.44,180,1504,74.90,26.00,4.92,49,0.00,9.00,6.67,14,0.51,0.00,-5.80,13.07,0.00,0.0
1968688,15.16,13.52,180,1538,74.90,26.00,4.89,49,0.00,9.00,6.67,14,0.52,0.00,-5.80,13.12,0.00,0.0
1968759,15.16,13.52,180,1529,74.90,26.00,4.88,49,0.00,9.00,6.67,14,0.51,0.00,-5.80,13.01,0.00,0.0
1968830,15.27,13.44,180,1562,74.90,27.00,5.00,49,0.00,8.85,6.67,14,0.51,0.00,-5.95,13.19,0.00,0.0
1968901,15.27,13.52,180,1551,74.90,26.50,4.96,49,0.00,8.85,6.67,14,0.52,0.00,-5.95,13.31,0.00,0.0
1968971,15.16,13.52,180,1554,74.90,26.50,4.97,49,0.00,8.85,6.67,14,0.50,0.00,-5.95,13.18,0.00,0.0
1969041,15.04,13.44,180,1577,74.90,27.00,5.05,49,0.00,8.85,6.67,14,0.50,0.00,-5.95,13.07,0.00,0.0
1969112,14.93,13.52,180,1567,74.90,27.00,5.03,49,0.00,8.71,6.67,15,0.50,0.00,-5.95,13.19,0.00,0.0
1969182,15.04,13.44,180,1571,74.90,27.00,5.08,49,0.00,8.71,6.67,15,0.50,0.00,-6.09,13.13,0.00,0.0
1969253,15.04,13.52,180,1589,74.90,27.00,5.09,49,0.00,8.71,6.67,15,0.50,0.00,-6.09,13.19,0.00,0.0
1969324,15.27,13.52,180,1591,74.90,27.00,5.15,49,0.00,8.56,6.67,15,0.49,0.00,-6.09,13.12,0.00,0.0
1969396,15.16,13.44,180,1609,74.90,27.50,5.17,49,0.00,8.56,6.67,15,0.48,0.00,-6.24,13.19,0.00,0.0
1969466,15.04,13.44,180,1614,74.90,27.50,5.13,49,0.00,8.56,6.67,15,0.49,0.00,-6.24,13.31,0.00,0.0
1969537,14.93,13.36,180,1602,74.90,27.50,5.19,49,0.00,8.56,6.67,15,0.49,0.00,-6.24,13.19,0.00,0.0
1969609,14.93,13.36,180,1622,74.90,28.00,5.25,49,0.00,8.42,6.67,15,0.49,0.00,-6.38,13.19,0.00,0.0
1969679,15.16,13.36,180,1641,74.90,28.00,5.16,48,0.00,8.42,6.67,15,0.49,0.00,-6.38,13.24,0.00,0.0
1969749,15.04,13.36,180,1642,74.90,28.00,5.26,48,0.00,8.42,6.67,15,0.48,0.00,-6.38,13.36,0.00,0.0
1969821,14.93,13.44,180,1645,74.90,28.00,5.26,48,0.00,8.27,6.67,15,0.49,0.00,-6.53,13.31,0.00,0.0
1969892,14.93,13.36,180,1646,74.90,28.00,5.27,48,0.00,8.27,6.67,15,0.48,0.00,-6.53,13.07,0.00,0.0
1969962,14.81,13.36,180,1670,74.90,28.50,5.35,48,0.00,8.27,6.67,15,0.48,0.00,-6.53,13.31,0.00,0.0
1970033,14.81,13.36,180,1673,74.90,28.50,5.52,48,0.00,8.27,6.67,15,0.48,0.00,-6.53,13.43,0.00,0.0
1970104,14.81,13.44,180,1660,74.90,28.00,5.38,48,0.00,8.13,6.67,15,0.47,0.00,-6.53,13.31,0.00,0.0
1970175,14.70,13.36,180,1681,74.90,28.50,5.36,48,0.00,8.13,6.67,15,0.48,0.00,-6.67,13.36,0.00,0.0
1970245,14.70,13.28,180,1676,74.90,28.50,5.42,48,0.00,8.13,6.67,15,0.47,0.00,-6.67,13.36,0.00,0.0
1970315,14.70,13.28,180,1692,74.90,28.50,5.47,48,0.00,7.98,6.67,15,0.47,0.00,-6.67,13.48,0.00,0.0
1970387,14.70,13.28,180,1710,74.90,28.50,5.44,48,0.00,7.98,6.67,15,0.47,0.00,-6.82,13.36,0.00,0.0
1970457,14.81,13.28,180,1700,74.90,28.50,5.08,48,0.00,7.98,6.67,15,0.47,0.00,-6.82,13.31,0.00,0.0
1970529,14.81,13.28,180,1700,74.90,28.50,5.11,48,0.00,7.98,6.67,16,0.46,0.00,-6.82,13.43,0.00,0.0
1970600,14.81,13.36,180,1706,74.90,28.50,5.46,48,0.00,7.98,6.67,16,0.47,0.00,-6.82,13.36,0.00,0.0
1970670,14.81,13.28,180,1721,74.90,28.50,5.14,48,0.00,7.84,6.67,16,0.47,0.00,-6.96,13.36,0.00,0.0
1970740,14.81,13.36,180,1736,74.90,29.00,5.19,48,0.00,7.84,6.67,16,0.47,0.00,-6.96,13.36,0.00,0.0
1970811,14.81,13.28,180,1734,74.90,28.50,5.18,48,0.00,7.84,6.67,16,0.47,0.00,-6.96,13.43,0.00,0.0
1970883,14.70,13.36,180,1749,74.90,29.00,5.24,48,0.00,7.69,6.67,16,0.45,0.00,-6.96,13.43,0.00,0.0
1970953,14.81,13.36,180,1754,74.90,29.00,5.23,48,0.00,7.69,6.67,16,0.46,0.00,-7.11,13.19,0.00,0.0
1971023,14.70,13.36,180,1751,74.90,29.00,5.25,48,0.00,7.69,6.67,16,0.45,0.00,-7.11,13.36,0.00,0.0
1971095,14.59,13.36,180,1758,74.90,29.00,5.25,48,0.00,7.69,6.67,16,0.45,0.00,-7.11,13.31,0.00,0.0
1971167,14.70,13.28,180,1759,74.90,29.00,5.25,48,0.00,7.69,6.67,16,0.46,0.00,-7.11,13.43,0.00,0.0
1971236,14.70,13.36,180,1759,74.90,29.00,5.30,48,0.00,7.69,6.67,16,0.45,0.00,-7.11,13.48,0.00,0.0
1971307,14.81,13.36,180,1773,74.90,29.50,5.30,48,0.00,7.69,6.67,16,0.45,0.00,-7.11,13.54,0.00,0.0
1971378,14.70,13.36,180,1776,74.90,29.50,5.31,48,0.00,7.55,6.67,16,0.45,0.00,-7.25,13.48,0.00,0.0
1971448,14.70,13.28,180,1776,74.90,29.50,5.33,48,0.00,7.55,6.67,17,0.45,0.00,-7.25,13.67,0.00,0.0
1971520,14.59,13.36,180,1789,74.90,29.50,5.34,48,0.00,7.55,6.67,17,0.45,0.00,-7.25,13.42,0.00,0.0
1971589,14.59,13.28,180,1792,74.90,29.50,5.35,48,0.00,7.55,6.67,17,0.45,0.00,-7.25,13.36,0.00,0.0
1971660,14.47,13.28,180,1804,74.90,29.50,5.39,48,0.00,7.55,6.67,17,0.44,0.00,-7.25,13.36,0.00,0.0
1971731,14.47,13.28,180,1806,74.90,29.50,5.40,48,0.00,7.40,6.67,17,0.45,0.00,-7.25,13.60,0.00,0.0
1971802,14.47,13.36,180,1809,74.90,29.50,5.43,48,0.00,7.40,6.67,17,0.45,0.00,-7.40,13.43,0.00,0.0
1971872,14.47,13.28,180,1818,74.90,29.50,5.05,48,0.00,7.40,6.67,17,0.44,0.00,-7.40,13.31,0.00,0.0
1971943,14.47,13.36,180,1820,74.90,29.50,5.44,48,0.00,7.40,6.67,17,0.44,0.00,-7.40,13.48,0.00,0.0
1972014,14.47,13.36,180,1822,74.90,29.50,5.07,48,0.00,7.40,6.67,17,0.44,0.00,-7.40,13.36,0.00,0.0
1972084,14.59,13.28,180,1827,74.90,29.50,5.10,48,0.00,7.40,6.67,17,0.44,0.00,-7.40,13.24,0.00,0.0
1972156,14.59,13.36,180,1838,74.90,29.50,5.08,48,0.00,7.40,6.67,17,0.44,0.00,-7.40,13.36,0.00,0.0
1972226,14.47,13.28,180,1833,74.90,29.50,5.11,48,0.00,7.40,6.67,17,0.44,0.00,-7.40,13.36,0.00,0.0
1972296,14.59,13.36,180,1841,74.90,30.00,5.13,48,0.00,7.40,6.67,17,0.43,0.00,-7.40,13.31,0.00,0.0
1972368,14.59,13.36,180,1849,74.90,30.00,5.13,48,0.00,7.40,6.67,17,0.44,0.00,-7.40,13.31,0.00,0.0
1972438,14.59,13.36,180,1852,74.90,30.00,5.14,48,0.00,7.40,6.67,17,0.43,0.00,-7.40,13.43,0.00,0.0
1972509,14.70,13.36,180,1865,74.90,30.00,5.17,48,0.00,7.40,6.67,17,0.43,0.00,-7.40,13.36,0.00,0.0
1972579,14.81,13.36,180,1864,74.90,30.00,5.17,48,0.00,7.40,6.67,17,0.43,0.00,-7.40,13.48,0.00,0.0
1972650,14.70,13.36,180,1864,74.90,30.00,5.18,48,0.00,7.25,6.67,17,0.43,0.00,-7.55,13.54,0.00,0.0
1972721,14.70,13.36,180,1869,74.90,30.00,5.18,48,0.00,7.25,6.67,17,0.43,0.00,-7.55,13.48,0.00,0.0
1972792,14.59,13.36,180,1868,74.90,30.00,5.21,48,0.00,7.25,6.67,17,0.43,0.00,-7.55,13.43,0.00,0.0
1972862,14.59,13.36,180,1877,74.90,30.50,5.22,47,0.00,7.25,6.67,18,0.42,0.00,-7.55,13.48,0.00,0.0
1972934,14.59,13.36,180,1884,74.90,30.50,5.21,47,0.00,7.25,6.67,18,0.43,0.00,-7.55,13.36,0.00,0.0
1973006,14.70,13.36,180,1880,74.90,30.50,5.24,47,0.00,7.25,6.67,18,0.43,0.00,-7.55,13.43,0.00,0.0
1973075,14.81,13.36,180,1888,74.90,30.50,5.26,47,0.00,7.25,6.67,18,0.42,0.00,-7.55,13.36,0.00,0.0
1973145,14.70,13.36,180,1895,74.90,30.50,5.24,47,0.00,7.25,6.67,18,0.42,0.00,-7.55,13.48,0.00,0.0
1973215,14.81,13.36,180,1889,74.90,30.50,5.29,47,0.00,7.25,6.67,18,0.42,0.00,-7.55,13.36,0.00,0.0
1973287,14.70,13.36,180,1914,74.90,30.50,5.31,47,0.00,7.25,6.67,18,0.42,0.00,-7.55,13.36,0.00,0.0
1973358,14.70,13.36,180,1912,74.90,30.50,5.30,47,0.00,7.25,6.67,18,0.42,0.00,-7.55,13.31,0.00,0.0
1973428,14.70,13.36,180,1918,74.90,30.50,5.32,47,0.00,7.25,6.67,18,0.42,0.00,-7.55,13.48,0.00,0.0
1973499,14.70,13.36,180,1924,74.90,30.50,5.34,47,0.00,7.25,6.67,18,0.42,0.00,-7.55,13.36,0.00,0.0
1973570,14.70,13.36,180,1918,74.90,30.50,5.16,47,0.00,7.25,6.67,18,0.41,0.00,-7.55,13.60,0.00,0.0
