Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),MAF/SD Blend Percentage (%)
475056,14.81,13.12,181,946,74.90,13.00,2.22,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.10,0.00,0.0
475128,14.81,13.04,181,944,74.90,13.00,2.23,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
475197,14.93,13.12,181,952,74.90,12.50,2.23,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
475269,14.81,13.12,181,950,74.90,13.00,2.23,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
475339,14.70,12.96,181,951,74.90,12.50,2.21,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
475411,14.81,13.12,181,941,74.90,13.50,2.22,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
475481,14.81,12.96,181,946,74.90,13.00,2.22,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
475552,14.93,13.12,181,946,74.90,13.00,2.23,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
475622,14.81,12.96,181,947,74.90,13.00,2.22,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.04,0.00,0.0
475692,14.81,13.04,181,940,74.90,14.00,2.21,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.04,0.00,0.0
475764,14.81,12.96,181,946,74.90,13.00,2.22,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.00,0.00,0.0
475834,14.81,13.04,181,940,74.90,14.00,2.21,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
475906,14.81,12.96,181,951,74.90,13.00,2.21,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.04,0.00,0.0
475976,14.93,13.12,181,942,74.90,14.00,2.22,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.10,0.00,0.0
476047,14.81,12.96,181,944,74.90,13.50,2.21,46,0.00,6.24,0.00,0,0.33,0.00,-8.56,5.10,0.00,0.0
476117,14.93,13.04,181,940,74.90,14.00,2.22,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
476189,14.81,13.04,181,944,74.90,14.00,2.20,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
476259,14.81,13.04,181,937,74.90,14.50,2.21,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
476329,14.93,13.12,181,942,74.90,14.00,2.21,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
476400,14.81,13.04,183,940,74.90,14.00,2.22,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.04,0.00,0.0
476471,14.81,13.12,183,948,74.90,13.00,2.20,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
476541,14.81,13.04,183,946,74.90,13.50,2.22,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
476613,14.70,13.04,183,942,74.90,14.00,2.21,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
476682,14.81,13.04,183,942,74.90,14.00,2.21,46,0.00,6.24,0.00,0,0.33,0.00,-8.56,5.07,0.00,0.0
476753,14.81,13.04,183,946,74.90,13.50,2.23,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.10,0.00,0.0
476824,14.93,13.04,183,951,74.90,13.00,2.22,46,0.00,6.24,0.00,0,0.33,0.00,-8.56,5.10,0.00,0.0
476896,14.81,13.12,183,948,74.90,13.00,2.23,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
476966,14.93,13.04,183,952,74.90,13.00,2.24,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
477038,14.81,13.12,183,954,74.90,13.00,2.24,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
477108,14.93,13.04,183,954,74.90,13.00,2.24,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
477178,14.81,13.04,183,954,74.90,13.00,2.25,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
477249,14.81,13.04,183,957,74.90,12.50,2.24,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
477319,14.93,13.04,183,952,74.90,13.00,2.24,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.10,0.00,0.0
477390,14.81,13.04,183,957,74.90,12.50,2.25,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.13,0.00,0.0
477461,14.93,13.04,183,958,74.90,13.00,2.25,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
477532,14.81,12.96,183,953,74.90,13.00,2.24,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
477603,14.93,13.04,183,947,74.90,14.00,2.22,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
477674,14.81,12.96,183,953,74.90,13.00,2.22,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.04,0.00,0.0
477744,14.81,13.04,183,945,74.90,14.00,2.23,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
477815,14.81,12.96,183,950,74.90,13.50,2.22,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.10,0.00,0.0
477885,14.81,12.96,183,946,74.90,14.00,2.24,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
477956,14.81,13.04,183,953,74.90,13.50,2.22,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
478027,14.81,12.96,183,946,74.90,14.00,2.24,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
478098,14.81,13.04,183,954,74.90,13.50,2.23,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
478169,14.81,12.96,183,952,74.90,13.50,2.25,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
478239,14.81,13.04,183,955,74.90,13.50,2.24,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
478310,14.93,12.96,183,960,74.90,13.00,2.25,46,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.04,0.00,0.0
478380,14.81,13.04,183,956,74.90,13.50,2.24,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
478452,14.93,12.96,183,964,74.90,12.50,2.26,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
478522,14.93,13.04,183,956,74.90,13.50,2.24,46,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
478593,15.04,12.96,183,954,74.90,13.50,2.22,46,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
478664,14.81,13.12,183,946,74.90,14.50,2.23,46,0.00,6.24,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
478734,14.93,12.96,183,952,74.90,14.00,2.24,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
478805,14.70,13.04,183,956,74.90,13.00,2.26,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
478875,14.93,13.12,183,964,74.90,12.50,2.24,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
478947,14.81,13.04,183,956,74.90,13.00,2.26,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
479018,14.59,13.04,183,962,74.90,13.00,2.23,46,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
479088,14.81,13.04,183,952,74.90,14.00,2.22,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
479159,14.70,13.04,183,952,74.90,14.00,2.23,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.10,0.00,0.0
479229,14.81,13.04,183,942,74.90,15.00,2.21,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
479299,14.81,13.04,183,946,74.90,14.00,2.22,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.10,0.00,0.0
479370,14.81,13.04,183,944,74.90,14.50,2.22,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
479442,14.70,13.04,183,952,74.90,13.50,2.23,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
479512,14.81,13.04,183,948,74.90,14.00,2.24,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
479583,14.70,13.04,183,954,74.90,13.50,2.23,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.04,0.00,0.0
479653,14.81,13.04,183,950,74.90,14.00,2.25,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
479723,14.70,13.04,183,958,74.90,13.00,2.23,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
479795,14.70,13.04,183,950,74.90,14.00,2.24,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.10,0.00,0.0
479867,14.70,13.04,183,954,74.90,13.50,2.24,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
479936,14.81,13.04,183,954,74.90,14.00,2.25,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
480007,14.70,13.04,183,959,74.90,13.00,2.24,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
480077,14.81,13.04,183,963,74.90,13.00,2.26,46,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.04,0.00,0.0
480149,14.81,13.04,183,960,74.90,13.00,2.25,46,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.04,0.00,0.0
480219,14.93,13.04,183,965,74.90,12.50,2.26,46,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
480289,14.81,13.04,183,958,74.90,13.50,2.11,46,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
480361,14.93,13.04,183,962,74.90,13.00,2.39,46,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
480433,14.81,13.04,183,956,74.90,14.00,2.26,46,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
480501,14.81,13.04,183,962,74.90,13.00,2.06,46,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.04,0.00,0.0
480573,14.81,12.96,183,965,74.90,13.00,2.24,46,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.00,0.00,0.0
480644,14.93,13.04,183,952,74.90,14.00,2.25,46,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
480715,14.81,13.04,183,958,74.90,13.50,2.21,46,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
480786,14.81,13.04,183,943,74.90,15.50,2.21,46,0.00,6.24,0.00,0,0.33,0.00,-8.56,5.10,0.00,0.0
480856,14.93,12.96,183,942,74.90,15.50,2.21,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.13,0.00,0.0
480927,14.81,13.04,183,949,74.90,14.00,2.23,47,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.13,0.00,0.0
480998,14.81,12.96,183,944,74.90,15.00,2.22,47,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
481068,14.70,13.04,183,955,74.90,13.50,2.24,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
481139,14.81,13.04,183,951,74.90,14.00,2.23,46,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
481209,14.70,13.04,183,955,74.90,13.50,2.22,47,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
481280,14.70,12.96,183,945,74.90,15.00,2.22,47,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
481352,14.70,13.04,183,946,74.90,14.50,2.25,47,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
481421,14.59,12.96,183,959,74.90,14.00,2.26,47,0.00,6.24,0.00,0,0.32,0.00,-8.56,5.07,0.00,0.0
481493,14.70,12.96,183,965,74.90,12.50,2.27,47,0.00,6.24,0.00,0,0.31,0.00,-8.56,5.07,0.00,0.0
481563,14.81,13.04,183,967,74.90,12.50,2.28,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
481635,14.70,12.96,183,971,74.90,12.00,2.27,47,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
481704,14.81,13.04,183,966,74.90,12.50,2.27,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
481775,14.81,12.96,183,966,74.90,13.00,2.25,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
481847,14.93,13.04,183,960,74.90,13.50,2.25,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
481916,14.93,12.96,183,958,74.90,13.50,2.25,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
481988,15.04,13.04,183,962,74.90,13.00,2.26,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
482059,14.81,12.96,183,960,74.90,13.50,2.25,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
482129,14.93,13.04,183,953,74.90,14.00,2.11,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
482201,14.70,12.96,183,964,74.90,13.00,2.25,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
482271,14.81,13.04,183,961,74.90,13.50,2.27,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
482342,14.81,13.04,183,966,74.90,13.00,2.25,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
482413,14.70,12.96,183,960,74.90,14.00,2.25,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
482484,14.81,13.04,183,960,74.90,14.00,2.23,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
482554,14.81,13.04,183,952,74.90,14.50,2.24,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
482625,14.81,13.04,183,955,74.90,14.00,2.23,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
482695,14.81,12.96,183,958,74.90,14.00,2.25,47,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.10,0.00,0.0
482767,14.70,13.04,183,970,74.90,13.00,2.07,47,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.04,0.00,0.0
482837,14.81,13.04,183,971,74.90,12.50,2.07,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
482907,14.59,13.04,183,965,74.90,13.00,2.26,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
482979,14.81,13.04,183,972,74.90,12.50,2.06,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
483049,14.70,13.04,183,968,74.90,13.00,2.27,47,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
483120,14.81,13.04,183,969,74.90,13.00,2.25,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
483191,14.70,13.04,183,961,74.90,14.00,2.27,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
483261,14.81,13.04,183,967,74.90,13.00,2.25,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
483332,14.81,13.04,183,958,74.90,14.00,2.24,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
483403,14.70,13.04,183,955,74.90,13.50,2.26,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
483474,14.81,13.04,183,964,74.90,13.50,2.25,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
483544,14.70,13.04,183,958,74.90,14.00,2.27,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
483615,14.70,13.04,183,959,74.90,14.00,2.25,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
483685,14.70,13.04,183,964,74.90,13.50,2.26,47,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
483756,14.70,13.04,183,955,74.90,14.50,2.24,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
483827,14.70,13.04,183,960,74.90,14.00,2.37,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.04,0.00,0.0
483898,14.70,13.04,183,948,74.90,15.50,2.24,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
483968,14.70,13.04,183,955,74.90,14.00,2.24,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,2.57,0.00,0.0
484038,14.70,13.04,183,955,74.90,15.00,2.25,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,7.66,0.00,0.0
484110,14.81,13.04,183,960,74.90,13.50,2.25,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
484180,14.81,12.96,183,957,74.90,14.00,2.26,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
484251,14.70,13.04,183,962,74.90,13.50,2.26,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
484321,14.81,12.96,183,962,74.90,13.50,2.26,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
484393,14.59,13.04,183,965,74.90,13.00,2.26,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
484462,14.81,12.96,183,962,74.90,13.50,2.26,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
484533,14.70,13.04,183,963,74.90,13.50,2.26,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
484605,14.81,12.96,183,964,74.90,13.00,2.26,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
484675,14.70,13.04,183,958,74.90,14.00,2.25,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
484746,14.81,12.96,183,948,74.90,14.00,2.24,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
484816,14.81,13.04,183,953,74.90,14.00,2.23,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
484887,14.81,12.96,183,950,74.90,14.50,2.25,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
484957,14.81,13.04,183,957,74.90,14.00,2.23,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,7.66,0.00,0.0
485028,14.81,13.04,183,949,74.90,14.50,2.25,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
485098,14.81,12.96,183,959,74.90,13.50,2.24,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
485169,14.70,13.04,183,954,74.90,14.00,2.26,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
485241,14.81,12.96,183,962,74.90,13.00,2.26,47,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
485310,14.70,13.04,183,962,74.90,13.50,2.06,47,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
485382,14.59,12.88,183,962,74.90,14.00,2.26,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
485452,14.81,13.04,183,968,74.90,13.00,2.27,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
485523,14.70,12.96,183,970,74.90,13.00,2.28,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
485594,14.81,13.04,183,972,74.90,13.00,2.28,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
485664,14.81,12.96,183,968,74.90,13.00,2.28,47,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
485736,15.04,13.04,183,973,74.90,12.50,2.28,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
485805,14.81,12.96,183,971,74.90,13.00,2.27,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
485877,14.93,12.96,183,969,74.90,13.00,2.26,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
485948,14.81,13.04,183,965,74.90,13.50,2.26,47,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
486018,14.81,12.96,183,962,74.90,13.00,2.27,47,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.04,0.00,0.0
486088,14.81,13.20,183,965,74.90,13.50,2.07,47,0.00,6.09,0.00,0,0.31,0.00,-8.71,4.97,0.00,0.0
486160,14.81,13.20,183,972,74.90,7.00,2.14,47,0.00,5.95,0.00,0,0.30,0.00,-8.85,4.72,0.00,0.0
486230,14.93,13.28,183,1020,74.90,7.00,2.18,47,0.00,5.80,0.00,0,0.29,0.00,-9.00,4.50,0.00,0.0
486302,14.93,13.20,183,1070,74.90,7.00,2.28,47,0.00,5.66,0.00,0,0.27,0.00,-9.14,3.98,0.00,0.0
486371,14.81,13.28,183,1076,74.90,6.00,2.07,47,0.00,5.37,0.00,0,0.26,0.00,-9.43,3.82,0.00,0.0
486443,14.93,13.28,183,1085,74.90,6.00,2.08,47,0.00,5.22,0.00,0,0.24,0.00,-9.58,3.72,0.00,0.0
486512,14.81,13.28,183,1070,74.90,6.00,2.01,47,0.00,5.08,0.00,0,0.22,0.00,-9.72,3.75,0.00,0.0
486583,14.70,13.28,183,1045,74.90,9.00,1.77,47,0.00,5.08,0.00,0,0.24,0.00,-9.72,3.93,0.00,0.0
486655,14.70,13.28,183,1035,74.90,10.50,2.10,47,0.00,5.08,0.00,0,0.27,0.00,-9.72,4.42,0.00,0.0
486725,14.70,13.28,183,986,74.90,16.00,2.09,47,0.00,5.22,0.00,0,0.28,0.00,-9.72,4.63,0.00,0.0
486796,14.70,13.28,183,979,74.90,16.50,2.22,47,0.00,5.22,0.00,0,0.28,0.00,-9.58,4.79,0.00,0.0
486867,15.39,13.28,183,1043,74.90,9.50,2.28,47,0.00,5.22,0.00,0,0.27,0.00,-9.58,4.50,0.00,0.0
486938,15.27,13.28,183,1068,74.90,7.00,2.06,47,0.00,5.08,0.00,0,0.26,0.00,-9.72,4.28,0.00,0.0
487008,15.73,13.28,183,1072,74.90,7.00,2.05,47,0.00,5.08,0.00,0,0.25,0.00,-9.72,4.09,0.00,0.0
487079,15.04,13.28,183,1066,74.90,8.00,2.06,47,0.00,4.93,0.00,0,0.23,0.00,-9.87,4.11,0.00,0.0
487150,14.93,13.28,183,1071,74.90,8.50,1.83,47,0.00,4.93,0.00,0,0.23,0.00,-9.87,4.14,0.00,0.0
487221,14.47,13.28,183,1072,74.90,9.00,1.83,47,0.00,4.93,0.00,0,0.24,0.00,-9.87,4.17,0.00,0.0
487291,14.13,13.28,183,1038,74.90,13.00,1.99,47,0.00,4.93,0.00,0,0.25,0.00,-9.87,4.17,0.00,0.0
487362,14.24,13.28,183,1042,74.90,12.50,2.00,47,0.00,4.93,0.00,0,0.26,0.00,-9.87,4.39,0.00,0.0
487433,14.24,13.20,183,1041,74.90,13.00,2.02,47,0.00,4.93,0.00,0,0.26,0.00,-9.87,4.53,0.00,0.0
487503,14.47,13.28,183,1054,74.90,11.50,1.82,47,0.00,4.93,0.00,0,0.24,0.00,-9.87,4.22,0.00,0.0
487574,14.70,13.20,183,1067,74.90,10.50,1.84,47,0.00,4.79,0.00,0,0.23,0.00,-9.87,3.91,0.00,0.0
487644,14.93,13.20,183,1076,74.90,10.50,1.82,47,0.00,4.79,0.00,0,0.23,0.00,-10.01,3.85,0.00,0.0
487715,15.27,13.28,183,1068,74.90,10.50,1.79,47,0.00,4.64,0.00,0,0.22,0.00,-10.01,3.88,0.00,0.0
487787,15.16,13.20,183,1049,74.90,13.00,1.79,47,0.00,4.64,0.00,0,0.24,0.00,-10.16,3.98,0.00,0.0
487856,14.81,13.28,183,1047,74.90,13.00,1.97,47,0.00,4.79,0.00,0,0.25,0.00,-10.01,4.20,0.00,0.0
487928,14.93,13.20,183,1024,74.90,15.50,1.98,47,0.00,4.79,0.00,0,0.25,0.00,-10.01,4.39,0.00,0.0
487998,14.81,13.28,183,1044,74.90,13.00,2.00,47,0.00,4.79,0.00,0,0.24,0.00,-10.01,4.33,0.00,0.0
488068,14.93,13.20,183,1055,74.90,13.00,2.03,47,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.95,0.00,0.0
488140,15.04,13.28,183,1064,74.90,11.50,1.82,47,0.00,4.64,0.00,0,0.22,0.00,-10.16,3.85,0.00,0.0
488211,14.93,13.20,183,1051,74.90,13.00,1.79,47,0.00,4.64,0.00,0,0.22,0.00,-10.16,3.80,0.00,0.0
488282,15.04,13.28,183,1048,74.90,13.00,1.85,47,0.00,4.50,0.00,0,0.22,0.00,-10.16,3.78,0.00,0.0
488352,14.81,13.20,183,1018,74.90,16.50,1.71,47,0.00,4.64,0.00,0,0.23,0.00,-10.30,3.83,0.00,0.0
488422,14.81,13.28,183,1004,74.90,17.50,1.94,47,0.00,4.64,0.00,0,0.24,0.00,-10.16,4.00,0.00,0.0
488494,14.59,13.20,183,1013,74.90,16.50,1.94,47,0.00,4.64,0.00,0,0.24,0.00,-10.16,4.03,0.00,0.0
488564,14.70,13.20,183,1008,74.90,17.00,1.73,47,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.91,0.00,0.0
488635,14.81,13.28,183,1016,74.90,15.50,1.75,47,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.80,0.00,0.0
488707,15.04,13.20,183,1023,74.90,15.00,1.75,47,0.00,4.64,0.00,0,0.22,0.00,-10.16,3.73,0.00,0.0
488777,15.04,13.28,183,1026,74.90,14.50,1.73,47,0.00,4.50,0.00,0,0.22,0.00,-10.30,3.73,0.00,0.0
488847,15.16,13.20,183,1012,74.90,15.50,1.73,47,0.00,4.50,0.00,0,0.22,0.00,-10.30,3.70,0.00,0.0
488918,14.81,13.28,183,1001,74.90,16.50,1.71,47,0.00,4.50,0.00,0,0.22,0.00,-10.30,3.73,0.00,0.0
488988,14.93,13.20,183,994,74.90,17.00,1.70,47,0.00,4.50,0.00,0,0.23,0.00,-10.30,3.78,0.00,0.0
489059,14.70,13.28,183,1001,74.90,16.50,1.71,47,0.00,4.64,0.00,0,0.24,0.00,-10.16,3.85,0.00,0.0
489131,14.81,13.28,183,992,74.90,17.00,1.90,47,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.91,0.00,0.0
489201,14.70,13.28,183,1000,74.90,16.00,1.69,47,0.00,4.64,0.00,0,0.23,0.00,-10.16,3.83,0.00,0.0
