Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Engine Load*  (g/rev)
116813,14.81,13.68,183,1200,74.90,21.00,2.56,47,0.00,5.37,1.57,6,-9.29,5.80,0.00,0.29
116878,14.70,13.68,183,1204,74.90,21.00,2.57,47,0.00,5.37,1.57,7,-9.29,5.83,0.00,0.29
116941,14.81,13.68,183,1194,74.90,21.00,2.57,47,0.00,5.51,1.57,7,-9.14,5.83,0.00,0.30
117005,14.81,13.84,183,1192,74.90,21.00,2.55,47,0.00,5.51,1.57,7,-9.14,5.96,0.00,0.29
117069,14.81,13.68,183,1200,74.90,21.00,2.54,47,0.00,5.51,1.57,7,-9.14,5.90,0.00,0.30
117133,14.70,13.68,183,1202,74.90,21.00,2.56,47,0.00,5.51,1.57,7,-9.14,5.90,0.00,0.30
117196,14.81,13.68,183,1197,74.90,21.00,2.56,47,0.00,5.51,1.57,7,-9.14,5.94,0.00,0.30
117261,14.70,13.68,183,1218,74.90,21.00,2.55,47,0.00,5.51,1.96,7,-9.14,6.00,0.00,0.30
117324,14.70,13.76,183,1219,74.90,21.00,2.60,47,0.00,5.51,1.96,6,-9.14,6.11,0.00,0.31
117389,14.81,13.76,183,1212,74.90,21.00,2.60,47,0.00,5.66,1.96,6,-9.00,6.22,0.00,0.32
117451,14.70,13.68,183,1223,74.90,21.00,2.58,47,0.00,5.66,1.96,6,-9.00,6.40,0.00,0.32
117516,14.70,13.68,183,1225,74.90,21.00,2.61,47,0.00,5.80,3.14,6,-8.85,6.48,0.00,0.33
117580,14.81,13.68,183,1221,74.90,21.00,2.87,47,0.00,5.95,3.14,6,-8.71,6.73,0.00,0.36
117644,14.81,13.76,183,1244,74.90,21.50,3.13,47,0.00,6.09,3.14,6,-8.56,7.33,0.00,0.36
117707,14.70,13.68,183,1254,74.90,22.00,2.92,47,0.00,6.24,3.14,6,-8.42,7.46,0.00,0.36
117772,14.47,13.76,183,1236,74.90,22.00,2.94,47,0.00,6.24,3.14,7,-8.42,7.62,0.00,0.37
117835,14.47,13.68,183,1228,74.90,21.50,3.17,47,0.00,6.38,3.14,7,-8.42,7.70,0.00,0.35
117899,14.01,13.68,183,1225,74.90,21.00,3.14,47,0.00,6.38,3.14,7,-8.27,7.74,0.00,0.38
117964,14.01,13.60,183,1237,74.90,21.00,2.87,47,0.00,6.53,3.14,7,-8.27,7.74,0.00,0.38
118027,14.36,13.68,183,1274,74.90,21.50,2.90,47,0.00,6.53,3.14,7,-8.13,7.82,0.00,0.40
118091,14.36,13.68,183,1274,74.90,22.50,2.99,47,0.00,6.53,3.53,7,-8.13,7.90,0.00,0.38
118155,14.36,13.68,183,1275,74.90,22.50,2.99,47,0.00,6.53,3.53,7,-8.13,7.94,0.00,0.38
118219,14.47,13.60,183,1274,74.90,22.50,3.26,47,0.00,6.53,3.53,7,-8.13,8.03,0.00,0.38
118282,14.70,13.68,183,1270,74.90,22.50,3.25,47,0.00,6.53,3.53,6,-8.13,8.03,0.00,0.38
118346,14.81,13.68,183,1273,74.90,22.50,3.26,47,0.00,6.53,3.53,6,-8.13,8.06,0.00,0.38
118409,14.93,13.68,183,1310,74.90,23.00,3.35,47,0.00,6.53,3.53,6,-8.13,8.11,0.00,0.37
118474,15.04,13.68,183,1320,74.90,23.00,3.38,47,0.00,6.53,3.53,6,-8.13,8.14,0.00,0.37
118538,15.04,13.68,183,1318,74.90,23.00,3.38,47,0.00,6.53,3.53,6,-8.13,8.14,0.00,0.38
118602,14.93,13.60,183,1297,74.90,23.00,3.32,47,0.00,6.53,3.53,6,-8.13,8.23,0.00,0.38
118666,15.04,13.68,183,1294,74.90,22.50,3.31,47,0.00,6.53,3.53,6,-8.13,8.31,0.00,0.38
118729,15.16,13.68,183,1331,74.90,23.50,3.41,47,0.00,6.53,3.92,7,-8.13,8.27,0.00,0.37
118793,15.04,13.68,183,1355,74.90,23.50,3.47,47,0.00,6.53,3.92,7,-8.13,8.44,0.00,0.37
118857,15.04,13.68,183,1374,74.90,24.00,3.52,47,0.00,6.53,3.92,7,-8.13,8.47,0.00,0.37
118921,15.04,13.68,183,1354,74.90,23.50,3.47,47,0.00,6.53,3.92,7,-8.13,8.56,0.00,0.38
118984,14.93,13.60,183,1355,74.90,23.50,3.47,47,0.00,6.53,3.92,7,-8.13,8.60,0.00,0.38
119048,14.81,13.68,183,1367,74.90,24.00,3.50,47,0.00,6.53,3.92,7,-8.13,8.65,0.00,0.37
119113,14.81,13.60,183,1411,74.90,25.00,3.61,47,0.00,6.53,3.92,7,-8.13,8.78,0.00,0.34
119177,14.93,13.68,183,1414,74.90,25.00,3.62,47,0.00,6.53,4.31,7,-8.13,8.95,0.00,0.38
119240,14.81,13.68,183,1420,74.90,25.00,3.64,47,0.00,6.53,4.31,7,-8.13,8.95,0.00,0.38
119305,14.70,13.60,183,1408,74.90,25.00,3.60,47,0.00,6.53,4.31,7,-8.13,9.00,0.00,0.39
119368,14.70,13.60,183,1427,74.90,25.00,3.65,47,0.00,6.67,4.31,7,-7.98,9.09,0.00,0.38
119433,14.81,13.60,183,1465,74.90,26.00,3.75,47,0.00,6.67,5.10,7,-7.98,9.13,0.00,0.39
119497,14.81,13.68,183,1472,74.90,26.00,4.08,47,0.00,6.82,5.49,7,-7.84,9.31,0.00,0.42
119561,14.81,13.60,183,1483,74.90,26.00,4.11,47,0.00,6.96,5.49,7,-7.69,10.13,0.00,0.43
119624,14.70,13.68,183,1482,74.90,26.00,4.11,47,0.00,7.11,5.49,7,-7.55,10.49,0.00,0.43
119689,14.59,13.60,183,1497,74.90,26.50,4.11,47,0.00,7.25,5.49,7,-7.40,10.69,0.00,0.43
119752,14.13,13.68,183,1530,74.90,27.00,4.15,47,0.00,7.25,5.49,7,-7.40,10.74,0.00,0.43
119816,14.13,13.68,183,1531,74.90,27.00,4.24,47,0.00,7.40,5.88,7,-7.25,10.94,0.00,0.44
119879,14.47,13.68,183,1532,74.90,27.00,4.25,47,0.00,7.40,5.88,7,-7.25,11.09,0.00,0.44
119944,14.70,13.68,183,1552,74.90,27.50,4.25,47,0.00,7.40,5.88,7,-7.25,11.29,0.00,0.44
120006,15.04,13.68,183,1585,74.90,27.50,4.31,46,0.00,7.55,5.88,7,-7.11,11.40,0.00,0.47
120071,14.93,13.76,183,1602,74.90,28.50,4.40,46,0.00,7.40,5.88,7,-7.25,11.51,0.00,0.43
120135,15.04,13.68,183,1617,74.90,28.50,4.44,46,0.00,7.40,5.88,8,-7.25,11.51,0.00,0.43
120199,14.93,13.68,183,1634,74.90,28.50,4.49,46,0.00,7.40,5.88,8,-7.25,11.39,0.00,0.42
120263,15.04,13.68,183,1654,74.90,28.50,4.53,46,0.00,7.25,5.88,8,-7.25,11.51,0.00,0.42
120327,15.27,13.68,183,1660,74.90,29.00,4.59,46,0.00,7.25,5.88,8,-7.40,11.61,0.00,0.42
120391,15.27,13.68,183,1682,74.90,29.00,4.61,46,0.00,7.11,5.88,8,-7.40,11.61,0.00,0.41
120455,15.27,13.68,183,1707,74.90,29.00,4.67,46,0.00,7.11,5.88,8,-7.55,11.56,0.00,0.41
120519,15.16,13.68,183,1719,74.90,29.50,4.73,46,0.00,6.96,5.88,8,-7.55,11.51,0.00,0.40
120582,15.04,13.68,183,1738,74.90,29.50,4.40,46,0.00,6.82,5.88,8,-7.69,11.61,0.00,0.40
120647,15.04,13.68,183,1756,74.90,29.50,4.45,46,0.00,6.82,5.88,9,-7.84,11.51,0.00,0.39
120711,15.04,13.68,183,1756,74.90,30.00,4.50,46,0.00,6.82,5.88,9,-7.84,11.51,0.00,0.39
120773,14.93,13.68,183,1778,74.90,30.00,4.55,46,0.00,6.67,5.88,9,-7.98,11.51,0.00,0.39
120838,14.93,13.76,183,1793,74.90,30.50,4.59,46,0.00,6.53,5.88,9,-8.13,11.51,0.00,0.38
120903,14.93,13.68,183,1804,74.90,30.50,4.62,46,0.00,6.53,5.88,9,-8.13,11.40,0.00,0.38
120966,14.81,13.68,183,1816,74.90,30.50,4.65,46,0.00,6.53,5.88,9,-8.13,11.40,0.00,0.38
121029,14.81,13.68,183,1836,74.90,30.50,4.70,46,0.00,6.53,5.88,9,-8.13,11.56,0.00,0.37
121093,14.81,13.68,183,1859,74.90,31.00,4.76,46,0.00,6.38,5.88,9,-8.27,11.55,0.00,0.37
121157,14.81,13.68,183,1878,74.90,31.00,4.81,46,0.00,6.38,5.88,9,-8.27,11.61,0.00,0.37
121221,14.70,13.76,183,1891,74.90,31.50,4.84,46,0.00,6.38,5.88,9,-8.27,11.61,0.00,0.37
121285,14.70,13.60,183,1898,74.90,31.50,4.86,46,0.00,6.24,5.88,9,-8.42,11.61,0.00,0.37
121350,14.70,13.68,183,1904,74.90,31.50,4.87,46,0.00,6.24,5.88,9,-8.42,11.66,0.00,0.37
121414,14.59,13.60,183,1918,74.90,32.00,4.50,46,0.00,6.24,5.88,9,-8.42,11.61,0.00,0.37
121476,14.47,13.68,183,1935,74.90,32.00,4.54,46,0.00,6.24,6.27,9,-8.42,11.61,0.00,0.36
121540,14.36,13.60,183,1958,74.90,32.00,4.59,46,0.00,6.24,5.88,10,-8.42,11.61,0.00,0.35
121605,14.36,13.68,183,1965,74.90,32.00,4.61,46,0.00,6.24,5.88,10,-8.42,11.77,0.00,0.36
121667,14.47,13.60,183,1971,74.90,32.00,4.63,46,0.00,6.24,6.27,10,-8.42,11.82,0.00,0.36
121732,14.59,13.68,183,1984,74.90,32.50,4.65,46,0.00,6.24,6.27,10,-8.42,11.77,0.00,0.36
121795,14.70,13.60,183,2007,74.90,32.50,4.71,46,0.00,6.24,6.27,10,-8.42,11.71,0.00,0.36
121860,14.70,13.60,183,2018,74.90,32.50,4.73,46,0.00,6.24,6.27,10,-8.42,11.71,0.00,0.36
121924,14.70,13.68,183,2027,74.90,32.50,4.76,46,0.00,6.24,6.27,10,-8.42,11.99,0.00,0.35
121987,14.70,13.68,183,2035,74.90,32.50,4.78,46,0.00,6.24,6.27,10,-8.42,11.93,0.00,0.35
122052,14.70,13.68,183,2057,74.90,33.00,4.83,46,0.00,6.24,6.27,11,-8.42,12.15,0.00,0.35
122115,14.70,13.60,183,2064,74.90,33.00,4.84,46,0.00,6.24,6.27,11,-8.42,12.04,0.00,0.35
122178,14.70,13.60,183,2072,74.90,33.00,4.86,46,0.00,6.24,6.67,11,-8.42,12.15,0.00,0.35
122243,14.70,13.60,183,2093,74.90,33.00,4.86,46,0.00,6.24,6.67,11,-8.42,12.26,0.00,0.35
122307,14.70,13.68,183,2103,74.90,33.00,4.91,46,0.00,6.24,6.67,11,-8.42,12.31,0.00,0.35
122371,14.70,13.60,183,2110,74.90,33.00,4.94,46,0.00,6.24,6.67,11,-8.42,12.37,0.00,0.36
122435,14.81,13.68,183,2120,74.90,33.00,4.95,46,0.00,6.24,6.67,11,-8.42,12.48,0.00,0.35
122499,14.70,13.60,183,2148,74.90,33.00,4.97,46,0.00,6.24,6.67,11,-8.42,12.41,0.00,0.35
122563,14.70,13.68,183,2148,74.90,33.00,5.04,46,0.00,6.24,6.67,11,-8.42,12.59,0.00,0.35
122627,14.70,13.60,183,2156,74.90,33.00,5.04,46,0.00,6.24,6.67,11,-8.42,12.79,0.00,0.36
122690,14.81,13.60,183,2182,74.90,33.00,5.06,46,0.00,6.38,7.06,11,-8.27,12.90,0.00,0.36
122754,14.70,13.68,183,2188,74.90,33.00,5.12,46,0.00,6.38,7.06,11,-8.27,12.90,0.00,0.36
122818,14.81,13.68,183,2218,74.90,33.00,5.13,46,0.00,6.38,7.06,11,-8.27,13.07,0.00,0.36
122882,14.81,13.68,183,2223,74.90,33.00,5.20,46,0.00,6.38,7.45,11,-8.27,13.24,0.00,0.37
122946,14.81,13.68,183,2242,74.90,33.00,5.22,46,0.00,6.38,7.45,11,-8.27,13.60,0.00,0.36
123010,14.81,13.60,183,2254,74.90,33.00,5.26,46,0.00,6.38,7.45,11,-8.27,13.48,0.00,0.36
123073,14.70,13.60,183,2257,74.90,33.50,5.29,46,0.00,6.38,7.45,11,-8.27,13.54,0.00,0.36
123138,14.70,13.60,183,2279,74.90,33.50,5.30,46,0.00,6.38,7.45,11,-8.27,13.71,0.00,0.37
123201,14.81,13.68,183,2287,74.90,33.50,5.35,46,0.00,6.38,7.45,11,-8.27,13.84,0.00,0.37
123265,14.81,13.68,183,2307,74.90,33.50,5.37,46,0.00,6.38,7.45,11,-8.27,14.13,0.00,0.38
123329,14.81,13.68,183,2307,74.90,33.50,5.91,46,0.00,6.38,7.45,11,-8.27,14.54,0.00,0.38
123393,14.81,13.68,183,2308,74.90,33.50,5.91,46,0.00,6.53,7.45,11,-8.13,14.66,0.00,0.39
123457,14.81,13.68,183,2330,74.90,33.50,5.97,46,0.00,6.53,7.45,12,-8.13,14.90,0.00,0.38
123521,14.81,13.68,183,2351,74.90,33.50,6.02,46,0.00,6.53,7.84,12,-8.13,15.10,0.00,0.39
123585,14.81,13.68,183,2356,74.90,34.00,6.03,46,0.00,6.67,7.84,12,-7.98,15.50,0.00,0.40
123649,14.70,13.68,183,2382,74.90,34.00,6.10,46,0.00,6.67,7.84,12,-7.98,15.98,0.00,0.41
123712,14.81,13.68,183,2384,74.90,34.00,6.10,46,0.00,6.82,7.84,12,-7.84,16.25,0.00,0.41
123776,14.81,13.68,183,2399,74.90,34.00,6.14,46,0.00,6.82,7.84,12,-7.84,16.38,0.00,0.41
123840,14.81,13.68,183,2428,74.90,34.00,6.74,46,0.00,6.96,8.24,12,-7.69,16.79,0.00,0.41
123904,14.81,13.68,183,2434,74.90,34.00,6.23,46,0.00,6.96,8.24,12,-7.69,16.80,0.00,0.42
123968,14.70,13.68,183,2454,74.90,34.00,6.28,46,0.00,6.96,8.24,12,-7.69,16.73,0.00,0.42
124032,14.70,13.76,183,2464,74.90,34.00,6.31,46,0.00,6.96,8.24,12,-7.69,17.08,0.00,0.41
124096,14.81,13.68,183,2460,74.90,34.00,6.82,46,0.00,6.96,8.24,12,-7.69,17.37,0.00,0.42
124160,14.81,13.68,183,2488,74.90,34.00,6.90,46,0.00,6.96,8.24,12,-7.69,17.22,0.00,0.42
124224,14.81,13.76,183,2524,74.90,34.00,7.00,46,0.00,6.96,8.24,12,-7.69,17.52,0.00,0.41
124288,14.70,13.68,183,2520,74.90,34.00,6.45,46,0.00,6.82,8.63,12,-7.84,17.52,0.00,0.42
124352,14.70,13.68,183,2533,74.90,34.00,7.02,46,0.00,6.96,8.63,13,-7.69,18.06,0.00,0.42
124416,14.70,13.68,183,2546,74.90,34.00,7.06,46,0.00,6.96,8.63,13,-7.69,18.06,0.00,0.42
124480,14.70,13.68,183,2575,74.90,34.00,6.59,46,0.00,6.82,8.63,13,-7.84,18.13,0.00,0.42
124543,14.59,13.68,183,2596,74.90,34.00,7.20,46,0.00,6.82,8.63,13,-7.84,17.97,0.00,0.42
124608,14.70,13.68,183,2605,74.90,34.50,7.22,46,0.00,6.82,8.63,13,-7.84,18.27,0.00,0.42
124671,14.47,13.68,183,2614,74.90,34.50,7.25,46,0.00,6.82,8.63,13,-7.84,18.36,0.00,0.43
124734,14.59,13.68,183,2621,74.90,34.50,7.27,46,0.00,6.82,8.63,13,-7.84,18.59,0.00,0.43
124799,14.59,13.68,183,2641,74.90,34.50,7.27,46,0.00,6.82,8.63,13,-7.84,18.59,0.00,0.42
124863,14.59,13.68,183,2665,74.90,34.50,7.32,46,0.00,6.82,8.63,14,-7.84,18.73,0.00,0.42
124926,14.59,13.60,183,2691,74.90,34.50,6.82,46,0.00,6.82,8.63,14,-7.84,18.73,0.00,0.42
124990,14.59,13.68,183,2698,74.90,34.50,6.89,46,0.00,6.82,8.63,14,-7.84,18.81,0.00,0.42
125055,14.70,13.68,183,2712,74.90,34.50,6.91,46,0.00,6.82,8.63,14,-7.84,18.88,0.00,0.43
125119,14.70,13.76,183,2741,74.90,35.00,6.94,46,0.00,6.82,9.02,14,-7.84,19.18,0.00,0.42
125183,14.70,13.60,183,2766,74.90,35.00,7.02,46,0.00,6.82,8.63,14,-7.84,19.18,0.00,0.42
125246,14.70,13.68,183,2782,74.90,35.00,7.08,46,0.00,6.82,8.63,14,-7.84,19.42,0.00,0.42
125310,14.81,13.60,183,2787,74.90,35.00,7.12,46,0.00,6.82,8.63,14,-7.84,19.49,0.00,0.43
125374,14.81,13.68,183,2799,74.90,35.00,7.13,46,0.00,6.82,9.02,14,-7.84,19.74,0.00,0.43
125439,14.70,13.60,183,2820,74.90,35.00,7.76,46,0.00,6.82,9.02,14,-7.84,19.91,0.00,0.43
125502,14.70,13.68,183,2841,74.90,35.00,7.22,46,0.00,6.82,9.02,14,-7.84,19.99,0.00,0.42
125567,14.59,13.68,183,2854,74.90,35.00,7.27,46,0.00,6.82,9.02,14,-7.84,20.08,0.00,0.42
125630,14.70,13.68,183,2867,74.90,35.00,7.30,46,0.00,6.82,9.02,14,-7.84,19.99,0.00,0.42
125694,14.81,13.60,183,2902,74.90,35.00,7.34,46,0.00,6.82,9.02,14,-7.84,20.17,0.00,0.41
125758,14.70,13.68,183,2918,74.90,35.00,7.43,46,0.00,6.82,9.02,14,-7.84,19.99,0.00,0.41
125821,14.70,13.60,183,2928,74.90,35.50,7.47,46,0.00,6.82,9.02,15,-7.84,19.74,0.00,0.41
125886,14.70,13.68,183,2928,74.90,35.50,7.50,46,0.00,6.82,9.02,15,-7.84,19.99,0.00,0.44
125950,14.81,13.60,183,2935,74.90,35.50,7.51,46,0.00,6.82,9.02,15,-7.84,19.91,0.00,0.41
126014,14.81,13.68,183,2956,74.90,35.50,7.57,46,0.00,6.67,9.02,15,-7.98,20.16,0.00,0.40
126078,14.81,13.60,183,2992,74.90,35.50,7.66,46,0.00,6.67,9.02,15,-7.98,19.81,0.00,0.40
126142,14.70,13.68,183,2998,74.90,35.50,7.68,45,0.00,6.67,9.02,15,-7.98,19.99,0.00,0.40
126205,14.81,13.60,183,2998,74.90,35.50,7.68,45,0.00,6.67,9.02,15,-7.98,19.74,0.00,0.39
126269,14.81,13.68,183,3017,74.90,35.50,7.72,45,0.00,6.67,9.02,16,-7.98,19.82,0.00,0.39
126333,14.81,13.60,183,3047,74.90,35.50,7.80,45,0.00,6.67,9.02,16,-7.98,19.90,0.00,0.38
126396,14.70,13.68,183,3041,74.90,35.50,7.78,45,0.00,6.53,9.02,16,-8.13,19.74,0.00,0.39
126461,14.70,13.60,183,3050,74.90,35.50,7.81,45,0.00,6.53,9.02,16,-8.13,19.66,0.00,0.39
126525,14.70,13.68,183,3085,74.90,35.50,7.90,45,0.00,6.53,9.02,16,-8.13,19.90,0.00,0.38
126588,14.70,13.60,183,3089,74.90,35.50,7.25,45,0.00,6.53,9.02,16,-8.13,19.66,0.00,0.39
126652,14.70,13.68,183,3099,74.90,35.50,7.27,45,0.00,6.53,9.02,16,-8.13,19.81,0.00,0.38
126716,14.70,13.60,183,3114,74.90,35.50,7.31,45,0.00,6.53,9.02,16,-8.13,19.66,0.00,0.38
126781,14.70,13.68,183,3112,74.90,35.50,7.30,45,0.00,6.53,9.02,16,-8.13,19.66,0.00,0.34
126845,14.70,13.68,183,3147,74.90,35.50,7.39,45,0.00,6.53,9.02,16,-8.13,19.74,0.00,0.37
126908,14.81,13.68,183,3152,74.90,35.50,7.40,45,0.00,6.53,9.02,16,-8.13,19.82,0.00,0.40
126972,14.81,13.68,183,3175,74.90,35.50,7.45,45,0.00,6.53,9.02,16,-8.13,19.82,0.00,0.37
127036,14.81,13.68,183,3162,74.90,35.50,7.42,45,0.00,6.53,9.02,16,-8.13,19.42,0.00,0.37
127101,14.81,13.68,183,3187,74.90,35.50,7.48,45,0.00,6.53,9.02,16,-8.13,19.66,0.00,0.37
127165,14.81,13.68,183,3191,74.90,35.50,7.49,45,0.00,6.53,9.02,16,-8.13,19.66,0.00,0.37
127228,14.81,13.68,183,3220,74.90,35.50,7.56,45,0.00,6.53,9.02,17,-8.13,19.81,0.00,0.37
127292,14.81,13.68,183,3214,74.90,35.50,7.54,45,0.00,6.38,5.49,17,-8.27,19.81,0.00,0.35
127358,14.70,13.68,183,3219,74.90,35.50,0.00,45,0.00,5.08,0.00,17,-9.58,19.11,0.00,0.25
127422,13.90,13.68,183,3139,74.90,33.00,0.00,45,0.00,4.21,0.00,17,-10.45,8.86,0.00,0.21
127486,13.09,13.68,183,3090,74.90,31.00,0.00,45,0.00,3.92,0.00,17,-10.74,7.17,0.00,0.18
127550,15.16,13.68,183,3048,74.90,29.00,0.00,45,0.00,3.63,0.00,17,-11.03,6.70,0.00,0.13
127613,17.23,13.68,183,2950,74.90,27.00,0.00,45,0.00,3.63,0.00,17,-11.03,6.51,0.00,0.14
127677,19.87,13.76,183,2870,74.90,24.00,0.00,45,0.00,3.63,0.00,17,-11.03,6.84,0.00,0.14
127742,22.51,13.68,183,2787,74.90,21.00,0.00,45,0.00,3.63,0.00,17,-11.03,6.88,0.00,0.15
127804,24.92,13.76,183,2704,74.90,18.50,0.00,45,0.00,3.63,0.00,17,-11.03,7.03,0.00,0.16
127869,25.38,13.76,183,2618,74.90,16.50,0.00,45,0.00,3.63,0.00,17,-11.03,7.14,0.00,0.16
127933,25.38,13.68,183,2532,74.90,16.00,0.00,45,0.00,3.63,0.00,17,-11.03,7.03,0.00,0.16
127996,24.00,13.68,185,2466,74.90,15.50,0.00,45,0.00,3.63,0.00,17,-11.03,6.92,0.00,0.17
128060,23.66,13.68,185,2379,74.90,15.00,0.00,45,0.00,3.77,0.00,17,-10.88,6.84,0.00,0.17
128124,23.77,13.76,185,2312,74.90,15.00,0.00,45,0.00,3.77,0.00,17,-10.88,6.81,0.00,0.17
128189,23.89,13.76,185,2223,74.90,14.50,0.00,45,0.00,3.77,0.00,17,-10.88,6.62,0.00,0.17
128253,24.00,13.68,185,2149,74.90,14.50,0.00,45,0.00,3.92,0.00,17,-10.88,6.37,0.00,0.17
128317,23.89,13.68,185,2082,74.90,14.00,0.00,45,0.00,3.92,0.00,17,-10.74,6.22,0.00,0.17
128381,23.66,13.68,185,1986,74.90,14.00,0.00,45,0.00,3.92,0.00,17,-10.74,6.04,0.00,0.18
128443,23.54,13.68,185,1914,74.90,14.00,0.00,45,0.00,4.06,1.18,17,-10.74,6.00,0.00,0.21
128508,23.77,13.68,185,1839,74.90,14.00,3.27,45,0.00,4.35,1.96,17,-10.59,6.59,0.00,0.24
128571,23.77,13.76,185,1798,74.90,16.00,3.53,45,0.00,4.50,3.14,17,-10.30,7.37,0.00,0.22
128635,23.77,13.68,185,1798,74.90,18.00,3.45,45,0.00,4.50,3.53,17,-10.16,7.50,0.00,0.27
128699,23.89,13.68,185,1806,74.90,22.00,3.47,45,0.00,4.64,4.71,17,-10.01,8.27,0.00,0.30
128764,23.54,13.60,185,1820,74.90,26.00,4.27,45,0.00,4.79,5.10,17,-9.87,9.39,0.00,0.32
128828,23.43,13.68,185,1845,74.90,30.50,3.94,45,0.00,5.08,5.10,17,-9.58,9.93,0.00,0.33
128891,21.13,13.60,185,1858,74.90,31.00,4.36,45,0.00,5.37,5.49,17,-9.29,10.23,0.00,0.34
128956,16.42,13.68,185,1852,74.90,31.00,4.35,45,0.00,5.51,5.49,17,-9.14,10.48,0.00,0.34
129019,14.81,13.60,185,1831,74.90,30.50,4.30,45,0.00,5.66,5.49,17,-9.00,10.64,0.00,0.36
129084,14.36,13.68,185,1778,74.90,30.00,4.55,45,0.00,5.80,6.67,17,-8.85,10.99,0.00,0.40
129147,14.13,13.68,185,1765,74.90,30.00,5.27,45,0.00,6.09,8.24,17,-8.56,12.37,0.00,0.44
129211,14.13,13.68,185,1816,74.90,30.50,6.20,45,0.00,6.82,9.41,17,-7.84,15.11,0.00,0.55
129275,14.01,13.60,185,1819,74.90,30.50,6.99,45,0.00,7.55,10.20,17,-7.11,17.90,0.00,0.61
129339,13.55,13.68,185,1794,74.90,30.50,6.12,45,0.00,8.27,10.20,17,-6.38,18.05,0.00,0.59
129403,12.86,13.68,185,1825,74.90,30.50,5.84,45,0.00,8.56,10.20,17,-6.09,17.75,0.00,0.58
129467,12.63,13.68,185,1844,74.90,30.50,5.90,45,0.00,8.85,10.20,17,-5.80,17.97,0.00,0.59
129530,13.44,13.68,185,1822,74.90,30.50,6.22,45,0.00,9.00,10.59,17,-5.66,18.13,0.00,0.57
129594,14.70,13.68,185,1847,74.90,30.50,6.70,45,0.00,9.14,10.98,17,-5.51,18.59,0.00,0.61
129658,15.16,13.60,185,1879,74.90,31.00,6.81,45,0.00,9.29,10.98,17,-5.37,19.26,0.00,0.62
129723,15.16,13.68,185,1854,74.90,31.00,7.12,45,0.00,9.43,11.37,17,-5.22,19.74,0.00,0.64
129787,15.04,13.60,185,1860,74.90,31.00,7.14,45,0.00,9.58,11.76,17,-5.08,20.08,0.00,0.65
129849,14.93,13.60,185,1920,74.90,32.00,7.78,45,0.00,9.87,12.94,17,-4.79,20.08,0.00,0.67
129913,14.81,13.60,185,1910,74.90,31.50,8.15,45,0.00,10.45,13.33,17,-4.21,21.62,0.00,0.74
129977,14.93,13.60,185,1912,74.90,31.50,8.16,45,0.00,10.74,13.33,17,-3.92,23.27,0.00,0.73
130042,14.59,13.68,185,1955,74.90,32.00,7.92,45,0.00,10.88,13.73,17,-3.77,23.27,2.35,0.73
130106,14.47,13.68,185,1956,74.90,32.00,7.93,45,0.00,11.03,13.73,17,-3.63,23.36,2.35,0.73
130170,14.59,13.68,185,1944,74.90,32.00,7.93,45,0.00,11.03,13.73,17,-3.63,23.65,2.35,0.72
130234,14.81,13.60,185,1977,74.90,32.00,7.88,45,0.00,11.17,13.73,17,-3.48,23.46,2.35,0.75
130298,14.93,13.68,185,1986,74.90,32.50,8.01,45,0.00,11.17,13.73,17,-3.48,23.74,2.75,0.73
130361,15.04,13.68,185,1978,74.90,32.00,8.05,45,0.00,11.17,13.73,17,-3.48,23.93,2.75,0.72
130424,15.04,13.60,185,2019,74.90,32.50,8.02,45,0.00,11.17,13.73,17,-3.48,23.85,3.14,0.71
130489,14.93,13.68,185,2038,74.90,32.50,8.18,45,0.00,11.17,13.73,19,-3.48,24.04,3.14,0.72
130552,15.04,13.68,185,2027,74.90,32.50,8.26,45,0.00,11.17,13.73,19,-3.48,24.41,3.14,0.72
130616,15.04,13.68,185,2043,74.90,32.50,8.65,45,0.00,11.32,13.73,19,-3.34,24.41,3.14,0.73
130681,15.16,13.68,185,2081,74.90,33.00,8.72,45,0.00,11.32,13.73,19,-3.34,24.80,3.14,0.75
130744,15.04,13.68,185,2082,74.90,33.00,8.88,45,0.00,11.32,13.73,19,-3.34,24.89,3.14,0.72
130808,14.93,13.68,185,2080,74.90,33.00,8.89,45,0.00,11.32,14.12,19,-3.34,24.89,3.53,0.70
130872,14.93,13.68,185,2108,74.90,33.00,8.87,45,0.00,11.32,14.12,19,-3.34,25.18,3.53,0.71
130936,14.93,13.60,185,2134,74.90,33.00,8.54,45,0.00,11.32,14.12,19,-3.34,25.08,3.92,0.71
131000,15.04,13.68,185,2122,74.90,33.00,8.65,45,0.00,11.32,14.12,19,-3.34,25.18,3.92,0.73
131063,15.04,13.68,185,2143,74.90,33.00,9.06,45,0.00,11.46,14.12,19,-3.34,26.09,4.31,0.72
131127,15.04,13.68,185,2177,74.90,33.00,9.14,45,0.00,11.46,14.12,19,-3.19,25.78,4.31,0.71
