Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Engine Load*  (g/rev)
102313,23.66,13.68,185,2243,74.90,14.50,0.00,48,0.00,3.63,0.00,32,-11.03,5.60,0.00,0.15
102378,23.66,13.68,185,2251,74.90,14.50,0.00,48,0.00,3.63,0.00,32,-11.03,5.54,0.00,0.15
102442,23.54,13.68,185,2233,74.90,14.50,0.00,48,0.00,3.63,0.00,32,-11.03,5.54,0.00,0.15
102506,23.66,13.68,185,2235,74.90,14.50,0.00,48,0.00,3.63,0.00,32,-11.03,5.61,0.00,0.15
102569,23.54,13.68,185,2233,74.90,14.50,0.00,48,0.00,3.63,0.00,32,-11.03,5.54,0.00,0.15
102633,23.54,13.68,185,2233,74.90,14.50,0.00,48,0.00,3.63,0.00,32,-11.03,5.54,0.00,0.15
102697,23.77,13.76,185,2210,74.90,14.50,0.00,48,0.00,3.63,0.00,32,-11.03,5.61,0.00,0.15
102761,23.77,13.68,185,2218,74.90,14.50,0.00,48,0.00,3.63,0.00,31,-11.03,5.58,0.00,0.15
102826,23.77,13.76,185,2204,74.90,14.50,0.00,48,0.00,3.63,0.00,31,-11.03,5.58,0.00,0.15
102889,23.66,13.68,185,2207,74.90,14.50,0.00,48,0.00,3.77,0.00,31,-10.88,5.54,0.00,0.15
102953,23.54,13.68,185,2193,74.90,14.50,0.00,48,0.00,3.77,0.00,31,-10.88,5.54,0.00,0.15
103016,23.43,13.68,185,2190,74.90,14.00,0.00,48,0.00,3.77,0.00,31,-10.88,5.58,0.00,0.15
103081,23.43,13.76,185,2192,74.90,14.00,0.00,48,0.00,3.77,0.00,31,-10.88,5.54,0.00,0.15
103144,23.43,13.68,185,2178,74.90,14.00,0.00,48,0.00,3.77,0.00,31,-10.88,5.58,0.00,0.15
103209,23.31,13.76,185,2181,74.90,14.00,0.00,48,0.00,3.77,0.00,30,-10.88,5.60,0.00,0.15
103272,23.66,13.76,185,2174,74.90,14.00,0.00,48,0.00,3.77,0.00,30,-10.88,5.54,0.00,0.15
103336,23.43,13.76,185,2162,74.90,14.00,0.00,48,0.00,3.77,0.00,30,-10.88,5.54,0.00,0.15
103400,23.89,13.68,185,2159,74.90,14.00,0.00,48,0.00,3.77,0.00,30,-10.88,5.61,0.00,0.15
103464,23.43,13.68,185,2147,74.90,14.00,0.00,48,0.00,3.77,0.00,30,-10.88,5.54,0.00,0.15
103528,23.66,13.84,185,2140,74.90,14.00,0.00,48,0.00,3.77,0.00,30,-10.88,5.54,0.00,0.16
103592,23.66,13.68,185,2146,74.90,14.00,0.00,48,0.00,3.77,0.00,30,-10.88,5.61,0.00,0.19
103656,23.89,13.68,185,2133,74.90,14.00,0.00,48,0.00,3.77,0.00,30,-10.88,5.54,0.00,0.13
103720,23.89,13.76,185,2121,74.90,14.00,0.00,48,0.00,3.77,0.00,30,-10.88,5.54,0.00,0.16
103784,23.89,13.76,185,2136,74.90,14.00,0.00,48,0.00,3.77,0.00,30,-10.88,5.54,0.00,0.19
103848,23.54,13.76,185,2117,74.90,14.00,0.00,48,0.00,3.77,0.00,30,-10.88,5.54,0.00,0.16
103911,23.43,13.68,185,2114,74.90,14.00,0.00,48,0.00,3.77,0.00,30,-10.88,5.54,0.00,0.16
103976,23.54,13.76,185,2118,74.90,14.00,0.00,48,0.00,3.77,0.00,30,-10.88,5.58,0.00,0.16
104040,23.54,13.68,185,2108,74.90,14.00,0.00,48,0.00,3.77,0.00,30,-10.88,5.58,0.00,0.16
104103,23.54,13.68,185,2087,74.90,14.00,0.00,48,0.00,3.77,0.00,30,-10.88,5.54,0.00,0.16
104168,23.54,13.68,185,2097,74.90,14.00,0.00,48,0.00,3.77,0.00,30,-10.88,5.54,0.00,0.16
104232,23.77,13.60,185,2091,74.90,14.00,0.00,48,0.00,3.77,0.00,30,-10.88,5.51,0.00,0.16
104296,23.54,13.76,185,2072,74.90,14.00,0.00,48,0.00,3.77,0.00,30,-10.88,5.54,0.00,0.16
104359,23.77,13.60,185,2071,74.90,14.00,0.00,48,0.00,3.92,0.00,30,-10.74,5.54,0.00,0.16
104423,23.89,13.68,185,2069,74.90,14.00,0.00,47,0.00,3.92,0.00,30,-10.74,5.54,0.00,0.16
104487,23.54,13.68,185,2066,74.90,14.00,0.00,47,0.00,3.92,0.00,30,-10.74,5.54,0.00,0.16
104551,23.43,13.68,185,2050,74.90,14.00,0.00,47,0.00,3.92,0.00,30,-10.74,5.61,0.00,0.16
104614,23.54,13.68,185,2035,74.90,14.00,0.00,47,0.00,3.92,0.00,29,-10.74,5.58,0.00,0.16
104678,23.66,13.68,185,2042,74.90,14.00,0.00,47,0.00,3.92,0.00,29,-10.74,5.58,0.00,0.16
104742,23.54,13.60,185,2025,74.90,14.00,0.00,47,0.00,3.92,0.00,29,-10.74,5.61,0.00,0.16
104806,23.66,13.68,185,2012,74.90,14.00,0.00,47,0.00,3.92,0.00,29,-10.74,5.54,0.00,0.17
104870,23.43,13.60,185,2000,74.90,14.00,0.00,47,0.00,3.92,0.00,29,-10.74,5.54,0.00,0.17
104934,23.77,13.68,185,1987,74.90,14.00,0.00,47,0.00,3.92,0.00,29,-10.74,5.54,0.00,0.17
104997,23.43,13.68,185,1974,74.90,14.00,0.00,47,0.00,3.92,0.00,29,-10.74,5.61,0.00,0.17
105062,23.54,13.68,185,1971,74.90,14.00,0.00,47,0.00,3.92,0.00,29,-10.74,5.54,0.00,0.17
105126,23.66,13.68,185,1956,74.90,14.00,0.00,47,0.00,3.92,0.00,29,-10.74,5.48,0.00,0.17
105191,23.31,13.68,185,1940,74.90,14.00,0.00,47,0.00,3.92,0.00,29,-10.74,5.54,0.00,0.17
105254,23.31,13.68,185,1940,74.90,14.00,0.00,47,0.00,3.92,0.00,29,-10.74,5.54,0.00,0.17
105318,23.54,13.68,185,1917,74.90,14.00,0.00,47,0.00,3.92,0.00,29,-10.74,5.54,0.00,0.17
105382,23.43,13.68,185,1900,74.90,14.00,0.00,47,0.00,3.92,0.00,29,-10.74,5.54,0.00,0.18
105446,23.77,13.68,185,1880,74.90,14.00,0.00,47,0.00,3.92,0.00,29,-10.74,5.54,0.00,0.18
105510,23.66,13.68,185,1870,74.90,14.00,0.00,47,0.00,3.92,0.00,29,-10.74,5.54,0.00,0.18
105573,23.43,13.68,185,1812,74.90,14.00,0.00,47,0.00,3.92,0.00,27,-10.74,5.58,0.00,0.19
105637,23.43,13.68,185,1732,74.90,14.00,0.00,47,0.00,3.92,0.00,27,-10.74,5.58,0.00,0.20
105701,23.43,13.68,185,1677,74.90,14.00,0.00,47,0.00,3.92,0.00,27,-10.74,5.58,0.00,0.21
105765,23.66,13.68,185,1591,74.90,14.00,0.00,47,0.00,4.06,0.00,27,-10.59,5.58,0.00,0.22
105828,23.43,13.84,185,1516,74.90,22.00,0.00,47,0.00,4.21,0.00,27,-10.45,5.58,0.00,0.23
105893,23.54,13.68,185,1453,74.90,22.00,0.00,47,0.00,4.35,0.00,27,-10.30,5.58,0.00,0.24
105957,23.66,13.68,185,1371,74.90,22.00,0.00,47,0.00,4.50,0.00,27,-10.16,5.41,0.00,0.24
106021,23.54,13.60,185,1301,74.90,22.00,2.22,47,0.00,4.50,0.00,26,-10.16,5.19,0.00,0.22
106085,23.54,13.68,185,1250,74.90,22.00,2.40,47,0.00,4.64,0.00,26,-10.01,5.32,0.00,0.26
106148,23.54,13.68,185,1223,74.90,22.00,2.35,47,0.00,4.64,0.00,26,-10.01,5.32,0.00,0.26
106213,23.66,13.68,185,1245,74.90,22.00,2.39,47,0.00,4.79,0.00,26,-9.87,5.32,0.00,0.25
106276,23.54,13.68,185,1269,74.90,20.00,2.17,47,0.00,4.79,0.00,26,-9.87,5.04,0.00,0.24
106340,23.31,13.68,185,1293,74.90,17.00,2.21,47,0.00,4.64,0.00,26,-10.01,4.85,0.00,0.23
106405,23.31,13.68,185,1276,74.90,18.50,2.18,47,0.00,4.50,0.00,26,-10.16,4.85,0.00,0.23
106468,23.08,13.68,185,1278,74.90,17.50,2.18,47,0.00,4.35,0.00,25,-10.30,4.72,0.00,0.22
106532,22.16,13.68,185,1273,74.90,18.00,2.17,47,0.00,4.35,0.00,25,-10.30,4.57,0.00,0.21
106595,19.29,13.68,185,1251,74.90,20.00,2.13,47,0.00,4.35,0.00,25,-10.30,4.53,0.00,0.22
106660,17.11,13.68,185,1242,74.90,20.00,2.12,47,0.00,4.21,0.00,25,-10.45,4.50,0.00,0.22
106724,16.54,13.76,185,1222,74.90,21.00,2.12,47,0.00,4.21,0.00,25,-10.45,4.47,0.00,0.22
106788,16.54,13.68,185,1217,74.90,21.50,2.08,47,0.00,4.21,0.00,25,-10.45,4.39,0.00,0.21
106852,16.08,13.68,185,1214,74.90,21.00,2.08,47,0.00,4.21,0.00,25,-10.45,4.36,0.00,0.21
106915,15.85,13.68,185,1206,74.90,21.50,2.07,47,0.00,4.21,0.00,25,-10.45,4.33,0.00,0.22
106979,15.96,13.68,185,1186,74.90,22.00,2.06,47,0.00,4.21,0.00,23,-10.45,4.36,0.00,0.25
107044,15.85,13.68,185,1193,74.90,21.00,2.02,47,0.00,4.21,0.00,23,-10.45,4.33,0.00,0.21
107107,15.62,13.68,185,1188,74.90,21.00,2.04,47,0.00,4.21,0.00,23,-10.45,4.20,0.00,0.21
107171,15.50,13.68,183,1172,74.90,22.00,2.03,47,0.00,4.21,0.00,23,-10.45,4.20,0.00,0.21
107235,15.16,13.68,183,1172,74.90,21.50,2.00,47,0.00,4.21,0.00,23,-10.45,4.06,0.00,0.20
107299,15.16,13.68,183,1163,74.90,21.50,1.75,47,0.00,4.21,0.00,23,-10.45,3.95,0.00,0.20
107363,15.04,13.68,183,1160,74.90,21.50,1.74,47,0.00,4.21,0.00,23,-10.45,3.82,0.00,0.20
107427,14.93,13.60,183,1134,74.90,22.00,1.73,47,0.00,4.21,0.00,22,-10.45,3.78,0.00,0.20
107490,15.04,13.68,183,1115,74.90,22.00,1.69,47,0.00,4.06,0.00,22,-10.45,3.72,0.00,0.20
107554,15.04,13.60,183,1114,74.90,22.00,1.67,47,0.00,4.06,0.00,22,-10.59,3.72,0.00,0.20
107619,15.16,13.68,183,1100,74.90,22.00,1.66,47,0.00,4.21,0.00,22,-10.59,3.78,0.00,0.21
107682,15.27,13.60,183,1079,74.90,22.00,1.88,47,0.00,4.21,0.00,22,-10.45,3.78,0.00,0.21
107745,15.27,13.68,183,1078,74.90,22.00,1.84,47,0.00,4.21,0.00,22,-10.45,3.78,0.00,0.21
107810,15.39,13.60,183,1062,74.90,22.00,1.84,47,0.00,4.21,0.00,22,-10.45,3.78,0.00,0.21
107874,15.39,13.68,183,1062,74.90,22.00,1.81,47,0.00,4.21,0.00,22,-10.45,3.78,0.00,0.22
107938,15.39,13.60,183,1064,74.90,22.00,1.82,47,0.00,4.21,0.00,19,-10.45,3.80,0.00,0.21
108002,15.27,13.68,183,1063,74.90,22.00,1.81,47,0.00,4.21,0.00,19,-10.45,3.78,0.00,0.21
108066,15.16,13.60,183,1063,74.90,22.00,1.81,47,0.00,4.21,0.00,19,-10.45,3.75,0.00,0.21
108130,15.04,13.68,183,1047,74.90,22.00,1.79,47,0.00,4.21,0.00,19,-10.45,3.75,0.00,0.21
108193,15.16,13.60,183,1042,74.90,22.00,1.78,47,0.00,4.21,0.00,19,-10.45,3.70,0.00,0.21
108257,14.81,13.68,183,1043,74.90,22.00,1.78,47,0.00,4.21,0.00,19,-10.45,3.67,0.00,0.21
108321,14.93,13.60,183,1036,74.90,22.00,1.77,47,0.00,4.21,0.00,19,-10.45,3.65,0.00,0.21
108385,14.81,13.68,183,1036,74.90,22.00,1.77,47,0.00,4.21,0.00,18,-10.45,3.63,0.00,0.21
108449,14.70,13.60,183,1032,74.90,22.00,1.76,47,0.00,4.21,0.00,18,-10.45,3.63,0.00,0.21
108512,14.70,13.68,183,1032,74.90,22.00,1.76,47,0.00,4.21,0.00,18,-10.45,3.60,0.00,0.21
108575,14.59,13.60,183,1026,74.90,22.00,1.75,47,0.00,4.21,0.00,18,-10.45,3.60,0.00,0.21
108640,14.70,13.68,183,1016,74.90,22.00,1.73,47,0.00,4.21,0.00,18,-10.45,3.56,0.00,0.21
108704,14.47,13.60,183,1015,74.90,21.50,1.73,47,0.00,4.21,0.00,18,-10.45,3.52,0.00,0.21
108768,14.59,13.68,183,1006,74.90,22.00,1.72,47,0.00,4.21,0.00,18,-10.45,3.45,0.00,0.20
108832,14.47,13.60,183,1005,74.90,21.50,1.72,47,0.00,4.21,0.00,16,-10.45,3.45,0.00,0.21
108895,14.70,13.68,183,995,74.90,22.00,1.70,47,0.00,4.21,0.00,16,-10.45,3.45,0.00,0.21
108959,14.59,13.68,183,993,74.90,22.00,1.70,47,0.00,4.21,0.00,16,-10.45,3.45,0.00,0.21
109022,14.59,13.60,183,983,74.90,22.00,1.68,47,0.00,4.35,0.00,16,-10.30,3.52,0.00,0.22
109088,14.59,13.68,183,980,74.90,22.00,1.67,47,0.00,4.35,0.00,16,-10.30,3.58,0.00,0.22
109151,14.47,13.60,183,972,74.90,22.00,1.66,47,0.00,4.35,0.00,16,-10.30,3.58,0.00,0.22
109215,14.59,13.68,183,971,74.90,21.50,1.66,47,0.00,4.35,0.00,16,-10.30,3.56,0.00,0.19
109278,14.47,13.60,183,964,74.90,22.00,1.65,47,0.00,4.50,0.00,16,-10.16,3.52,0.00,0.22
109343,14.59,13.68,183,960,74.90,22.00,1.64,47,0.00,4.50,0.00,16,-10.16,3.56,0.00,0.23
109406,14.47,13.60,183,952,74.90,22.00,1.64,47,0.00,4.50,0.00,16,-10.16,3.56,0.00,0.23
109471,14.59,13.68,183,954,74.90,21.00,1.62,47,0.00,4.50,0.00,16,-10.16,3.56,0.00,0.22
109534,14.24,13.60,183,950,74.90,21.00,1.63,47,0.00,4.50,0.00,16,-10.16,3.52,0.00,0.22
109598,14.36,13.68,183,946,74.90,21.00,1.62,47,0.00,4.50,0.00,16,-10.16,3.52,0.00,0.22
109662,14.13,13.68,183,948,74.90,20.50,1.62,47,0.00,4.50,0.00,16,-10.16,3.47,0.00,0.22
109725,14.24,13.68,183,940,74.90,21.00,1.62,47,0.00,4.50,0.00,16,-10.16,3.47,0.00,0.22
109790,14.13,13.68,183,936,74.90,21.00,1.60,47,0.00,4.50,0.00,14,-10.16,3.42,0.00,0.22
109853,14.24,13.68,183,928,74.90,21.00,1.60,47,0.00,4.50,0.00,14,-10.16,3.42,0.00,0.22
109918,14.13,13.68,183,931,74.90,20.50,1.58,47,0.00,4.50,0.00,14,-10.16,3.45,0.00,0.22
109981,14.24,13.68,183,923,74.90,21.00,1.59,47,0.00,4.64,0.00,14,-10.01,3.47,0.00,0.23
110044,14.13,13.68,183,926,74.90,20.00,1.57,47,0.00,4.64,0.00,14,-10.01,3.52,0.00,0.23
110109,14.24,13.68,183,917,74.90,20.00,1.58,47,0.00,4.64,0.00,14,-10.01,3.60,0.00,0.24
110172,14.24,13.68,183,921,74.90,20.50,1.57,47,0.00,4.64,0.00,14,-10.01,3.70,0.00,0.24
110236,14.47,13.68,183,925,74.90,20.00,1.57,47,0.00,4.79,0.00,13,-10.01,3.70,0.00,0.24
110300,14.36,13.68,183,928,74.90,19.00,1.58,47,0.00,4.79,0.00,13,-9.87,3.75,0.00,0.24
110364,14.59,13.68,183,932,74.90,18.50,1.58,47,0.00,4.79,0.00,13,-9.87,3.78,0.00,0.24
110428,14.59,13.68,183,932,74.90,17.50,1.59,47,0.00,4.79,0.00,13,-9.87,3.78,0.00,0.24
110492,14.36,13.68,183,940,74.90,16.50,1.60,47,0.00,4.79,0.00,13,-9.87,3.78,0.00,0.24
110556,14.47,13.68,183,938,74.90,16.50,1.60,47,0.00,4.79,0.00,13,-9.87,3.78,0.00,0.24
110619,14.36,13.68,183,942,74.90,16.00,1.61,47,0.00,4.79,0.00,13,-9.87,3.78,0.00,0.24
110683,14.59,13.68,183,940,74.90,16.00,1.60,47,0.00,4.79,0.00,13,-9.87,3.78,0.00,0.24
110747,14.36,13.68,183,946,74.90,15.50,1.61,47,0.00,4.79,0.00,11,-9.87,3.78,0.00,0.24
110811,14.36,13.68,183,943,74.90,15.50,1.61,47,0.00,4.79,0.00,11,-9.87,3.78,0.00,0.24
110875,14.36,13.60,183,948,74.90,15.00,1.62,47,0.00,4.79,0.00,11,-9.87,3.75,0.00,0.24
110938,14.36,13.68,183,950,74.90,15.00,1.62,47,0.00,4.79,0.00,11,-9.87,3.75,0.00,0.24
111003,14.59,13.60,183,948,74.90,14.50,1.62,47,0.00,4.79,0.00,11,-9.87,3.75,0.00,0.24
111067,14.47,13.68,183,936,74.90,16.00,1.60,47,0.00,4.79,0.00,11,-9.87,3.75,0.00,0.25
111130,14.70,13.60,183,932,74.90,16.00,1.59,47,0.00,4.79,0.00,11,-9.87,3.80,0.00,0.25
111194,14.59,13.68,183,926,74.90,16.50,1.78,47,0.00,4.79,0.00,11,-9.87,3.85,0.00,0.25
111258,14.70,13.60,183,933,74.90,15.50,1.79,47,0.00,4.93,0.00,11,-9.72,3.96,0.00,0.26
111322,14.70,13.68,183,936,74.90,15.50,1.80,47,0.00,4.93,0.00,11,-9.72,4.00,0.00,0.26
111386,14.70,13.60,183,945,74.90,14.00,1.81,47,0.00,4.93,0.00,11,-9.72,4.00,0.00,0.25
111450,14.70,13.68,183,950,74.90,13.50,1.82,47,0.00,4.93,0.00,11,-9.72,4.00,0.00,0.25
111513,14.70,13.68,183,954,74.90,13.00,1.83,47,0.00,4.93,0.00,11,-9.72,4.00,0.00,0.25
111576,14.59,13.60,183,954,74.90,13.00,1.63,47,0.00,4.93,0.00,11,-9.72,3.98,0.00,0.25
111641,14.70,13.68,183,956,74.90,13.00,1.63,47,0.00,4.93,0.00,11,-9.72,3.91,0.00,0.25
111704,14.59,13.60,183,951,74.90,13.50,1.62,47,0.00,4.93,0.00,9,-9.72,3.91,0.00,0.25
111769,14.70,13.68,183,959,74.90,13.00,1.84,47,0.00,4.93,0.00,9,-9.72,3.91,0.00,0.25
111832,14.59,13.60,183,960,74.90,12.50,1.64,47,0.00,4.93,0.00,9,-9.72,3.91,0.00,0.24
111896,14.70,13.68,183,954,74.90,12.00,1.64,47,0.00,4.93,0.00,9,-9.72,3.91,0.00,0.24
111960,14.59,13.60,183,955,74.90,13.50,1.63,47,0.00,4.93,0.00,9,-9.72,3.83,0.00,0.24
112024,14.70,13.68,183,944,74.90,14.50,1.63,47,0.00,4.93,0.00,9,-9.72,3.83,0.00,0.25
112088,14.59,13.60,183,950,74.90,14.00,1.61,47,0.00,4.93,0.00,9,-9.72,3.88,0.00,0.25
112152,14.70,13.68,183,954,74.90,13.50,1.62,47,0.00,4.93,0.00,9,-9.72,3.91,0.00,0.25
112216,14.70,13.60,183,955,74.90,13.50,1.63,47,0.00,4.93,0.00,9,-9.72,3.93,0.00,0.25
112279,14.81,13.68,183,948,74.90,14.00,1.63,47,0.00,4.93,0.00,9,-9.72,3.93,0.00,0.25
112344,14.70,13.60,183,953,74.90,14.00,1.62,47,0.00,4.93,0.00,9,-9.72,3.91,0.00,0.25
112408,14.81,13.68,183,947,74.90,14.00,1.63,47,0.00,4.93,0.00,9,-9.72,3.93,0.00,0.25
112472,14.81,13.60,183,950,74.90,14.00,1.82,47,0.00,4.93,0.00,9,-9.72,3.93,0.00,0.25
112534,14.93,13.68,183,954,74.90,13.50,1.62,47,0.00,4.93,0.00,9,-9.72,3.93,0.00,0.25
112598,14.81,13.60,183,961,74.90,13.50,1.83,47,0.00,4.93,0.00,8,-9.72,3.93,0.00,0.24
112662,14.70,13.68,183,961,74.90,13.00,1.64,47,0.00,4.93,0.00,8,-9.72,3.88,0.00,0.24
112727,14.81,13.60,183,959,74.90,13.50,1.64,47,0.00,4.93,0.00,8,-9.72,3.83,0.00,0.25
112791,14.70,13.68,183,949,74.90,13.00,1.84,47,0.00,4.93,0.00,8,-9.72,3.96,0.00,0.27
112854,14.81,13.68,183,958,74.90,14.00,2.02,47,0.00,5.08,0.00,8,-9.72,4.31,0.00,0.28
112918,14.81,13.68,183,981,74.90,13.00,1.84,47,0.00,5.08,0.00,8,-9.58,4.42,0.00,0.27
112983,14.81,13.68,183,981,74.90,11.00,1.88,47,0.00,5.08,0.00,8,-9.58,4.44,0.00,0.27
113046,14.81,13.68,183,992,74.90,10.00,1.90,47,0.00,5.22,0.00,8,-9.43,4.47,0.00,0.27
113110,14.70,13.76,183,993,74.90,10.00,1.91,47,0.00,5.22,0.00,7,-9.43,4.47,0.00,0.27
113173,14.81,13.68,183,1002,74.90,9.50,1.92,47,0.00,5.22,0.00,7,-9.43,4.47,0.00,0.26
113238,14.59,13.60,183,1010,74.90,9.00,1.94,47,0.00,5.08,0.00,7,-9.58,4.44,0.00,0.26
113301,14.59,13.68,183,1012,74.90,9.00,1.94,47,0.00,5.08,0.00,7,-9.58,4.33,0.00,0.26
113365,14.36,13.68,183,1017,74.90,8.50,1.95,47,0.00,5.08,0.00,7,-9.58,4.31,0.00,0.25
113429,14.36,13.68,183,1008,74.90,10.00,1.94,47,0.00,5.08,1.57,7,-9.58,4.33,0.00,0.27
113493,14.59,13.60,183,1010,74.90,14.00,2.80,47,0.00,5.37,2.75,7,-9.29,5.85,0.00,0.38
113557,14.47,13.60,183,1003,74.90,15.00,2.99,47,0.00,5.80,2.75,6,-8.85,6.92,0.00,0.42
113621,14.70,13.68,183,1037,74.90,15.50,2.88,47,0.00,6.09,3.14,6,-8.56,7.29,0.00,0.42
113684,14.70,13.68,183,1084,74.90,16.50,3.00,47,0.00,6.38,3.14,6,-8.27,7.37,0.00,0.43
113749,14.47,13.68,183,1138,74.90,18.50,2.91,47,0.00,6.53,3.14,6,-8.13,7.54,0.00,0.39
113812,13.90,13.68,183,1184,74.90,19.50,3.03,47,0.00,6.67,3.14,6,-7.98,7.62,0.00,0.38
113875,12.63,13.68,183,1246,74.90,21.50,2.92,47,0.00,6.67,3.14,6,-7.98,7.82,0.00,0.37
113939,12.52,13.68,183,1280,74.90,22.50,2.73,47,0.00,6.67,3.53,6,-7.98,7.82,0.00,0.37
114003,13.09,13.68,183,1303,74.90,22.50,3.06,47,0.00,6.53,3.53,5,-8.13,7.94,0.00,0.37
114068,14.13,13.68,183,1283,74.90,22.50,3.01,47,0.00,6.53,3.53,5,-8.13,7.94,0.00,0.37
114132,14.70,13.60,183,1270,74.90,22.50,2.98,47,0.00,6.53,3.53,5,-8.13,7.90,0.00,0.38
114195,15.50,13.68,183,1280,74.90,22.50,3.28,47,0.00,6.53,3.53,5,-8.13,8.03,0.00,0.38
114258,16.19,13.60,183,1283,74.90,22.50,3.28,47,0.00,6.53,3.53,5,-8.13,8.06,0.00,0.40
114322,16.08,13.68,183,1290,74.90,22.50,3.30,47,0.00,6.53,3.53,5,-8.13,8.03,0.00,0.37
114386,16.08,13.60,183,1282,74.90,22.50,3.30,47,0.00,6.53,3.53,5,-8.13,8.03,0.00,0.38
114450,15.50,13.68,183,1280,74.90,22.50,3.28,47,0.00,6.53,3.53,5,-8.13,8.06,0.00,0.38
114514,15.04,13.68,183,1271,74.90,22.50,3.28,47,0.00,6.53,3.53,5,-8.13,8.06,0.00,0.38
114578,15.04,13.68,183,1228,74.90,21.00,3.25,47,0.00,6.53,3.53,5,-8.13,8.03,0.00,0.39
114642,14.93,13.60,183,1196,74.90,21.00,3.14,47,0.00,6.67,3.14,5,-7.98,8.03,0.00,0.40
114705,14.81,13.68,183,1151,74.90,20.00,3.06,47,0.00,6.82,3.14,5,-7.84,7.90,0.00,0.41
114769,14.93,13.60,183,1124,74.90,20.00,2.95,47,0.00,6.82,1.57,5,-7.84,7.82,0.00,0.36
114833,14.81,13.68,183,1134,74.90,20.00,2.40,47,0.00,6.53,1.57,5,-8.13,6.73,0.00,0.35
114898,14.59,13.60,183,1146,74.90,20.00,2.66,47,0.00,6.38,1.57,5,-8.27,5.96,0.00,0.33
114961,14.59,13.76,183,1186,74.90,21.00,2.69,47,0.00,6.09,1.57,6,-8.56,5.90,0.00,0.32
115024,14.36,13.60,183,1186,74.90,21.00,2.53,47,0.00,5.95,1.57,6,-8.71,5.77,0.00,0.31
115089,14.59,13.68,183,1183,74.90,20.50,2.53,47,0.00,5.95,1.57,6,-8.71,5.74,0.00,0.31
115152,14.70,13.68,183,1195,74.90,20.50,2.52,47,0.00,5.80,1.57,6,-8.71,5.74,0.00,0.30
115216,14.81,13.76,183,1192,74.90,21.00,2.55,47,0.00,5.66,1.57,6,-8.85,5.71,0.00,0.30
115280,15.04,13.60,183,1182,74.90,21.00,2.54,47,0.00,5.66,1.57,6,-9.00,5.71,0.00,0.29
115344,15.16,13.68,183,1194,74.90,20.50,2.27,47,0.00,5.66,1.57,6,-9.00,5.71,0.00,0.29
115409,15.16,13.68,183,1186,74.90,20.50,2.29,47,0.00,5.51,1.57,6,-9.00,5.71,0.00,0.29
115473,15.27,13.76,183,1176,74.90,21.00,2.28,47,0.00,5.51,1.57,6,-9.14,5.71,0.00,0.29
115537,15.27,13.76,183,1176,74.90,20.50,2.51,47,0.00,5.51,1.57,6,-9.14,5.71,0.00,0.29
115601,15.27,13.68,183,1186,74.90,20.50,2.53,47,0.00,5.51,1.57,6,-9.14,5.74,0.00,0.29
115664,15.27,13.68,183,1208,74.90,21.00,2.32,47,0.00,5.51,1.57,6,-9.14,5.71,0.00,0.28
115728,15.39,13.68,183,1213,74.90,21.00,2.33,47,0.00,5.37,1.57,6,-9.29,5.71,0.00,0.31
115792,15.16,13.68,183,1216,74.90,21.00,2.34,47,0.00,5.37,1.57,6,-9.29,5.67,0.00,0.28
115856,15.16,13.68,183,1210,74.90,21.00,2.32,47,0.00,5.37,1.57,6,-9.29,5.67,0.00,0.28
115919,15.27,13.68,183,1190,74.90,21.00,2.54,47,0.00,5.37,1.57,7,-9.29,5.71,0.00,0.29
115983,15.16,13.76,183,1190,74.90,21.00,2.29,47,0.00,5.37,1.57,7,-9.29,5.67,0.00,0.29
116047,15.04,13.68,183,1195,74.90,21.00,2.55,47,0.00,5.37,1.57,7,-9.29,5.67,0.00,0.29
116111,15.16,13.68,183,1200,74.90,21.00,2.56,47,0.00,5.37,1.18,7,-9.29,5.74,0.00,0.29
116176,14.93,13.68,183,1206,74.90,21.00,2.32,47,0.00,5.37,1.57,7,-9.29,5.74,0.00,0.28
116238,14.93,13.68,183,1221,74.90,21.00,2.34,47,0.00,5.37,1.57,7,-9.29,5.71,0.00,0.28
116303,14.93,13.68,183,1221,74.90,21.00,2.34,47,0.00,5.37,1.57,7,-9.29,5.71,0.00,0.28
116366,14.81,13.68,183,1205,74.90,21.00,2.57,47,0.00,5.37,1.18,6,-9.29,5.77,0.00,0.29
116430,14.70,13.68,183,1201,74.90,21.00,2.56,47,0.00,5.37,1.57,6,-9.29,5.77,0.00,0.29
116494,14.70,13.68,183,1198,74.90,21.00,2.56,47,0.00,5.37,1.57,6,-9.29,5.77,0.00,0.29
116557,14.81,13.68,183,1188,74.90,21.00,2.53,47,0.00,5.37,1.57,6,-9.29,5.77,0.00,0.29
116621,14.93,13.68,183,1192,74.90,21.00,2.54,47,0.00,5.37,1.57,6,-9.29,5.80,0.00,0.29
116686,14.81,13.68,183,1213,74.90,21.00,2.59,47,0.00,5.37,1.57,6,-9.29,5.80,0.00,0.29
116749,14.70,13.68,183,1208,74.90,21.00,2.58,47,0.00,5.37,1.57,6,-9.29,5.83,0.00,0.29
