Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
813064,14.81,13.68,183,0.36,3179,66.67,36.50,6.78,39,0.00,6.38,9.02,43,-8.42,18.90,0.00
813134,14.81,13.84,183,0.36,3178,66.67,36.50,6.78,39,0.00,6.38,9.02,43,-8.42,19.23,0.00
813203,14.81,13.68,183,0.36,3194,66.67,36.50,6.81,39,0.00,6.53,9.41,43,-8.27,19.33,0.00
813272,14.70,13.76,183,0.37,3175,66.67,36.50,7.45,39,0.00,6.53,9.41,43,-8.27,20.42,0.00
813339,14.70,13.76,183,0.38,3194,66.67,36.00,7.50,39,0.00,6.67,9.80,43,-8.13,20.71,0.00
813408,14.70,13.84,183,0.39,3179,66.67,36.00,7.46,39,0.00,6.67,9.80,43,-8.13,20.65,0.00
813476,14.70,13.68,183,0.39,3193,66.67,36.00,7.49,39,0.00,6.82,9.80,43,-7.98,21.27,0.00
813544,14.59,13.76,183,0.40,3179,66.67,35.50,7.51,39,0.00,6.82,10.20,43,-7.98,21.39,0.00
813613,14.59,13.76,183,0.40,3201,66.67,35.50,7.46,39,0.00,6.96,10.20,43,-7.84,21.93,0.00
813682,14.59,13.84,183,0.41,3179,66.67,35.50,7.51,39,0.00,6.96,10.20,43,-7.84,21.95,0.00
813751,14.70,13.76,183,0.41,3202,66.67,35.50,7.48,39,0.00,7.11,10.20,44,-7.69,22.15,0.00
813819,14.59,13.76,183,0.42,3186,66.67,35.50,8.19,39,0.00,7.11,10.59,44,-7.69,22.52,0.00
813888,14.70,13.84,183,0.43,3198,66.67,35.50,8.18,39,0.00,7.25,10.59,44,-7.55,22.71,0.00
813956,14.59,13.76,183,0.43,3194,66.67,35.50,8.19,39,0.00,7.25,10.59,44,-7.55,22.79,0.00
814025,14.59,13.76,183,0.44,3201,66.67,35.50,8.17,39,0.00,7.40,10.59,44,-7.40,23.16,0.00
814094,14.59,13.76,183,0.43,3191,66.67,35.50,8.23,40,0.00,7.40,10.98,44,-7.40,23.06,0.00
814162,14.47,13.76,183,0.44,3190,66.67,35.00,8.17,40,0.00,7.40,10.98,44,-7.40,23.34,0.00
814230,14.47,13.76,183,0.43,3214,66.67,35.00,8.23,40,0.00,7.40,10.98,44,-7.40,23.05,0.00
814298,14.47,13.76,183,0.44,3198,66.67,35.00,8.19,40,0.00,7.40,10.98,44,-7.40,23.54,0.00
814368,14.59,13.76,183,0.44,3217,66.67,35.00,8.24,39,0.00,7.55,10.98,44,-7.25,23.53,0.00
814436,14.59,13.76,183,0.44,3205,66.67,35.00,8.20,39,0.00,7.55,10.98,44,-7.25,23.54,0.00
814505,14.70,13.76,183,0.44,3221,66.67,35.00,8.25,39,0.00,7.55,10.98,44,-7.25,23.83,0.00
814573,14.70,13.76,183,0.45,3209,66.67,35.00,8.22,39,0.00,7.55,10.98,44,-7.25,23.82,0.00
814641,14.70,13.76,183,0.44,3220,66.67,35.00,8.24,39,0.00,7.55,10.98,44,-7.25,23.82,0.00
814710,14.70,13.76,183,0.43,3217,66.67,35.00,8.24,39,0.00,7.55,10.98,44,-7.25,23.27,0.00
814779,14.81,13.76,183,0.43,3226,66.67,35.50,8.26,39,0.00,7.40,10.98,44,-7.40,23.03,0.00
814847,14.70,13.76,183,0.43,3214,66.67,35.50,8.23,39,0.00,7.40,10.98,44,-7.40,23.03,0.00
814916,14.70,13.68,183,0.43,3221,66.67,35.50,8.25,39,0.00,7.40,10.98,44,-7.40,22.88,0.00
814986,14.70,13.76,183,0.42,3231,66.67,35.50,8.27,39,0.00,7.40,10.98,44,-7.40,22.81,0.00
815054,14.70,13.68,183,0.42,3223,66.67,35.50,8.25,39,0.00,7.40,10.98,44,-7.40,22.64,0.00
815122,14.59,13.76,183,0.42,3237,66.67,35.50,8.25,39,0.00,7.25,10.59,44,-7.55,22.66,0.00
815191,14.70,13.68,183,0.42,3224,66.67,35.50,8.30,39,0.00,7.25,10.59,44,-7.55,22.41,0.00
815260,14.59,13.76,183,0.41,3244,66.67,35.50,8.27,39,0.00,7.25,10.20,44,-7.55,21.91,0.00
815328,14.59,13.76,183,0.40,3231,66.67,35.50,8.29,39,0.00,7.11,10.20,44,-7.69,21.33,0.00
815397,14.47,13.68,183,0.39,3238,66.67,35.50,7.58,39,0.00,6.96,9.41,44,-7.84,20.83,0.00
815465,14.36,13.76,183,0.36,3231,66.67,36.00,7.62,39,0.00,6.67,9.02,44,-8.13,19.58,0.00
815534,14.36,13.68,183,0.35,3245,66.67,36.50,6.89,39,0.00,6.53,9.02,44,-8.27,19.06,0.00
815602,14.47,13.76,183,0.35,3228,66.67,36.50,6.93,39,0.00,6.38,8.63,44,-8.42,18.70,0.00
815671,14.59,13.68,183,0.34,3231,66.67,36.50,6.89,39,0.00,6.24,8.63,44,-8.56,18.48,0.00
815740,14.59,13.76,183,0.34,3231,66.67,36.50,6.89,39,0.00,6.24,8.63,44,-8.56,18.42,0.00
815808,14.70,13.76,183,0.34,3251,66.67,37.00,6.93,39,0.00,6.24,8.63,44,-8.56,18.59,0.00
815877,14.70,13.76,183,0.34,3236,66.67,37.00,6.90,39,0.00,6.24,8.63,44,-8.56,18.31,0.00
815946,14.81,13.68,183,0.34,3248,66.67,37.00,6.93,39,0.00,6.24,8.63,44,-8.56,18.40,0.00
816013,14.70,13.84,183,0.34,3232,66.67,36.50,6.90,39,0.00,6.24,8.63,44,-8.56,18.49,0.00
816082,14.70,13.68,183,0.34,3251,66.67,37.00,6.93,39,0.00,6.24,8.63,45,-8.56,18.43,0.00
816151,14.70,13.76,183,0.35,3234,66.67,36.50,6.90,39,0.00,6.09,8.63,45,-8.71,18.61,0.00
816220,14.70,13.68,183,0.33,3244,66.67,37.00,6.92,39,0.00,4.79,0.00,45,-10.01,17.58,0.00
816289,14.70,13.76,183,0.16,3223,66.67,37.50,4.81,39,0.00,4.21,0.00,45,-10.59,8.12,0.00
816358,14.24,13.76,183,0.15,3223,66.67,35.00,4.13,39,0.00,3.92,0.00,45,-10.88,7.51,0.00
816425,12.98,13.76,183,0.14,3176,66.67,31.50,4.07,39,0.00,3.63,0.00,45,-11.17,6.47,0.00
816494,12.98,13.84,183,0.12,3129,66.67,27.00,0.00,39,0.00,3.48,0.00,45,-11.32,6.40,0.00
816564,14.13,13.84,183,0.13,3028,66.67,23.50,0.00,39,0.00,3.48,0.00,45,-11.32,6.36,0.00
816632,15.50,13.84,183,0.13,2944,66.67,20.00,0.00,39,0.00,3.34,0.00,45,-11.46,6.02,0.00
816700,19.29,13.76,183,0.13,2860,66.67,17.00,0.00,39,0.00,3.34,0.00,45,-11.46,5.91,0.00
816770,23.08,13.76,183,0.12,2774,66.67,13.50,0.00,39,0.00,3.34,0.00,45,-11.46,5.63,0.00
816838,25.27,14.00,183,0.13,2686,33.33,12.00,0.00,39,0.00,3.19,0.00,45,-11.61,5.69,0.00
816907,24.46,13.92,183,0.14,2598,33.33,12.00,0.00,39,0.00,3.19,0.00,45,-11.61,5.72,0.00
816974,23.77,13.84,183,0.14,2507,33.33,12.00,0.00,39,0.00,3.19,0.00,45,-11.61,5.72,0.00
817043,23.54,13.76,183,0.14,2438,33.33,12.00,0.00,39,0.00,3.34,0.00,44,-11.46,5.59,0.00
817111,23.43,13.84,183,0.15,2273,33.33,12.00,0.00,39,0.00,3.34,0.00,44,-11.46,5.53,0.00
817181,23.54,13.92,183,0.15,2179,33.33,12.00,0.00,39,0.00,3.48,0.00,44,-11.32,5.43,0.00
817249,23.31,13.84,183,0.16,2099,33.33,12.00,0.00,39,0.00,3.48,1.18,44,-11.32,5.59,0.00
817317,23.43,13.84,183,0.21,2026,33.33,4.50,3.03,39,0.00,3.92,3.53,44,-10.88,7.01,0.00
817386,23.43,13.84,183,0.28,1924,33.33,2.50,3.28,39,0.00,4.50,5.10,44,-10.30,9.05,0.00
817456,23.54,13.84,183,0.36,1860,33.33,2.50,3.97,39,0.00,5.08,5.88,44,-9.72,11.14,0.00
817523,23.54,13.84,183,0.39,1839,33.33,2.50,4.32,39,0.00,5.66,6.27,44,-9.14,11.99,0.00
817591,23.20,13.84,183,0.40,1848,33.33,5.00,4.34,39,0.00,6.24,6.27,44,-8.56,12.26,0.00
817660,20.33,13.84,183,0.39,1914,33.33,8.00,4.49,39,0.00,6.38,6.27,44,-8.42,12.59,0.00
817728,15.96,13.84,183,0.38,2047,33.33,10.50,4.80,39,0.00,6.53,7.45,44,-8.27,14.38,0.00
817796,14.59,13.84,183,0.38,2254,33.33,14.00,5.29,39,0.00,6.82,8.63,44,-7.98,16.69,0.00
817866,14.59,13.84,183,0.43,2312,33.33,17.50,5.92,39,0.00,7.11,9.02,44,-7.69,17.71,0.00
817934,15.04,13.84,183,0.47,2279,33.33,21.00,7.13,39,0.00,7.55,9.41,44,-7.25,18.34,0.00
818002,15.27,13.92,183,0.49,2227,33.33,25.00,7.41,39,0.00,7.84,10.20,44,-6.96,19.27,0.00
818070,14.70,13.84,183,0.50,2316,33.33,28.50,7.57,39,0.00,8.27,11.37,44,-6.53,21.48,0.00
818140,13.90,13.92,183,0.58,2217,33.33,28.50,8.36,39,0.00,8.85,11.76,44,-5.95,22.46,0.00
818208,13.67,13.84,183,0.60,2304,33.33,28.00,8.57,39,0.00,9.14,12.55,44,-5.66,23.72,0.00
818276,13.55,13.84,183,0.66,2230,33.33,27.50,8.81,39,0.00,9.72,12.94,44,-5.08,24.51,0.39
818345,13.67,13.76,183,0.69,2294,33.33,27.00,9.11,39,0.00,10.01,13.33,44,-4.79,25.80,0.78
818414,13.67,13.84,183,0.68,2249,33.33,27.00,9.26,39,0.00,10.30,13.73,44,-4.50,25.94,0.78
818482,13.55,13.76,183,0.72,2286,33.33,27.00,9.63,39,0.00,10.74,14.12,44,-4.06,27.22,1.18
818551,13.44,13.84,183,0.72,2258,33.33,26.50,9.77,39,0.00,11.03,14.12,44,-3.77,27.46,1.18
818618,13.67,13.84,183,0.74,2264,33.33,26.00,9.66,39,0.00,11.17,14.51,44,-3.63,28.01,1.18
818687,13.67,13.84,183,0.73,2290,33.33,26.00,9.77,39,0.00,11.32,14.12,44,-3.48,27.93,1.18
818756,13.55,13.76,183,0.75,2278,33.33,26.00,9.72,39,0.00,11.46,14.51,44,-3.34,28.59,1.18
818824,13.67,13.84,183,0.74,2290,33.33,26.00,9.77,39,0.00,11.46,13.73,44,-3.34,28.20,1.18
818892,13.78,13.76,183,0.73,2275,33.33,26.00,9.22,39,0.00,11.46,13.73,44,-3.34,27.70,0.78
818961,14.01,13.84,183,0.72,2310,33.33,26.00,9.36,39,0.00,11.32,13.33,44,-3.48,27.61,0.78
819029,14.01,13.76,183,0.72,2279,33.33,26.00,9.24,39,0.00,11.32,12.94,44,-3.48,27.31,0.39
819098,14.13,13.84,183,0.68,2312,33.33,26.00,8.88,39,0.00,11.03,12.55,44,-3.77,26.17,0.39
819166,14.13,13.84,183,0.68,2294,33.33,26.50,8.81,39,0.00,10.88,12.55,44,-3.92,25.98,0.00
819236,14.36,13.84,183,0.66,2307,33.33,26.50,8.37,39,0.00,10.74,11.76,44,-4.06,25.41,0.00
819304,14.59,13.76,183,0.65,2304,33.33,27.00,8.36,39,0.00,10.59,11.37,44,-4.21,24.27,0.00
819372,14.59,13.84,183,0.63,2314,33.33,27.00,7.90,39,0.00,10.30,10.98,44,-4.50,23.70,0.00
819441,14.59,13.84,183,0.62,2301,33.33,27.00,7.85,39,0.00,10.01,10.59,44,-4.79,23.04,0.00
819509,14.47,13.84,183,0.60,2318,33.33,27.00,7.39,39,0.00,9.87,10.20,44,-4.93,22.77,0.00
819577,14.47,13.76,183,0.59,2310,33.33,27.50,7.42,39,0.00,9.72,10.20,44,-5.08,22.01,0.00
819646,14.47,13.76,183,0.57,2318,33.33,27.50,7.40,39,0.00,9.58,9.80,44,-5.22,21.94,0.00
819714,14.59,13.84,183,0.57,2313,33.33,27.50,7.42,39,0.00,9.43,9.80,44,-5.37,21.87,0.00
819783,14.70,13.84,183,0.55,2320,33.33,28.00,6.92,39,0.00,9.29,9.41,44,-5.51,21.10,0.00
819852,14.70,13.84,183,0.53,2316,33.33,28.00,6.94,39,0.00,9.00,9.02,45,-5.80,20.43,0.00
819920,14.70,14.00,183,0.51,2323,33.33,28.00,6.93,39,0.00,8.85,8.63,45,-5.95,19.78,0.00
819989,14.70,13.76,183,0.50,2321,33.33,28.50,6.43,39,0.00,8.56,8.24,45,-6.24,19.26,0.00
820057,14.70,13.84,183,0.49,2322,33.33,29.00,6.44,39,0.00,8.42,8.24,45,-6.38,19.04,0.00
820127,14.70,13.84,183,0.48,2315,33.33,32.00,6.42,39,0.00,8.27,8.24,45,-6.53,18.51,0.00
820194,14.59,13.92,183,0.48,2324,33.33,32.00,6.45,39,0.00,8.13,7.84,45,-6.67,18.44,0.00
820264,14.70,13.84,183,0.47,2320,33.33,32.00,5.94,39,0.00,7.98,7.45,45,-6.82,18.30,0.00
820331,14.70,13.92,183,0.46,2330,33.33,32.00,5.97,39,0.00,7.84,7.45,45,-6.96,17.93,0.00
820399,14.70,13.76,183,0.45,2312,33.33,32.50,5.92,39,0.00,7.84,7.06,45,-6.96,17.30,0.00
820469,14.70,13.84,183,0.44,2329,33.33,33.00,5.96,39,0.00,7.69,7.06,45,-7.11,17.02,0.00
820537,14.70,13.84,183,0.43,2319,33.33,33.00,5.94,39,0.00,7.40,7.06,45,-7.40,16.48,0.00
820606,14.59,13.84,183,0.42,2322,33.33,33.00,5.45,39,0.00,7.25,6.67,45,-7.55,16.08,0.00
820674,14.70,13.76,183,0.42,2322,33.33,33.00,5.45,39,0.00,7.11,6.67,45,-7.69,16.22,0.00
820743,14.70,13.84,183,0.41,2325,33.33,33.50,5.46,39,0.00,7.11,6.67,45,-7.69,15.82,0.00
820812,14.70,13.84,183,0.41,2317,33.33,33.50,5.44,39,0.00,7.11,6.67,45,-7.69,15.56,0.00
820880,14.81,13.84,183,0.40,2333,33.33,33.50,5.47,39,0.00,6.96,6.27,45,-7.84,15.57,0.00
820949,14.81,13.76,183,0.40,2315,33.33,34.00,5.43,39,0.00,6.82,6.27,45,-7.98,15.39,0.00
821018,14.70,13.84,183,0.40,2313,33.33,34.00,5.46,39,0.00,6.82,6.27,45,-7.98,15.21,0.00
821086,14.81,13.76,183,0.39,2328,33.33,34.00,5.43,39,0.00,6.82,6.27,45,-7.98,14.97,0.00
821154,14.70,13.84,183,0.39,2315,33.33,34.00,5.46,39,0.00,6.67,6.27,45,-8.13,14.86,0.00
821223,14.70,13.76,183,0.38,2328,33.33,34.00,5.43,39,0.00,6.67,5.88,45,-8.13,14.74,0.00
821291,14.70,13.84,183,0.38,2313,33.33,34.00,4.97,39,0.00,6.53,5.88,45,-8.27,14.69,0.00
821360,14.70,13.76,183,0.38,2330,33.33,34.00,5.42,39,0.00,6.53,5.88,45,-8.27,14.57,0.00
821428,14.70,13.76,183,0.38,2309,33.33,33.50,4.96,39,0.00,6.53,5.88,45,-8.27,14.57,0.00
821496,14.70,13.84,183,0.38,2327,33.33,34.00,4.94,39,0.00,6.53,5.88,45,-8.27,14.57,0.00
821565,14.70,13.76,183,0.37,2322,33.33,33.50,4.95,39,0.00,6.53,5.88,45,-8.27,14.51,0.00
821634,14.70,13.76,183,0.37,2313,33.33,33.50,4.93,39,0.00,6.53,5.88,45,-8.27,14.39,0.00
821701,14.70,13.76,183,0.38,2320,33.33,33.50,5.44,39,0.00,6.53,5.88,45,-8.27,14.63,0.00
821770,14.70,13.76,183,0.37,2310,33.33,33.50,5.42,39,0.00,6.53,5.88,45,-8.27,14.34,0.00
821838,14.70,13.68,183,0.37,2319,33.33,33.50,4.95,39,0.00,6.53,5.88,45,-8.27,14.40,0.00
821907,14.59,13.76,183,0.37,2311,33.33,33.50,4.93,39,0.00,6.38,5.88,45,-8.42,14.28,0.00
821976,14.59,13.60,183,0.37,2309,33.33,33.50,4.93,39,0.00,6.38,5.88,45,-8.42,14.16,0.00
822045,14.59,13.76,183,0.37,2323,33.33,33.50,4.96,39,0.00,6.38,5.88,45,-8.42,14.15,0.00
822112,14.59,13.76,183,0.37,2302,33.33,33.50,4.91,39,0.00,6.38,5.88,45,-8.42,14.28,0.00
822181,14.59,13.84,183,0.37,2313,33.33,33.50,4.93,39,0.00,6.38,5.88,45,-8.42,14.16,0.00
822250,14.59,13.76,183,0.37,2304,33.33,33.50,4.92,39,0.00,6.38,5.49,45,-8.42,14.09,0.00
822317,14.59,13.84,183,0.36,2317,33.33,33.50,4.94,39,0.00,6.38,5.49,45,-8.42,14.28,0.00
822387,14.59,13.76,183,0.37,2300,33.33,33.50,4.91,39,0.00,6.38,5.49,45,-8.42,14.09,0.00
822455,14.59,13.84,183,0.37,2308,33.33,33.50,4.92,39,0.00,6.24,5.49,45,-8.56,14.04,0.00
822523,14.59,13.76,183,0.37,2302,33.33,33.50,4.92,39,0.00,6.24,5.49,45,-8.56,13.98,0.00
822592,14.59,13.84,183,0.36,2304,33.33,33.50,4.90,39,0.00,6.24,5.49,45,-8.56,13.87,0.00
822660,14.59,13.84,183,0.37,2299,33.33,33.50,4.93,39,0.00,6.24,5.49,45,-8.56,13.93,0.00
822728,14.59,13.76,183,0.35,2309,33.33,33.50,4.89,39,0.00,6.24,5.49,45,-8.56,13.87,0.00
822798,14.59,13.84,183,0.37,2290,33.33,33.50,4.93,39,0.00,6.24,5.49,45,-8.56,13.93,0.00
822866,14.59,13.76,183,0.36,2313,33.33,33.50,4.90,39,0.00,6.24,5.49,45,-8.56,13.76,0.00
822934,14.59,13.84,183,0.36,2298,33.33,33.50,4.90,39,0.00,6.24,5.49,45,-8.56,13.93,0.00
823002,14.47,13.76,183,0.36,2297,33.33,33.50,4.92,39,0.00,6.24,5.49,45,-8.56,13.93,0.00
823071,14.59,13.84,183,0.36,2296,33.33,33.50,4.90,39,0.00,6.24,5.49,45,-8.56,13.70,0.00
823140,14.70,13.76,183,0.36,2302,33.33,33.50,4.91,39,0.00,6.24,5.49,45,-8.56,13.87,0.00
823209,14.70,13.84,183,0.36,2296,33.33,33.50,4.90,39,0.00,6.24,5.49,45,-8.56,13.81,0.00
823277,14.59,13.76,183,0.36,2296,33.33,33.50,4.90,39,0.00,6.24,5.49,45,-8.56,13.81,0.00
823345,14.59,13.84,183,0.36,2298,33.33,33.50,4.90,39,0.00,6.24,5.49,45,-8.56,13.81,0.00
823414,14.59,13.84,183,0.36,2293,33.33,33.50,4.89,39,0.00,6.24,5.49,45,-8.56,13.70,0.00
823483,14.59,13.84,183,0.36,2297,33.33,33.50,4.90,39,0.00,6.24,5.49,45,-8.56,13.70,0.00
823551,14.59,13.76,183,0.36,2289,33.33,33.50,4.88,39,0.00,6.24,5.49,45,-8.56,13.81,0.00
823619,14.59,13.84,183,0.36,2302,33.33,33.50,4.91,39,0.00,6.24,5.49,45,-8.56,13.69,0.00
823688,14.70,13.84,183,0.36,2284,33.33,33.50,4.87,39,0.00,6.24,5.49,45,-8.56,13.81,0.00
823756,14.70,13.84,183,0.36,2294,33.33,33.50,4.89,39,0.00,6.24,5.49,45,-8.56,13.69,0.00
823824,14.70,13.76,183,0.36,2286,33.33,33.50,4.88,39,0.00,6.24,5.49,45,-8.56,13.69,0.00
823893,14.59,13.84,183,0.36,2292,33.33,33.50,4.86,39,0.00,6.24,5.49,45,-8.56,13.70,0.00
823962,14.70,13.84,183,0.36,2279,33.33,33.00,4.90,39,0.00,6.24,5.49,45,-8.56,13.64,0.00
824030,14.59,13.84,183,0.36,2296,33.33,33.50,4.86,39,0.00,6.24,5.49,45,-8.56,13.75,0.00
824098,14.59,13.76,183,0.36,2278,33.33,33.00,4.89,39,0.00,6.24,5.49,44,-8.56,13.81,0.00
824166,14.59,13.84,183,0.36,2294,33.33,33.50,4.85,39,0.00,6.24,5.49,44,-8.56,13.81,0.00
824236,14.59,13.76,183,0.36,2275,33.33,33.00,4.89,39,0.00,6.24,5.49,44,-8.56,13.93,0.00
824303,14.59,13.84,183,0.37,2290,33.33,33.50,4.86,39,0.00,6.24,5.49,44,-8.56,13.93,0.00
824374,14.59,13.84,183,0.36,2278,33.33,33.50,4.89,39,0.00,6.24,5.49,44,-8.56,13.81,0.00
824441,14.59,13.84,183,0.37,2293,33.33,33.50,4.85,39,0.00,6.24,5.49,44,-8.56,13.93,0.00
824509,14.47,13.76,183,0.37,2274,33.33,33.00,4.88,39,0.00,6.24,5.49,44,-8.56,14.05,0.00
824579,14.47,13.84,183,0.37,2278,33.33,33.50,4.86,39,0.00,6.24,5.49,44,-8.56,14.15,0.00
824646,14.59,13.84,183,0.37,2290,33.33,33.50,4.89,39,0.00,6.38,5.49,44,-8.42,14.04,0.00
824715,14.59,13.84,183,0.38,2272,33.33,33.50,4.85,39,0.00,6.38,5.49,44,-8.42,14.28,0.00
824783,14.59,13.84,183,0.37,2290,33.33,33.50,4.89,39,0.00,6.38,5.49,44,-8.42,14.09,0.00
824851,14.59,13.76,183,0.38,2269,33.33,33.50,4.84,39,0.00,6.38,5.49,44,-8.42,14.28,0.00
824920,14.59,13.84,183,0.38,2290,33.33,33.50,4.89,39,0.00,6.38,5.49,44,-8.42,14.34,0.00
824989,14.59,13.76,183,0.38,2270,33.33,33.50,5.33,39,0.00,6.38,5.88,44,-8.42,14.40,0.00
825057,14.59,13.84,183,0.38,2279,33.33,33.50,5.35,39,0.00,6.53,5.88,44,-8.27,14.45,0.00
825126,14.59,13.76,183,0.38,2272,33.33,33.50,5.33,39,0.00,6.53,5.88,44,-8.27,14.45,0.00
825194,14.59,13.76,183,0.39,2281,33.33,33.50,5.35,39,0.00,6.53,6.27,44,-8.27,14.74,0.00
825262,14.59,13.84,183,0.39,2267,33.33,33.50,5.32,39,0.00,6.67,6.27,44,-8.13,15.17,0.00
825332,14.70,13.76,183,0.40,2282,33.33,33.50,5.35,39,0.00,6.67,6.27,44,-8.13,15.10,0.00
825399,14.59,13.76,183,0.40,2270,33.33,33.50,5.33,39,0.00,6.67,6.27,44,-8.13,15.22,0.00
825468,14.70,13.76,183,0.40,2275,33.33,33.50,5.34,39,0.00,6.82,6.27,44,-7.98,15.39,0.00
825537,14.59,13.84,183,0.41,2268,33.33,33.50,5.35,39,0.00,6.82,6.27,44,-7.98,15.51,0.00
825605,14.59,13.68,183,0.41,2280,33.33,33.50,5.32,39,0.00,6.82,6.67,44,-7.98,15.77,0.00
825674,14.47,13.76,183,0.41,2265,33.33,33.50,5.35,39,0.00,6.96,6.67,44,-7.84,15.64,0.00
825741,14.59,13.84,183,0.42,2280,33.33,33.50,5.32,39,0.00,6.96,6.67,44,-7.84,15.70,0.00
825811,14.59,13.76,183,0.42,2266,33.33,33.50,5.82,39,0.00,6.96,6.67,44,-7.84,15.97,0.00
825879,14.59,13.76,183,0.43,2272,33.33,33.00,5.83,39,0.00,7.11,7.06,44,-7.69,16.24,0.00
825947,14.59,13.68,183,0.43,2278,33.33,33.00,5.80,39,0.00,7.11,7.06,44,-7.69,16.24,0.00
826016,14.59,13.76,183,0.43,2267,33.33,33.00,5.82,39,0.00,7.11,7.06,44,-7.69,16.37,0.00
826085,14.59,13.68,183,0.44,2267,33.33,33.00,5.80,39,0.00,7.25,7.06,44,-7.55,16.50,0.00
826152,14.59,13.76,183,0.44,2271,33.33,33.00,5.81,39,0.00,7.25,7.06,44,-7.55,16.71,0.00
826220,14.59,13.76,183,0.44,2264,33.33,33.00,5.79,39,0.00,7.25,7.06,44,-7.55,16.70,0.00
826290,14.59,13.76,183,0.45,2278,33.33,33.00,5.83,39,0.00,7.40,7.45,44,-7.40,16.91,0.00
826358,14.59,13.76,183,0.44,2262,33.33,33.00,5.79,39,0.00,7.40,7.45,44,-7.40,16.77,0.00
826427,14.70,13.76,183,0.45,2273,33.33,33.00,5.82,39,0.00,7.40,7.45,44,-7.40,17.11,0.00
826494,14.59,13.76,183,0.45,2272,33.33,33.00,5.82,39,0.00,7.55,7.45,44,-7.25,17.04,0.00
826563,14.59,13.84,183,0.46,2275,33.33,32.50,5.82,39,0.00,7.55,7.45,44,-7.25,17.32,0.00
826632,14.70,13.76,183,0.46,2267,33.33,32.50,6.29,39,0.00,7.55,7.45,44,-7.25,17.24,0.00
826700,14.70,13.76,183,0.47,2278,33.33,32.50,6.32,39,0.00,7.69,7.45,44,-7.11,17.72,0.00
826768,14.59,13.84,183,0.47,2268,33.33,32.00,6.29,39,0.00,7.69,7.84,44,-7.11,17.85,0.00
826837,14.59,13.76,183,0.47,2278,33.33,32.00,6.32,39,0.00,7.69,7.84,44,-7.11,18.01,0.00
826905,14.59,13.92,183,0.48,2272,33.33,32.00,6.30,39,0.00,7.84,7.84,44,-6.96,18.24,0.00
826974,14.59,13.76,183,0.48,2276,33.33,32.00,6.30,39,0.00,7.84,8.24,44,-6.96,18.62,0.00
827042,14.59,13.84,183,0.49,2272,33.33,32.00,6.34,39,0.00,7.98,8.24,44,-6.82,18.46,0.00
827112,14.59,13.76,183,0.48,2286,33.33,32.00,6.29,39,0.00,7.98,8.24,44,-6.82,18.68,0.00
827180,14.59,13.76,183,0.50,2270,33.33,32.00,6.33,39,0.00,8.13,8.24,44,-6.67,18.91,0.00
827247,14.47,13.84,183,0.50,2283,33.33,32.00,6.79,39,0.00,8.13,8.24,44,-6.67,18.99,0.00
827316,14.47,13.76,183,0.51,2274,33.33,31.50,6.82,39,0.00,8.13,8.63,44,-6.67,19.37,0.00
827386,14.59,13.84,183,0.51,2283,33.33,29.00,6.79,39,0.00,8.27,8.63,44,-6.53,19.36,0.00
827454,14.59,13.76,183,0.51,2273,33.33,29.00,6.84,39,0.00,8.27,8.63,44,-6.53,19.36,0.00
827521,14.47,13.84,183,0.52,2290,33.33,29.00,6.77,39,0.00,8.27,8.63,44,-6.53,19.67,0.00
827590,14.47,13.84,183,0.52,2266,33.33,29.00,6.86,39,0.00,8.42,9.02,44,-6.38,19.89,0.00
827658,14.47,13.84,183,0.53,2272,33.33,28.50,6.78,39,0.00,8.42,9.02,44,-6.38,19.97,0.00
827728,14.47,13.84,183,0.53,2288,33.33,28.50,6.83,39,0.00,8.42,9.02,44,-6.38,20.04,0.00
827796,14.59,13.84,183,0.53,2278,33.33,28.50,6.80,39,0.00,8.56,9.02,44,-6.24,20.11,0.00
827865,14.59,13.84,183,0.53,2294,33.33,28.50,6.85,39,0.00,8.56,9.02,43,-6.24,20.27,0.00
827934,14.59,13.84,183,0.53,2273,33.33,28.50,6.79,39,0.00,8.56,9.02,43,-6.24,19.95,0.00
828003,14.47,13.84,183,0.53,2294,33.33,28.50,6.85,39,0.00,8.56,9.02,43,-6.24,20.27,0.00
828071,14.59,13.84,183,0.54,2280,33.33,28.50,6.81,39,0.00,8.56,9.02,43,-6.24,20.43,0.00
828140,14.59,13.84,183,0.53,2294,33.33,28.50,6.85,39,0.00,8.71,9.02,43,-6.09,20.44,0.00
828208,14.59,13.84,183,0.53,2284,33.33,28.50,6.82,39,0.00,8.71,9.02,43,-6.09,20.36,0.00
828276,14.59,13.76,183,0.54,2297,33.33,28.50,6.86,39,0.00,8.71,9.02,43,-6.09,20.53,0.00
828345,14.59,13.84,183,0.54,2280,33.33,28.50,6.81,39,0.00,8.71,9.02,44,-6.09,20.44,0.00
828414,14.59,13.76,183,0.53,2300,33.33,28.50,6.87,39,0.00,8.71,9.02,44,-6.09,20.43,0.00
