Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
0,-25.00,0.00,14.13,13.92,176,0.30,834,100.00,13.50,1.41,99,5.51,-9.29,1.28,0.00,5.49
227,-25.00,0.00,14.13,13.92,176,0.32,823,100.00,14.00,1.40,99,5.51,-9.14,1.30,0.00,5.88
453,-25.00,0.00,14.24,14.00,176,0.33,818,100.00,14.00,1.39,99,5.66,-9.00,1.28,0.00,5.88
679,-25.00,0.00,14.24,14.00,176,0.33,834,100.00,12.50,1.42,99,5.66,-9.00,1.28,0.00,5.88
904,-25.00,0.00,14.36,14.00,176,0.31,838,100.00,12.00,1.45,99,5.66,-9.00,1.28,0.00,5.88
1130,-25.00,0.00,14.24,14.00,176,0.32,839,100.00,12.00,1.44,99,5.66,-9.00,1.30,0.00,5.88
1356,-25.00,0.00,14.36,14.08,176,0.32,836,100.00,12.00,1.43,99,5.66,-9.00,1.26,0.00,5.88
1582,-25.00,0.00,14.36,13.92,176,0.32,846,100.00,11.50,1.43,99,5.66,-9.00,1.30,0.00,5.88
1808,-25.00,0.00,14.36,14.00,176,0.32,838,100.00,12.00,1.43,99,5.66,-9.00,1.30,0.00,5.88
2033,-24.22,0.00,14.47,14.00,176,0.32,846,100.00,11.50,1.44,99,5.66,-9.00,1.26,0.00,5.88
2260,-25.00,0.00,14.36,14.00,176,0.32,848,100.00,11.50,1.45,99,5.66,-9.00,1.30,0.00,5.88
2486,-25.00,0.00,14.47,14.00,176,0.33,840,100.00,12.00,1.46,99,5.66,-9.00,1.30,0.00,5.88
2712,-24.22,0.00,14.47,14.00,176,0.35,782,100.00,16.00,1.33,99,5.80,-8.85,1.28,0.00,5.88
2937,-23.44,0.00,14.81,14.00,176,0.33,832,100.00,12.00,1.42,99,5.95,-8.85,1.30,0.00,5.88
3163,-23.44,0.00,14.59,14.00,176,0.33,851,100.00,10.50,1.44,99,5.80,-8.85,1.30,0.00,5.88
3389,-24.22,0.00,14.47,14.00,176,0.32,866,100.00,9.00,1.46,99,5.80,-8.85,1.30,0.00,6.27
3615,-24.22,0.00,14.36,14.08,176,0.31,859,100.00,11.00,1.49,99,5.80,-8.85,1.30,0.00,6.27
3841,-24.22,0.00,14.36,14.00,176,0.33,857,100.00,11.00,1.47,99,5.80,-8.85,1.30,0.00,6.27
4066,-24.22,0.00,14.47,14.00,176,0.34,832,100.00,13.00,1.42,99,5.80,-8.85,1.30,0.00,5.88
4292,-24.22,0.00,14.47,14.00,176,0.33,860,100.00,11.00,1.46,99,5.80,-8.85,1.32,0.00,5.88
4518,-24.22,0.00,14.47,14.00,176,0.32,857,100.00,12.00,1.46,99,5.80,-8.85,1.30,0.00,5.88
4744,-23.44,0.00,14.59,13.92,176,0.33,848,100.00,12.50,1.46,99,5.80,-8.85,1.30,0.00,5.88
4970,-23.44,0.00,14.47,13.92,176,0.33,831,100.00,14.00,1.43,99,5.80,-8.85,1.30,0.00,5.88
5196,-23.44,0.00,14.47,14.08,176,0.35,812,100.00,15.00,1.39,99,5.80,-8.85,1.28,0.00,5.88
5422,-23.44,0.00,14.59,14.08,176,0.34,846,100.00,11.50,1.42,99,5.95,-8.85,1.30,0.00,5.88
5648,-23.44,0.00,14.47,13.92,176,0.34,836,100.00,12.50,1.42,99,5.95,-8.85,1.32,0.00,6.27
5873,-23.44,0.00,14.47,13.92,176,0.33,848,100.00,11.50,1.43,99,5.80,-8.85,1.30,0.00,6.27
6100,-23.44,0.00,14.47,14.00,176,0.33,852,100.00,11.50,1.46,100,5.80,-8.85,1.30,0.00,6.27
6325,-23.44,0.00,14.47,14.00,176,0.33,856,100.00,11.50,1.48,100,5.80,-8.85,1.32,0.00,6.27
6551,-23.44,0.00,14.36,14.00,176,0.35,838,100.00,12.00,1.43,100,5.95,-8.85,1.30,0.00,6.27
6777,-23.44,0.00,14.47,14.00,176,0.35,814,100.00,15.00,1.39,100,5.95,-8.71,1.32,0.00,6.27
7003,-22.66,0.00,14.59,13.76,176,0.35,827,100.00,13.00,1.40,100,5.95,-8.71,1.32,0.00,6.27
7229,-22.66,0.00,14.59,14.00,176,0.34,832,100.00,12.50,1.41,100,6.09,-8.71,1.32,0.00,6.27
7454,-22.66,0.00,14.59,14.00,176,0.34,828,100.00,13.00,1.41,100,5.95,-8.71,1.30,0.00,6.27
7680,-22.66,0.00,14.47,13.92,176,0.35,809,100.00,14.50,1.38,100,6.09,-8.71,1.30,0.00,6.27
7906,-22.66,0.00,14.59,14.00,176,0.35,810,100.00,14.50,1.38,100,6.09,-8.56,1.30,0.00,6.27
8132,-23.44,0.00,14.47,14.08,176,0.37,802,100.00,14.50,1.37,100,6.24,-8.42,1.32,0.00,6.27
8358,-23.44,0.00,14.47,14.08,176,0.36,812,100.00,13.50,1.56,100,6.24,-8.42,1.32,0.00,6.27
8584,-23.44,0.00,14.47,14.00,178,0.36,808,100.00,13.00,1.56,100,6.38,-8.42,1.32,0.00,6.27
8811,-22.66,0.00,14.59,13.84,178,0.36,832,100.00,11.00,1.61,100,6.38,-8.42,1.34,0.00,6.27
9037,-22.66,0.00,14.70,14.00,178,0.35,856,100.00,8.50,1.46,100,6.24,-8.42,1.32,0.00,6.27
9263,-22.66,0.00,14.70,14.00,178,0.36,842,100.00,11.00,1.60,100,6.24,-8.42,1.34,0.00,6.27
9489,-21.88,0.00,14.70,14.00,178,0.43,855,100.00,16.00,1.63,100,6.38,-8.42,1.50,0.00,9.02
9714,-6.25,0.00,14.70,13.76,178,0.62,774,100.00,25.50,2.01,100,7.40,-7.25,1.52,0.00,9.02
9940,-4.69,0.00,14.81,13.92,178,1.34,646,100.00,28.00,2.20,100,9.29,-5.51,2.04,0.00,16.86
10166,-4.69,0.00,13.90,14.08,178,0.99,814,100.00,0.00,4.00,100,14.65,0.00,1.82,0.00,33.33
10392,-4.69,0.00,11.83,13.60,178,0.79,1110,100.00,5.00,4.98,102,14.36,-0.29,1.84,0.00,20.00
10618,-5.47,0.00,11.14,13.92,178,0.83,1324,100.00,12.50,5.90,102,13.93,-0.87,1.96,0.00,19.22
10844,-17.97,0.00,11.94,13.76,178,0.90,1453,100.00,13.00,5.81,102,13.78,-0.87,2.06,0.00,20.78
11069,-20.31,0.00,13.67,14.00,178,0.86,1515,100.00,14.00,5.84,102,13.93,-0.73,2.06,0.00,19.61
11294,-21.88,0.00,14.13,13.92,178,0.94,1394,100.00,11.00,5.37,102,14.22,-0.58,2.04,0.00,19.61
11520,-20.31,0.00,14.93,13.92,178,1.02,1110,100.00,3.00,4.66,102,14.65,0.00,1.94,0.00,20.39
11746,-7.81,0.00,14.70,13.92,178,0.87,1328,100.00,7.50,5.75,102,15.09,0.44,2.02,0.00,22.75
11972,-17.19,0.00,13.09,13.84,178,0.94,1357,100.00,8.00,5.37,102,15.09,0.44,2.04,0.00,22.75
12198,-16.41,0.00,14.47,13.84,178,0.99,1584,100.00,12.50,6.73,104,15.24,0.58,2.18,0.00,25.88
12424,-17.97,0.00,14.36,14.00,178,0.99,1764,100.00,15.50,7.38,104,15.38,0.73,2.26,20.39,27.45
12650,-15.62,0.00,14.93,13.84,178,1.03,1908,100.00,18.00,7.99,104,15.82,1.16,2.32,53.73,28.63
12876,-13.28,0.00,15.04,13.84,178,1.03,2086,100.00,23.50,9.40,104,15.96,1.31,2.38,88.24,27.84
13101,-12.50,0.00,14.70,13.84,178,1.02,2336,100.00,27.00,10.37,104,15.82,1.02,2.46,88.63,25.49
13327,-7.81,0.00,15.27,13.84,178,1.00,2522,100.00,26.50,11.70,104,15.67,1.02,2.54,80.39,24.71
13553,-6.25,0.00,14.81,13.52,180,1.07,2724,100.00,27.00,13.21,104,15.67,0.87,2.64,52.94,24.71
13779,-5.47,0.00,14.70,13.60,180,1.11,2939,100.00,27.00,14.98,104,16.11,1.45,2.72,39.61,25.49
14005,-12.50,0.00,13.67,13.76,180,1.08,3180,100.00,29.00,16.26,104,16.54,1.89,2.78,31.76,25.10
14231,-14.06,0.00,14.13,13.36,180,1.05,3437,100.00,32.50,15.87,104,16.40,1.74,2.80,21.57,23.92
14456,-15.62,0.00,14.13,13.84,180,0.45,3556,100.00,40.50,9.05,104,11.17,-3.48,2.06,0.00,8.63
14683,-17.19,0.00,13.09,13.92,180,0.67,3319,100.00,31.50,0.00,104,4.06,-10.74,2.40,0.00,5.49
14908,0.00,0.00,14.13,13.84,180,0.62,3003,100.00,22.50,0.00,104,3.19,-11.61,2.28,0.00,5.49
15134,0.00,0.00,12.06,13.84,180,0.99,2429,100.00,26.00,16.43,104,7.40,-7.25,2.58,56.08,22.75
15360,0.00,0.00,11.14,13.84,180,1.11,2218,100.00,23.50,12.97,104,14.36,-0.29,2.50,90.20,27.06
15586,0.00,0.00,11.14,13.84,180,1.08,2299,100.00,23.50,12.65,104,15.24,0.58,2.50,90.20,26.27
15811,0.00,0.00,11.14,13.68,180,1.11,2360,100.00,21.50,13.01,104,15.82,1.16,2.56,90.20,26.67
16037,0.00,0.00,11.25,13.76,180,1.14,2462,100.00,19.50,14.12,104,16.40,1.74,2.60,90.20,27.06
16264,-12.50,0.00,11.60,13.68,180,1.19,2541,100.00,19.00,13.57,102,17.12,2.32,2.66,81.57,27.45
16489,-17.19,0.00,13.32,13.68,180,1.22,2620,100.00,17.00,13.37,102,17.70,3.05,2.72,73.33,27.84
16715,-8.59,0.00,14.93,13.76,180,1.26,2730,100.00,15.00,15.70,102,18.43,3.77,2.80,60.00,28.24
16940,-7.03,0.00,14.24,13.92,180,1.36,2799,100.00,13.50,17.31,102,19.30,4.64,2.86,49.80,28.24
17166,-9.38,0.00,13.90,13.52,180,1.38,2881,100.00,13.00,17.60,102,20.17,5.51,2.92,44.71,28.24
17392,-10.16,0.00,13.90,13.36,180,1.42,2946,100.00,13.00,18.81,102,20.89,6.24,2.96,43.92,28.63
17618,-10.94,0.00,13.90,13.92,181,1.43,3044,100.00,13.50,19.46,100,21.47,6.67,2.98,43.53,29.02
17844,-10.94,0.00,14.01,13.84,181,1.46,3132,100.00,14.00,20.00,100,21.91,7.25,3.02,43.14,29.02
18070,-10.94,0.00,13.90,13.44,181,1.51,3251,100.00,14.50,20.59,100,22.35,7.69,3.08,42.75,29.41
18295,-10.94,0.00,13.90,13.68,181,1.48,3350,100.00,14.50,21.48,100,22.78,8.13,3.12,41.18,29.41
18521,-10.16,0.00,14.01,13.84,181,1.53,3465,100.00,14.50,22.67,99,23.22,8.56,3.14,38.43,30.20
18747,-10.94,0.00,14.01,13.76,181,1.43,3556,100.00,16.50,22.10,99,22.35,7.69,3.10,28.24,27.06
18973,-7.81,0.00,14.47,13.68,181,1.37,3681,100.00,20.00,21.07,99,20.75,6.09,3.06,35.29,28.24
19199,-9.38,0.00,13.90,13.84,181,1.12,3774,100.00,26.50,19.11,99,18.57,3.92,2.88,5.10,23.53
19425,-15.62,0.00,12.63,13.92,181,0.74,3710,33.33,28.50,0.00,99,6.38,-8.27,2.62,0.00,7.45
19651,0.00,0.00,13.09,14.00,181,0.70,3361,33.33,19.50,0.00,99,3.34,-11.32,2.44,0.00,5.49
19877,0.00,0.00,12.40,14.00,181,0.60,3053,33.33,23.00,0.00,97,2.90,-11.75,2.26,0.00,5.88
20102,-7.03,0.00,11.14,13.68,181,0.73,2550,66.67,15.50,9.40,97,7.84,-6.96,2.40,6.67,17.65
20328,-5.47,0.00,11.14,13.84,181,1.01,2607,100.00,29.50,13.23,97,13.93,-0.87,2.52,58.43,23.53
20554,-20.31,0.00,11.14,13.60,181,1.05,2636,100.00,28.00,12.39,97,14.65,0.00,2.60,67.06,24.71
20780,-25.00,0.00,12.52,13.92,181,1.10,2666,100.00,26.00,11.98,97,15.24,0.58,2.64,62.75,24.71
21006,-18.75,0.00,15.04,13.68,181,1.14,2696,100.00,23.50,12.62,97,15.82,1.16,2.68,61.57,24.71
21232,-14.84,0.00,15.16,13.60,181,1.17,2745,100.00,21.50,14.13,97,16.54,1.89,2.74,50.98,24.71
21458,-12.50,0.00,14.81,13.68,181,1.22,2759,100.00,21.00,14.78,97,17.12,2.47,2.74,39.61,24.31
21683,-10.94,0.00,14.70,13.68,183,1.21,2844,100.00,20.00,15.01,97,17.56,2.90,2.78,36.86,24.31
21910,-10.94,0.00,14.59,13.76,183,1.25,2842,100.00,19.50,15.83,97,17.99,3.19,2.78,35.29,24.71
22135,-10.94,0.00,14.47,13.76,183,1.27,2880,100.00,18.50,16.00,97,18.28,3.63,2.82,35.29,24.71
22361,-10.94,0.00,14.47,13.68,183,1.29,2923,100.00,17.50,16.92,97,18.86,4.06,2.84,40.00,25.49
22587,-12.50,0.00,14.24,13.84,183,1.29,2957,100.00,18.00,16.51,97,19.01,4.35,2.86,35.29,25.49
22814,-13.28,0.00,14.24,13.60,183,1.27,3024,100.00,18.50,16.67,97,19.01,4.35,2.86,32.55,25.10
23039,-14.06,0.00,14.24,13.76,183,1.24,3061,100.00,20.50,16.32,97,18.86,4.21,2.86,30.20,24.71
23265,-12.50,0.00,14.59,13.60,183,1.19,3109,100.00,21.50,17.05,97,18.86,4.21,2.84,28.63,25.10
23491,-13.28,0.00,14.24,13.92,183,1.20,3136,100.00,23.00,16.71,97,18.72,4.06,2.86,29.80,24.71
23717,-12.50,0.00,14.47,13.84,183,1.26,3172,100.00,22.00,17.68,97,19.01,4.21,2.88,30.98,25.88
23943,-12.50,0.00,14.24,13.92,183,1.27,3219,100.00,22.00,17.83,97,19.15,4.50,2.92,34.90,25.88
24170,-12.50,0.00,14.36,13.76,183,1.25,3295,100.00,21.50,18.16,97,19.15,4.50,2.94,33.33,25.49
24396,-12.50,0.00,14.36,13.52,183,1.27,3319,100.00,21.50,18.46,97,19.44,4.79,2.94,30.59,25.49
24622,-10.94,-0.78,14.36,13.84,183,1.25,3390,100.00,21.00,18.65,97,19.44,4.64,2.96,31.76,25.49
24848,-10.94,-0.78,14.36,13.84,183,1.26,3440,100.00,22.50,18.91,97,19.30,4.64,2.96,31.76,25.88
25074,-11.72,-0.78,14.36,13.36,183,1.23,3534,100.00,24.50,18.82,97,19.01,4.35,3.00,32.94,26.27
25299,-9.38,-0.78,14.24,13.84,183,1.18,3518,100.00,27.50,17.48,97,18.14,3.48,2.90,24.71,24.71
25525,-9.38,-0.78,14.36,13.76,183,1.08,3534,100.00,32.50,17.27,95,16.98,2.32,2.92,25.49,24.71
25774,-8.59,-0.78,14.13,13.68,183,1.10,3478,100.00,37.00,15.83,95,16.40,1.74,2.48,0.00,18.04
26000,-14.06,0.00,13.67,13.84,183,0.48,3590,66.67,44.50,8.37,95,9.00,-5.66,2.18,0.00,13.33
26226,-20.31,0.00,13.44,13.52,183,0.44,3571,33.33,45.00,7.52,95,5.37,-9.29,2.26,0.00,10.20
26452,-10.16,0.00,11.48,13.76,185,0.51,3536,33.33,44.50,9.83,95,4.35,-10.30,2.24,0.00,10.59
26677,-21.88,0.00,12.63,13.92,185,0.45,3542,33.33,44.50,8.31,95,4.64,-10.16,2.18,0.00,11.37
26903,-25.00,0.00,11.14,14.00,185,0.41,3550,66.67,45.00,7.50,95,5.95,-8.71,2.26,0.00,16.86
27129,-5.47,-0.78,11.60,13.92,185,0.76,3587,66.67,43.00,13.17,95,10.16,-4.50,2.60,10.59,22.75
27355,-6.25,-0.78,13.32,13.84,185,0.88,3596,100.00,40.50,15.24,95,12.62,-2.18,2.70,17.25,24.71
27581,-16.41,-0.78,12.86,14.00,185,0.93,3618,100.00,39.50,14.73,95,13.35,-1.31,2.78,19.61,24.31
27807,-16.41,-0.78,14.36,13.84,185,0.98,3640,100.00,37.50,15.66,95,14.36,-0.29,2.78,12.16,23.53
28033,-14.84,-0.78,14.59,13.84,185,0.97,3672,100.00,37.00,15.81,95,14.80,0.15,2.82,16.47,23.92
28259,-13.28,-0.78,14.59,13.68,185,1.06,3712,100.00,34.50,17.41,95,15.82,1.02,2.88,21.96,25.10
28485,-11.72,-0.78,14.47,13.76,185,1.02,3780,100.00,33.00,18.58,95,16.40,1.74,2.90,20.39,24.71
28710,-14.06,-0.78,14.13,13.60,185,1.06,3781,100.00,33.50,17.90,95,15.96,1.31,2.88,17.25,24.31
28936,-10.94,-0.78,14.70,13.68,185,1.04,3856,100.00,33.50,17.93,95,15.96,1.31,2.90,16.86,24.71
29162,-12.50,-0.78,14.24,13.92,185,0.89,3843,100.00,37.50,15.68,95,14.95,0.29,2.68,0.00,21.18
29388,-16.41,0.00,13.90,13.52,185,0.45,3846,66.67,32.50,6.54,95,6.38,-8.27,2.32,0.00,7.84
29614,0.00,0.00,12.29,13.92,185,0.61,3586,33.33,22.50,0.00,95,3.05,-11.61,2.38,0.00,6.27
29840,0.00,0.00,12.29,13.84,185,0.55,3259,33.33,15.00,0.00,95,2.76,-11.90,2.26,0.00,5.88
30066,0.00,0.00,11.14,14.00,185,0.47,2912,33.33,26.00,8.20,95,2.90,-11.75,2.08,0.00,7.06
30292,-6.25,0.00,11.14,13.76,185,0.60,2868,66.67,34.50,9.21,95,6.96,-7.84,2.30,0.00,18.04
30519,-10.16,0.00,11.14,13.84,185,0.59,2887,66.67,43.50,9.22,95,8.71,-5.95,2.22,0.00,16.47
30744,-25.00,0.00,11.25,13.84,185,0.66,2874,66.67,43.00,7.95,95,9.58,-5.08,2.34,0.00,17.25
30971,-6.25,0.00,13.21,13.84,185,0.83,2865,66.67,40.00,11.75,95,11.32,-3.34,2.50,12.55,21.18
31196,-7.81,-0.78,12.63,13.84,185,0.87,2899,66.67,37.50,12.33,95,12.48,-2.18,2.52,14.12,21.18
31422,-17.19,-0.78,13.32,14.00,185,0.98,2891,66.67,34.00,12.30,95,13.64,-1.02,2.64,32.55,24.31
31648,-11.72,-0.78,13.55,13.68,185,1.01,2907,100.00,32.00,14.26,95,14.65,0.00,2.64,29.02,23.53
31874,-14.06,-0.78,14.24,13.92,185,1.04,2918,100.00,30.50,13.72,95,15.38,0.73,2.68,27.45,23.92
32099,-14.06,-0.78,14.36,13.84,185,1.04,2942,100.00,29.50,13.83,95,15.82,1.02,2.70,26.27,23.92
32325,-13.28,-0.78,14.59,13.76,185,1.10,2978,100.00,28.50,14.49,95,16.11,1.45,2.70,25.10,23.53
32551,-14.06,-0.78,14.47,13.52,185,1.09,2988,100.00,28.00,14.66,95,16.40,1.60,2.72,25.10,23.53
32777,-13.28,-0.78,14.59,13.76,185,1.07,2995,100.00,29.00,14.81,95,16.40,1.74,2.70,20.00,22.75
33003,-12.50,-0.78,14.59,13.92,185,1.10,3010,100.00,28.50,14.79,95,16.69,2.03,2.74,23.53,23.92
33229,-13.28,-0.78,14.24,13.44,185,1.09,3051,100.00,29.00,14.97,95,16.54,1.74,2.74,22.35,23.53
