Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Global Timing User Adjustment Value (degrees),Ignition Base Timing* (degrees)
143372,0.00,-7.81,23.77,13.60,176,0.32,1370,0.00,0.00,33.33,16,21.00,0.00,72,0.00,-10.30,1.46,0.00,0.00,0,13.05
143646,0.00,-7.81,24.12,13.52,176,0.52,1338,0.00,0.00,33.33,16,4.50,2.00,72,0.00,-9.72,1.66,0.00,4.31,0,21.48
143921,0.00,-6.25,23.77,13.44,176,0.65,1345,0.00,0.00,33.33,16,25.00,2.30,72,0.00,-7.98,1.80,0.00,6.67,0,26.41
144196,0.00,-5.47,14.13,13.60,176,0.57,1419,0.00,0.00,33.33,16,24.50,2.31,72,0.00,-7.25,1.76,0.00,6.67,0,31.68
144470,-2.34,-4.69,13.78,13.52,176,0.58,1412,0.00,0.00,33.33,16,39.00,2.41,72,0.50,-7.25,1.76,0.00,6.67,0,34.14
144745,-0.78,-3.91,14.24,13.60,176,0.57,1443,0.00,0.00,33.33,16,28.50,2.46,72,0.50,-7.40,1.76,0.00,6.67,0,40.47
145019,-3.12,-3.91,13.67,13.60,176,0.53,1524,0.00,0.00,33.33,16,31.00,2.28,72,1.00,-7.55,1.76,0.00,6.67,0,40.47
145294,-0.78,-3.12,14.36,13.60,176,0.52,1521,0.00,0.00,33.33,16,30.50,1.95,72,0.50,-7.69,1.76,0.00,6.67,0,26.41
145568,23.44,-3.12,18.26,13.68,176,0.52,1592,0.00,0.00,33.33,16,29.50,2.35,72,1.00,-7.98,1.76,0.00,6.67,0,40.47
145843,25.00,-0.78,16.19,13.52,176,0.53,1602,0.00,0.00,33.33,16,25.00,2.39,72,1.00,-8.13,1.78,0.00,6.67,0,33.79
146118,25.00,-0.78,15.27,13.60,176,0.51,1623,0.00,0.00,33.33,16,27.50,2.42,72,1.00,-8.27,1.78,0.00,6.67,0,26.41
146392,25.00,-0.78,15.04,13.60,176,0.51,1660,0.00,0.00,33.33,16,25.00,2.48,72,1.00,-8.42,1.80,0.00,6.67,0,26.41
146667,25.00,-0.78,14.93,13.60,176,0.50,1708,0.00,0.00,33.33,16,27.50,2.55,72,1.00,-8.56,1.80,0.00,6.67,0,32.03
146942,24.22,-0.78,14.59,13.68,176,0.51,1738,0.00,0.00,33.33,16,27.00,2.60,72,0.50,-8.56,1.78,0.00,6.67,0,40.47
147216,23.44,-0.78,14.36,13.52,176,0.48,1784,0.00,0.00,33.33,16,27.00,2.66,72,0.50,-8.71,1.80,0.00,6.67,0,32.03
147491,21.09,-0.78,14.36,13.52,176,0.49,1793,0.00,0.00,33.33,16,33.00,2.68,72,0.50,-8.71,1.80,0.00,6.67,0,33.79
147765,17.97,-0.78,14.13,13.44,176,0.49,1821,0.00,0.00,33.33,16,27.00,2.72,72,0.50,-8.71,1.80,0.00,6.67,0,26.41
148040,16.41,-0.78,14.36,13.44,176,0.47,1846,0.00,0.00,33.33,16,41.50,2.76,72,0.50,-8.85,1.80,0.00,6.67,0,26.41
148314,13.28,-0.78,14.24,13.44,176,0.47,1889,0.00,0.00,33.33,16,26.50,2.82,72,0.00,-8.85,1.80,0.00,6.67,0,40.47
148589,12.50,-0.78,14.59,13.68,176,0.43,1916,0.00,0.00,33.33,16,32.00,2.86,72,0.00,-8.71,1.78,0.00,6.67,0,26.41
148864,14.06,-0.78,14.70,13.68,176,0.47,1923,0.00,0.00,33.33,16,33.50,2.87,72,0.00,-8.71,1.82,0.00,6.67,0,29.57
149138,14.84,-0.78,14.70,13.68,176,0.47,1970,0.00,0.00,33.33,16,34.00,2.94,72,0.00,-8.85,1.82,0.00,6.67,0,28.87
149413,14.06,-0.78,14.47,13.68,176,0.47,1996,0.00,0.00,33.33,16,29.50,2.98,72,0.00,-8.85,1.82,0.00,6.67,0,26.41
149687,10.16,-0.78,14.13,13.68,176,0.44,1990,0.00,0.00,33.33,16,29.50,2.97,72,0.00,-8.85,1.80,0.00,6.67,0,34.14
149963,8.59,-0.78,14.36,13.68,176,0.45,2043,0.00,0.00,33.33,16,40.00,3.03,72,0.00,-9.00,1.80,0.00,6.27,0,26.41
150237,7.81,-0.78,14.36,13.52,176,0.42,2054,0.00,0.00,33.33,16,28.50,3.07,72,0.00,-9.00,1.80,0.00,6.27,0,32.73
150511,5.47,-0.78,14.24,13.52,176,0.42,2068,0.00,0.00,33.33,16,40.00,2.65,72,0.00,-9.29,1.80,0.00,5.88,0,26.41
150786,4.69,-0.78,14.47,13.60,176,0.38,2103,0.00,0.00,33.33,16,26.00,2.69,72,0.00,-9.58,1.76,0.00,5.49,0,26.41
151061,1.56,-0.78,14.24,13.60,176,0.36,2095,0.00,0.00,33.33,16,26.00,2.68,72,0.00,-9.72,1.72,0.00,5.49,0,29.22
151336,-0.78,-0.78,14.24,13.60,176,0.35,2126,0.00,0.00,33.33,16,40.50,2.70,72,0.00,-9.87,1.72,0.00,5.10,0,26.41
151610,-2.34,-0.78,14.36,13.44,176,0.32,2134,0.00,0.00,33.33,16,26.00,2.73,72,0.00,-10.16,1.66,0.00,4.31,0,26.41
151885,-8.59,-0.78,13.78,13.52,176,0.30,2134,0.00,0.00,33.33,16,26.00,2.73,73,0.00,-10.59,1.64,0.00,4.31,0,26.41
152160,-15.62,-0.78,13.67,13.52,176,0.30,2129,0.00,0.00,33.33,16,26.00,2.27,73,0.00,-10.59,1.64,0.00,3.92,0,29.22
152434,-18.75,-0.78,14.24,13.52,176,0.29,2114,0.00,0.00,33.33,16,31.50,2.25,73,0.00,-10.74,1.62,0.00,3.92,0,40.47
152709,-19.53,-0.78,14.70,13.60,176,0.29,2127,0.00,0.00,33.33,16,26.00,2.25,73,0.00,-10.74,1.62,0.00,3.53,0,26.41
152984,-21.09,-0.78,14.47,13.68,176,0.29,2101,0.00,0.00,33.33,16,30.50,2.31,73,0.00,-10.74,1.60,0.00,3.53,0,33.79
153258,-22.66,-1.56,14.47,13.68,176,0.26,2099,0.00,0.00,33.33,16,33.00,2.24,73,0.00,-11.03,1.56,0.00,2.75,0,26.41
153533,0.00,-2.34,13.78,13.60,176,0.22,2108,0.00,0.00,33.33,16,34.00,2.25,73,0.00,-11.32,1.48,0.00,1.57,0,26.41
153807,0.00,-3.12,12.52,13.60,176,0.15,2104,0.00,0.00,33.33,16,31.50,2.24,73,0.00,-11.61,1.42,0.00,0.00,0,29.22
154082,0.00,-3.12,11.60,13.52,176,0.13,2049,0.00,0.00,33.33,16,23.50,2.19,73,0.00,-11.90,1.32,0.00,0.00,0,22.19
154356,0.00,-3.12,11.71,13.68,176,0.12,2028,0.00,0.00,33.33,16,15.50,0.00,73,0.00,-11.90,1.32,0.00,0.00,0,15.86
154631,0.00,-0.78,13.21,13.68,176,0.11,2015,0.00,0.00,33.33,16,15.50,0.00,73,0.00,-11.75,1.28,0.00,0.00,0,15.86
154906,0.00,-0.78,19.64,13.68,176,0.13,1946,0.00,0.00,33.33,16,15.50,0.00,73,0.00,-11.75,1.32,0.00,0.00,0,15.86
155180,0.00,-0.78,23.77,13.68,176,0.13,1934,0.00,0.00,33.33,16,15.50,0.00,73,0.00,-11.61,1.34,0.00,0.00,0,15.86
155455,0.00,-0.78,23.54,13.68,176,0.15,1885,0.00,0.00,33.33,16,15.50,0.00,73,0.00,-11.75,1.34,0.00,0.00,0,15.86
155730,0.00,-1.56,23.89,13.68,176,0.24,1898,0.00,0.00,33.33,16,20.00,1.99,73,0.00,-11.32,1.48,0.00,1.57,0,23.95
156005,0.00,-2.34,23.77,13.52,176,0.26,1852,0.00,0.00,33.33,16,26.00,1.98,73,0.00,-11.32,1.50,0.00,1.96,0,26.41
156279,0.00,-3.12,14.01,13.52,176,0.26,1848,0.00,0.00,33.33,16,40.00,1.97,73,0.00,-11.32,1.50,0.00,1.96,0,31.68
156554,0.00,-3.91,13.09,13.52,176,0.25,1846,0.00,0.00,33.33,16,26.00,1.97,73,0.00,-11.17,1.50,0.00,1.96,0,29.92
156828,0.00,-4.69,12.98,13.52,176,0.26,1844,0.00,0.00,33.33,16,26.00,1.97,73,0.00,-11.17,1.50,0.00,0.78,0,26.41
157103,0.00,-3.91,12.98,13.52,178,0.14,1809,0.00,0.00,33.33,16,26.50,1.93,73,0.00,-11.90,1.34,0.00,0.00,0,28.16
