Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Ignition Base Timing* (degrees)
140452,0.00,0.00,23.66,13.84,199,0.13,1852,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-11.61,1.30,0.00,0.00,15.86
140719,0.00,0.00,23.31,13.84,201,0.14,1775,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-11.61,1.32,0.00,0.00,15.86
140985,0.00,0.00,23.31,13.84,201,0.15,1682,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-11.75,1.34,0.00,0.00,15.86
141251,0.00,0.00,23.66,13.84,201,0.16,1585,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-11.75,1.34,0.00,0.00,15.51
141517,0.00,0.00,23.66,13.60,201,0.16,1536,0.00,0.00,33.33,13,14.50,0.00,79,0.00,-11.46,1.34,0.00,0.00,14.45
141783,0.00,0.00,23.54,13.68,201,0.17,1470,0.00,0.00,33.33,13,14.00,0.00,79,0.00,-11.32,1.34,0.00,0.00,13.75
142049,0.00,0.00,23.43,13.68,201,0.18,1437,0.00,0.00,33.33,13,21.00,0.00,79,0.00,-11.17,1.34,0.00,0.00,13.05
142315,0.00,0.00,23.54,13.68,201,0.18,1386,0.00,0.00,33.33,13,21.00,0.00,79,0.00,-11.03,1.34,0.00,0.00,13.05
142581,0.00,0.00,23.54,13.76,201,0.20,1349,0.00,0.00,33.33,13,21.00,0.00,79,0.00,-10.88,1.36,0.00,0.00,13.05
142847,0.00,-0.78,23.20,13.76,201,0.37,1310,0.00,0.00,33.33,13,4.50,1.68,79,0.00,-10.01,1.62,0.00,4.31,26.76
143113,0.00,-0.78,23.66,13.68,201,0.44,1313,0.00,0.00,33.33,13,39.00,1.96,79,0.00,-8.56,1.70,0.00,5.10,32.73
143378,0.00,-0.78,18.49,13.76,201,0.45,1312,0.00,0.00,33.33,13,25.50,1.96,79,0.00,-7.84,1.72,0.00,5.49,40.12
143645,3.91,0.00,14.93,13.84,201,0.50,1363,0.00,0.00,33.33,13,28.50,2.04,79,0.00,-7.40,1.78,0.00,6.27,33.09
143910,10.16,0.00,15.39,13.76,201,0.51,1386,0.00,0.00,33.33,13,26.00,2.36,79,0.00,-6.82,1.80,0.00,6.67,40.12
144176,9.38,0.78,14.24,13.84,201,0.52,1409,0.00,0.00,33.33,13,26.00,2.40,79,0.00,-6.53,1.82,0.00,7.06,26.41
144442,10.16,3.12,14.01,13.84,201,0.52,1455,0.00,0.00,33.33,13,40.50,2.48,79,0.50,-6.53,1.84,0.00,7.45,39.77
144708,3.91,3.12,13.67,13.84,201,0.55,1490,0.00,0.00,33.33,13,34.00,2.54,79,1.00,-6.24,1.88,0.00,8.24,29.92
144973,1.56,3.12,14.13,13.84,203,0.73,1546,0.00,0.00,33.33,13,27.00,3.37,79,1.00,-5.80,2.08,0.00,11.76,32.03
145239,1.56,3.12,14.70,13.84,203,0.71,1628,0.00,0.00,33.33,13,42.50,3.54,79,3.50,-4.35,2.08,0.00,12.55,26.41
145505,1.56,3.12,14.59,13.84,203,1.13,1779,0.00,0.00,33.33,13,35.00,4.93,79,3.50,-4.21,2.40,2.35,25.88,26.41
145771,-12.50,3.12,12.06,13.92,203,0.82,1838,0.00,0.70,33.33,13,29.50,4.31,79,4.50,-2.03,2.24,4.71,18.04,26.41
146036,0.78,3.12,16.42,13.84,203,0.82,1905,0.00,0.70,33.33,13,33.00,4.47,79,4.50,-2.32,2.26,3.92,17.25,29.22
146302,0.78,3.12,14.81,13.76,203,0.81,2005,0.00,0.70,33.33,13,43.50,4.71,79,4.50,-2.47,2.28,3.92,17.25,26.41
146568,1.56,3.12,14.70,13.84,203,0.77,2080,0.00,0.70,33.33,13,36.00,4.88,79,4.50,-2.61,2.28,3.92,16.47,40.12
146834,0.78,3.12,14.47,13.92,203,0.74,2182,0.00,0.70,33.33,13,30.00,4.65,79,4.50,-3.19,2.28,2.75,15.69,26.41
147100,1.56,3.12,14.70,13.92,203,0.73,2258,0.00,0.70,33.33,13,37.50,4.82,79,4.50,-3.77,2.28,2.35,15.29,26.41
147366,0.78,3.12,14.59,13.92,203,0.70,2314,0.00,0.70,33.33,13,30.00,4.94,79,4.50,-4.21,2.28,1.57,13.73,41.17
147632,-3.91,3.12,14.01,13.92,203,0.48,2397,0.00,0.35,33.33,13,42.00,4.09,79,1.50,-6.67,2.08,0.00,10.20,26.41
147898,-5.47,3.12,14.47,13.92,203,0.47,2415,0.00,0.00,33.33,13,31.00,3.61,79,1.00,-7.69,2.06,0.00,9.80,40.82
148163,-3.12,3.12,14.93,13.92,203,0.44,2495,0.00,0.00,33.33,13,25.50,3.73,79,0.00,-8.13,2.04,0.00,9.80,30.62
148429,-3.12,3.12,14.70,13.92,203,0.42,2472,0.00,0.00,33.33,13,25.50,3.69,79,0.00,-8.42,2.02,0.00,9.41,29.92
148695,-3.12,3.12,14.70,13.92,203,0.37,2516,0.00,0.00,33.33,13,32.50,3.76,79,0.00,-8.56,2.02,0.00,9.80,30.98
148961,0.00,3.12,15.16,13.92,203,0.49,2543,0.00,0.00,33.33,13,26.00,3.80,79,0.50,-8.13,2.10,0.00,10.98,29.57
149227,3.12,2.34,15.04,13.92,205,0.52,2569,0.00,0.35,33.33,13,32.00,4.38,79,1.50,-7.40,2.08,0.00,11.76,31.68
149493,6.25,2.34,15.16,13.92,205,0.51,2608,0.00,0.00,33.33,13,27.00,4.45,79,1.00,-7.11,2.16,0.00,12.16,33.44
149760,3.91,2.34,14.47,13.76,205,0.53,2597,0.00,0.00,33.33,13,41.50,4.41,79,1.00,-7.11,2.18,0.00,12.16,41.17
150025,3.91,2.34,14.59,13.68,205,0.52,2651,0.00,0.00,33.33,13,41.50,4.48,79,1.00,-7.25,2.16,0.00,11.76,41.52
150291,-0.78,3.12,14.24,13.68,205,0.43,2681,0.00,0.00,33.33,13,30.50,4.00,79,0.50,-7.98,2.06,0.00,9.80,30.98
150557,-3.91,3.12,14.36,13.68,205,0.48,2702,0.00,0.00,33.33,13,25.50,4.03,79,0.00,-8.56,2.16,0.00,11.76,26.41
150823,2.34,3.12,15.27,13.92,205,0.56,2716,0.00,0.00,33.33,13,32.00,4.64,79,1.00,-7.11,2.24,0.39,12.94,33.09
151090,1.56,3.12,14.70,13.92,205,0.56,2741,0.00,0.00,33.33,13,27.00,4.68,79,1.00,-6.82,2.26,0.78,13.33,41.17
151355,0.00,3.12,14.59,13.68,205,0.56,2804,0.00,0.00,33.33,13,41.50,4.78,79,1.00,-6.82,2.26,0.78,13.33,26.41
151621,-1.56,3.12,14.36,13.84,205,0.56,2799,0.00,0.00,66.67,13,31.50,4.78,79,1.00,-6.82,2.26,0.78,13.33,31.68
151887,-1.56,3.12,14.70,13.68,205,0.24,2849,0.00,0.00,66.67,13,26.50,3.65,79,0.00,-9.14,1.72,0.00,0.00,26.05
152153,0.00,2.34,11.48,13.84,205,0.13,2852,0.00,0.00,66.67,13,21.00,3.04,79,0.00,-12.04,1.42,0.00,0.00,23.59
152419,0.00,2.34,11.83,13.12,205,0.11,2790,0.00,0.00,66.67,13,16.00,0.00,79,0.00,-12.33,1.44,0.00,0.00,15.86
152685,0.00,1.56,12.98,13.84,205,0.11,2696,0.00,0.00,66.67,13,15.50,0.00,79,0.00,-12.33,1.38,0.00,0.00,15.86
152952,0.00,0.00,19.64,13.68,207,0.10,2684,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.33,1.36,0.00,0.00,15.86
153217,0.00,0.00,23.20,13.92,207,0.10,2652,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.33,1.36,0.00,0.00,15.86
153484,0.00,0.00,23.31,13.84,207,0.11,2575,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.48,1.36,0.00,0.00,15.86
153750,0.00,0.00,23.31,13.76,207,0.11,2531,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.48,1.38,0.00,0.00,15.86
154016,0.00,0.00,23.66,13.68,207,0.11,2474,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.33,1.34,0.00,0.00,15.86
154282,0.00,0.00,23.66,13.68,207,0.10,2421,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.33,1.32,0.00,0.00,15.86
154548,0.00,0.00,23.66,13.60,207,0.11,2308,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.19,1.34,0.00,0.00,15.86
154814,0.00,0.00,23.20,13.60,207,0.12,2223,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-12.04,1.36,0.00,0.00,15.86
155080,0.00,0.00,23.54,13.68,207,0.13,2120,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-11.90,1.34,0.00,0.00,15.86
155345,0.00,0.00,23.31,13.76,207,0.13,2040,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-11.75,1.34,0.00,0.00,15.86
155612,0.00,0.00,23.31,13.84,207,0.14,1966,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-11.61,1.38,0.00,0.00,15.86
155878,0.00,0.00,23.31,13.84,207,0.14,1844,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-11.46,1.36,0.00,0.00,15.86
156144,0.00,0.00,23.54,13.68,208,0.18,1479,0.00,0.00,33.33,13,15.50,0.00,79,0.00,-11.46,1.36,0.00,0.00,13.40
156410,0.00,0.00,23.08,13.52,208,0.23,1128,0.00,0.00,33.33,13,21.00,1.20,79,0.00,-10.88,1.34,0.00,0.00,13.05
156676,0.00,0.00,22.97,13.68,208,0.23,1114,0.00,0.00,33.33,13,18.50,1.19,79,0.00,-10.45,1.34,0.00,0.00,13.05
156942,0.00,0.00,14.36,13.44,208,0.22,1114,0.00,0.00,33.33,13,16.50,1.19,79,0.00,-10.45,1.32,0.00,0.00,13.05
157208,-1.56,0.00,12.98,13.36,208,0.23,1086,0.00,0.00,33.33,13,18.50,1.39,79,0.00,-10.45,1.34,0.00,0.00,13.05
157474,-2.34,0.00,13.44,13.28,208,0.22,1081,0.00,0.00,33.33,13,17.50,1.38,81,0.00,-10.30,1.32,0.00,0.00,13.05
157740,-2.34,0.00,13.67,13.28,208,0.23,1068,0.00,0.00,33.33,13,17.50,1.37,81,0.00,-10.45,1.32,0.00,0.00,13.05
158005,-2.34,0.00,13.78,13.20,208,0.22,1067,0.00,0.00,33.33,13,17.00,1.37,81,0.00,-10.45,1.32,0.00,0.00,13.05
158272,-3.12,0.00,13.67,13.20,208,0.23,1037,0.00,0.00,33.33,13,18.00,1.33,81,0.00,-10.45,1.32,0.00,0.00,13.05
158537,-4.69,0.00,13.44,13.36,208,0.23,1038,0.00,0.00,33.33,13,16.50,1.33,81,0.00,-10.30,1.32,0.00,0.00,13.05
158803,-5.47,0.00,13.78,13.36,208,0.24,1009,0.00,0.00,33.33,13,18.00,1.07,81,0.00,-10.30,1.30,0.00,0.00,13.05
159069,-5.47,0.00,14.01,13.36,208,0.24,1007,0.00,0.00,33.33,13,17.50,1.06,81,0.00,-10.30,1.30,0.00,0.00,13.05
159335,-6.25,0.00,13.90,13.44,208,0.25,967,0.00,0.00,33.33,13,18.50,1.03,81,0.00,-10.16,1.32,0.00,0.00,13.05
159601,-6.25,0.00,14.01,13.44,208,0.26,942,0.00,0.00,33.33,13,19.50,1.01,81,0.00,-10.16,1.32,0.00,0.00,13.05
159867,-6.25,0.00,14.36,13.68,208,0.26,922,0.00,0.00,33.33,13,19.50,0.98,81,0.00,-9.87,1.32,0.00,0.00,13.05
160133,-7.03,0.00,14.70,13.60,208,0.26,924,0.00,0.00,33.33,13,19.50,0.99,81,0.00,-9.87,1.32,0.00,0.00,13.05
160399,-6.25,0.00,14.81,13.84,208,0.29,876,0.00,0.00,33.33,13,18.50,0.93,81,0.00,-9.58,1.34,0.00,0.00,13.05
160665,-6.25,0.00,15.16,13.60,208,0.29,902,0.00,0.00,33.33,13,15.50,1.15,81,0.00,-9.43,1.36,0.00,0.00,13.05
160930,-5.47,0.00,15.62,13.60,208,0.28,928,0.00,0.00,33.33,13,14.00,1.19,81,0.00,-9.29,1.36,0.00,0.00,13.05
161196,-4.69,0.00,15.85,13.52,208,0.29,925,0.00,0.00,33.33,13,13.50,1.18,81,0.00,-9.43,1.36,0.00,0.00,13.05
161462,-3.91,0.00,15.85,13.52,208,0.28,949,0.00,0.00,33.33,13,11.00,1.21,81,0.00,-9.43,1.36,0.00,0.00,13.05
161727,-3.91,0.00,15.73,13.60,208,0.29,943,0.00,0.00,33.33,13,11.50,1.21,81,0.00,-9.43,1.36,0.00,0.00,13.05
161993,-3.12,0.00,15.73,13.60,208,0.31,927,0.00,0.00,33.33,13,14.00,1.19,81,0.00,-9.43,1.38,0.00,0.78,13.05
162258,-2.34,0.00,15.50,13.68,208,0.34,934,0.00,0.00,33.33,13,13.00,1.20,81,0.00,-9.14,1.42,0.00,1.18,15.51
162523,-2.34,-0.78,15.62,13.84,208,0.31,1101,0.00,0.00,33.33,13,24.00,1.41,81,0.00,-9.00,1.44,0.00,1.57,31.68
162788,0.00,-0.78,15.62,13.84,208,0.37,1330,0.00,0.00,33.33,13,29.50,1.70,81,0.00,-8.85,1.64,0.00,4.71,32.73
163054,7.81,-0.78,15.96,13.84,208,0.30,1686,0.00,0.00,33.33,13,25.00,2.16,81,0.00,-9.00,1.66,0.00,4.71,26.41
163320,7.03,-0.78,14.93,13.76,208,0.29,1865,0.00,0.00,33.33,13,39.00,2.39,81,0.00,-9.72,1.66,0.00,4.71,40.82
163586,5.47,-0.78,14.59,13.76,208,0.30,1846,0.00,0.00,33.33,13,40.00,2.35,81,0.00,-9.87,1.66,0.00,4.71,40.12
163851,0.78,-0.78,14.13,13.76,208,0.31,1798,0.00,0.00,33.33,13,27.50,2.28,81,0.00,-9.87,1.66,0.00,4.71,26.41
164116,-0.78,-0.78,14.36,13.76,208,0.35,1656,0.00,0.00,33.33,13,25.00,2.12,81,0.00,-9.72,1.68,0.00,4.71,31.68
164382,-1.56,-0.78,14.70,13.76,208,0.38,1562,0.00,0.00,33.33,13,25.00,2.00,81,0.00,-9.43,1.70,0.00,5.10,32.38
164648,-2.34,0.00,14.59,13.76,208,0.40,1536,0.00,0.00,33.33,13,32.00,2.29,81,0.00,-8.85,1.70,0.00,5.49,26.41
164913,-3.91,0.00,14.36,13.60,208,0.40,1532,0.00,0.00,33.33,13,32.00,2.29,81,0.00,-8.56,1.70,0.00,5.49,31.33
165179,-5.47,0.78,14.47,13.60,208,0.46,1338,0.00,0.00,33.33,13,31.50,2.00,81,0.00,-8.27,1.70,0.00,5.49,29.22
165444,-5.47,0.78,14.70,13.60,208,0.55,1134,0.00,0.00,33.33,13,25.00,1.94,81,0.00,-7.55,1.70,0.00,5.49,29.22
165710,-6.25,3.12,14.47,13.68,208,0.56,1072,0.00,0.00,33.33,13,30.50,1.83,81,0.00,-6.38,1.68,0.00,5.49,41.52
165975,-10.16,2.34,14.01,13.84,208,0.50,1158,0.00,0.00,33.33,13,28.50,1.98,81,0.00,-6.24,1.68,0.00,5.10,31.33
166241,-7.81,2.34,15.04,13.76,208,0.30,1400,0.00,0.00,33.33,13,25.00,1.79,81,0.00,-8.27,1.46,0.00,0.00,39.41
166506,-7.81,1.56,15.39,13.76,208,0.17,1410,0.00,0.00,33.33,13,16.00,1.50,81,0.00,-10.45,1.30,0.00,0.00,24.65
166772,0.00,0.00,15.16,13.76,210,0.18,1316,0.00,0.00,33.33,13,11.50,1.40,81,0.00,-11.17,1.30,0.00,0.00,13.05
167038,0.00,0.00,14.47,13.76,210,0.19,1238,0.00,0.00,33.33,13,19.00,1.32,81,0.00,-11.32,1.30,0.00,0.00,13.05
167304,0.00,0.00,12.63,13.76,210,0.19,1230,0.00,0.00,33.33,13,17.50,1.31,81,0.00,-11.17,1.30,0.00,0.00,13.05
167569,0.00,0.00,12.06,13.60,210,0.19,1199,0.00,0.00,33.33,13,19.00,1.28,81,0.00,-11.17,1.30,0.00,0.00,13.05
167835,0.00,0.00,12.06,13.52,210,0.20,1176,0.00,0.00,33.33,13,19.50,1.25,81,0.00,-11.17,1.30,0.00,0.00,13.05
168100,0.00,0.00,11.94,13.44,210,0.20,1138,0.00,0.00,33.33,13,21.00,1.21,81,0.00,-11.03,1.30,0.00,0.00,13.05
168366,-5.47,0.00,11.83,13.44,210,0.20,1117,0.00,0.00,33.33,13,21.00,1.19,81,0.00,-10.74,1.30,0.00,0.00,13.05
168632,-10.94,0.00,11.83,13.52,210,0.20,1122,0.00,0.00,33.33,13,18.50,1.44,81,0.00,-10.74,1.30,0.00,0.00,13.05
168898,-17.19,0.00,11.83,13.44,210,0.21,1120,0.00,0.00,33.33,13,17.00,1.44,81,0.00,-10.59,1.30,0.00,0.00,13.05
169163,-21.88,0.00,12.17,13.44,210,0.21,1104,0.00,0.00,33.33,13,16.50,1.41,81,0.00,-10.59,1.30,0.00,0.00,13.05
169430,-25.00,0.00,12.29,13.44,210,0.21,1097,0.00,0.00,33.33,13,16.00,1.40,81,0.00,-10.59,1.30,0.00,0.00,13.05
169695,-25.00,0.00,12.40,13.36,210,0.21,1092,0.00,0.00,33.33,13,15.50,1.17,81,0.00,-10.59,1.30,0.00,0.00,13.05
169961,-25.00,0.00,12.52,13.44,210,0.21,1086,0.00,0.00,33.33,13,16.00,1.16,81,0.00,-10.59,1.30,0.00,0.00,13.05
170226,-25.00,0.00,12.52,13.44,210,0.21,1076,0.00,0.00,33.33,13,16.50,1.15,81,0.00,-10.59,1.30,0.00,0.00,13.05
170492,-25.00,0.00,12.63,13.44,210,0.21,1080,0.00,0.00,33.33,13,15.00,1.15,81,0.00,-10.59,1.30,0.00,0.00,13.05
170758,-25.00,0.00,12.63,13.44,210,0.22,1060,0.00,0.00,33.33,13,16.50,1.13,81,0.00,-10.59,1.30,0.00,0.00,13.05
171024,-25.00,0.00,12.52,13.44,210,0.22,1060,0.00,0.00,33.33,13,14.50,1.13,81,0.00,-10.59,1.30,0.00,0.00,13.05
171291,-25.00,0.00,12.63,13.36,210,0.22,1034,0.00,0.00,33.33,13,16.50,1.10,81,0.00,-10.59,1.30,0.00,0.00,13.05
171556,-25.00,0.00,12.86,13.52,210,0.22,1033,0.00,0.00,33.33,13,15.50,1.10,81,0.00,-10.59,1.30,0.00,0.00,13.05
