Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Ignition Base Timing* (degrees)
46317,-3.91,0.78,14.24,13.84,174,0.41,1747,0.00,0.00,33.33,16,26.00,2.61,82,0.00,-8.71,1.80,0.00,7.06,32.03
46583,-1.56,0.78,14.93,13.84,174,0.46,1580,0.00,0.00,33.33,16,26.00,2.36,82,0.00,-8.13,1.84,0.00,7.06,28.87
46849,2.34,0.78,15.39,13.92,174,0.51,1562,0.00,0.00,33.33,16,42.50,2.67,82,1.00,-7.25,1.88,0.00,8.24,26.41
47114,5.47,0.78,15.16,13.84,174,0.53,1638,0.00,0.00,33.33,16,32.00,2.80,82,2.00,-6.82,1.92,0.00,9.02,26.41
47380,7.81,0.78,15.27,13.84,174,0.55,1644,0.00,0.00,33.33,16,33.00,2.81,82,2.00,-6.53,1.94,0.00,9.02,26.41
47646,7.81,0.78,14.81,13.68,174,0.59,1585,0.00,0.00,33.33,16,28.50,3.04,82,1.50,-6.24,1.94,0.00,9.41,31.68
47912,6.25,0.78,14.59,13.60,176,0.67,1459,0.00,0.00,33.33,16,27.50,2.80,82,1.00,-5.51,1.98,0.00,9.41,41.17
48178,4.69,0.78,14.47,13.60,176,0.67,1428,0.00,0.00,33.33,16,34.00,3.04,82,1.50,-4.64,1.98,0.00,9.80,26.41
48445,4.69,0.78,14.59,13.52,176,0.70,1337,0.00,0.00,33.33,16,42.00,2.84,82,1.00,-4.21,1.96,0.00,9.80,26.41
48710,5.47,0.78,14.81,13.52,176,0.70,1255,0.00,0.00,33.33,16,27.00,2.75,82,0.50,-3.92,1.94,0.00,9.41,28.87
48977,3.12,0.78,14.47,13.60,176,0.65,1420,0.00,0.00,33.33,16,28.50,3.07,82,2.00,-4.21,1.96,0.00,9.80,26.41
49243,3.12,0.78,14.70,13.60,176,0.62,1602,0.00,0.00,33.33,16,28.50,3.08,82,2.00,-4.79,2.00,0.00,9.80,41.17
49508,3.12,0.78,14.59,13.68,176,0.58,1770,0.00,0.00,33.33,16,26.50,3.40,82,2.00,-5.37,2.02,0.00,9.41,40.47
49775,3.91,0.78,14.81,13.76,176,0.57,1832,0.00,0.00,33.33,16,15.50,3.52,82,2.00,-5.95,2.02,0.00,9.41,26.41
50041,2.34,0.78,14.47,13.76,176,0.51,1970,0.00,0.00,33.33,16,42.00,3.36,82,2.00,-6.38,2.00,0.00,9.80,26.41
50306,1.56,0.78,14.59,13.84,176,0.49,2052,0.00,0.00,33.33,16,43.50,3.50,82,1.50,-6.96,2.00,0.00,9.80,26.41
50572,0.00,0.78,14.47,13.84,176,0.47,2176,0.00,0.00,33.33,16,21.50,3.25,82,1.00,-7.40,2.00,0.00,9.80,30.62
50838,0.00,1.56,14.59,13.68,176,0.46,2233,0.00,0.00,33.33,16,27.00,3.33,82,1.00,-7.69,2.02,0.00,9.80,26.41
51105,0.00,1.56,14.59,13.68,176,0.48,2323,0.00,0.00,33.33,16,41.50,3.47,82,1.00,-7.69,2.04,0.00,10.20,41.17
51371,0.00,1.56,14.70,13.60,176,0.48,2431,0.00,0.00,33.33,16,31.00,4.15,82,1.00,-7.98,2.06,0.00,10.59,26.41
51637,0.00,1.56,14.70,13.60,176,0.49,2508,0.00,0.00,33.33,16,27.50,4.28,82,1.00,-7.84,2.10,0.00,10.98,26.41
51903,1.56,1.56,14.70,13.52,176,0.48,2603,0.00,0.00,33.33,16,27.50,4.44,82,1.00,-7.98,2.12,0.00,11.37,26.41
52168,2.34,1.56,14.70,13.52,176,0.49,2682,0.00,0.00,33.33,16,27.50,4.58,82,1.00,-7.98,2.14,0.00,11.76,40.47
52434,1.56,1.56,14.59,13.44,176,0.48,2743,0.00,0.00,33.33,16,27.50,4.68,82,1.00,-7.98,2.14,0.00,11.76,26.41
52700,0.00,1.56,14.47,13.36,176,0.40,2813,0.00,0.00,66.67,16,27.50,4.80,82,1.00,-7.98,2.16,0.00,9.02,29.22
52966,0.00,0.00,12.75,13.44,176,0.10,2706,0.00,0.00,66.67,16,22.50,0.00,82,0.00,-11.90,1.36,0.00,0.00,21.84
53232,0.00,0.00,12.06,13.60,176,0.11,2258,0.00,0.00,33.33,16,18.00,0.00,82,0.00,-12.19,1.32,0.00,0.00,17.27
53498,0.00,1.56,13.21,13.60,176,0.66,1817,0.00,0.00,33.33,16,12.00,2.73,82,0.00,-10.01,2.06,0.00,10.98,34.49
53764,0.00,1.56,19.41,13.68,176,0.74,1632,0.00,0.00,33.33,16,10.50,3.48,82,2.50,-5.37,2.12,0.00,12.55,30.62
54030,0.00,1.56,15.62,13.68,176,0.75,1790,0.00,0.00,33.33,16,20.00,3.82,84,4.50,-4.35,2.20,0.78,14.90,26.41
54296,8.59,1.56,15.96,13.76,176,0.78,1808,0.00,0.00,33.33,16,31.00,4.24,84,4.50,-3.34,2.20,2.35,15.29,28.87
54561,13.28,1.56,14.59,13.68,176,0.78,1898,0.00,0.00,33.33,16,26.00,4.86,84,4.50,-3.05,2.24,2.75,16.08,26.41
54826,14.84,1.56,14.01,13.68,176,0.79,1989,0.00,0.00,33.33,16,45.50,5.09,84,4.50,-2.90,2.28,3.53,17.25,33.44
55092,11.72,1.56,14.13,13.60,176,0.82,2050,0.00,0.00,33.33,16,31.00,5.25,84,4.50,-2.61,2.30,4.31,17.65,33.44
55358,7.81,1.56,14.13,13.60,176,0.81,2158,0.00,0.00,33.33,16,38.00,5.06,84,4.50,-2.61,2.34,4.31,18.04,29.22
55624,7.03,1.56,14.47,13.60,176,0.82,2240,0.00,0.00,33.33,16,45.00,5.26,84,4.50,-2.61,2.38,4.71,18.43,33.44
55890,6.25,1.56,14.59,13.60,176,0.82,2337,0.00,0.00,33.33,16,34.00,5.48,84,4.50,-2.76,2.40,5.10,18.43,26.41
56155,6.25,1.56,14.70,13.60,176,0.83,2442,0.00,0.00,33.33,16,37.00,6.25,84,4.50,-2.76,2.44,5.49,19.22,30.27
56421,6.25,1.56,14.59,13.60,178,0.85,2495,0.00,0.00,33.33,16,31.00,6.39,84,4.50,-2.76,2.48,5.49,19.22,26.41
56687,6.25,1.56,14.70,13.68,178,0.84,2628,0.00,0.00,33.33,16,31.00,6.73,84,4.50,-2.90,2.50,5.88,19.22,40.12
56953,5.47,1.56,14.59,13.76,178,0.81,2696,0.00,0.00,33.33,16,31.00,6.33,84,4.50,-2.90,2.52,5.88,19.61,26.41
57219,5.47,1.56,14.59,13.76,178,0.84,2786,0.00,0.00,33.33,16,31.00,6.54,84,4.50,-3.05,2.54,5.88,19.61,26.41
57485,3.12,1.56,14.36,13.68,178,0.81,2860,0.00,0.00,66.67,16,38.00,6.71,84,4.50,-3.05,2.56,5.49,19.22,26.41
57751,-3.12,1.56,14.13,13.68,178,0.23,2922,0.00,0.00,66.67,16,30.50,5.61,84,3.50,-4.79,2.34,0.78,2.35,30.62
58017,0.00,0.00,11.71,13.76,178,0.19,2782,0.00,0.00,66.67,16,24.50,0.00,84,0.00,-11.17,1.54,0.00,0.00,26.76
58283,0.00,0.00,11.83,13.84,178,0.16,2376,0.00,0.00,33.33,16,14.50,0.00,84,0.00,-12.33,1.62,0.00,0.00,15.86
58549,0.00,0.00,12.63,13.84,178,0.54,2058,0.00,0.00,33.33,16,18.00,3.07,84,0.00,-10.74,2.14,0.00,14.51,30.62
58815,0.00,1.56,17.00,13.84,178,0.85,2050,0.00,0.00,33.33,16,34.00,4.81,84,4.50,-3.05,2.32,5.10,18.43,29.57
59082,0.00,1.56,16.08,13.52,178,0.82,2080,0.00,0.00,33.33,16,31.00,4.88,84,4.50,-2.47,2.32,5.10,18.43,26.41
59348,7.81,1.56,15.85,13.52,178,0.82,2135,0.00,0.00,33.33,16,38.00,5.47,84,4.50,-2.32,2.36,5.10,18.82,31.33
59614,10.16,1.56,15.04,13.60,178,0.84,2204,0.00,0.00,33.33,16,37.50,5.64,84,4.50,-2.18,2.38,5.88,19.22,26.41
59880,7.81,1.56,14.36,13.60,178,0.86,2217,0.00,0.00,33.33,16,38.00,5.67,84,4.50,-2.18,2.40,5.88,19.61,26.41
60145,6.25,1.56,14.36,13.68,178,0.87,2240,0.00,0.00,33.33,16,31.00,5.73,82,4.50,-2.03,2.40,6.27,20.00,26.41
60411,5.47,1.56,14.59,13.68,178,0.88,2286,0.00,0.00,33.33,16,31.00,5.85,82,4.50,-2.03,2.42,6.27,20.00,26.41
60677,4.69,1.56,14.47,13.76,178,0.88,2330,0.00,0.00,33.33,16,31.00,5.97,82,4.50,-2.18,2.44,6.27,20.00,41.17
60942,5.47,1.56,14.70,13.76,178,0.87,2393,0.00,0.00,33.33,16,46.00,6.13,82,4.50,-2.18,2.46,6.27,20.00,40.12
61208,5.47,1.56,14.70,13.76,178,0.88,2412,0.00,0.00,33.33,16,31.00,6.18,82,4.50,-2.18,2.48,6.27,20.00,40.47
61473,5.47,1.56,14.59,13.84,178,0.81,2485,0.00,0.00,33.33,16,33.50,6.36,82,4.50,-2.18,2.48,6.27,20.00,41.17
61740,5.47,1.56,14.70,13.76,178,0.87,2522,0.00,0.00,33.33,16,31.00,6.46,82,4.50,-2.18,2.48,6.27,20.00,26.41
62006,4.69,1.56,14.59,13.84,178,0.87,2560,0.00,0.00,33.33,12,29.50,6.55,82,3.50,-2.32,2.50,6.27,20.00,26.41
62272,4.69,1.56,14.59,13.84,180,0.86,2596,0.00,0.00,33.33,12,29.50,6.65,82,3.50,-2.32,2.52,6.27,20.00,26.41
62537,4.69,1.56,14.70,13.84,180,0.86,2606,0.00,0.00,33.33,12,29.50,6.78,82,3.50,-2.32,2.52,6.27,20.00,26.41
62803,4.69,1.56,14.70,13.84,180,0.86,2646,0.00,0.00,33.33,12,29.50,6.89,82,3.50,-2.47,2.52,6.27,20.00,26.41
63069,4.69,1.56,14.59,13.84,180,0.86,2725,0.00,0.00,33.33,12,29.50,6.98,82,3.50,-2.47,2.54,6.27,20.00,29.57
63335,3.91,1.56,14.59,13.84,180,0.85,2759,0.00,0.00,33.33,12,29.50,6.48,82,3.50,-2.61,2.54,5.88,19.61,26.41
63601,2.34,1.56,14.47,13.68,180,0.80,2816,0.00,0.00,33.33,12,35.50,6.61,82,3.50,-2.90,2.52,5.10,18.43,30.98
63867,2.34,1.56,14.70,13.68,180,0.80,2834,0.00,0.00,66.67,12,29.50,6.65,82,3.50,-3.34,2.50,4.71,18.04,40.12
64133,0.78,1.56,14.59,13.60,180,0.78,2861,0.00,0.00,66.67,12,36.50,6.71,82,3.50,-3.63,2.50,4.71,18.04,40.12
64398,-3.12,1.56,13.21,13.68,180,0.20,2827,0.00,0.00,66.67,12,27.50,3.62,82,0.00,-9.29,1.56,0.00,0.00,37.66
64664,0.00,0.00,11.83,13.84,180,0.16,2571,0.00,0.00,33.33,12,28.50,0.00,82,0.00,-12.19,1.52,0.00,0.00,23.24
64930,0.00,0.00,11.94,13.76,180,0.16,2154,0.00,0.00,33.33,12,13.00,0.00,82,0.00,-12.33,1.60,0.00,0.00,13.05
65196,0.00,0.00,12.86,13.76,180,0.22,1739,0.00,0.00,33.33,12,18.00,1.85,82,0.00,-11.61,1.52,0.00,5.49,20.78
65462,0.00,1.56,19.18,13.84,180,0.40,2076,0.00,0.00,33.33,12,7.50,3.10,82,0.00,-9.00,1.92,0.00,8.63,26.41
65729,2.34,1.56,14.47,13.84,180,0.46,2009,0.00,0.00,33.33,12,20.00,3.43,82,0.00,-7.11,2.04,0.00,10.20,26.41
65994,8.59,1.56,14.81,13.84,181,0.55,2005,0.00,0.00,33.33,12,27.50,3.85,81,1.00,-5.66,2.12,0.00,12.16,40.82
66260,12.50,1.56,14.36,13.84,181,0.67,2018,0.00,0.00,33.33,12,30.50,4.30,81,1.00,-4.93,2.16,0.39,12.94,41.52
66526,13.28,1.56,13.78,13.84,181,0.77,2033,0.00,0.00,33.33,12,29.50,4.77,81,3.50,-4.06,2.24,2.35,16.08,26.41
66792,7.81,1.56,14.01,13.84,181,0.82,2062,0.00,0.00,33.33,12,29.50,5.23,81,3.50,-2.76,2.32,4.31,18.04,26.41
67058,7.03,1.56,14.13,13.84,181,0.85,2071,0.00,0.00,33.33,12,32.00,5.27,81,3.50,-2.18,2.34,5.88,19.61,26.41
67324,7.03,1.56,14.59,13.84,181,0.87,2094,0.00,0.00,33.33,12,29.50,5.36,81,3.50,-1.89,2.36,6.27,20.39,34.14
67590,6.25,1.56,14.59,13.84,181,0.88,2127,0.00,0.00,33.33,12,29.50,5.44,81,3.50,-1.60,2.38,7.06,21.18,34.14
67856,5.47,1.56,14.59,13.84,181,0.92,2112,0.00,0.00,33.33,12,35.00,5.41,81,3.50,-1.31,2.40,8.24,22.75,26.41
68122,6.25,1.56,14.70,13.76,181,0.91,2147,0.00,0.00,33.33,12,37.50,5.50,81,3.50,-1.16,2.44,8.63,22.75,29.92
68388,6.25,1.56,14.70,13.76,181,0.91,2178,0.00,0.00,33.33,12,29.50,5.57,81,3.50,-1.02,2.44,8.63,22.75,26.41
68653,5.47,1.56,14.59,13.76,183,0.93,2181,0.00,0.00,33.33,12,29.50,5.58,81,3.50,-1.02,2.44,8.63,22.75,26.41
68919,4.69,1.56,14.47,13.84,183,0.93,2198,0.00,0.00,33.33,12,29.50,5.63,81,3.50,-1.02,2.44,8.63,22.75,26.41
69185,4.69,1.56,14.59,13.84,183,0.92,2246,0.00,0.00,33.33,12,45.00,5.75,81,3.50,-1.02,2.46,8.63,22.75,41.17
69450,3.91,1.56,14.59,13.84,183,0.93,2257,0.00,0.00,33.33,12,44.00,5.78,81,3.50,-1.02,2.46,8.63,22.75,30.27
69715,3.12,1.56,14.70,13.84,183,0.93,2269,0.00,0.00,33.33,12,43.50,5.81,81,3.50,-1.02,2.46,8.63,22.75,41.52
69981,3.91,1.56,14.70,13.84,183,0.92,2278,0.00,0.00,33.33,12,43.50,5.83,81,3.50,-1.02,2.48,8.24,22.35,26.41
70247,3.91,1.56,14.70,13.84,183,0.93,2304,0.00,0.00,33.33,12,44.50,5.90,81,3.50,-1.16,2.50,7.84,21.96,26.41
70513,3.12,1.56,14.59,13.84,183,0.85,2351,0.00,0.00,33.33,14,34.50,6.02,81,4.00,-1.31,2.48,7.45,21.57,26.41
70779,3.12,1.56,14.59,13.84,183,0.86,2360,0.00,0.00,33.33,14,30.50,6.04,81,4.00,-1.60,2.46,6.67,19.22,40.47
71045,0.00,1.56,14.24,13.84,183,0.84,2347,0.00,0.00,33.33,14,36.50,5.51,81,4.00,-2.18,2.44,5.10,18.43,26.41
71311,-0.78,1.56,14.59,13.84,183,0.76,2397,0.00,0.00,33.33,14,45.50,5.11,81,4.00,-3.19,2.36,3.14,15.69,30.27
71577,-2.34,1.56,14.36,13.76,183,0.67,2416,0.00,0.00,33.33,14,30.50,5.15,81,4.00,-3.92,2.32,1.96,13.33,26.41
71843,-10.16,2.34,13.78,13.68,185,0.39,2393,0.00,0.00,33.33,14,28.00,3.54,81,1.50,-6.38,1.92,0.00,7.84,41.17
72109,-16.41,1.56,12.98,13.60,185,0.15,2354,0.00,0.00,33.33,14,25.00,2.51,81,0.00,-10.88,1.36,0.00,0.00,23.24
72375,0.00,0.00,11.94,13.60,185,0.13,2035,0.00,0.00,33.33,14,20.00,0.00,81,0.00,-11.90,1.42,0.00,0.00,20.43
72641,0.00,0.00,12.17,13.52,185,0.17,1681,0.00,0.00,33.33,14,13.00,0.00,81,0.00,-11.90,1.38,0.00,0.00,13.05
72906,0.00,0.00,12.86,13.68,185,0.16,1281,0.00,0.00,33.33,14,21.00,0.00,81,0.00,-11.46,1.26,0.00,0.00,13.05
73172,0.00,0.00,13.78,13.92,185,0.23,1036,0.00,0.00,33.33,14,21.00,1.11,81,0.00,-10.88,1.42,0.00,4.71,14.45
73438,0.00,0.00,13.21,14.24,185,0.56,1560,0.00,0.00,33.33,14,2.50,2.66,81,0.00,-7.40,1.94,0.00,9.41,26.41
73705,0.00,2.34,14.47,14.00,185,0.52,1806,0.00,0.00,33.33,14,11.50,3.08,81,1.50,-6.53,1.98,0.00,9.80,32.73
73971,1.56,2.34,15.27,13.92,185,0.54,1752,0.00,0.00,33.33,14,22.50,2.99,81,1.50,-6.38,1.98,0.00,9.80,30.62
74236,3.91,2.34,15.16,13.92,185,0.57,1761,0.00,0.00,33.33,14,34.50,3.01,81,1.50,-6.24,2.00,0.00,10.20,26.41
74502,6.25,2.34,15.04,13.92,185,0.59,1757,0.00,0.00,33.33,14,31.00,3.37,81,1.50,-5.95,2.02,0.00,10.20,29.22
74767,5.47,2.34,14.70,13.84,185,0.57,1765,0.00,0.00,33.33,14,42.50,3.39,81,1.50,-5.80,2.02,0.00,10.20,40.47
75033,3.91,2.34,14.47,13.84,185,0.57,1768,0.00,0.00,33.33,14,42.50,3.40,81,1.50,-5.80,2.00,0.00,10.20,41.17
75299,3.12,2.34,14.59,13.76,185,0.59,1754,0.00,0.00,33.33,14,33.50,3.37,81,1.50,-5.80,2.00,0.00,10.20,33.09
75565,1.56,2.34,14.47,13.68,185,0.57,1760,0.00,0.00,33.33,14,42.00,3.38,81,1.50,-5.95,2.00,0.00,10.20,26.41
75830,0.78,2.34,14.47,13.68,187,0.31,1751,0.00,0.00,33.33,14,27.50,2.62,81,1.00,-7.40,1.74,0.00,3.53,26.41
76096,-6.25,1.56,13.09,13.60,187,0.17,1745,0.00,0.00,33.33,14,36.50,1.85,81,0.00,-10.30,1.38,0.00,0.78,23.24
76362,0.00,0.00,12.29,13.60,187,0.13,1723,0.00,0.00,33.33,14,20.50,0.00,81,0.00,-11.46,1.26,0.00,0.39,16.21
76628,0.00,0.00,12.06,13.60,187,0.11,1725,0.00,0.00,33.33,14,15.50,0.00,81,0.00,-12.19,1.22,0.00,0.39,15.86
76894,0.00,0.00,12.52,13.68,187,0.12,1716,0.00,0.00,33.33,14,15.50,0.00,81,0.00,-12.04,1.26,0.00,1.18,15.86
77160,0.00,0.00,17.00,13.68,187,0.32,1665,0.00,0.00,33.33,14,23.00,2.13,81,0.00,-11.03,1.66,0.00,5.49,32.38
77426,0.00,0.00,17.69,13.92,187,0.52,1691,0.00,0.00,33.33,14,40.50,2.53,81,0.00,-9.29,1.96,0.00,10.20,33.44
77692,2.34,2.34,14.70,13.92,187,0.65,1670,0.00,0.00,33.33,14,28.00,3.21,81,1.50,-6.38,2.04,0.00,10.98,32.73
77958,8.59,2.34,14.81,13.92,187,0.69,1675,0.00,0.00,33.33,14,42.00,3.57,81,2.00,-5.08,2.08,0.00,12.55,29.92
78223,10.94,2.34,14.36,13.84,187,0.71,1682,0.00,0.00,33.33,14,33.50,3.59,81,4.00,-4.21,2.10,0.39,12.94,40.82
78489,10.16,2.34,13.78,13.68,187,0.72,1652,0.00,0.00,33.33,14,38.50,3.88,81,4.00,-4.06,2.10,0.39,12.94,33.09
78762,6.25,2.34,14.01,13.68,187,0.72,1673,0.00,0.00,33.33,14,30.50,3.57,81,4.00,-3.92,2.10,0.39,12.94,26.41
79028,3.91,2.34,14.13,13.68,187,0.70,1672,0.00,0.00,33.33,14,44.00,3.57,81,4.00,-4.06,2.08,0.00,12.55,40.12
79294,2.34,2.34,14.36,13.60,187,0.80,1666,0.00,0.00,33.33,14,44.50,3.56,81,4.00,-4.06,2.16,2.35,19.22,26.41
79560,6.25,2.34,15.27,13.60,187,1.02,1662,0.00,0.00,33.33,14,37.50,4.61,81,4.00,-1.02,2.28,7.84,23.53,33.79
79825,4.69,2.34,14.59,13.52,187,0.78,1686,0.00,0.00,33.33,14,34.00,4.32,81,4.00,-1.31,2.18,5.10,15.69,32.73
80092,-0.78,2.34,14.13,13.52,187,0.20,1656,0.00,0.00,33.33,14,35.00,2.83,81,1.50,-6.24,1.60,0.00,0.00,39.41
80357,-3.91,1.56,12.17,13.68,187,0.16,1648,0.00,0.00,33.33,14,21.50,1.77,81,0.00,-10.45,1.38,0.00,0.00,20.43
80623,0.00,0.00,11.71,13.76,187,0.15,1638,0.00,0.00,33.33,14,17.00,0.00,81,0.00,-11.61,1.28,0.00,0.00,15.86
80889,0.00,0.00,11.71,13.76,187,0.12,1620,0.00,0.00,33.33,14,15.50,0.00,81,0.00,-11.75,1.24,0.00,0.00,15.86
81155,0.00,0.00,12.52,13.76,187,0.13,1607,0.00,0.00,33.33,14,15.50,0.00,81,0.00,-11.75,1.28,0.00,0.00,15.86
81421,0.00,0.00,17.69,13.76,187,0.17,1388,0.00,0.00,33.33,14,14.00,0.00,81,0.00,-11.61,1.30,0.00,0.00,13.05
81686,0.00,0.00,23.08,13.68,187,0.20,1077,0.00,0.00,33.33,14,21.00,1.15,81,0.00,-11.03,1.26,0.00,0.00,13.05
81952,0.00,0.00,21.82,13.68,189,0.21,1134,0.00,0.00,33.33,14,18.50,1.21,81,0.00,-10.74,1.30,0.00,0.00,13.05
82219,-1.56,0.00,12.40,13.68,189,0.20,1128,0.00,0.00,33.33,14,16.50,1.20,81,0.00,-10.59,1.28,0.00,0.00,13.05
82485,-3.12,0.00,12.06,13.60,189,0.18,1121,0.00,0.00,33.33,14,15.00,1.20,81,0.00,-10.59,1.24,0.00,0.00,13.05
82751,-4.69,0.00,12.29,13.60,189,0.19,1119,0.00,0.00,33.33,14,15.00,1.19,81,0.00,-10.59,1.26,0.00,0.00,13.05
83016,-5.47,0.00,12.52,13.60,189,0.20,1115,0.00,0.00,33.33,14,15.50,1.19,81,0.00,-10.59,1.28,0.00,0.00,13.05
83282,-7.81,0.00,12.63,13.76,189,0.16,1404,0.00,0.00,33.33,14,4.50,1.50,81,0.00,-10.88,1.30,0.00,0.00,14.45
83548,0.00,0.00,12.63,13.60,189,0.14,1586,0.00,0.00,33.33,14,15.50,1.69,81,0.00,-11.75,1.28,0.00,0.00,15.86
83814,0.00,0.00,12.29,13.68,189,0.15,1566,0.00,0.00,33.33,14,15.00,1.67,81,0.00,-11.75,1.26,0.00,0.00,15.16
84080,0.00,0.00,11.83,13.68,189,0.14,1516,0.00,0.00,33.33,14,14.00,1.62,81,0.00,-11.75,1.30,0.00,0.00,14.10
84346,0.00,0.00,11.83,13.68,189,0.18,1292,0.00,0.00,33.33,14,21.00,1.38,81,0.00,-11.46,1.30,0.00,0.00,13.05
84612,0.00,0.00,11.83,13.76,189,0.18,1225,0.00,0.00,33.33,14,21.00,1.31,81,0.00,-11.32,1.28,0.00,0.00,13.05
84879,0.00,0.00,11.83,13.76,189,0.19,1201,0.00,0.00,33.33,14,21.00,1.27,81,0.00,-11.17,1.30,0.00,0.00,13.05
85144,0.00,0.00,11.94,13.76,189,0.19,1189,0.00,0.00,33.33,14,21.00,1.25,81,0.00,-11.03,1.30,0.00,0.00,13.05
85410,0.00,0.00,12.06,13.84,189,0.20,1158,0.00,0.00,33.33,14,21.00,1.23,81,0.00,-11.03,1.30,0.00,0.00,13.05
85676,0.00,0.00,12.17,13.84,189,0.20,1151,0.00,0.00,33.33,14,20.00,1.23,81,0.00,-10.88,1.30,0.00,0.00,13.05
85942,-2.34,0.00,12.29,13.92,189,0.17,1339,0.00,0.00,33.33,14,6.00,1.43,81,0.00,-11.03,1.30,0.00,0.00,13.05
86208,0.00,0.00,12.29,13.60,189,0.15,1534,0.00,0.00,33.33,14,14.00,1.64,81,0.00,-11.46,1.30,0.00,0.00,15.16
86474,0.00,0.00,12.17,13.52,189,0.13,1672,0.00,0.00,33.33,14,15.50,1.78,81,0.00,-11.90,1.28,0.00,0.00,15.86
86740,0.00,0.00,12.06,13.52,189,0.15,1538,0.00,0.00,33.33,14,15.00,1.64,81,0.00,-11.90,1.30,0.00,0.00,14.45
87005,0.00,0.00,12.06,13.52,189,0.17,1426,0.00,0.00,33.33,14,16.50,1.52,81,0.00,-11.61,1.32,0.00,0.00,13.05
87271,0.00,0.00,12.06,13.52,190,0.18,1306,0.00,0.00,33.33,14,21.00,1.39,81,0.00,-11.46,1.30,0.00,0.00,13.05
87537,0.00,0.00,11.94,13.60,190,0.19,1224,0.00,0.00,33.33,14,21.00,1.31,81,0.00,-11.32,1.30,0.00,0.00,13.05
87803,0.00,0.00,11.94,13.60,190,0.21,1098,0.00,0.00,33.33,14,21.00,1.17,81,0.00,-11.03,1.30,0.00,0.00,13.05
88069,-1.56,0.00,12.06,13.60,190,0.21,1080,0.00,0.00,33.33,14,21.00,1.15,81,0.00,-10.74,1.30,0.00,0.00,13.05
88335,-3.91,0.00,12.06,13.68,190,0.24,971,0.00,0.00,33.33,14,21.00,1.04,81,0.00,-10.45,1.30,0.00,0.00,13.05
88601,-5.47,0.00,12.17,13.68,190,0.27,882,0.00,0.00,33.33,14,21.00,0.94,81,0.00,-10.01,1.30,0.00,0.00,13.05
88866,-6.25,0.00,12.63,13.68,190,0.29,840,0.00,0.00,33.33,14,21.00,0.90,81,0.00,-9.72,1.32,0.00,0.00,13.05
89132,-7.03,0.00,13.21,13.68,190,0.30,806,0.00,0.00,33.33,14,21.00,1.03,81,0.00,-9.43,1.30,0.00,0.00,13.05
89398,-7.03,0.00,13.78,13.44,190,0.31,783,0.00,0.00,33.33,14,21.00,0.99,81,0.00,-9.29,1.32,0.00,0.00,13.05
89664,-7.03,0.00,14.36,13.28,190,0.32,748,0.00,0.00,33.33,14,21.00,0.96,81,0.00,-9.00,1.30,0.00,0.00,13.05
89929,-7.03,0.00,14.70,13.36,190,0.32,759,0.00,0.00,33.33,14,21.00,0.96,81,0.00,-8.85,1.32,0.00,0.00,13.05
90194,-7.03,0.00,14.70,13.60,190,0.30,785,0.00,0.00,33.33,14,19.00,1.00,81,0.00,-8.71,1.30,0.00,0.00,13.05
90461,-7.03,0.00,14.59,13.44,190,0.30,770,0.00,0.00,33.33,14,18.50,0.99,81,0.00,-8.85,1.30,0.00,0.00,13.05
90726,-7.03,0.00,14.81,13.36,190,0.31,748,0.00,0.00,33.33,14,17.50,0.96,81,0.00,-8.71,1.30,0.00,0.00,13.05
90992,-7.03,0.00,14.93,13.28,190,0.31,749,0.00,0.00,33.33,14,18.50,0.96,81,0.00,-8.71,1.32,0.00,0.00,13.05
91258,-7.03,0.00,15.16,13.36,190,0.31,725,0.00,0.00,33.33,14,20.00,0.93,81,0.00,-8.56,1.32,0.00,0.00,13.05
91523,-6.25,0.00,15.62,13.36,190,0.32,724,0.00,0.00,33.33,14,19.00,0.93,81,0.00,-8.56,1.30,0.00,0.00,13.05
91789,-6.25,0.00,15.62,13.44,190,0.31,729,0.00,0.00,33.33,14,17.50,0.93,81,0.00,-8.42,1.30,0.00,0.00,13.05
92055,-5.47,0.00,15.62,13.36,190,0.32,717,0.00,0.00,33.33,14,16.50,0.92,81,0.00,-8.56,1.32,0.00,0.00,13.05
92320,-5.47,0.00,15.62,13.60,190,0.31,736,0.00,0.00,33.33,14,15.00,0.94,81,0.00,-8.56,1.30,0.00,0.00,13.05
92586,-4.69,0.00,15.62,13.52,190,0.31,753,0.00,0.00,33.33,14,11.50,0.96,81,0.00,-8.56,1.32,0.00,0.00,13.05
92852,-3.91,0.00,15.50,13.44,190,0.29,811,0.00,0.00,33.33,14,7.00,1.04,81,0.00,-8.85,1.32,0.00,0.00,13.05
93117,-3.91,0.00,15.73,13.44,190,0.28,819,0.00,0.00,33.33,14,7.00,1.05,81,0.00,-9.00,1.30,0.00,0.00,13.05
