Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
4066,0.00,-17.97,14.47,14.08,171,0.30,867,33.33,13.00,1.47,115,5.37,-9.43,1.28,0.00,5.49
4291,0.00,-17.97,14.59,13.92,171,0.30,858,33.33,12.50,1.49,115,5.37,-9.43,1.28,0.00,5.49
4516,0.00,-17.97,14.59,14.16,171,0.30,854,33.33,14.00,1.46,115,5.37,-9.43,1.28,0.00,5.49
4743,0.00,-17.97,14.59,13.84,171,0.31,858,33.33,13.50,1.48,115,5.37,-9.43,1.28,0.00,5.49
4968,0.00,-17.97,14.59,14.08,171,0.30,881,33.33,12.00,1.49,115,5.37,-9.43,1.28,0.00,5.49
5194,0.00,-17.97,14.59,14.08,171,0.30,870,33.33,12.50,1.49,115,5.37,-9.43,1.28,0.00,5.49
5420,0.00,-17.97,14.59,14.16,171,0.30,868,33.33,13.00,1.50,115,5.37,-9.43,1.26,0.00,5.49
5646,0.00,-17.97,14.47,14.08,171,0.30,872,33.33,12.50,1.47,115,5.37,-9.43,1.28,0.00,5.49
5872,0.00,-17.97,14.47,14.08,171,0.30,865,33.33,13.00,1.46,115,5.37,-9.43,1.26,0.00,5.49
6098,0.78,-17.97,14.59,14.00,171,0.30,856,33.33,14.00,1.49,115,5.37,-9.43,1.28,0.00,5.49
6322,0.00,-17.97,14.47,14.08,171,0.30,864,33.33,13.00,1.48,115,5.37,-9.43,1.26,0.00,5.49
6549,0.00,-17.97,14.47,14.08,171,0.30,876,33.33,12.00,1.48,115,5.37,-9.43,1.28,0.00,5.49
6775,0.00,-17.97,14.47,14.08,171,0.30,868,33.33,13.00,1.47,115,5.37,-9.43,1.26,0.00,5.49
7001,0.00,-17.97,14.47,14.08,171,0.30,866,33.33,13.00,1.48,117,5.37,-9.43,1.28,0.00,5.49
7226,0.00,-17.97,14.47,14.08,171,0.31,839,33.33,15.50,1.47,117,5.37,-9.43,1.26,0.00,5.49
7452,0.00,-17.97,14.47,14.08,171,0.31,854,33.33,13.50,1.44,117,5.37,-9.29,1.28,0.00,5.49
7678,0.00,-17.97,14.47,14.08,171,0.30,870,33.33,13.50,1.47,117,5.37,-9.29,1.26,0.00,5.49
7904,0.00,-17.97,14.47,14.08,171,0.30,864,33.33,14.00,1.50,117,5.37,-9.43,1.28,0.00,5.49
8131,0.00,-17.97,14.47,14.08,171,0.30,870,33.33,13.50,1.49,117,5.37,-9.43,1.26,0.00,5.49
8357,0.00,-17.97,14.47,14.16,171,0.30,870,33.33,13.50,1.47,117,5.37,-9.43,1.28,0.00,5.49
8582,0.00,-17.97,14.47,14.08,171,0.30,872,33.33,13.50,1.47,117,5.37,-9.43,1.26,0.00,5.49
8807,-0.78,-17.97,14.36,14.08,171,0.30,862,33.33,14.50,1.48,117,5.37,-9.43,1.28,0.00,5.49
9033,0.00,-17.97,14.47,14.08,171,0.31,848,33.33,15.50,1.47,117,5.37,-9.43,1.26,0.00,5.49
9260,0.00,-17.97,14.59,14.16,171,0.30,874,33.33,13.00,1.47,117,5.37,-9.43,1.28,0.00,5.49
9486,0.00,-17.97,14.59,14.16,171,0.30,864,33.33,13.50,1.46,117,5.37,-9.43,1.26,0.00,5.49
9711,0.00,-17.97,14.59,14.00,171,0.30,844,33.33,16.00,1.48,117,5.37,-9.43,1.28,0.00,5.49
9936,0.00,-17.97,14.59,14.08,171,0.30,867,33.33,13.00,1.48,117,5.37,-9.43,1.26,0.00,5.49
10162,0.00,-17.97,14.47,14.16,171,0.31,868,33.33,13.00,1.46,117,5.37,-9.43,1.28,0.00,5.49
10388,0.00,-17.97,14.47,14.08,171,0.30,878,33.33,12.50,1.49,117,5.37,-9.43,1.26,0.00,5.49
10614,0.00,-17.97,14.47,14.08,171,0.29,871,33.33,13.00,1.50,117,5.37,-9.43,1.28,0.00,5.49
10840,0.00,-17.97,14.59,14.08,171,0.30,863,33.33,14.00,1.49,117,5.37,-9.43,1.26,0.00,5.49
11066,0.00,-17.97,14.47,14.16,171,0.30,866,33.33,13.50,1.47,117,5.37,-9.43,1.28,0.00,5.49
11292,0.00,-17.97,14.47,14.08,171,0.30,872,33.33,13.00,1.47,117,5.37,-9.43,1.26,0.00,5.49
11518,0.00,-17.97,14.47,14.08,171,0.30,849,33.33,15.50,1.48,117,5.37,-9.43,1.28,0.00,5.49
11743,0.00,-17.97,14.47,14.00,171,0.30,866,33.33,13.50,1.48,117,5.37,-9.43,1.26,0.00,5.49
11969,0.00,-17.97,14.47,14.16,171,0.30,871,33.33,13.00,1.47,117,5.37,-9.43,1.28,0.00,5.49
12195,0.00,-17.97,14.47,13.92,171,0.30,864,33.33,13.00,1.49,117,5.37,-9.43,1.28,0.00,5.49
12421,0.00,-17.97,14.47,14.08,171,0.30,859,33.33,14.00,1.47,117,5.37,-9.43,1.26,0.00,5.49
12647,0.00,-17.97,14.59,14.00,171,0.30,876,33.33,12.50,1.48,117,5.37,-9.43,1.28,0.00,5.49
12873,0.00,-17.97,14.59,14.08,171,0.30,880,33.33,12.50,1.49,117,5.37,-9.43,1.26,0.00,5.49
13099,0.00,-17.97,14.47,14.08,171,0.30,868,33.33,13.50,1.49,117,5.37,-9.43,1.28,0.00,5.49
13324,-0.78,-17.97,14.47,14.08,171,0.30,867,33.33,13.50,1.50,117,5.37,-9.43,1.26,0.00,5.49
13550,0.00,-17.97,14.59,14.08,171,0.30,871,33.33,13.50,1.48,117,5.37,-9.43,1.28,0.00,5.49
13776,0.00,-17.97,14.59,14.08,171,0.30,867,33.33,13.50,1.46,117,5.37,-9.43,1.26,0.00,5.49
14002,0.00,-17.97,14.59,14.08,171,0.30,844,33.33,15.50,1.46,117,5.37,-9.43,1.28,0.00,5.49
14228,0.00,-17.97,14.59,14.08,171,0.30,860,33.33,13.50,1.47,117,5.37,-9.43,1.26,0.00,5.49
14453,0.00,-17.97,14.59,14.08,171,0.30,866,33.33,13.00,1.46,117,5.37,-9.43,1.28,0.00,5.49
14680,0.00,-17.97,14.47,14.00,171,0.30,865,33.33,13.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
14906,0.00,-17.97,14.47,14.08,171,0.30,862,33.33,13.50,1.48,117,5.37,-9.43,1.28,0.00,5.49
15131,0.00,-17.97,14.47,14.08,171,0.30,855,33.33,14.00,1.48,117,5.37,-9.43,1.26,0.00,5.49
15357,0.00,-17.97,14.59,14.08,171,0.30,867,33.33,13.00,1.47,117,5.37,-9.43,1.28,0.00,5.49
15583,0.00,-17.97,14.36,14.00,171,0.30,864,33.33,13.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
15809,0.00,-17.97,14.47,14.08,171,0.29,877,33.33,12.50,1.51,117,5.37,-9.43,1.28,0.00,5.49
16035,-0.78,-17.97,14.47,13.92,171,0.30,862,33.33,13.50,1.48,117,5.37,-9.43,1.26,0.00,5.49
16261,0.00,-17.97,14.47,14.08,171,0.30,865,33.33,13.50,1.47,117,5.37,-9.43,1.28,0.00,5.49
16487,0.00,-17.97,14.59,13.92,171,0.30,870,33.33,13.00,1.47,117,5.37,-9.43,1.26,0.00,5.49
16712,0.00,-17.97,14.47,14.16,171,0.30,863,33.33,13.00,1.48,117,5.37,-9.43,1.28,0.00,5.49
16938,0.00,-17.97,14.47,14.08,171,0.30,858,33.33,13.50,1.48,117,5.37,-9.43,1.26,0.00,5.49
17164,0.00,-17.97,14.59,14.16,171,0.30,865,33.33,13.00,1.47,117,5.37,-9.43,1.28,0.00,5.49
17390,0.00,-17.97,14.47,14.00,171,0.30,866,33.33,13.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
17616,0.00,-17.97,14.47,14.08,171,0.30,856,33.33,14.00,1.50,117,5.37,-9.43,1.28,0.00,5.49
17842,0.00,-17.97,14.47,14.08,171,0.30,852,33.33,14.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
18068,0.00,-17.97,14.47,14.08,171,0.30,869,33.33,12.50,1.47,117,5.37,-9.43,1.28,0.00,5.49
18293,0.00,-17.97,14.47,14.00,171,0.29,873,33.33,12.50,1.48,117,5.37,-9.43,1.26,0.00,5.49
18519,0.00,-17.97,14.47,14.08,171,0.30,862,33.33,13.50,1.48,117,5.37,-9.43,1.28,0.00,5.49
18745,0.00,-17.97,14.47,14.08,171,0.30,848,33.33,14.50,1.47,117,5.37,-9.43,1.26,0.00,5.49
18971,0.00,-17.97,14.47,14.08,171,0.31,870,33.33,12.50,1.46,117,5.37,-9.43,1.28,0.00,5.49
19197,0.00,-17.97,14.47,14.00,171,0.30,856,33.33,13.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
19423,0.00,-17.97,14.47,14.08,171,0.30,854,33.33,13.50,1.48,117,5.37,-9.43,1.28,0.00,5.49
19649,-0.78,-17.97,14.36,14.00,171,0.30,866,33.33,12.50,1.48,117,5.37,-9.43,1.26,0.00,5.49
19874,0.00,-17.97,14.47,14.08,171,0.30,862,33.33,13.00,1.46,117,5.37,-9.43,1.28,0.00,5.49
20101,0.00,-17.97,14.47,14.16,171,0.30,862,33.33,13.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
20327,-0.78,-17.97,14.36,14.08,172,0.29,859,33.33,13.50,1.47,117,5.22,-9.43,1.28,0.00,5.49
20552,-0.78,-17.97,14.47,14.08,172,0.30,854,33.33,14.00,1.47,117,5.22,-9.43,1.26,0.00,5.49
20778,-0.78,-17.97,14.47,14.08,172,0.30,858,33.33,13.00,1.45,117,5.22,-9.43,1.26,0.00,5.49
21004,-0.78,-17.97,14.36,14.16,172,0.30,855,33.33,13.50,1.45,117,5.22,-9.43,1.26,0.00,5.49
21230,0.00,-17.97,14.47,13.92,172,0.29,856,33.33,13.00,1.46,115,5.22,-9.43,1.26,0.00,5.49
21456,0.00,-17.97,14.47,14.00,172,0.30,848,33.33,13.50,1.45,115,5.22,-9.43,1.28,0.00,5.49
21682,0.00,-17.97,14.36,14.08,172,0.30,828,33.33,15.50,1.45,117,5.22,-9.43,1.26,0.00,5.49
21907,0.00,-17.97,14.36,14.00,172,0.31,828,33.33,15.00,1.42,115,5.37,-9.43,1.26,0.00,5.49
22133,0.00,-17.97,14.47,14.00,172,0.31,830,33.33,14.50,1.40,117,5.37,-9.43,1.28,0.00,5.49
22359,0.00,-17.97,14.47,14.08,172,0.30,854,33.33,12.00,1.44,117,5.37,-9.29,1.28,0.00,5.49
22585,0.00,-17.97,14.47,14.08,172,0.30,857,33.33,12.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
22811,0.00,-17.97,14.47,14.08,172,0.29,845,33.33,13.00,1.47,117,5.37,-9.43,1.28,0.00,5.49
23036,0.00,-17.97,14.47,14.08,172,0.31,832,33.33,14.50,1.43,117,5.37,-9.43,1.26,0.00,5.49
23263,0.00,-17.97,14.47,14.00,172,0.30,839,33.33,13.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
23489,0.00,-17.97,14.47,14.16,172,0.30,845,33.33,12.50,1.43,117,5.37,-9.43,1.28,0.00,5.49
23715,0.00,-17.97,14.47,14.08,172,0.30,855,33.33,12.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
23941,0.78,-17.97,14.47,13.84,172,0.30,844,33.33,13.00,1.44,117,5.37,-9.43,1.26,0.00,5.49
24166,0.00,-17.97,14.36,14.08,172,0.30,844,33.33,12.50,1.45,117,5.37,-9.43,1.28,0.00,5.49
24392,0.00,-17.97,14.47,14.08,172,0.31,830,33.33,14.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
24618,0.00,-17.97,14.36,13.84,172,0.31,830,33.33,14.00,1.42,117,5.37,-9.43,1.26,0.00,5.49
24844,0.78,-17.97,14.47,14.08,172,0.30,854,33.33,12.00,1.44,117,5.37,-9.43,1.28,0.00,5.49
25070,0.78,-17.97,14.47,14.08,172,0.30,862,33.33,11.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
25295,0.00,-17.97,14.36,14.08,172,0.29,864,33.33,11.50,1.49,117,5.37,-9.43,1.28,0.00,5.49
25521,0.00,-17.97,14.36,14.08,172,0.30,859,33.33,12.00,1.49,117,5.22,-9.43,1.26,0.00,5.49
25747,-0.78,-17.97,14.36,14.08,172,0.30,862,33.33,12.00,1.46,117,5.22,-9.43,1.28,0.00,5.49
25973,0.00,-17.97,14.36,14.08,172,0.29,860,33.33,12.00,1.45,117,5.22,-9.43,1.26,0.00,5.49
26199,0.00,-17.97,14.36,14.00,172,0.30,840,33.33,14.00,1.46,117,5.22,-9.43,1.26,0.00,5.49
26426,0.00,-17.97,14.36,14.16,172,0.30,850,33.33,13.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
26652,0.00,-17.97,14.47,14.08,172,0.30,835,33.33,14.00,1.44,117,5.37,-9.43,1.26,0.00,5.49
26878,-0.78,-17.97,14.36,14.08,172,0.30,856,33.33,12.00,1.45,117,5.37,-9.43,1.28,0.00,5.49
27104,-0.78,-17.97,14.36,14.08,172,0.30,848,33.33,14.00,1.44,117,5.37,-9.43,1.26,0.00,5.49
27329,0.00,-17.97,14.47,14.08,172,0.30,855,33.33,13.00,1.48,117,5.37,-9.43,1.28,0.00,5.49
27555,0.00,-17.97,14.47,14.16,172,0.30,858,33.33,12.50,1.47,117,5.22,-9.43,1.26,0.00,5.49
27781,0.00,-17.97,14.47,14.00,172,0.30,868,33.33,12.00,1.47,117,5.22,-9.43,1.28,0.00,5.49
28007,-0.78,-17.97,14.36,14.08,172,0.30,849,33.33,13.50,1.44,117,5.22,-9.43,1.26,0.00,5.49
28233,-0.78,-17.97,14.36,14.08,172,0.30,854,33.33,13.00,1.44,117,5.22,-9.43,1.26,0.00,5.49
28459,0.00,-17.97,14.47,14.08,172,0.30,842,33.33,14.00,1.45,117,5.22,-9.43,1.28,0.00,5.49
28684,-0.78,-17.97,14.36,14.16,172,0.30,848,33.33,13.00,1.45,117,5.22,-9.43,1.26,0.00,5.49
28910,0.00,-17.97,14.47,14.00,172,0.30,858,33.33,12.50,1.46,117,5.22,-9.43,1.26,0.00,5.49
29137,0.00,-17.97,14.47,14.08,172,0.30,856,33.33,12.50,1.45,117,5.22,-9.43,1.26,0.00,5.49
29362,-0.78,-17.97,14.36,14.08,172,0.29,865,33.33,11.50,1.45,117,5.22,-9.43,1.26,0.00,5.49
29588,-0.78,-17.97,14.36,14.08,172,0.30,840,33.33,14.00,1.45,117,5.22,-9.43,1.28,0.00,5.49
29814,-0.78,-17.97,14.36,14.08,172,0.30,848,33.33,13.00,1.46,117,5.22,-9.43,1.26,0.00,5.49
30041,0.00,-17.97,14.47,14.08,172,0.30,846,33.33,13.50,1.43,117,5.37,-9.43,1.28,0.00,5.49
30267,0.00,-17.97,14.47,14.16,172,0.30,852,33.33,12.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
30493,0.00,-17.97,14.36,14.16,172,0.31,822,33.33,15.50,1.41,117,5.37,-9.43,1.26,0.00,5.49
30718,0.00,-17.97,14.47,14.08,172,0.30,836,33.33,13.50,1.45,117,5.37,-9.43,1.28,0.00,5.49
30944,0.00,-17.97,14.47,14.08,172,0.30,846,33.33,12.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
31170,0.00,-17.97,14.47,14.00,172,0.30,840,33.33,13.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
31396,0.00,-17.97,14.47,14.08,172,0.30,851,33.33,12.50,1.44,117,5.37,-9.43,1.28,0.00,5.49
31622,0.00,-17.97,14.47,14.16,172,0.30,846,33.33,12.50,1.43,117,5.37,-9.43,1.26,0.00,5.49
31848,0.00,-17.97,14.47,13.84,172,0.30,853,33.33,12.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
32073,0.00,-17.97,14.47,14.00,172,0.30,840,33.33,13.00,1.44,117,5.37,-9.43,1.28,0.00,5.49
32299,0.00,-17.97,14.36,14.08,174,0.30,842,33.33,13.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
32525,0.00,-17.97,14.36,14.16,174,0.30,863,33.33,11.00,1.46,117,5.37,-9.43,1.28,0.00,5.49
32751,0.00,-17.97,14.36,14.08,174,0.29,864,33.33,11.50,1.46,117,5.22,-9.43,1.26,0.00,5.49
32977,0.00,-17.97,14.36,14.00,174,0.29,849,33.33,12.50,1.47,117,5.22,-9.43,1.26,0.00,5.49
33203,0.00,-17.97,14.36,14.08,174,0.30,852,33.33,12.50,1.46,117,5.22,-9.43,1.26,0.00,5.49
33429,0.00,-17.97,14.36,14.00,174,0.30,846,33.33,13.00,1.47,117,5.22,-9.43,1.26,0.00,5.49
33655,0.00,-17.97,14.36,14.08,174,0.30,857,33.33,12.00,1.45,117,5.22,-9.43,1.28,0.00,5.49
33881,-0.78,-17.97,14.36,14.08,174,0.30,848,33.33,12.50,1.43,117,5.22,-9.43,1.26,0.00,5.49
34107,0.00,-17.97,14.47,14.08,174,0.30,845,33.33,14.50,1.47,117,5.22,-9.43,1.28,0.00,5.49
34333,0.00,-17.97,14.47,14.08,174,0.30,841,33.33,14.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
34559,0.00,-17.97,14.47,14.08,174,0.30,847,33.33,13.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
34785,0.00,-17.97,14.47,14.08,174,0.29,862,33.33,12.00,1.47,117,5.37,-9.43,1.28,0.00,5.49
35011,0.00,-17.97,14.47,14.08,174,0.30,849,33.33,13.00,1.43,117,5.22,-9.43,1.26,0.00,5.49
35237,0.00,-17.97,14.47,14.08,174,0.30,838,33.33,13.50,1.46,117,5.37,-9.43,1.28,0.00,5.49
35463,0.00,-17.97,14.36,14.08,174,0.29,849,33.33,12.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
35688,0.00,-17.97,14.47,14.08,174,0.30,834,33.33,14.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
35914,0.00,-17.97,14.47,14.00,174,0.30,853,33.33,12.00,1.44,117,5.37,-9.43,1.28,0.00,5.49
36141,0.00,-17.97,14.36,14.08,174,0.29,852,33.33,12.00,1.44,117,5.37,-9.43,1.26,0.00,5.49
36390,0.00,-17.97,14.47,14.08,174,0.30,850,33.33,12.00,1.47,117,5.37,-9.43,1.26,0.00,5.49
36616,0.00,-17.97,14.47,14.08,174,0.30,861,33.33,11.50,1.45,117,5.22,-9.43,1.28,0.00,5.49
36842,0.00,-17.97,14.36,14.08,174,0.29,862,33.33,11.50,1.46,117,5.22,-9.43,1.26,0.00,5.49
37068,0.00,-17.97,14.36,14.00,174,0.30,846,33.33,13.00,1.46,117,5.22,-9.43,1.26,0.00,5.49
37293,0.00,-17.97,14.36,14.08,174,0.30,838,33.33,14.00,1.43,117,5.22,-9.43,1.28,0.00,5.49
37518,0.00,-17.97,14.36,14.16,174,0.30,834,33.33,14.00,1.44,117,5.37,-9.43,1.26,0.00,5.49
37744,0.00,-17.97,14.36,13.84,174,0.30,834,33.33,14.00,1.42,117,5.37,-9.43,1.26,0.00,5.49
37970,0.00,-17.97,14.47,14.08,174,0.31,839,33.33,13.00,1.41,117,5.37,-9.43,1.28,0.00,5.49
38196,0.00,-17.97,14.47,14.16,174,0.30,844,33.33,12.50,1.42,117,5.37,-9.43,1.26,0.00,5.49
38422,0.00,-17.97,14.47,14.00,174,0.30,850,33.33,12.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
38648,0.00,-17.97,14.47,14.08,174,0.29,849,33.33,12.00,1.47,117,5.37,-9.43,1.28,0.00,5.49
38873,0.00,-17.97,14.47,14.08,174,0.30,856,33.33,11.50,1.47,117,5.37,-9.43,1.26,0.00,5.49
39100,0.00,-17.97,14.36,14.08,174,0.30,843,33.33,13.00,1.44,117,5.22,-9.43,1.28,0.00,5.49
39325,0.00,-17.97,14.36,14.08,174,0.30,858,33.33,11.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
39551,0.00,-17.97,14.36,14.00,174,0.30,845,33.33,12.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
39777,0.00,-17.97,14.36,14.08,174,0.30,848,33.33,12.50,1.47,117,5.22,-9.43,1.26,0.00,5.49
40003,0.00,-17.97,14.47,14.00,174,0.30,842,33.33,13.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
40229,0.00,-17.97,14.36,14.08,174,0.30,841,33.33,13.00,1.42,117,5.37,-9.43,1.28,0.00,5.49
40455,0.00,-17.97,14.47,14.16,174,0.30,855,33.33,12.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
40680,0.00,-17.97,14.36,14.08,174,0.30,854,33.33,12.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
40906,0.00,-17.97,14.47,14.08,174,0.30,843,33.33,13.00,1.47,117,5.37,-9.43,1.28,0.00,5.49
41132,0.00,-17.97,14.36,14.08,174,0.30,846,33.33,12.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
41358,0.00,-17.97,14.36,14.08,174,0.30,844,33.33,13.00,1.42,117,5.37,-9.43,1.28,0.00,5.49
41584,0.00,-17.97,14.47,14.08,174,0.31,846,33.33,12.50,1.43,117,5.37,-9.43,1.26,0.00,5.49
41810,0.00,-17.97,14.47,14.08,174,0.30,842,33.33,13.00,1.42,117,5.37,-9.43,1.26,0.00,5.49
42036,0.00,-17.97,14.47,14.08,174,0.30,844,33.33,12.50,1.45,117,5.37,-9.43,1.28,0.00,5.49
42262,0.00,-17.97,14.47,14.08,174,0.30,851,33.33,12.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
42488,0.00,-17.97,14.36,14.00,174,0.30,844,33.33,12.50,1.44,117,5.37,-9.43,1.26,0.00,5.49
42713,0.00,-17.97,14.47,14.08,174,0.30,865,33.33,11.50,1.46,117,5.37,-9.43,1.28,0.00,5.49
42939,0.00,-17.97,14.36,14.00,174,0.30,856,33.33,12.50,1.45,117,5.22,-9.43,1.26,0.00,5.49
43165,0.00,-17.97,14.36,14.08,174,0.30,848,33.33,13.00,1.46,117,5.22,-9.43,1.28,0.00,5.49
43391,0.00,-17.97,14.36,14.08,174,0.30,842,33.33,13.00,1.44,117,5.37,-9.43,1.26,0.00,5.49
43617,0.00,-17.97,14.47,14.00,174,0.30,858,33.33,11.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
43843,0.00,-17.97,14.47,14.08,174,0.30,850,33.33,12.50,1.44,117,5.22,-9.43,1.26,0.00,5.49
44068,0.00,-17.97,14.47,14.16,174,0.30,844,33.33,13.00,1.43,117,5.37,-9.43,1.26,0.00,5.49
44294,0.00,-17.97,14.36,14.08,174,0.29,841,33.33,13.00,1.46,117,5.37,-9.43,1.28,0.00,5.49
44520,0.00,-17.97,14.36,14.00,174,0.30,848,33.33,12.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
44746,0.00,-17.97,14.36,13.84,174,0.31,831,33.33,14.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
44972,0.00,-17.97,14.36,14.08,174,0.30,856,33.33,11.50,1.45,117,5.37,-9.43,1.28,0.00,5.49
45198,0.00,-17.97,14.36,14.08,174,0.29,862,33.33,11.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
45424,0.00,-17.97,14.36,14.08,174,0.30,849,33.33,12.50,1.47,117,5.22,-9.43,1.28,0.00,5.49
45650,-0.78,-17.97,14.24,14.08,174,0.30,850,33.33,12.50,1.46,117,5.22,-9.43,1.26,0.00,5.49
45875,0.00,-17.97,14.47,14.00,174,0.31,832,33.33,14.00,1.42,117,5.22,-9.43,1.26,0.00,5.49
46101,0.00,-17.97,14.47,14.08,174,0.30,846,33.33,12.50,1.43,117,5.37,-9.43,1.28,0.00,5.49
46327,0.00,-17.97,14.47,14.08,176,0.30,843,33.33,12.50,1.43,117,5.37,-9.43,1.26,0.00,5.49
46553,0.00,-17.97,14.47,13.92,176,0.30,847,33.33,12.00,1.43,117,5.37,-9.43,1.26,0.00,5.49
46779,0.00,-17.97,14.47,14.00,176,0.30,838,33.33,13.00,1.44,117,5.37,-9.43,1.28,0.00,5.49
47005,0.00,-17.97,14.47,14.08,176,0.31,826,33.33,14.00,1.43,117,5.37,-9.43,1.26,0.00,5.49
47231,0.78,-17.97,14.47,14.08,176,0.30,844,33.33,12.50,1.45,117,5.37,-9.43,1.26,0.00,5.49
47456,0.78,-17.97,14.47,14.00,176,0.30,856,33.33,11.50,1.44,117,5.37,-9.43,1.28,0.00,5.49
47683,0.78,-17.97,14.47,14.00,176,0.29,861,33.33,11.00,1.46,117,5.37,-9.43,1.26,0.00,5.49
47908,0.78,-17.97,14.47,14.08,176,0.30,848,33.33,12.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
48134,0.78,-17.97,14.36,14.16,176,0.30,838,33.33,13.00,1.45,117,5.37,-9.43,1.26,0.00,5.49
