Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
9487,-18.75,-1.56,12.29,13.68,185,1.13,3590,100.00,32.00,17.54,122,16.83,2.18,2.90,50.20,30.20
9713,-16.41,-1.56,14.47,13.36,185,1.15,3740,100.00,27.00,19.43,120,17.41,2.76,3.00,47.06,29.02
9939,-14.84,-1.56,14.59,13.60,185,1.23,4133,100.00,22.50,22.74,120,18.28,3.63,3.08,29.41,26.27
10165,-24.22,0.00,13.21,13.92,185,0.54,4158,100.00,26.00,10.77,118,10.16,-4.50,2.68,0.00,9.02
10390,-25.00,-1.56,12.52,13.92,185,0.84,3806,100.00,18.50,0.00,118,3.63,-11.17,2.62,0.00,8.24
10617,0.00,0.00,13.21,13.84,185,0.60,3469,100.00,10.50,0.00,117,3.19,-11.61,2.34,0.00,7.06
10842,0.00,-1.56,11.25,13.76,187,0.88,2792,100.00,29.00,14.53,117,8.85,-5.80,2.50,2.75,20.78
11068,0.00,0.00,11.14,13.76,187,0.79,2625,100.00,19.50,12.30,115,11.32,-3.48,2.36,1.96,18.04
11294,0.00,0.00,11.14,13.92,187,0.78,2673,100.00,38.50,11.49,115,11.03,-3.63,2.36,1.96,18.04
11520,0.00,0.00,11.14,13.76,187,0.84,2728,100.00,38.50,11.64,115,11.32,-3.34,2.40,0.00,18.43
11746,0.00,0.00,11.14,13.84,187,0.80,2814,100.00,38.50,12.57,113,11.32,-3.34,2.40,0.00,18.43
11972,-19.53,0.00,11.48,13.92,187,0.81,2858,100.00,38.50,10.35,113,11.61,-3.05,2.44,0.00,19.22
12197,-24.22,0.00,13.55,14.00,187,0.80,2917,100.00,38.50,10.55,113,11.90,-2.76,2.44,0.00,19.22
12424,-22.66,0.00,14.47,13.84,187,0.77,2996,100.00,39.50,10.76,111,11.75,-3.05,2.44,0.00,18.82
12650,-21.09,0.00,14.70,13.92,187,0.79,3052,100.00,39.00,11.03,111,11.90,-2.76,2.48,0.00,19.22
12875,-21.88,0.00,14.47,13.52,187,0.76,3093,100.00,40.00,11.20,111,11.75,-2.90,2.46,0.00,18.82
13101,-22.66,-1.56,14.36,13.84,187,0.76,3151,100.00,41.00,10.79,111,11.61,-3.05,2.48,0.00,18.82
13327,-24.22,0.00,14.24,13.92,187,0.67,3201,100.00,42.00,10.29,109,11.03,-3.77,2.46,0.00,18.43
13553,-22.66,0.00,14.70,13.52,187,0.65,3246,100.00,42.50,10.38,109,10.59,-4.21,2.38,0.00,17.25
13779,-21.09,0.00,14.70,13.76,187,0.64,3327,100.00,42.50,10.64,109,10.30,-4.50,2.36,0.00,16.86
14005,-21.88,0.00,14.47,13.92,187,0.64,3330,100.00,42.50,9.95,108,9.87,-4.79,2.40,0.00,17.25
14231,-22.66,0.00,14.13,13.92,187,0.64,3378,100.00,42.50,9.42,108,9.43,-5.22,2.38,0.00,17.25
14456,-21.09,0.00,14.70,13.92,187,0.62,3438,100.00,42.50,10.26,108,9.43,-5.22,2.34,0.00,16.86
14682,-22.66,0.00,14.36,13.84,187,0.49,3469,100.00,43.50,8.80,108,8.56,-6.24,2.10,0.00,14.12
14908,-25.00,0.00,13.90,13.92,187,0.39,3386,100.00,39.00,0.00,106,3.92,-10.74,2.10,0.00,5.88
15134,0.00,0.00,14.36,13.92,187,0.46,3078,100.00,29.00,0.00,106,2.90,-11.75,2.08,0.00,5.49
15360,0.00,0.00,13.09,13.92,187,0.45,2769,100.00,24.50,0.00,106,2.90,-11.75,2.02,0.00,5.49
15585,-7.03,0.00,11.14,13.84,187,0.53,2318,100.00,15.50,6.25,106,3.92,-10.74,2.00,0.00,10.20
15812,-5.47,0.00,11.14,13.92,189,0.75,2359,100.00,36.00,8.58,106,9.43,-5.22,2.18,0.00,15.69
16037,-13.28,0.00,11.14,13.60,189,0.75,2398,100.00,37.50,8.64,106,10.16,-4.50,2.22,0.00,16.08
16263,-25.00,0.00,12.06,13.84,189,0.65,2414,100.00,38.50,7.22,106,9.58,-5.08,2.20,0.00,15.69
16489,-22.66,0.00,14.36,13.92,189,0.68,2416,100.00,38.50,7.20,106,9.72,-4.93,2.20,0.00,15.69
16715,-21.88,0.00,14.81,13.52,189,0.64,2451,100.00,39.50,7.29,104,9.87,-4.93,2.18,0.00,15.29
16941,-18.75,0.00,15.16,13.92,189,0.66,2478,100.00,39.50,7.42,104,9.87,-4.93,2.22,0.00,15.69
17167,-17.19,0.00,14.93,13.92,189,0.68,2486,100.00,39.00,7.44,104,9.87,-4.79,2.20,0.00,15.69
17393,-16.41,0.00,14.81,13.84,189,0.59,2506,100.00,40.00,7.44,104,9.58,-5.08,2.12,0.00,14.51
17620,-16.41,0.00,14.59,13.84,189,0.52,2524,100.00,41.50,6.47,104,8.85,-5.95,2.04,0.00,13.73
17846,-14.06,0.00,14.93,13.76,189,0.45,2503,100.00,42.50,5.86,104,7.84,-6.82,1.90,0.00,11.76
18071,-14.06,0.00,14.70,13.92,189,0.42,2528,100.00,42.50,5.39,104,6.67,-7.98,1.90,0.00,12.16
18297,-10.94,0.00,15.16,13.76,189,0.39,2525,100.00,43.00,5.40,104,6.38,-8.27,1.84,0.00,11.37
18523,-13.28,0.00,14.24,13.92,189,0.26,2542,100.00,41.50,4.33,104,5.08,-9.58,1.68,0.00,10.20
18749,-13.28,0.00,14.47,13.92,189,0.34,2540,100.00,42.50,4.84,104,5.51,-9.14,1.80,0.00,10.98
18974,-4.69,0.00,15.27,13.84,189,0.34,2549,100.00,42.00,5.43,102,5.66,-9.00,1.82,0.00,11.37
19201,-5.47,0.00,14.24,13.92,189,0.41,2526,100.00,43.00,5.94,102,6.53,-8.27,1.90,0.00,12.55
19427,-8.59,0.00,13.90,13.92,189,0.45,2528,100.00,43.00,5.98,102,6.82,-7.84,1.94,0.00,12.55
19653,-10.94,0.00,14.01,14.00,189,0.45,2547,66.67,41.50,5.98,102,6.53,-8.13,1.98,0.00,12.94
19879,-10.16,0.00,14.59,13.68,189,0.48,2534,33.33,39.00,5.94,102,6.53,-8.13,2.04,0.00,13.73
20105,-2.34,0.00,15.73,14.00,189,0.59,2584,66.67,36.00,7.15,102,7.55,-7.11,2.18,0.00,15.69
20331,-6.25,0.00,14.24,13.76,189,0.62,2583,66.67,29.50,7.69,102,9.00,-5.66,2.24,0.00,16.08
20557,-6.25,0.00,14.01,13.52,189,0.77,2561,66.67,25.50,8.79,102,10.16,-4.50,2.34,5.49,18.43
20783,-6.25,0.00,13.90,13.84,189,0.88,2617,66.67,26.50,10.01,102,11.61,-3.19,2.44,20.00,20.78
21008,-8.59,0.00,13.67,13.92,189,0.85,2633,66.67,29.50,10.09,102,12.04,-2.76,2.44,14.12,20.39
21234,-11.72,0.00,14.13,13.84,189,0.83,2660,66.67,33.50,10.22,102,12.04,-2.76,2.44,11.76,19.22
21460,-10.94,0.00,14.70,13.84,189,0.84,2696,66.67,36.00,10.35,102,12.19,-2.47,2.44,12.55,19.22
21686,-9.38,-1.56,14.93,13.84,189,0.92,2718,66.67,34.50,11.03,102,12.77,-1.89,2.50,16.86,20.78
21912,-6.25,-1.56,14.81,13.76,189,1.04,2735,100.00,29.50,12.94,100,14.22,-0.44,2.60,36.47,23.53
22138,-7.81,-2.34,14.01,13.84,189,1.16,2788,100.00,26.00,13.57,100,15.38,0.73,2.70,41.18,24.71
22364,-6.25,-2.34,14.59,13.68,189,1.23,2820,100.00,21.00,15.70,100,16.98,2.32,2.78,48.24,27.06
22589,-9.38,-2.34,14.13,13.76,189,1.28,2878,100.00,18.00,15.96,100,17.99,3.19,2.82,48.24,27.06
22816,-10.94,-2.34,14.24,13.68,189,1.25,2924,100.00,17.50,16.19,100,18.57,3.92,2.84,46.67,25.88
23041,-10.94,-2.34,14.47,13.68,189,1.28,2958,100.00,17.50,16.40,100,18.86,4.21,2.84,43.14,25.49
23267,-10.94,-2.34,14.47,13.84,189,1.27,3010,100.00,18.00,16.65,99,19.15,4.50,2.84,35.29,25.10
23493,-10.94,-2.34,14.47,13.84,189,1.26,3021,100.00,19.50,16.76,99,19.15,4.35,2.86,34.12,24.71
23719,-12.50,-2.34,14.24,13.60,189,1.11,3080,100.00,24.50,15.77,99,17.99,3.34,2.72,5.88,21.18
23945,-13.28,-2.34,14.47,13.92,189,0.49,3066,66.67,41.50,7.86,99,10.88,-3.77,2.06,0.00,7.06
24171,-15.62,0.00,12.40,13.84,189,0.67,2966,33.33,25.00,0.00,99,4.35,-10.30,2.32,0.00,5.49
24397,0.00,0.00,12.75,13.84,189,0.62,2694,33.33,16.00,0.00,99,3.34,-11.32,2.22,0.00,5.49
24622,0.00,0.00,11.94,13.92,189,0.57,2400,33.33,15.00,0.00,99,2.90,-11.75,2.08,0.00,4.71
24848,-2.34,0.00,11.14,13.76,189,0.72,2331,33.33,14.00,8.89,99,4.21,-10.45,2.28,20.00,16.08
25074,-6.25,0.00,11.14,13.76,189,0.64,2297,66.67,35.50,7.88,99,8.85,-5.80,2.08,0.00,14.51
25300,-25.00,0.00,11.14,13.92,189,0.66,2289,66.67,39.50,6.34,99,9.43,-5.22,2.02,0.00,14.12
25526,-25.00,0.00,12.29,13.92,189,0.63,2328,66.67,39.50,6.41,99,9.72,-5.08,2.12,0.00,14.51
25752,-20.31,0.00,14.70,13.92,189,0.64,2341,66.67,39.00,6.48,99,9.87,-4.79,2.12,0.00,15.29
25978,-18.75,0.00,15.04,13.92,189,0.64,2346,66.67,40.00,6.51,99,9.58,-5.22,2.16,0.00,15.29
26204,-14.84,0.00,15.27,13.92,189,0.63,2334,66.67,39.50,7.03,99,9.87,-4.79,2.12,0.00,14.90
26429,-14.06,0.00,14.81,13.76,189,0.62,2343,66.67,40.00,6.98,99,9.72,-5.08,2.14,0.00,15.29
26655,-12.50,0.00,15.04,14.00,189,0.61,2340,66.67,39.50,7.00,99,9.72,-4.93,2.10,0.00,14.51
26881,-11.72,0.00,14.70,13.76,189,0.66,2355,66.67,39.00,7.06,99,10.01,-4.64,2.16,0.00,15.29
27107,-13.28,0.00,14.36,13.84,189,0.68,2382,66.67,38.50,7.04,99,9.72,-4.93,2.20,0.00,15.69
27333,-10.94,0.00,14.93,13.84,189,0.68,2386,66.67,34.00,7.12,99,10.16,-4.64,2.18,0.00,15.69
27559,-10.16,0.00,14.81,13.76,189,0.62,2396,66.67,31.50,7.16,99,9.87,-4.93,2.16,0.00,14.90
27785,-11.72,0.00,14.36,13.76,189,0.55,2395,66.67,31.00,6.64,99,9.14,-5.51,2.08,0.00,14.51
28011,-9.38,0.00,14.93,13.92,189,0.58,2401,66.67,26.00,6.68,99,9.43,-5.22,2.20,0.00,15.69
28237,-6.25,0.00,15.16,13.84,189,0.58,2417,66.67,24.00,7.73,99,9.87,-4.79,2.14,0.00,14.90
28462,-9.38,0.00,14.36,13.84,189,0.63,2387,66.67,24.00,7.16,99,9.87,-4.79,2.14,0.00,14.90
28688,-10.94,0.00,14.24,13.84,189,0.60,2397,66.67,25.50,7.14,99,9.43,-5.22,2.12,0.00,14.51
28914,-10.94,0.00,14.59,14.00,189,0.55,2402,66.67,28.00,6.67,99,9.14,-5.51,2.08,0.00,14.12
29140,-11.72,0.00,14.59,13.92,189,0.35,2381,66.67,31.50,5.60,99,7.84,-6.96,1.80,0.00,11.37
29366,-10.16,0.00,14.70,13.76,189,0.32,2417,33.33,32.00,5.11,99,6.82,-7.84,1.74,0.00,10.59
29592,-8.59,-0.78,15.16,13.84,189,0.31,2406,33.33,32.00,4.63,99,5.66,-9.00,1.74,0.00,10.59
29817,-6.25,-0.78,15.27,14.00,189,0.31,2379,33.33,32.00,4.58,99,5.51,-9.14,1.72,0.00,10.98
30043,-3.91,-0.78,15.39,13.92,189,0.26,2376,33.33,32.00,4.59,99,5.22,-9.58,1.62,0.00,9.80
30269,-6.25,0.00,14.36,14.08,189,0.25,2376,33.33,32.00,4.08,99,4.64,-10.01,1.62,0.00,9.80
30495,-3.12,0.00,15.04,13.92,189,0.24,2374,33.33,32.00,4.05,99,4.64,-10.16,1.60,0.00,10.20
30721,0.00,0.00,15.62,14.00,189,0.25,2368,33.33,32.00,4.06,99,4.64,-10.01,1.64,0.00,10.20
30947,3.12,0.00,15.73,13.84,189,0.25,2360,33.33,32.00,4.03,99,4.64,-10.01,1.62,0.00,10.20
31173,1.56,-0.78,14.81,13.92,189,0.27,2346,33.33,32.00,4.00,99,4.64,-10.01,1.66,0.00,10.20
31398,0.00,-0.78,14.24,14.00,189,0.27,2338,33.33,32.50,3.98,99,4.64,-10.01,1.66,0.00,10.20
31624,-1.56,-0.78,14.13,14.00,189,0.28,2346,33.33,32.50,4.00,99,4.79,-9.87,1.66,0.00,10.20
31850,-0.78,-0.78,14.70,14.00,189,0.29,2339,33.33,32.50,4.49,99,4.93,-9.72,1.68,0.00,10.20
32076,-0.78,0.00,14.70,14.00,189,0.25,2314,33.33,32.50,3.95,99,4.93,-9.87,1.64,0.00,10.20
32302,-1.56,-0.78,14.36,13.92,189,0.28,2313,33.33,32.50,3.94,99,4.79,-9.87,1.68,0.00,10.20
32528,-0.78,-0.78,14.70,13.92,189,0.27,2314,33.33,32.50,3.96,99,4.93,-9.87,1.66,0.00,10.59
32754,0.00,-0.78,14.81,14.08,189,0.28,2318,33.33,32.50,4.44,99,5.08,-9.58,1.72,0.00,10.59
32980,0.78,-0.78,14.93,13.92,189,0.32,2294,33.33,32.50,4.42,99,5.37,-9.43,1.80,0.00,11.76
33205,1.56,-0.78,14.81,13.84,189,0.36,2304,33.33,33.00,4.93,99,5.95,-8.71,1.82,0.00,11.76
33431,1.56,-0.78,14.70,14.00,189,0.39,2301,33.33,33.00,5.40,99,6.38,-8.27,1.86,0.00,11.76
33657,0.78,-0.78,14.47,13.84,189,0.43,2281,33.33,33.50,5.34,99,6.82,-7.98,1.92,0.00,12.55
33882,0.00,-0.78,14.59,13.76,189,0.48,2306,66.67,33.00,5.90,99,7.25,-7.40,1.94,0.00,12.94
34109,-6.25,-0.78,13.55,13.84,189,0.47,2285,66.67,32.50,5.84,99,7.55,-7.25,1.94,0.00,12.94
34335,-8.59,-0.78,14.01,13.92,189,0.48,2288,66.67,33.00,5.85,99,7.40,-7.40,2.04,0.00,14.12
34561,-6.25,-0.78,14.70,13.76,189,0.52,2306,66.67,32.50,6.39,99,8.13,-6.53,2.02,0.00,13.73
34787,-10.16,-0.78,13.90,13.84,189,0.52,2281,66.67,32.00,6.35,99,8.42,-6.24,2.00,0.00,13.73
35013,-11.72,-0.78,14.13,13.92,189,0.47,2323,66.67,32.50,5.90,99,8.27,-6.38,2.04,0.00,14.12
35238,-3.91,-0.78,15.73,13.84,189,0.62,2303,66.67,27.00,6.90,99,9.72,-4.93,2.16,0.00,16.08
35464,-7.03,-0.78,14.36,13.92,189,0.62,2293,66.67,25.00,7.34,99,10.16,-4.50,2.14,0.00,15.29
35690,-8.59,-0.78,14.36,13.92,189,0.68,2312,66.67,22.50,7.83,99,10.88,-3.92,2.14,0.00,15.29
35916,-10.94,-0.78,14.24,13.76,189,0.76,2317,66.67,21.50,7.41,99,10.88,-3.77,2.26,0.78,17.25
36142,-8.59,-0.78,15.04,13.76,189,0.67,2316,66.67,21.00,7.84,99,11.03,-3.63,2.18,0.00,15.69
36368,-9.38,-0.78,14.59,14.00,189,0.73,2302,66.67,21.50,7.38,99,10.88,-3.77,2.22,0.00,16.47
36593,-9.38,-0.78,14.59,13.76,189,0.67,2342,66.67,21.50,7.47,99,10.74,-3.92,2.20,0.00,15.69
36819,-9.38,-0.78,14.70,13.84,189,0.70,2327,66.67,21.00,7.94,99,10.88,-3.77,2.16,0.00,15.29
37046,-10.94,-0.78,14.36,13.84,189,0.65,2318,66.67,24.00,6.92,97,10.45,-4.35,2.16,0.00,15.29
37271,-7.81,-1.56,15.04,13.92,189,0.66,2331,66.67,23.50,7.46,97,10.59,-4.21,2.14,0.00,14.90
37497,-9.38,-1.56,14.47,13.84,189,0.58,2333,66.67,27.00,6.99,97,9.87,-4.93,2.10,0.00,14.51
37723,-7.81,-1.56,14.81,13.84,189,0.60,2348,66.67,26.50,7.00,97,9.87,-4.79,2.10,0.00,14.51
37949,-7.81,-1.56,14.70,13.92,189,0.60,2329,66.67,27.50,7.02,97,9.58,-5.08,2.10,0.00,14.51
38175,-8.59,-1.56,14.47,13.92,189,0.51,2315,66.67,32.00,5.94,97,8.71,-5.95,2.06,0.00,13.73
38401,-7.03,-1.56,14.81,13.92,189,0.53,2324,66.67,31.00,6.45,97,9.00,-5.80,2.08,0.00,14.12
38626,-6.25,-1.56,14.93,13.84,189,0.53,2346,66.67,31.00,6.51,97,9.00,-5.66,2.04,0.00,13.73
38852,-6.25,-1.56,14.70,13.84,189,0.57,2352,66.67,30.00,6.52,97,9.14,-5.66,2.06,0.00,14.12
39078,-7.81,-1.56,14.36,13.84,189,0.47,2318,66.67,32.50,5.98,97,8.42,-6.38,1.98,0.00,12.94
39304,-7.03,-1.56,14.70,13.92,189,0.45,2332,66.67,32.00,5.97,97,8.27,-6.38,1.96,0.00,12.94
39530,-6.25,-1.56,14.93,13.84,189,0.47,2323,66.67,32.50,5.96,97,8.13,-6.53,1.94,0.00,12.55
39756,-7.81,-1.56,14.36,13.76,189,0.49,2334,66.67,32.50,5.97,97,7.84,-6.96,1.96,0.00,12.94
39982,-6.25,-1.56,14.81,13.92,189,0.52,2339,66.67,32.50,5.98,97,7.98,-6.67,2.02,0.00,13.73
40208,-5.47,-1.56,14.93,13.92,189,0.57,2316,66.67,31.00,6.44,97,8.56,-6.09,2.06,0.00,14.12
40433,-7.03,-1.56,14.36,13.76,189,0.53,2318,66.67,31.50,6.43,97,8.85,-5.80,2.04,0.00,13.73
40659,-7.81,-1.56,14.47,13.92,189,0.56,2339,66.67,30.50,6.50,97,8.85,-5.80,2.08,0.00,14.51
40885,-7.81,-1.56,14.59,13.92,189,0.52,2334,66.67,31.50,6.47,97,8.85,-5.80,2.02,0.00,13.73
41111,-7.81,-1.56,14.59,13.92,189,0.58,2332,66.67,32.00,5.96,97,8.71,-5.95,2.04,0.00,13.73
41337,-7.03,-1.56,14.81,14.00,189,0.48,2313,66.67,32.50,5.94,97,8.56,-6.09,1.96,0.00,12.94
41563,-8.59,-2.34,14.36,14.00,189,0.49,2335,66.67,32.50,5.93,97,8.27,-6.38,1.94,0.00,13.33
41789,-3.91,-2.34,15.39,13.92,187,0.51,2337,66.67,32.50,5.96,97,8.42,-6.24,1.98,0.00,13.73
42014,-1.56,-2.34,15.16,13.92,187,0.53,2326,66.67,32.00,6.49,97,8.56,-6.24,2.06,0.00,13.73
42240,-4.69,-2.34,14.24,14.00,187,0.57,2313,66.67,29.50,6.43,97,9.00,-5.66,2.08,0.00,14.12
42466,-7.03,-2.34,14.24,13.84,187,0.58,2320,66.67,29.50,6.42,97,9.29,-5.37,2.08,0.00,14.51
42692,-7.03,-2.34,14.70,13.84,187,0.59,2325,66.67,28.00,6.96,97,9.43,-5.22,2.08,0.00,14.51
42918,-7.03,-2.34,14.59,14.00,187,0.68,2334,66.67,25.00,6.97,97,10.01,-4.64,2.18,0.00,15.69
43144,-4.69,-2.34,15.04,14.00,187,0.74,2322,66.67,21.00,7.90,97,11.03,-3.63,2.26,10.59,17.25
43370,-4.69,-2.34,14.70,13.84,187,0.80,2318,66.67,22.50,8.92,97,12.04,-2.61,2.30,10.20,17.65
43596,-7.81,-2.34,14.24,13.84,187,0.78,2346,66.67,27.00,8.51,97,11.75,-2.90,2.28,3.53,17.25
43821,-7.81,-2.34,14.59,13.92,187,0.81,2352,66.67,30.00,8.52,97,11.75,-3.05,2.30,6.67,17.25
44047,-7.03,-2.34,14.81,13.92,187,0.73,2356,66.67,35.00,8.54,97,11.32,-3.34,2.24,0.39,16.08
44273,-7.03,-2.34,14.70,13.92,187,0.73,2341,66.67,37.00,8.03,97,11.17,-3.63,2.24,0.00,16.08
44499,-6.25,-2.34,14.81,14.00,187,0.76,2359,66.67,37.00,8.04,97,11.17,-3.48,2.28,0.39,16.86
44725,-4.69,-2.34,14.81,13.68,187,0.80,2364,66.67,36.50,8.57,97,11.46,-3.19,2.32,9.80,17.65
44951,-3.91,-2.34,14.81,13.84,187,0.83,2371,66.67,35.50,9.12,97,11.90,-2.90,2.32,13.33,17.65
45177,-4.69,-2.34,14.47,13.92,187,0.86,2384,66.67,34.50,9.16,97,12.19,-2.61,2.36,16.86,18.04
45402,-4.69,-2.34,14.59,13.52,187,0.90,2390,66.67,34.00,9.69,95,12.48,-2.18,2.38,16.86,18.43
45628,-7.81,-2.34,14.24,13.84,187,0.88,2395,66.67,35.00,9.23,95,12.19,-2.47,2.30,6.27,17.25
45854,-9.38,-2.34,14.36,13.92,187,0.75,2416,66.67,37.00,8.21,95,11.32,-3.34,2.26,0.00,15.69
46080,-10.16,-2.34,14.47,13.92,187,0.62,2408,66.67,39.50,7.68,95,10.01,-4.64,2.14,0.00,14.51
46306,-11.72,-2.34,14.47,13.76,187,0.40,2419,66.67,43.00,6.20,95,8.42,-6.24,1.90,0.00,11.76
46532,-11.72,-2.34,14.47,13.92,187,0.34,2426,66.67,42.00,5.17,95,7.40,-7.25,1.86,0.00,11.37
46758,-7.03,-2.34,15.62,13.92,187,0.44,2424,66.67,42.00,5.15,95,7.11,-7.69,1.82,0.00,11.76
46984,-3.12,-2.34,15.73,13.68,187,0.44,2407,66.67,42.00,5.68,95,6.82,-7.84,1.94,0.00,12.55
47210,-1.56,-2.34,15.04,13.76,187,0.54,2417,66.67,43.00,6.69,95,7.84,-6.82,2.06,0.00,14.12
