Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Turbo Dynamics Burst* (absolute %)
89171,-23.44,-0.78,12.40,13.44,181,0.07,817,0.00,0.00,33.33,16,11.50,1.05,68,4.50,-10.30,1.18,0.00,0.00,0.00
89446,-23.44,-0.78,12.40,13.28,181,0.07,823,0.00,0.00,33.33,16,11.50,1.06,68,4.50,-10.30,1.18,0.00,0.00,0.00
89720,-23.44,-0.78,12.40,13.28,181,0.07,822,0.00,0.00,33.33,16,11.50,1.05,68,4.50,-10.30,1.18,0.00,0.00,0.00
89995,-23.44,-0.78,12.52,13.28,181,0.07,826,0.00,0.00,33.33,16,11.00,1.06,68,4.50,-10.30,1.18,0.00,0.00,0.00
90269,-23.44,-0.78,12.52,13.20,181,0.07,808,0.00,0.00,33.33,16,13.00,1.03,68,4.50,-10.30,1.18,0.00,0.00,0.00
90544,-23.44,-0.78,12.40,13.20,181,0.07,821,0.00,0.00,33.33,16,11.50,1.05,68,4.50,-10.30,1.20,0.00,0.00,0.00
90819,-23.44,-0.78,12.40,13.12,181,0.07,812,0.00,0.00,33.33,16,12.00,1.04,68,4.50,-10.30,1.20,0.00,0.00,0.00
91093,-23.44,-0.78,12.40,13.36,181,0.07,818,0.00,0.00,33.33,16,11.50,1.05,68,4.50,-10.30,1.20,0.00,0.00,0.00
91367,-23.44,-0.78,12.40,13.36,181,0.07,819,0.00,0.00,33.33,16,11.50,1.05,68,4.50,-10.30,1.20,0.00,0.00,0.00
91642,-23.44,-0.78,12.29,13.36,181,0.07,829,0.00,0.00,33.33,16,10.00,1.06,68,4.50,-10.30,1.18,0.00,0.00,0.00
91916,-23.44,-0.78,12.40,13.36,181,0.07,824,0.00,0.00,33.33,16,11.50,1.05,68,4.35,-10.45,1.18,0.00,0.00,0.00
92191,-23.44,-0.78,12.40,13.44,183,0.07,806,0.00,0.00,33.33,16,13.00,1.03,68,4.35,-10.30,1.18,0.00,0.00,0.00
92465,-23.44,-0.78,12.40,13.36,183,0.07,810,0.00,0.00,33.33,16,12.00,1.04,68,4.50,-10.30,1.18,0.00,0.00,0.00
92740,-23.44,-0.78,12.40,13.36,183,0.07,806,0.00,0.00,33.33,16,12.50,1.03,68,4.50,-10.30,1.18,0.00,0.00,0.00
93014,-23.44,-0.78,12.40,13.44,181,0.07,823,0.00,0.00,33.33,16,10.50,1.05,68,4.50,-10.30,1.18,0.00,0.00,0.00
93289,-23.44,-0.78,12.40,13.52,183,0.07,823,0.00,0.00,33.33,16,10.50,1.05,68,4.50,-10.30,1.20,0.00,0.00,0.00
93564,-23.44,-0.78,12.40,13.44,183,0.07,827,0.00,0.00,33.33,16,10.50,1.06,68,4.35,-10.45,1.18,0.00,0.00,0.00
93838,-23.44,-0.78,12.40,13.28,183,0.07,819,0.00,0.00,33.33,16,11.50,1.06,68,4.35,-10.45,1.18,0.00,0.00,0.00
94113,-23.44,-0.78,12.40,13.36,183,0.07,818,0.00,0.00,33.33,16,11.50,1.04,68,4.50,-10.30,1.18,0.00,0.00,0.00
94387,-23.44,-0.78,12.40,13.28,183,0.07,807,0.00,0.00,33.33,16,13.50,1.03,68,4.50,-10.30,1.18,0.00,0.00,0.00
94661,-23.44,-0.78,12.40,13.36,183,0.07,803,0.00,0.00,33.33,16,13.00,1.03,68,4.50,-10.30,1.18,0.00,0.00,0.00
94935,-23.44,-0.78,12.40,13.36,183,0.07,825,0.00,0.00,33.33,16,11.50,1.06,68,4.50,-10.30,1.18,0.00,0.00,0.00
95210,-23.44,-0.78,12.40,13.44,183,0.07,812,0.00,0.00,33.33,16,11.50,1.04,68,4.50,-10.30,1.20,0.00,0.00,0.00
95484,-23.44,-0.78,12.40,13.44,183,0.07,830,0.00,0.00,33.33,16,10.00,1.06,68,4.50,-10.30,1.18,0.00,0.00,0.00
95759,-23.44,-0.78,12.40,13.36,183,0.07,828,0.00,0.00,33.33,16,10.50,1.06,68,4.50,-10.30,1.20,0.00,0.00,0.00
96033,-23.44,-0.78,12.52,13.28,183,0.07,835,0.00,0.00,33.33,16,10.50,1.07,68,4.35,-10.45,1.20,0.00,0.00,0.00
96308,-23.44,-0.78,12.52,13.20,183,0.07,827,0.00,0.00,33.33,16,12.00,1.06,68,4.35,-10.45,1.16,0.00,0.00,0.00
96582,-23.44,-0.78,12.63,13.20,183,0.07,815,0.00,0.00,33.33,16,12.00,1.04,68,4.35,-10.45,1.16,0.00,0.00,0.00
96856,-23.44,-0.78,12.52,13.28,183,0.07,811,0.00,0.00,33.33,16,12.50,1.04,68,4.35,-10.45,1.18,0.00,0.00,0.00
97130,-23.44,-0.78,12.40,13.36,183,0.07,789,0.00,0.00,33.33,16,14.50,1.01,68,4.50,-10.30,1.18,0.00,0.00,0.00
97404,-23.44,-0.78,12.40,13.44,183,0.07,809,0.00,0.00,33.33,16,12.00,1.04,68,4.50,-10.30,1.18,0.00,0.00,0.00
97678,-23.44,-0.78,12.29,13.36,183,0.07,821,0.00,0.00,33.33,16,10.50,1.05,68,4.50,-10.30,1.18,0.00,0.00,0.00
97953,-23.44,-0.78,12.29,13.36,183,0.07,834,0.00,0.00,33.33,16,9.50,1.06,68,4.50,-10.45,1.18,0.00,0.00,0.00
98227,-23.44,-0.78,12.29,13.28,183,0.07,825,0.00,0.00,33.33,16,11.00,1.05,68,4.50,-10.45,1.18,0.00,0.00,0.00
98502,-23.44,-0.78,12.40,13.36,183,0.07,814,0.00,0.00,33.33,16,12.00,1.05,68,4.50,-10.30,1.20,0.00,0.00,0.00
98776,-23.44,-0.78,12.40,13.36,183,0.07,806,0.00,0.00,33.33,16,13.00,1.03,68,4.50,-10.30,1.20,0.00,0.00,0.00
99050,-23.44,-0.78,12.40,13.36,183,0.07,815,0.00,0.00,33.33,16,11.50,1.04,68,4.50,-10.30,1.20,0.00,0.00,0.00
99324,-23.44,-0.78,12.40,13.36,183,0.07,824,0.00,0.00,33.33,16,12.00,1.05,68,4.50,-10.30,1.18,0.00,0.00,0.00
99598,-23.44,-0.78,12.40,13.44,183,0.07,834,0.00,0.00,33.33,16,10.00,1.06,68,4.50,-10.30,1.18,0.00,0.00,0.00
99873,-23.44,-0.78,12.40,13.28,183,0.07,824,0.00,0.00,33.33,16,11.50,1.06,68,4.35,-10.45,1.16,0.00,0.00,0.00
100147,-23.44,-0.78,12.40,13.28,183,0.07,815,0.00,0.00,33.33,16,12.00,1.04,68,4.35,-10.45,1.18,0.00,0.00,0.00
100421,-23.44,-0.78,12.40,13.28,183,0.07,806,0.00,0.00,33.33,16,13.00,1.03,68,4.50,-10.30,1.18,0.00,0.00,0.00
100696,-23.44,-0.78,12.40,13.28,183,0.07,796,0.00,0.00,33.33,16,13.50,1.02,68,4.50,-10.30,1.18,0.00,0.00,0.00
100970,-23.44,-0.78,12.40,13.28,183,0.08,819,0.00,0.00,33.33,16,10.50,1.04,68,4.64,-10.16,1.20,0.00,0.00,0.00
101245,-23.44,-0.78,12.29,13.52,183,0.07,825,0.00,0.00,33.33,16,10.50,1.06,68,4.50,-10.30,1.18,0.00,0.00,0.00
101519,-23.44,-0.78,12.29,13.44,183,0.07,831,0.00,0.00,33.33,16,10.00,1.15,68,4.35,-10.45,1.20,0.00,0.00,0.00
101793,-23.44,-0.78,12.40,13.44,183,0.07,817,0.00,0.00,33.33,16,11.50,1.05,68,4.35,-10.45,1.20,0.00,0.00,0.00
102067,-23.44,-0.78,12.52,13.36,183,0.07,826,0.00,0.00,33.33,16,10.50,1.06,68,4.35,-10.45,1.18,0.00,0.00,0.00
102342,-23.44,-0.78,12.52,13.36,183,0.07,825,0.00,0.00,33.33,16,12.00,1.06,68,4.35,-10.45,1.18,0.00,0.00,0.00
102616,-23.44,-0.78,12.52,13.44,183,0.07,810,0.00,0.00,33.33,16,13.00,1.03,68,4.35,-10.45,1.18,0.00,0.00,0.00
102890,-23.44,-0.78,12.52,13.36,183,0.07,817,0.00,0.00,33.33,16,11.50,1.04,68,4.35,-10.45,1.18,0.00,0.00,0.00
103165,-23.44,-0.78,12.40,13.36,183,0.07,807,0.00,0.00,33.33,16,13.00,1.03,68,4.50,-10.30,1.18,0.00,0.00,0.00
103439,-23.44,-0.78,12.40,13.44,183,0.07,820,0.00,0.00,33.33,16,11.00,1.05,68,4.50,-10.30,1.20,0.00,0.00,0.00
103714,-23.44,-0.78,12.40,13.36,183,0.07,806,0.00,0.00,33.33,16,12.00,1.03,68,4.50,-10.30,1.20,0.00,0.00,0.00
103988,-23.44,-0.78,12.40,13.44,183,0.07,834,0.00,0.00,33.33,16,9.50,1.06,68,4.50,-10.30,1.20,0.00,0.00,0.00
104263,-23.44,-0.78,12.29,13.20,183,0.07,826,0.00,0.00,33.33,16,10.50,1.04,68,4.35,-10.45,1.20,0.00,0.00,0.00
104537,-23.44,-0.78,12.40,13.28,183,0.07,827,0.00,0.00,33.33,16,10.50,1.06,68,4.35,-10.45,1.18,0.00,0.00,0.00
104812,-23.44,-0.78,12.40,13.20,183,0.07,808,0.00,0.00,33.33,16,13.50,1.03,68,4.50,-10.30,1.18,0.00,0.00,0.00
105086,-23.44,-0.78,12.40,13.20,183,0.07,792,0.00,0.00,33.33,16,13.00,1.01,68,4.50,-10.30,1.18,0.00,0.00,0.00
105361,-23.44,-0.78,12.40,13.36,183,0.08,807,0.00,0.00,33.33,16,12.00,1.04,68,4.50,-10.30,1.18,0.00,0.00,0.00
105636,-23.44,-0.78,12.40,13.44,183,0.07,820,0.00,0.00,33.33,16,10.50,1.05,68,4.50,-10.30,1.18,0.00,0.00,0.00
105910,-23.44,-0.78,12.40,13.36,183,0.07,828,0.00,0.00,33.33,16,10.50,1.06,68,4.50,-10.30,1.18,0.00,0.00,0.00
106184,-23.44,-0.78,12.40,13.36,183,0.07,826,0.00,0.00,33.33,16,10.50,1.06,68,4.50,-10.30,1.20,0.00,0.00,0.00
106458,-23.44,-0.78,12.40,13.36,183,0.07,832,0.00,0.00,33.33,16,10.50,1.07,68,4.50,-10.30,1.20,0.00,0.00,0.00
106733,-23.44,-0.78,12.52,13.36,183,0.07,828,0.00,0.00,33.33,16,11.00,1.05,68,4.35,-10.45,1.18,0.00,0.00,0.00
107007,-23.44,-0.78,12.52,13.44,183,0.07,815,0.00,0.00,33.33,16,12.00,1.03,68,4.35,-10.45,1.20,0.00,0.00,0.00
107282,-23.44,-0.78,12.52,13.44,183,0.07,798,0.00,0.00,33.33,16,14.00,1.03,68,4.50,-10.30,1.20,0.00,0.00,0.00
107556,-23.44,-0.78,12.52,13.52,183,0.07,816,0.00,0.00,33.33,16,11.50,1.04,68,4.50,-10.30,1.20,0.00,0.00,0.00
107831,-23.44,-0.78,12.40,13.52,183,0.08,815,0.00,0.00,33.33,16,11.50,1.04,68,4.50,-10.30,1.20,0.00,0.00,0.00
108105,-23.44,-0.78,12.40,13.44,183,0.07,831,0.00,0.00,33.33,16,9.00,1.06,68,4.50,-10.30,1.18,0.00,0.00,0.00
108379,-23.44,-0.78,12.40,13.44,183,0.07,834,0.00,0.00,33.33,16,10.00,1.06,68,4.35,-10.45,1.18,0.00,0.00,0.00
108654,-23.44,-0.78,12.40,13.44,183,0.07,828,0.00,0.00,33.33,16,11.00,1.05,68,4.35,-10.45,1.20,0.00,0.00,0.00
108928,-23.44,-0.78,12.52,13.36,183,0.07,820,0.00,0.00,33.33,16,11.50,1.05,68,4.35,-10.45,1.20,0.00,0.00,0.00
109203,-23.44,-0.78,12.52,13.36,183,0.07,812,0.00,0.00,33.33,16,12.50,1.04,68,4.35,-10.45,1.20,0.00,0.00,0.00
109477,-23.44,-0.78,12.40,13.28,183,0.07,822,0.00,0.00,33.33,16,12.50,1.05,68,4.35,-10.45,1.18,0.00,0.00,0.00
109752,-23.44,-0.78,12.40,13.44,183,0.07,801,0.00,0.00,33.33,16,13.00,1.03,68,4.50,-10.30,1.18,0.00,0.00,0.00
110027,-23.44,-0.78,12.40,13.28,183,0.07,817,0.00,0.00,33.33,16,11.50,1.05,68,4.50,-10.30,1.20,0.00,0.00,0.00
110301,-23.44,-0.78,12.40,13.20,183,0.07,817,0.00,0.00,33.33,16,11.50,1.05,68,4.50,-10.30,1.20,0.00,0.00,0.00
110576,-23.44,-0.78,12.40,13.20,183,0.07,825,0.00,0.00,33.33,16,10.50,1.06,68,4.50,-10.30,1.18,0.00,0.00,0.00
110850,-23.44,-0.78,12.40,13.20,183,0.07,828,0.00,0.00,33.33,16,10.50,1.06,68,4.50,-10.30,1.18,0.00,0.00,0.00
111125,-23.44,-0.78,12.40,13.20,183,0.07,822,0.00,0.00,33.33,16,11.50,1.04,68,4.50,-10.30,1.20,0.00,0.00,0.00
111399,-23.44,-0.78,12.40,13.36,183,0.07,825,0.00,0.00,33.33,16,11.00,1.05,68,4.50,-10.30,1.20,0.00,0.00,0.00
111674,-23.44,-0.78,12.52,13.44,183,0.07,826,0.00,0.00,33.33,16,11.00,1.06,68,4.50,-10.30,1.20,0.00,0.00,0.00
111948,-23.44,-0.78,12.40,13.44,183,0.07,830,0.00,0.00,33.33,16,10.50,1.06,68,4.35,-10.45,1.18,0.00,0.00,0.00
112222,-23.44,-0.78,12.40,13.44,183,0.07,825,0.00,0.00,33.33,16,11.50,1.06,68,4.35,-10.45,1.16,0.00,0.00,0.00
112497,-23.44,-0.78,12.40,13.36,183,0.07,822,0.00,0.00,33.33,16,13.00,1.05,68,4.35,-10.45,1.18,0.00,0.00,0.00
112771,-23.44,-0.78,12.40,13.28,183,0.07,802,0.00,0.00,33.33,16,13.50,1.04,68,4.35,-10.45,1.16,0.00,0.00,0.00
113045,-23.44,-0.78,12.40,13.28,183,0.07,774,0.00,0.00,33.33,16,15.50,0.98,68,4.50,-10.30,1.18,0.00,0.00,0.00
113319,-23.44,-0.78,12.29,13.44,183,0.09,787,0.00,0.00,33.33,16,14.00,1.01,68,4.64,-10.16,1.20,0.00,0.00,0.00
113593,-23.44,-0.78,12.29,13.44,183,0.07,822,0.00,0.00,33.33,16,8.50,1.05,68,4.64,-10.16,1.18,0.00,0.00,0.00
113868,-23.44,-0.78,12.29,13.44,183,0.07,841,0.00,0.00,33.33,16,9.50,1.08,68,4.50,-10.30,1.18,0.00,0.00,0.00
114142,-23.44,-0.78,12.40,13.36,183,0.07,813,0.00,0.00,33.33,16,12.00,1.05,68,4.35,-10.45,1.20,0.00,0.00,0.00
114416,-23.44,-0.78,12.40,13.20,183,0.07,825,0.00,0.00,33.33,16,11.00,1.06,68,4.35,-10.45,1.20,0.00,0.00,0.00
114691,-23.44,-0.78,12.52,13.20,183,0.07,811,0.00,0.00,33.33,16,12.50,1.04,68,4.35,-10.45,1.20,0.00,0.00,0.00
114966,-23.44,-0.78,12.52,13.36,183,0.07,814,0.00,0.00,33.33,16,11.50,1.04,68,4.50,-10.30,1.20,0.00,0.00,0.00
115240,-23.44,-0.78,12.52,13.36,183,0.07,821,0.00,0.00,33.33,16,11.00,1.05,68,4.50,-10.30,1.20,0.00,0.00,0.00
115515,-23.44,-0.78,12.40,13.36,183,0.07,831,0.00,0.00,33.33,16,10.50,1.06,68,4.50,-10.30,1.18,0.00,0.00,0.00
115789,-23.44,-0.78,12.40,13.44,183,0.07,832,0.00,0.00,33.33,16,10.50,1.06,68,4.50,-10.30,1.18,0.00,0.00,0.00
116064,-23.44,-0.78,12.52,13.36,183,0.07,815,0.00,0.00,33.33,16,12.50,1.05,68,4.35,-10.45,1.18,0.00,0.00,0.00
116338,-23.44,-0.78,12.52,13.36,183,0.07,823,0.00,0.00,33.33,16,11.50,1.05,68,4.35,-10.45,1.20,0.00,0.00,0.00
116613,-23.44,-0.78,12.52,13.28,183,0.07,812,0.00,0.00,33.33,16,12.50,1.04,68,4.35,-10.45,1.20,0.00,0.00,0.00
116887,-23.44,-0.78,12.52,13.20,183,0.07,808,0.00,0.00,33.33,16,13.00,1.03,68,4.50,-10.30,1.20,0.00,0.00,0.00
117162,-23.44,-0.78,12.52,13.36,183,0.07,800,0.00,0.00,33.33,16,13.00,1.02,68,4.50,-10.16,1.20,0.00,0.00,0.00
117436,-23.44,-0.78,12.40,13.36,183,0.08,825,0.00,0.00,33.33,16,10.50,1.04,68,4.64,-10.16,1.22,0.00,0.00,0.00
117710,-23.44,-0.78,12.29,13.44,183,0.07,827,0.00,0.00,33.33,16,10.50,1.14,68,4.50,-10.30,1.20,0.00,0.00,0.00
117984,-23.44,-0.78,12.40,13.36,183,0.07,820,0.00,0.00,33.33,16,11.50,1.05,68,4.50,-10.30,1.18,0.00,0.00,0.00
118259,-23.44,-0.78,12.52,13.44,183,0.07,827,0.00,0.00,33.33,16,10.50,1.06,68,4.50,-10.30,1.18,0.00,0.00,0.00
118534,-23.44,-0.78,12.52,13.44,183,0.07,819,0.00,0.00,33.33,16,11.50,1.06,68,4.50,-10.30,1.20,0.00,0.00,0.00
118808,-23.44,-0.78,12.52,13.20,183,0.07,830,0.00,0.00,33.33,16,11.00,1.06,68,4.35,-10.45,1.20,0.00,0.00,0.00
119083,-23.44,-0.78,12.52,13.28,183,0.07,829,0.00,0.00,33.33,16,11.00,1.06,68,4.35,-10.45,1.20,0.00,0.00,0.00
119357,-23.44,-0.78,12.52,13.36,183,0.07,824,0.00,0.00,33.33,16,11.50,1.05,68,4.35,-10.45,1.18,0.00,0.00,0.00
119632,-23.44,-0.78,12.52,13.28,183,0.07,813,0.00,0.00,33.33,16,13.00,1.04,68,4.35,-10.45,1.16,0.00,0.00,0.00
119906,-23.44,-0.78,12.40,13.28,183,0.07,814,0.00,0.00,33.33,16,12.00,1.03,68,4.50,-10.30,1.18,0.00,0.00,0.00
120181,-23.44,-0.78,12.40,13.28,183,0.07,816,0.00,0.00,33.33,16,11.50,1.05,68,4.50,-10.30,1.18,0.00,0.00,0.00
120455,-23.44,-0.78,12.40,13.28,183,0.07,812,0.00,0.00,33.33,16,12.00,1.04,68,4.50,-10.30,1.18,0.00,0.00,0.00
120729,-23.44,-0.78,12.29,13.28,183,0.07,830,0.00,0.00,33.33,16,10.00,1.06,68,4.50,-10.30,1.20,0.00,0.00,0.00
121003,-23.44,-0.78,12.29,13.28,183,0.07,826,0.00,0.00,33.33,16,10.50,1.06,68,4.50,-10.30,1.20,0.00,0.00,0.00
121278,-23.44,-0.78,12.40,13.36,183,0.07,828,0.00,0.00,33.33,16,10.00,1.06,68,4.50,-10.30,1.20,0.00,0.00,0.00
121553,-23.44,-0.78,12.40,13.52,183,0.07,819,0.00,0.00,33.33,16,11.50,1.04,68,4.35,-10.45,1.20,0.00,0.00,0.00
121827,-23.44,-0.78,12.52,13.52,183,0.07,825,0.00,0.00,33.33,16,11.00,1.05,68,4.35,-10.45,1.18,0.00,0.00,0.00
122102,-23.44,-0.78,12.40,13.44,183,0.07,823,0.00,0.00,33.33,16,11.50,1.05,68,4.35,-10.45,1.18,0.00,0.00,0.00
122377,-23.44,-0.78,12.52,13.44,183,0.07,794,0.00,0.00,33.33,16,14.00,1.02,68,4.50,-10.30,1.18,0.00,0.00,0.00
122651,-23.44,-0.78,12.40,13.44,183,0.07,819,0.00,0.00,33.33,16,12.00,1.05,68,4.50,-10.30,1.18,0.00,0.00,0.00
122926,-23.44,-0.78,12.40,13.36,183,0.07,821,0.00,0.00,33.33,16,11.00,1.04,68,4.50,-10.30,1.18,0.00,0.00,0.00
123201,-23.44,-0.78,12.40,13.44,183,0.07,830,0.00,0.00,33.33,16,10.50,1.05,68,4.50,-10.30,1.18,0.00,0.00,0.00
123475,-23.44,-0.78,12.29,13.44,183,0.07,822,0.00,0.00,33.33,16,11.50,1.05,68,4.35,-10.45,1.20,0.00,0.00,0.00
123749,-23.44,-0.78,12.40,13.36,183,0.07,823,0.00,0.00,33.33,16,11.50,1.05,68,4.35,-10.45,1.20,0.00,0.00,0.00
124024,-23.44,-0.78,12.40,13.28,183,0.07,816,0.00,0.00,33.33,16,12.00,1.04,68,4.35,-10.45,1.18,0.00,0.00,0.00
124298,-23.44,-0.78,12.52,13.28,183,0.07,798,0.00,0.00,33.33,16,14.00,1.02,68,4.50,-10.30,1.18,0.00,0.00,0.00
124573,-23.44,-0.78,12.40,13.20,183,0.08,799,0.00,0.00,33.33,16,13.00,1.03,68,4.50,-10.16,1.20,0.00,0.00,0.00
124847,-23.44,-0.78,12.40,13.20,183,0.07,838,0.00,0.00,33.33,16,9.00,0.99,68,4.50,-10.30,1.18,0.00,0.00,0.00
125122,-23.44,-0.78,12.40,13.12,183,0.07,831,0.00,0.00,33.33,16,10.50,1.06,68,4.35,-10.45,1.18,0.00,0.00,0.00
125396,-23.44,-0.78,12.40,13.28,183,0.07,825,0.00,0.00,33.33,16,11.00,1.06,68,4.50,-10.30,1.18,0.00,0.00,0.00
125670,-23.44,-0.78,12.52,13.28,183,0.07,824,0.00,0.00,33.33,16,11.50,1.07,68,4.35,-10.45,1.18,0.00,0.00,0.00
125944,-23.44,-0.78,12.40,13.36,185,0.07,818,0.00,0.00,33.33,16,12.00,1.04,68,4.35,-10.45,1.18,0.00,0.00,0.00
126219,-23.44,-0.78,12.40,13.36,185,0.07,808,0.00,0.00,33.33,16,13.00,1.03,68,4.35,-10.45,1.18,0.00,0.00,0.00
126493,-23.44,-0.78,12.40,13.36,185,0.07,793,0.00,0.00,33.33,16,14.00,1.01,68,4.50,-10.30,1.18,0.00,0.00,0.00
126767,-23.44,-0.78,12.40,13.28,185,0.07,802,0.00,0.00,33.33,16,12.50,1.03,68,4.50,-10.30,1.20,0.00,0.00,0.00
127042,-23.44,-0.78,12.40,13.28,185,0.07,816,0.00,0.00,33.33,16,11.50,1.05,68,4.50,-10.30,1.20,0.00,0.00,0.00
127316,-23.44,-0.78,12.29,13.44,185,0.07,832,0.00,0.00,33.33,16,9.50,1.06,68,4.50,-10.30,1.18,0.00,0.00,0.00
127591,-23.44,-0.78,12.29,13.52,185,0.07,832,0.00,0.00,33.33,16,10.50,1.07,68,4.35,-10.45,1.16,0.00,0.00,0.00
127865,-23.44,-0.78,12.40,13.52,185,0.07,820,0.00,0.00,33.33,16,11.50,1.05,68,4.35,-10.45,1.18,0.00,0.00,0.00
128139,-23.44,-0.78,12.52,13.44,185,0.07,833,0.00,0.00,33.33,16,10.50,1.07,68,4.35,-10.45,1.18,0.00,0.00,0.00
128414,-23.44,-0.78,12.52,13.52,185,0.07,825,0.00,0.00,33.33,16,11.50,1.06,68,4.35,-10.45,1.18,0.00,0.00,0.00
128687,-23.44,-0.78,12.52,13.52,185,0.07,820,0.00,0.00,33.33,16,11.50,1.05,68,4.35,-10.45,1.18,0.00,0.00,0.00
128962,-23.44,-0.78,12.40,13.36,185,0.07,805,0.00,0.00,33.33,16,13.00,1.04,68,4.35,-10.45,1.20,0.00,0.00,0.00
129236,-23.44,-0.78,12.40,13.36,185,0.07,817,0.00,0.00,33.33,16,11.50,1.05,68,4.50,-10.30,1.18,0.00,0.00,0.00
129511,-23.44,-0.78,12.40,13.44,185,0.07,807,0.00,0.00,33.33,16,12.50,1.03,68,4.50,-10.30,1.18,0.00,0.00,0.00
129785,-23.44,-0.78,12.40,13.36,185,0.07,807,0.00,0.00,33.33,16,12.50,1.03,68,4.50,-10.30,1.18,0.00,0.00,0.00
130060,-23.44,-0.78,12.40,13.28,185,0.07,810,0.00,0.00,33.33,16,11.50,1.04,68,4.50,-10.30,1.18,0.00,0.00,0.00
130334,-23.44,-0.78,12.29,13.20,185,0.07,823,0.00,0.00,33.33,16,10.50,1.05,68,4.50,-10.30,1.18,0.00,0.00,0.00
130608,-23.44,-0.78,12.40,13.20,185,0.07,838,0.00,0.00,33.33,16,9.50,1.07,68,4.50,-10.30,1.18,0.00,0.00,0.00
130883,-23.44,-0.78,12.40,13.20,185,0.07,828,0.00,0.00,33.33,16,11.00,1.06,68,4.50,-10.30,1.18,0.00,0.00,0.00
131157,-23.44,-0.78,12.40,13.04,185,0.07,832,0.00,0.00,33.33,16,10.50,1.06,68,4.35,-10.45,1.18,0.00,0.00,0.00
131432,-23.44,-0.78,12.52,13.12,185,0.07,824,0.00,0.00,33.33,16,13.00,1.06,68,4.35,-10.45,1.16,0.00,0.00,0.00
131706,-23.44,-0.78,12.52,13.20,185,0.07,810,0.00,0.00,33.33,16,13.00,1.03,68,4.35,-10.45,1.16,0.00,0.00,0.00
131981,-23.44,-0.78,12.52,13.36,185,0.07,794,0.00,0.00,33.33,16,14.00,1.03,68,4.50,-10.30,1.18,0.00,0.00,0.00
132255,-23.44,-0.78,12.40,13.44,185,0.07,819,0.00,0.00,33.33,16,10.50,1.05,68,4.64,-10.16,1.18,0.00,0.00,0.00
132529,-23.44,-0.78,12.29,13.44,185,0.07,834,0.00,0.00,33.33,16,9.50,1.07,68,4.50,-10.30,1.18,0.00,0.00,0.00
132803,-23.44,-0.78,12.29,13.36,185,0.07,822,0.00,0.00,33.33,16,10.50,1.05,68,4.50,-10.30,1.18,0.00,0.00,0.00
133077,-23.44,-0.78,12.40,13.36,185,0.07,828,0.00,0.00,33.33,16,11.00,1.07,68,4.35,-10.45,1.18,0.00,0.00,0.00
133351,-23.44,-0.78,12.40,13.44,185,0.07,821,0.00,0.00,33.33,16,11.50,1.05,68,4.35,-10.30,1.18,0.00,0.00,0.00
133626,-23.44,-0.78,12.52,13.44,185,0.07,829,0.00,0.00,33.33,16,11.00,1.06,68,4.35,-10.45,1.18,0.00,0.00,0.00
133900,-23.44,-0.78,12.52,13.44,185,0.07,821,0.00,0.00,33.33,16,12.00,1.05,68,4.35,-10.45,1.16,0.00,0.00,0.00
134174,-23.44,-0.78,12.40,13.36,185,0.07,798,0.00,0.00,33.33,16,14.00,1.02,68,4.35,-10.45,1.16,0.00,0.00,0.00
134449,-23.44,-0.78,12.40,13.44,185,0.07,796,0.00,0.00,33.33,16,13.50,1.02,68,4.50,-10.30,1.18,0.00,0.00,0.00
134723,-23.44,-0.78,12.40,13.36,185,0.07,803,0.00,0.00,33.33,16,12.50,1.02,68,4.64,-10.16,1.18,0.00,0.00,0.00
134998,-23.44,-0.78,12.29,13.44,185,0.07,820,0.00,0.00,33.33,16,10.50,1.06,68,4.50,-10.30,1.18,0.00,0.00,0.00
135272,-23.44,-0.78,12.29,13.36,185,0.07,828,0.00,0.00,33.33,16,10.50,1.14,68,4.50,-10.30,1.16,0.00,0.00,0.00
135546,-23.44,-0.78,12.29,13.36,185,0.07,830,0.00,0.00,33.33,16,10.50,1.06,68,4.35,-10.45,1.18,0.00,0.00,0.00
135820,-23.44,-0.78,12.52,13.36,185,0.07,818,0.00,0.00,33.33,16,12.50,1.05,68,4.35,-10.45,1.18,0.00,0.00,0.00
136095,-23.44,-0.78,12.52,13.36,185,0.07,832,0.00,0.00,33.33,16,10.50,1.06,68,4.35,-10.45,1.18,0.00,0.00,0.00
136370,-23.44,-0.78,12.52,13.20,185,0.07,819,0.00,0.00,33.33,16,11.50,1.05,68,4.35,-10.45,1.18,0.00,0.00,0.00
136644,-23.44,-0.78,12.52,13.20,185,0.07,814,0.00,0.00,33.33,16,11.50,1.04,68,4.35,-10.45,1.16,0.00,0.00,0.00
136918,-23.44,-0.78,12.40,13.20,185,0.07,806,0.00,0.00,33.33,16,13.00,1.03,68,4.50,-10.30,1.16,0.00,0.00,0.00
