Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
3345,-13.28,0.00,14.70,13.68,183,0.57,2099,0.00,0.00,33.33,16,32.50,3.13,95,6.67,-7.98,1.90,0.00,7.45
3602,-14.84,0.00,14.59,13.60,183,0.58,2194,0.00,0.00,33.33,16,33.00,3.28,95,6.67,-8.13,1.92,0.00,7.45
3859,-15.62,0.00,14.59,13.52,183,0.59,2298,0.00,0.00,33.33,16,33.00,3.43,95,6.53,-8.27,1.94,0.00,8.24
4117,-17.19,0.00,14.59,13.52,183,0.61,2307,0.00,0.00,33.33,16,33.50,3.54,95,6.67,-8.13,1.98,0.00,9.02
4374,-17.19,0.00,14.70,13.52,183,0.68,2396,0.00,0.00,33.33,16,16.50,4.09,95,6.82,-7.98,2.04,0.00,9.80
4631,-17.19,0.00,13.90,13.44,183,0.68,2502,0.00,0.00,33.33,16,34.50,4.27,95,6.82,-7.98,2.08,0.00,10.20
4889,-16.41,0.00,14.01,13.68,183,0.73,2634,0.00,0.00,33.33,16,35.00,4.50,95,6.96,-7.84,2.14,0.00,11.37
5147,-16.41,0.00,14.24,13.68,183,0.73,2720,0.00,0.00,33.33,16,35.00,4.64,95,7.25,-7.55,2.16,0.00,11.76
5404,-16.41,0.00,14.13,13.68,183,0.71,2810,0.00,0.00,33.33,16,36.50,4.80,95,7.11,-7.69,2.16,0.00,11.76
5661,-16.41,0.00,14.13,13.60,183,0.69,2909,0.00,0.00,66.67,16,36.50,4.96,95,7.11,-7.69,2.16,0.00,11.76
5919,-16.41,0.00,14.24,13.60,183,0.42,2990,0.00,0.00,66.67,16,36.00,3.83,95,6.09,-8.71,1.84,0.00,0.00
6177,0.00,0.00,12.75,13.60,183,0.10,2765,0.00,0.00,66.67,16,24.00,0.00,95,2.76,-12.04,1.36,0.00,0.00
6434,0.00,0.00,12.98,13.68,183,0.18,2287,0.00,0.00,33.33,16,16.00,0.00,95,3.05,-11.75,1.44,0.00,0.00
6692,0.00,0.00,18.26,13.60,181,0.85,1794,0.00,0.00,33.33,16,10.50,3.45,95,5.95,-8.85,1.84,0.00,9.80
6949,-3.12,0.00,14.36,13.60,181,0.92,1770,0.00,0.00,33.33,16,17.50,4.53,95,8.85,-6.38,2.06,0.00,10.20
7206,-15.62,0.00,12.06,13.52,181,0.91,1818,0.00,0.00,33.33,16,25.00,3.88,95,9.29,-5.66,2.04,0.00,10.20
7464,-17.19,0.00,12.40,13.52,181,0.88,1812,0.00,0.00,33.33,16,26.00,4.00,95,9.29,-5.51,2.04,0.00,10.20
7721,-17.19,0.00,12.75,13.52,181,0.86,1859,0.00,0.00,33.33,16,26.50,4.10,95,9.14,-5.66,2.04,0.00,10.20
7979,-17.19,0.00,12.86,13.52,181,0.84,1981,0.00,0.00,33.33,16,27.50,3.80,95,9.00,-5.66,2.06,0.00,10.20
8236,-17.19,0.00,12.98,13.44,181,0.83,2010,0.00,0.00,33.33,16,28.50,3.86,95,8.85,-5.95,2.06,0.00,10.20
8494,-17.19,0.00,13.09,13.68,181,0.81,2060,0.00,0.00,33.33,16,29.00,3.96,95,8.71,-6.09,2.06,0.00,10.20
8751,-17.19,0.00,13.09,13.68,181,0.79,2105,0.00,0.00,33.33,16,30.00,4.04,95,8.56,-6.24,2.04,0.00,10.20
9009,-17.19,0.00,13.09,13.68,181,0.78,2159,0.00,0.00,33.33,16,30.50,4.14,95,8.42,-6.38,2.06,0.00,10.20
9267,-17.19,0.00,13.21,13.60,181,0.76,2201,0.00,0.00,33.33,16,31.00,4.23,95,8.27,-6.53,2.06,0.00,10.20
9524,-17.19,0.00,13.32,13.60,181,0.76,2234,0.00,0.00,33.33,16,31.50,3.81,95,7.98,-6.82,2.06,0.00,10.20
9782,-17.19,0.00,13.32,13.60,181,0.75,2295,0.00,0.00,33.33,16,32.00,3.92,95,7.84,-6.96,2.06,0.00,10.20
10039,-17.19,0.00,13.44,13.60,181,0.73,2327,0.00,0.00,33.33,16,32.50,3.97,95,7.69,-7.11,2.08,0.00,10.20
10297,-16.41,0.00,13.55,13.52,181,0.74,2358,0.00,0.00,33.33,16,33.00,4.02,95,7.55,-7.25,2.08,0.00,10.20
10554,-17.19,0.00,13.55,13.44,181,0.72,2414,0.00,0.00,33.33,16,34.00,4.12,95,7.40,-7.40,2.08,0.00,10.20
10812,-16.41,0.00,13.55,13.44,181,0.71,2423,0.00,0.00,33.33,16,34.00,4.14,95,7.25,-7.55,2.08,0.00,10.20
11069,-16.41,0.00,13.44,13.44,181,0.71,2474,0.00,0.00,33.33,16,34.50,4.22,93,7.11,-7.69,2.08,0.00,10.20
11327,-16.41,0.00,13.67,13.44,181,0.70,2492,0.00,0.00,33.33,16,35.00,4.25,93,7.11,-7.69,2.08,0.00,10.20
11584,-16.41,0.00,13.44,13.36,181,0.69,2529,0.00,0.00,33.33,16,34.50,4.32,93,6.96,-7.84,2.08,0.00,10.20
11841,-16.41,0.00,13.78,13.36,181,0.68,2545,0.00,0.00,33.33,16,35.00,4.34,93,6.96,-7.84,2.08,0.00,10.20
12099,-16.41,0.00,13.78,13.68,181,0.70,2546,0.00,0.00,33.33,16,35.00,4.35,93,6.82,-7.98,2.08,0.00,10.20
12356,-16.41,0.00,13.67,13.68,181,0.68,2613,0.00,0.00,33.33,16,35.50,4.46,93,6.82,-7.98,2.08,0.00,10.20
12613,-16.41,0.00,14.01,13.68,181,0.68,2613,0.00,0.00,33.33,16,35.50,4.46,93,6.82,-7.98,2.08,0.00,10.20
12871,-16.41,0.00,14.01,13.68,181,0.66,2646,0.00,0.00,33.33,16,34.50,4.52,93,6.67,-8.13,2.08,0.00,7.06
13128,0.00,0.00,13.44,13.68,181,0.17,2581,0.00,0.00,33.33,16,26.00,0.00,93,3.19,-11.61,1.46,0.00,0.00
13386,0.00,0.00,12.86,13.68,181,0.15,2186,0.00,0.00,33.33,16,15.50,0.00,93,3.05,-11.75,1.38,0.00,0.00
13645,0.00,0.78,14.24,13.60,181,0.21,1772,0.00,0.00,33.33,16,15.50,0.00,93,3.48,-11.32,1.40,0.00,0.00
13902,0.00,0.00,21.02,13.60,181,0.95,1589,0.00,0.00,33.33,16,6.00,3.39,93,7.11,-7.69,1.96,0.00,9.80
14159,-4.69,0.00,13.09,13.44,181,0.91,1838,0.00,0.00,33.33,16,26.50,4.31,93,8.85,-6.24,2.04,0.00,10.20
14417,-17.19,0.00,12.06,13.52,181,0.87,1840,0.00,0.00,33.33,16,26.00,3.93,93,9.14,-5.66,2.04,0.00,10.20
14675,-17.19,0.00,12.75,13.52,181,0.89,1864,0.00,0.00,33.33,16,26.00,3.98,93,9.14,-5.66,2.06,0.00,10.20
14932,-17.19,0.00,12.86,13.44,181,0.86,1882,0.00,0.00,33.33,16,26.50,4.01,93,9.14,-5.66,2.04,0.00,10.20
15189,-17.19,0.00,12.86,13.44,183,0.86,1911,0.00,0.00,33.33,16,26.50,4.08,93,9.14,-5.66,2.06,0.00,10.20
15446,-17.19,0.00,12.75,13.44,183,0.86,1929,0.00,0.00,33.33,16,27.00,3.70,93,9.14,-5.66,2.06,0.00,10.20
15703,-17.19,0.00,12.98,13.68,183,0.85,1958,0.00,0.00,33.33,16,27.00,3.76,93,9.14,-5.66,2.06,0.00,10.20
15960,-17.19,0.00,12.98,13.68,183,0.84,1966,0.00,0.00,33.33,16,27.00,3.78,93,9.00,-5.80,2.06,0.00,10.20
16218,-17.19,0.00,12.98,13.68,183,0.83,2011,0.00,0.00,33.33,16,28.00,3.86,91,9.00,-5.80,2.06,0.00,10.20
16475,-17.19,0.00,13.09,13.68,183,0.84,2010,0.00,0.00,33.33,16,28.50,3.86,91,9.00,-5.80,2.06,0.00,10.20
16733,-17.19,0.00,13.09,13.68,183,0.81,2045,0.00,0.00,33.33,16,28.50,3.93,91,8.85,-5.95,2.06,0.00,10.20
16990,-17.19,0.00,13.21,13.68,183,0.82,2047,0.00,0.00,33.33,16,28.50,3.93,91,8.85,-5.95,2.06,0.00,10.20
17248,-17.19,0.00,13.09,13.52,183,0.82,2040,0.00,0.00,33.33,16,29.50,3.92,91,8.71,-6.09,2.06,0.00,10.20
17505,-17.19,0.00,13.21,13.52,183,0.80,2106,0.00,0.00,33.33,16,29.50,4.04,91,8.71,-6.09,2.06,0.00,10.20
17763,-17.19,0.00,13.21,13.52,183,0.80,2122,0.00,0.00,33.33,16,29.50,4.08,91,8.56,-6.09,2.06,0.00,10.20
18020,-17.97,0.00,13.32,13.44,183,0.78,2132,0.00,0.00,33.33,16,30.00,4.09,91,8.56,-6.24,2.06,0.00,10.20
18278,-17.19,0.00,13.55,13.52,183,0.79,2122,0.00,0.00,33.33,16,30.00,4.08,91,8.56,-6.24,2.06,0.00,10.20
18535,-17.19,0.00,13.44,13.44,183,0.79,2174,0.00,0.00,33.33,16,30.50,4.17,91,8.42,-6.38,2.06,0.00,10.20
18793,-17.19,0.00,13.55,13.44,183,0.77,2175,0.00,0.00,33.33,16,30.50,3.71,91,8.27,-6.53,2.06,0.00,10.20
19051,-17.19,0.00,13.44,13.52,183,0.78,2188,0.00,0.00,33.33,16,30.50,3.73,91,8.27,-6.53,2.08,0.00,10.20
19308,-17.19,0.00,13.44,13.68,183,0.77,2211,0.00,0.00,33.33,16,31.00,3.77,91,8.13,-6.67,2.06,0.00,10.20
19565,-17.19,0.00,13.44,13.68,183,0.76,2243,0.00,0.00,33.33,16,31.50,3.83,91,7.98,-6.82,2.08,0.00,10.20
19824,-17.19,0.00,13.67,13.68,183,0.75,2252,0.00,0.00,33.33,16,31.50,3.84,91,7.98,-6.82,2.08,0.00,10.20
20081,-17.19,0.00,13.78,13.68,183,0.76,2240,0.00,0.00,33.33,16,31.50,3.82,91,7.98,-6.82,2.06,0.00,10.20
20339,-17.19,0.00,13.90,13.60,183,0.75,2275,0.00,0.00,33.33,16,32.00,3.88,91,7.84,-6.96,2.08,0.00,10.20
20596,-17.19,0.00,13.90,13.60,183,0.74,2305,0.00,0.00,33.33,16,32.00,3.93,91,7.84,-6.96,2.08,0.00,10.20
20854,-17.19,0.00,14.01,13.52,183,0.74,2325,0.00,0.00,33.33,16,32.00,3.97,91,7.84,-6.96,2.08,0.00,10.20
21111,-17.19,0.00,14.01,13.52,183,0.74,2337,0.00,0.00,33.33,16,32.00,3.99,91,7.69,-6.96,2.08,0.00,10.20
21368,-17.19,0.00,14.13,13.52,183,0.75,2352,0.00,0.00,33.33,16,32.00,4.01,91,7.69,-7.11,2.08,0.00,10.20
21626,-17.19,0.00,14.24,13.44,183,0.75,2351,0.00,0.00,33.33,16,32.50,4.01,91,7.84,-7.11,2.08,0.00,10.20
21883,-17.19,0.00,14.36,13.44,183,0.76,2428,0.00,0.00,33.33,16,32.00,4.03,91,7.84,-7.11,2.08,0.00,10.59
22140,-17.19,0.00,14.36,13.44,183,0.76,2373,0.00,0.00,33.33,16,32.00,4.05,90,7.84,-6.96,2.10,0.00,10.59
22398,-17.19,0.00,14.59,13.52,183,0.76,2402,0.00,0.00,33.33,16,32.00,4.10,90,7.69,-6.96,2.10,0.00,10.59
22656,-16.41,0.00,14.59,13.60,183,0.77,2388,0.00,0.00,33.33,16,32.50,4.07,90,7.69,-7.11,2.10,0.00,10.59
22913,-12.50,0.00,15.04,13.60,183,0.76,2422,0.00,0.00,33.33,16,32.50,4.13,90,7.69,-7.11,2.10,0.00,10.59
23171,-5.47,0.00,15.50,13.60,183,0.76,2410,0.00,0.00,33.33,16,33.00,4.11,90,7.55,-7.25,2.10,0.00,9.02
23428,0.00,0.00,14.81,13.68,183,0.17,2412,0.00,0.00,33.33,16,20.50,0.00,90,3.77,-11.03,1.42,0.00,0.00
23685,0.00,0.78,14.13,13.52,183,0.09,2019,0.00,0.00,33.33,16,17.00,0.00,90,2.90,-11.90,1.18,0.00,0.00
23947,0.00,1.56,15.62,13.44,183,0.11,1591,0.00,0.00,33.33,16,15.50,0.00,90,3.19,-11.61,1.20,0.00,0.00
24205,0.00,2.34,21.02,13.28,183,0.32,1178,0.00,0.00,33.33,16,2.50,1.26,90,4.50,-10.30,1.62,0.00,7.84
24462,0.00,1.56,20.90,13.76,183,0.67,1734,0.00,0.00,33.33,16,5.00,3.33,90,8.42,-6.38,1.88,0.00,8.63
24720,-9.38,0.00,12.40,13.44,183,0.82,1694,0.00,0.00,33.33,16,15.50,3.61,90,8.56,-6.24,1.96,0.00,8.63
24977,-18.75,0.00,12.40,13.44,183,0.83,1696,0.00,0.00,33.33,16,26.00,3.26,90,8.71,-6.09,1.96,0.00,9.02
25235,-18.75,0.00,13.09,13.36,183,0.88,1722,0.00,0.00,33.33,16,25.50,3.67,90,8.85,-5.95,1.98,0.00,9.80
25492,-18.75,0.00,13.44,13.44,183,0.95,1713,0.00,0.00,33.33,16,23.50,2.92,90,9.43,-5.37,2.04,0.00,10.20
25750,-7.81,0.00,15.85,13.52,183,0.95,1726,0.00,0.00,33.33,16,23.00,2.95,90,9.58,-5.22,2.04,0.00,10.20
26007,3.12,0.00,16.65,13.52,183,1.00,1707,0.00,0.00,33.33,16,22.50,3.28,90,9.87,-5.08,2.06,0.00,10.98
26265,6.25,0.00,14.93,13.60,183,1.03,1722,0.00,0.00,33.33,16,22.50,3.67,90,10.16,-4.79,2.08,0.00,11.37
26523,10.94,0.00,14.70,13.60,183,1.06,1709,0.00,0.00,33.33,16,21.00,3.65,90,10.30,-4.50,2.10,0.00,11.76
26780,11.72,0.00,14.24,13.68,183,1.07,1730,0.00,0.00,33.33,16,19.50,3.69,90,10.59,-4.21,2.10,0.00,12.16
27038,10.16,0.00,13.78,13.60,183,1.10,1762,0.00,0.00,33.33,16,17.50,4.13,90,10.88,-3.92,2.14,0.39,12.94
27295,7.03,0.00,14.01,13.60,183,1.12,1761,0.00,0.00,33.33,16,15.50,4.13,90,11.17,-3.63,2.14,0.78,12.94
27552,6.25,0.00,14.13,13.52,183,1.11,1778,0.00,0.00,33.33,16,14.50,3.79,90,11.32,-3.48,2.16,0.78,13.33
27810,4.69,0.00,14.47,13.52,183,1.14,1794,0.00,0.00,33.33,16,14.50,3.83,90,11.32,-3.48,2.16,0.78,13.33
28067,3.91,0.00,14.59,13.44,183,1.12,1810,0.00,0.00,33.33,16,14.50,3.86,90,11.46,-3.34,2.16,0.78,13.33
28325,3.12,0.00,14.70,13.44,183,1.12,1830,0.00,0.00,33.33,16,15.00,3.90,90,11.46,-3.34,2.18,0.78,13.73
28581,3.12,0.00,14.81,13.44,183,1.12,1842,0.00,0.00,33.33,16,15.00,3.93,90,11.46,-3.34,2.18,0.78,13.73
28839,3.12,0.00,14.70,13.44,181,1.12,1851,0.00,0.00,33.33,16,15.00,3.95,90,11.46,-3.34,2.18,1.18,13.73
29096,3.12,0.00,14.70,13.44,181,1.13,1870,0.00,0.00,33.33,16,15.50,3.99,90,11.61,-3.34,2.18,1.18,13.73
29354,3.12,0.00,14.81,13.52,181,1.15,1819,0.00,0.00,33.33,16,15.50,4.02,90,11.46,-3.19,2.18,1.18,13.73
29612,2.34,0.00,14.70,13.52,181,1.13,1868,0.00,0.00,33.33,16,15.50,3.98,90,11.61,-3.19,2.20,1.18,13.73
29869,2.34,0.00,14.70,13.52,181,1.11,1899,0.00,0.00,33.33,16,15.50,4.05,90,11.61,-3.19,2.18,1.18,13.73
30126,1.56,0.00,14.70,13.60,181,1.11,1896,0.00,0.00,33.33,16,15.50,4.05,90,11.61,-3.19,2.20,1.18,13.73
30383,1.56,0.00,14.70,13.60,181,1.12,1903,0.00,0.00,33.33,16,15.50,4.06,90,11.61,-3.19,2.20,1.18,13.73
30641,1.56,0.00,14.70,13.60,181,1.11,1906,0.00,0.00,33.33,16,16.50,4.07,88,11.46,-3.34,2.20,1.18,13.73
30898,1.56,0.00,14.70,13.52,181,1.11,1913,0.00,0.00,33.33,16,16.50,4.08,88,11.46,-3.34,2.20,1.18,13.73
31155,2.34,0.00,14.81,13.52,181,1.09,1940,0.00,0.00,33.33,16,16.50,4.14,88,11.46,-3.34,2.18,1.18,13.73
31412,1.56,0.00,14.70,13.44,181,1.10,1931,0.00,0.00,33.33,16,17.50,4.12,88,11.46,-3.34,2.20,1.18,13.73
31670,1.56,0.00,14.70,13.44,181,1.11,1925,0.00,0.00,33.33,16,17.50,4.11,88,11.46,-3.34,2.20,1.18,13.73
31927,0.78,0.00,14.59,13.44,181,1.09,1945,0.00,0.00,33.33,16,18.50,4.15,88,11.46,-3.34,2.20,1.18,13.73
32184,0.78,0.00,14.70,13.44,181,1.08,1981,0.00,0.00,33.33,16,18.00,4.23,88,11.46,-3.34,2.20,1.18,13.73
32441,2.34,0.00,14.93,13.44,181,1.10,1964,0.00,0.00,33.33,16,19.00,4.19,88,11.32,-3.48,2.20,1.18,13.73
32698,2.34,0.00,14.59,13.44,181,1.09,1933,0.00,0.00,33.33,16,19.00,4.26,88,11.32,-3.48,2.20,1.18,13.73
32956,1.56,0.00,14.59,13.52,181,1.08,1926,0.00,0.00,33.33,16,20.00,4.24,88,11.32,-3.48,2.20,1.18,13.73
33214,1.56,0.00,14.81,13.60,181,1.08,1988,0.00,0.00,33.33,16,20.00,4.24,88,11.32,-3.48,2.20,1.18,13.73
33471,1.56,0.00,14.70,13.60,181,1.07,2007,0.00,0.00,33.33,16,20.50,4.28,88,11.32,-3.48,2.20,1.18,13.73
33728,3.91,0.00,14.93,13.60,181,1.06,2022,0.00,0.00,33.33,16,21.00,4.31,88,11.32,-3.48,2.20,1.18,13.73
33985,7.03,0.00,15.16,13.60,181,1.06,2016,0.00,0.00,33.33,16,21.00,4.30,88,11.32,-3.48,2.22,1.18,13.73
34242,4.69,0.00,14.70,13.52,181,1.06,2002,0.00,0.00,33.33,16,22.00,4.27,88,11.17,-3.63,2.20,1.18,13.73
34498,3.91,0.00,14.59,13.52,181,1.05,2031,0.00,0.00,33.33,16,23.00,4.33,88,11.17,-3.63,2.20,1.18,13.73
34756,4.69,0.00,14.70,13.52,181,1.05,2034,0.00,0.00,33.33,16,22.50,4.34,88,11.17,-3.63,2.20,1.18,13.73
35014,4.69,0.00,14.70,13.44,181,1.06,2030,0.00,0.00,33.33,16,22.50,4.33,88,11.17,-3.63,2.22,1.18,13.73
35271,3.91,0.00,14.70,13.44,181,1.06,2019,0.00,0.00,33.33,16,22.50,4.31,88,11.17,-3.63,2.20,0.78,13.73
35527,3.91,0.00,14.70,13.44,181,1.00,2034,0.00,0.00,33.33,16,25.00,4.34,88,10.88,-3.92,2.20,0.00,12.16
35785,2.34,0.00,14.13,13.44,181,0.24,2004,0.00,0.00,33.33,16,29.50,2.14,88,6.53,-6.82,1.62,0.00,0.00
36042,0.00,0.00,13.90,13.52,181,0.18,1952,0.00,0.00,33.33,16,17.00,0.00,88,4.21,-10.16,1.36,0.00,0.00
36300,0.00,0.00,14.47,13.44,181,0.13,1652,0.00,0.00,33.33,16,13.00,0.00,88,3.48,-11.17,1.28,0.00,0.00
36557,0.00,0.78,19.29,13.44,181,0.20,1226,0.00,0.00,33.33,16,21.00,1.31,88,4.06,-11.03,1.28,0.00,1.96
36814,0.00,0.00,20.21,13.92,181,1.02,1340,0.00,0.00,33.33,16,3.00,2.86,88,9.00,-6.53,1.88,0.00,9.80
37071,-11.72,0.00,13.44,13.60,181,0.99,1483,0.00,0.00,33.33,16,12.00,3.48,88,10.30,-4.50,2.00,0.00,10.20
37329,-17.19,0.00,12.52,13.60,181,0.95,1498,0.00,0.00,33.33,16,15.50,3.51,88,10.88,-3.92,2.00,0.00,11.76
37586,-17.97,0.00,13.32,13.60,181,1.13,1502,0.00,0.00,33.33,16,11.50,3.84,88,11.75,-3.05,2.08,0.39,12.94
37843,-20.31,0.00,13.55,13.52,181,1.17,1477,0.00,0.00,33.33,16,11.00,3.15,88,12.19,-2.61,2.06,0.78,13.33
38100,-7.03,0.00,14.93,13.52,181,1.21,1461,0.00,0.00,33.33,16,10.50,2.81,88,12.48,-2.32,2.08,1.18,13.73
38357,3.12,0.00,17.80,13.52,181,1.21,1501,0.00,0.00,33.33,16,10.50,3.52,88,12.62,-2.18,2.10,1.57,14.12
38615,5.47,0.00,15.39,13.44,181,1.25,1469,0.00,0.00,33.33,16,10.50,3.76,88,12.77,-2.03,2.10,1.57,14.51
38873,8.59,0.00,14.81,13.44,181,1.25,1478,0.00,0.00,33.33,16,10.50,3.78,88,13.06,-1.74,2.12,2.35,15.29
39130,7.03,0.00,13.67,13.44,181,1.29,1456,0.00,0.00,33.33,16,10.00,4.04,88,13.20,-1.60,2.10,2.75,15.69
39388,3.91,0.00,13.44,13.44,181,1.29,1501,0.00,0.00,33.33,16,9.50,4.16,88,13.35,-1.45,2.12,2.75,16.47
39645,-3.91,0.00,13.44,13.52,181,1.30,1430,0.00,0.00,33.33,16,10.50,3.82,88,13.49,-1.31,2.12,3.14,16.47
39902,-8.59,0.00,13.78,13.60,181,1.30,1483,0.00,0.00,33.33,16,9.50,3.80,88,13.49,-1.31,2.14,3.14,16.86
40160,-11.72,0.00,13.90,13.60,181,1.29,1490,0.00,0.00,33.33,16,9.50,3.82,88,13.64,-1.16,2.14,3.53,17.25
40417,-11.72,0.00,14.47,13.60,181,1.31,1488,0.00,0.00,33.33,16,10.00,3.81,88,13.64,-1.16,2.14,3.92,17.25
40675,-12.50,0.00,14.47,13.60,181,1.29,1502,0.00,0.00,33.33,16,9.50,3.85,88,13.64,-1.16,2.14,3.92,17.25
40932,-14.06,0.00,14.59,13.60,180,1.30,1506,0.00,0.00,33.33,16,9.50,3.85,88,13.64,-1.16,2.14,3.53,17.25
41190,-14.84,0.00,14.59,13.52,180,1.30,1512,0.00,0.00,33.33,16,9.50,3.87,88,13.64,-1.16,2.14,3.53,16.86
41447,-14.84,0.00,14.81,13.52,180,0.87,1482,0.00,0.00,33.33,16,18.00,2.85,88,11.75,-3.05,1.88,0.00,1.96
41704,-15.62,0.00,14.47,13.52,180,0.23,1564,0.00,0.00,33.33,16,26.00,1.67,88,6.24,-8.56,1.46,0.00,0.00
41962,0.00,0.78,15.16,13.36,180,0.15,1516,0.00,0.00,33.33,16,13.50,0.00,88,3.77,-11.03,1.26,0.00,0.00
42218,0.00,1.56,17.46,13.28,180,0.21,1135,0.00,0.00,33.33,16,21.00,1.21,88,4.06,-10.74,1.30,0.00,0.00
42476,0.00,1.56,19.18,13.52,180,0.19,1121,0.00,0.00,33.33,16,16.50,1.20,88,4.64,-10.16,1.28,0.00,0.00
42733,-1.56,2.34,13.09,13.52,180,0.15,1152,0.00,0.00,33.33,16,12.50,1.23,88,4.35,-10.30,1.22,0.00,0.00
42991,-3.91,3.12,11.94,13.60,180,0.13,1407,0.00,0.00,33.33,16,4.50,1.50,88,3.77,-10.88,1.18,0.00,0.00
43249,0.00,3.91,12.40,13.60,180,0.10,1690,0.00,0.00,33.33,16,15.50,1.94,88,3.05,-11.61,1.20,0.00,0.00
43506,0.00,3.91,12.52,13.60,180,0.09,1861,0.00,0.00,33.33,16,15.50,1.99,88,3.19,-11.75,1.20,0.00,0.00
43763,0.00,6.25,12.63,13.60,180,0.10,1854,0.00,0.00,33.33,16,15.50,0.00,88,3.19,-11.61,1.22,0.00,0.00
44020,0.00,6.25,12.86,13.60,180,0.12,1820,0.00,0.00,33.33,16,15.50,0.00,88,3.19,-11.61,1.28,0.00,0.00
44277,0.00,6.25,14.24,13.60,180,0.11,1814,0.00,0.00,33.33,16,15.50,0.00,88,3.34,-11.46,1.22,0.00,0.00
44534,0.00,6.25,21.02,13.60,180,0.12,1814,0.00,0.00,33.33,16,15.50,0.00,88,3.34,-11.46,1.28,0.00,0.00
44839,0.00,6.25,22.28,13.60,180,0.11,1792,0.00,0.00,33.33,16,15.50,0.00,88,3.19,-11.61,1.22,0.00,0.00
45097,0.00,6.25,22.51,13.52,180,0.15,1493,0.00,0.00,33.33,16,13.00,0.00,88,3.34,-11.46,1.24,0.00,0.00
45354,0.00,6.25,22.62,13.52,180,0.15,1160,0.00,0.00,33.33,16,21.00,1.24,88,3.92,-11.17,1.24,0.00,0.00
45611,0.00,6.25,22.39,13.68,180,0.12,1188,0.00,0.00,33.33,16,16.50,1.27,88,4.35,-10.45,1.20,0.00,0.00
45869,-0.78,6.25,13.67,13.76,180,0.14,1309,0.00,0.00,33.33,16,4.50,1.46,88,3.92,-10.74,1.24,0.00,0.00
46126,0.00,6.25,13.09,13.36,180,0.12,1598,0.00,0.00,33.33,16,15.50,1.77,88,3.19,-11.32,1.22,0.00,0.00
46383,0.00,6.25,13.09,13.68,180,0.11,1920,0.00,0.00,33.33,16,15.50,2.05,88,3.19,-11.75,1.34,0.00,0.00
46640,0.00,6.25,12.06,13.68,180,0.13,2360,0.00,0.00,33.33,16,15.50,0.00,88,3.05,-11.75,1.40,0.00,0.00
